municipality,group,variable,month,Control del niño menor de 1 año NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-05-01,76,76,,
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-05-01,2,2,,
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-05-01,10,10,,
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-05-01,38,38,,
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-05-01,17,17,,
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,12,12,,
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,135,135,,
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,9,9,,
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,63,63,,
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,21,21,,
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,14,14,,
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,5,5,,
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,92,92,,
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,103,103,,
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,56,56,,
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,29,29,,
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,49,49,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,405,405,,
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,3,3,,
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,4,4,,
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,46,46,,
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,10,10,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,69,69,,
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,25,25,,
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,55,55,,
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,3,3,,
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,65,65,,
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,52,52,,
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,11,11,,
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,16,16,,
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,21,21,,
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,17,17,,
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,26,26,,
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,10,10,,
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,19,19,,
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,33,33,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,41,41,,
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,169,169,,
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,11,11,,
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,24,24,,
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,174,174,,
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,16,16,,
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,20,20,,
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,4,4,,
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,60,60,,
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,22,22,,
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,26,26,,
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,25,25,,
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,35,35,,
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,5,5,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,31,31,,
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,20,20,,
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,171,171,,
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,1773,1773,,
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,149,149,,
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,27,27,,
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,4,4,,
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,104,104,,
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,12,12,,
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,79,79,,
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,19,19,,
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,28,28,,
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,31,31,,
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,9,9,,
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,30,30,,
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,10,10,,
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,13,13,,
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,10,10,,
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,61,61,,
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,113,113,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,11,11,,
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,5,5,,
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,46,46,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,13,13,,
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,13,13,,
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2939,2939,,
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,13,13,,
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,150,150,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,89,89,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,46,46,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,85,85,,
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,9,9,,
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,64,64,,
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,11,11,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,57,57,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,26,26,,
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,41,41,,
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,18,18,,
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,185,185,,
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,27,27,,
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,35,35,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,55,55,,
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,5,5,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,9,9,,
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,10,10,,
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,106,106,,
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,57,57,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,24,24,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,27,27,,
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,27,27,,
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,4,4,,
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,92,92,,
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,1382,1382,,
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,39,39,,
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,3,3,,
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,131,131,,
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,29,29,,
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,14,14,,
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,15,15,,
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,35,35,,
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,19,19,,
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,20,20,,
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,20,20,,
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,146,146,,
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,71,71,,
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,38,38,,
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,5,5,,
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,58,58,,
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,66,66,,
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,174,174,,
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,3,3,,
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,166,166,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,1,1,,
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,47,47,,
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,32,32,,
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,894,894,,
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,34,34,,
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,12,12,,
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,7,7,,
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,48,48,,
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,104,104,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,14,14,,
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,18,18,,
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,6,6,,
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,107,107,,
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,9,9,,
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,55,55,,
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,78,78,,
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,11,11,,
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,72,72,,
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,75,75,,
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,23,23,,
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,54,54,,
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,8,8,,
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,933,933,,
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-06-01,62,62,,
