,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,90,8,90,98
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,19,4,19,23
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,24,1,24,25
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,35,140,35,140,175
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,10,43,10,43,53
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,41,179,41,179,220
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,30,120,30,120,150
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,23,178,23,178,201
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,10,56,10,56,66
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,92,623,92,623,715
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,13,253,13,253,266
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,24,134,24,134,158
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,24,6,24,30
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,12,3,12,15
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,56,285,56,285,341
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,50,11,50,61
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,67,4,67,71
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,26,46,26,46,72
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,142,8,142,150
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,60,341,60,341,401
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,16,4,16,20
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,28,113,28,113,141
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,22,160,22,160,182
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,32,136,32,136,168
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,108,18,108,126
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,109,214,109,214,323
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,164,804,164,804,968
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2314,5983,2314,5983,8297
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,2,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,9,116,9,116,125
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,33,220,33,220,253
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,41,5,41,46
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,7,69,7,69,76
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,80,458,80,458,538
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,7,65,7,65,72
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,23,43,23,43,66
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,27,104,27,104,131
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,88,12,88,100
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,121,5,121,126
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,20,112,20,112,132
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,22,143,22,143,165
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,35,3,35,38
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,24,159,24,159,183
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,42,111,42,111,153
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,50,400,50,400,450
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,85,208,85,208,293
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,25,106,25,106,131
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,0,4,0,4,4
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,19,109,19,109,128
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,38,317,38,317,355
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,211,1125,211,1125,1336
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,30,5,30,35
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,191,329,191,329,520
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,31,3,31,34
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,13,2,13,15
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,0,51,0,51,51
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,49,334,49,334,383
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,14,119,14,119,133
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,13,48,13,48,61
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1095,2877,1095,2877,3972
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,34,245,34,245,279
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,19,161,19,161,180
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,46,249,46,249,295
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,66,84,66,84,150
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,81,367,81,367,448
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,39,18,39,57
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,55,12,55,67
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,15,11,15,26
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,30,6,30,36
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,23,51,23,51,74
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,71,12,71,83
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,20,56,20,56,76
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,46,363,46,363,409
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,118,61,118,61,179
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,17,157,17,157,174
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,13,73,13,73,86
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,129,18,129,147
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,45,238,45,238,283
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,19,63,19,63,82
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,55,220,55,220,275
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,10,71,10,71,81
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,28,2,28,30
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,501,2314,501,2314,2815
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,16,160,16,160,176
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,18,1,18,19
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,40,298,40,298,338
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,56,178,56,178,234
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,33,127,33,127,160
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,118,8,118,126
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,54,12,54,66
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,42,220,42,220,262
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,27,100,27,100,127
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,7,2,7,9
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,53,147,53,147,200
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,186,477,186,477,663
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,104,474,104,474,578
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,169,197,169,197,366
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,13,4,13,17
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,584,402,584,402,986
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,30,130,30,130,160
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,17,1,17,18
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,34,308,34,308,342
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,210,12,210,222
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,448,2021,448,2021,2469
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,35,225,35,225,260
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,35,215,35,215,250
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,29,6,29,35
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,522,1633,522,1633,2155
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,67,1,67,68
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,41,322,41,322,363
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,12,54,12,54,66
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,131,11,131,142
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,7,106,7,106,113
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1,12,1,12,13
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,31,99,31,99,130
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,39,8,39,47
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,36,2,36,38
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,103,8,103,111
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,85,178,85,178,263
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,101,436,101,436,537
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,118,18,118,136
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,24,187,24,187,211
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,92,228,92,228,320
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,124,931,124,931,1055
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,12,18,12,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,34,185,34,185,219
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,17,55,17,55,72
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,53,198,53,198,251
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,17,126,17,126,143
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,79,323,79,323,402
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,16,42,16,42,58
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,32,265,32,265,297
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,65,646,65,646,711
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,30,206,30,206,236
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,26,189,26,189,215
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,51,5,51,56
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,32,131,32,131,163
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,62,366,62,366,428
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,13,53,13,53,66
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,1,3,1,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,48,4,48,52
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,13,4,13,17
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,108,11,108,119
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,14,64,14,64,78
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,41,5,41,46
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,107,232,107,232,339
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4051,7680,4051,7680,11731
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,17,92,17,92,109
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,24,189,24,189,213
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,25,44,25,44,69
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,16,105,16,105,121
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,41,5,41,46
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,57,4,57,61
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,37,3,37,40
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,20,105,20,105,125
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,76,3,76,79
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,35,260,35,260,295
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,45,6,45,51
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,143,474,143,474,617
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,109,8,109,117
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,175,11,175,186
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,55,189,55,189,244
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,659,2776,659,2776,3435
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,6,2,6,8
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,43,51,43,51,94
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,23,163,23,163,186
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,137,18,137,155
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,5,7,5,7,12
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,116,334,116,334,450
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,20,285,20,285,305
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,46,6,46,52
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,37,119,37,119,156
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,1111,1797,1111,1797,2908
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,40,241,40,241,281
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,10,98,10,98,108
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,24,146,24,146,170
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,83,155,83,155,238
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,25,92,25,92,117
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,387,519,387,519,906
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,407,257,407,257,664
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,6,3,6,9
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,55,65,55,65,120
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,0,5,0,5,5
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,42,70,42,70,112
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,15,59,15,59,74
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,28,154,28,154,182
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,14,150,14,150,164
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,18,161,18,161,179
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,70,154,70,154,224
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,6,51,6,51,57
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,28,2,28,30
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,650,704,650,704,1354
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,67,521,67,521,588
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,9,63,9,63,72
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,22,179,22,179,201
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,69,351,69,351,420
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,28,193,28,193,221
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,73,332,73,332,405
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,31,102,31,102,133
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,31,128,31,128,159
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,167,504,167,504,671
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,8,68,8,68,76
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,84,481,84,481,565
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,2,73,2,73,75
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,39,51,39,51,90
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,13,194,13,194,207
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,486,557,486,557,1043
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,26,118,26,118,144
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,40,612,40,612,652
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,246,243,246,243,489
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,16,140,16,140,156
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,3,27,3,27,30
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,153,410,153,410,563
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,26,92,26,92,118
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,212,909,212,909,1121
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,15,107,15,107,122
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,53,4,53,57
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,78,700,78,700,778
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,11,74,11,74,85
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,20,133,20,133,153
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,4,92,4,92,96
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-07-01,17,123,17,123,140
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,19,95,19,95,114
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,137,493,137,493,630
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,100,21,100,21,121
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,176,345,176,345,521
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,35,14,35,49
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,9,42,9,42,51
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,18,87,18,87,105
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,48,5,48,53
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,42,7,42,49
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,101,26,101,26,127
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,52,269,52,269,321
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,82,7,82,89
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,48,134,48,134,182
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,22,209,22,209,231
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,30,208,30,208,238
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,98,260,98,260,358
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,155,11,155,166
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,6,51,6,51,57
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,12,101,12,101,113
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,9,83,9,83,92
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,107,334,107,334,441
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,18,156,18,156,174
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,35,189,35,189,224
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,8,63,8,63,71
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,0,12,0,12,12
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,27,4,27,31
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,12,4,12,16
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,112,232,112,232,344
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,71,441,71,441,512
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,124,14,124,138
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,26,4,26,30
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,38,2,38,40
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,20,166,20,166,186
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,35,182,35,182,217
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,27,117,27,117,144
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,26,134,26,134,160
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,30,162,30,162,192
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,8,68,8,68,76
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,15,153,15,153,168
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,248,11,248,259
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,38,4,38,42
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,110,541,110,541,651
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,80,391,80,391,471
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,87,14,87,101
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,37,337,37,337,374
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,186,703,186,703,889
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,1,2,1,2,3
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,22,219,22,219,241
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,25,171,25,171,196
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,9,47,9,47,56
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,7,3,7,10
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,13,2,13,2,15
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,50,432,50,432,482
