,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,12,2,12,14
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,25,163,25,163,188
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,22,0,22,22
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,51,3,51,54
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,23,1,23,24
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,137,0,137,137
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,21,361,21,361,382
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,5,0,5,5
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,15,103,15,103,118
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,22,104,22,104,126
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,13,60,13,60,73
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,21,72,21,72,93
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,36,79,36,79,115
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,36,408,36,408,444
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1211,3416,1211,3416,4627
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,0,2,0,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,92,1,92,93
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,130,7,130,137
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,57,7,57,64
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,36,0,36,36
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,66,397,66,397,463
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,45,2,45,47
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,11,56,11,56,67
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,16,71,16,71,87
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,19,72,19,72,91
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,123,4,123,127
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,18,80,18,80,98
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,23,85,23,85,108
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,37,4,37,41
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,99,0,99,99
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,21,36,21,36,57
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,277,3,277,280
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,59,197,59,197,256
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,15,54,15,54,69
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,9,0,9,9
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,77,2,77,79
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,38,352,38,352,390
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,55,737,55,737,792
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,38,2,38,40
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,129,260,129,260,389
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,22,4,22,26
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,34,1,34,35
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,367,2,367,369
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,81,7,81,88
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,5,37,5,37,42
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,350,1403,350,1403,1753
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,30,371,30,371,401
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,157,2,157,159
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,12,189,12,189,201
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,56,51,56,51,107
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,10,254,10,254,264
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,32,8,32,40
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,24,0,24,24
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,7,0,7,7
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,34,6,34,40
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,38,54,38,54,92
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,83,6,83,89
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,54,4,54,58
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,34,393,34,393,427
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,89,79,89,79,168
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,109,7,109,116
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,50,7,50,57
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,119,1,119,120
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,14,254,14,254,268
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,14,36,14,36,50
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,177,0,177,177
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,14,61,14,61,75
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,19,4,19,23
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,233,1020,233,1020,1253
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,155,6,155,161
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,11,2,11,13
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,27,120,27,120,147
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,64,146,64,146,210
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,78,8,78,86
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,68,6,68,74
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,30,2,30,32
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,86,7,86,93
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,17,142,17,142,159
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,13,0,13,13
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,18,74,18,74,92
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,124,413,124,413,537
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,49,557,49,557,606
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,45,323,45,323,368
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,15,4,15,19
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,344,270,344,270,614
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,28,64,28,64,92
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,20,0,20,20
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,372,0,372,372
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,5,169,5,169,174
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,280,1436,280,1436,1716
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,168,4,168,172
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,129,0,129,129
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,15,1,15,16
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,184,832,184,832,1016
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,73,3,73,76
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,24,300,24,300,324
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,28,1,28,29
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,11,144,11,144,155
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,15,42,15,42,57
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,10,2,10,12
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,24,60,24,60,84
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,21,4,21,25
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,21,1,21,22
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,9,106,9,106,115
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,28,64,28,64,92
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,330,0,330,330
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,20,53,20,53,73
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,32,119,32,119,151
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,48,226,48,226,274
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,108,458,108,458,566
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,9,14,9,14,23
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,50,159,50,159,209
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,40,1,40,41
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,27,94,27,94,121
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,118,0,118,118
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,42,221,42,221,263
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,68,4,68,72
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,14,263,14,263,277
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,20,760,20,760,780
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,155,6,155,161
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,22,111,22,111,133
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,36,0,36,36
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,33,148,33,148,181
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,44,388,44,388,432
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,37,3,37,40
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,30,4,30,34
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,31,3,31,34
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,86,7,86,93
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,7,33,7,33,40
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,50,0,50,50
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,33,113,33,113,146
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1684,4765,1684,4765,6449
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,62,1,62,63
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,101,0,101,101
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,51,2,51,53
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,9,80,9,80,89
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,46,0,46,46
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,47,4,47,51
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,10,43,10,43,53
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,77,8,77,85
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,12,63,12,63,75
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,222,2,222,224
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,44,3,44,47
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,108,352,108,352,460
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,147,1,147,148
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,24,144,24,144,168
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,40,124,40,124,164
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,353,1464,353,1464,1817
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,10,0,10,10
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,33,36,33,36,69
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,12,93,12,93,105
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,179,8,179,187
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,4,0,4,4
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,71,299,71,299,370
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,339,1,339,340
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,5,22,5,22,27
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,49,61,49,61,110
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,650,1378,650,1378,2028
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,300,8,300,308
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,53,3,53,56
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,15,76,15,76,91
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,20,175,20,175,195
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,12,84,12,84,96
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,331,360,331,360,691
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,172,137,172,137,309
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,8,1,8,9
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,42,35,42,35,77
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,4,0,4,4
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,65,3,65,68
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,9,53,9,53,62
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,120,0,120,120
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,170,0,170,170
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,17,161,17,161,178
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,101,92,101,92,193
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,5,54,5,54,59
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,9,20,9,20,29
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,276,452,276,452,728
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,498,3,498,501
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,48,6,48,54
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,11,120,11,120,131
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,46,175,46,175,221
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,10,223,10,223,233
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,3,138,3,138,141
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,19,259,19,259,278
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,16,109,16,109,125
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,17,83,17,83,100
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,369,330,369,330,699
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,6,46,6,46,52
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,16,457,16,457,473
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,5,52,5,52,57
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,23,70,23,70,93
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,154,0,154,154
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,362,439,362,439,801
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,143,1,143,144
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,20,452,20,452,472
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,158,154,158,154,312
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,11,105,11,105,116
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,19,4,19,23
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,30,282,30,282,312
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,52,4,52,56
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,99,729,99,729,828
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,124,1,124,125
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,8,42,8,42,50
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,0,327,0,327,327
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,24,53,24,53,77
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,2,112,2,112,114
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,4,126,4,126,130
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-06-01,1,118,1,118,119
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,14,103,14,103,117
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,66,240,66,240,306
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,30,10,30,10,40
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,40,350,40,350,390
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,39,7,39,46
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,46,0,46,46
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,76,8,76,84
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,51,6,51,57
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,26,7,26,33
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,48,25,48,25,73
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,27,191,27,191,218
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,63,8,63,71
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,36,84,36,84,120
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,101,1,101,102
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,198,3,198,201
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,26,1,26,27
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,95,9,95,104
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,24,6,24,30
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,50,52,50,52,102
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,74,7,74,81
