,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,60,6,60,66
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,250,0,250,250
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,43,235,43,235,278
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,101,7,101,108
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,15,87,15,87,102
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,19,112,19,112,131
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,79,2,79,81
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,108,2,108,110
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,39,485,39,485,524
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,81,0,81,81
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,90,617,90,617,707
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,29,284,29,284,313
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,116,7,116,123
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,29,148,29,148,177
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,60,610,60,610,670
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,1,1,1,2
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,209,13,209,222
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,239,11,239,250
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,34,5,34,39
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,21,2,21,23
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,10,2,10,12
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,25,343,25,343,368
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,76,2,76,78
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,35,423,35,423,458
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,29,2,29,31
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,28,281,28,281,309
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,25,115,25,115,140
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,51,2,51,53
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,43,0,43,43
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,22,47,22,47,69
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,122,7,122,129
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,17,210,17,210,227
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,56,383,56,383,439
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1671,2893,1671,2893,4564
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,10,0,10,10
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,327,303,327,303,630
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,10,165,10,165,175
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,30,0,30,30
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,40,194,40,194,234
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,57,4,57,61
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,287,8,287,295
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,15,81,15,81,96
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,64,170,64,170,234
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,20,3,20,23
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,167,0,167,167
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,43,6,43,49
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,28,89,28,89,117
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,87,12,87,99
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,31,118,31,118,149
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,114,1,114,115
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,56,119,56,119,175
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,58,12,58,70
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,27,487,27,487,514
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,80,332,80,332,412
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,48,175,48,175,223
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,7,0,7,7
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,115,0,115,115
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,53,528,53,528,581
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,37,6,37,43
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,34,7,34,41
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,38,11,38,49
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1269,4887,1269,4887,6156
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,111,9,111,120
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,273,6,273,279
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,291,5,291,296
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,32,208,32,208,240
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,209,0,209,209
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,192,220,192,220,412
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,28,272,28,272,300
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,3,1,3,4
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,4,0,4,4
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,119,0,119,119
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,45,3,45,48
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,88,0,88,88
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,28,174,28,174,202
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,60,6,60,66
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,245,13,245,258
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,140,13,140,153
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,115,6,115,121
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,10,42,10,42,52
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,384,2,384,386
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,366,5,366,371
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,35,263,35,263,298
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,80,3,80,83
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,41,0,41,41
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,154,6,154,160
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,30,0,30,30
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,64,2,64,66
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,28,1,28,29
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,480,0,480,480
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,148,852,148,852,1000
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,11,0,11,11
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,153,12,153,165
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,16,140,16,140,156
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,39,76,39,76,115
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,190,8,190,198
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,84,12,84,96
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,39,551,39,551,590
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1319,3882,1319,3882,5201
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,212,3,212,215
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,165,11,165,176
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,155,6,155,161
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,54,3,54,57
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,39,633,39,633,672
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,46,0,46,46
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,10,116,10,116,126
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,106,12,106,118
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,14,73,14,73,87
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,277,13,277,290
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,31,86,31,86,117
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,16,132,16,132,148
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,68,4,68,72
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,96,0,96,96
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,36,101,36,101,137
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,20,344,20,344,364
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,62,334,62,334,396
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,20,121,20,121,141
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,20,0,20,20
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,234,5,234,239
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,108,581,108,581,689
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,88,923,88,923,1011
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,53,11,53,64
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,145,284,145,284,429
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,34,7,34,41
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,45,0,45,45
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,382,0,382,382
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,113,4,113,117
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,73,9,73,82
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,441,1480,441,1480,1921
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,46,239,46,239,285
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,497,4,497,501
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,7,237,7,237,244
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,70,61,70,61,131
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,357,8,357,365
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,40,4,40,44
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,35,9,35,44
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,20,9,20,29
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,76,4,76,80
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,44,75,44,75,119
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,95,3,95,98
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,75,3,75,78
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,19,300,19,300,319
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,85,69,85,69,154
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,153,2,153,155
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,53,4,53,57
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,68,0,68,68
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,37,491,37,491,528
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,54,48,54,48,102
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,232,0,232,232
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,68,9,68,77
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,44,3,44,47
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,237,1123,237,1123,1360
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,13,279,13,279,292
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,17,4,17,21
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,73,146,73,146,219
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,97,85,97,85,182
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,18,100,18,100,118
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,10,99,10,99,109
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,26,8,26,34
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,42,4,42,46
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,18,194,18,194,212
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,21,0,21,21
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,53,50,53,50,103
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,126,509,126,509,635
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,49,798,49,798,847
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,25,228,25,228,253
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,3,13,3,13,16
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,434,327,434,327,761
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,42,90,42,90,132
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,41,1,41,42
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,676,0,676,676
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,193,0,193,193
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,337,1263,337,1263,1600
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,220,2,220,222
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,142,0,142,142
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,25,0,25,25
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,194,754,194,754,948
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,60,36,60,36,96
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,444,11,444,455
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,47,4,47,51
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,11,209,11,209,220
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,5,68,5,68,73
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,47,2,47,49
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,15,100,15,100,115
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,28,2,28,30
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,16,0,16,16
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,36,241,36,241,277
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,39,113,39,113,152
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,393,0,393,393
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,8,108,8,108,116
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,34,173,34,173,207
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,104,318,104,318,422
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,149,731,149,731,880
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,22,29,22,29,51
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,71,58,71,58,129
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,47,1,47,48
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,47,118,47,118,165
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,201,0,201,201
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,60,329,60,329,389
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,77,9,77,86
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,22,305,22,305,327
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,51,1496,51,1496,1547
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,6,112,6,112,118
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,23,212,23,212,235
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,61,0,61,61
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,31,191,31,191,222
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,37,508,37,508,545
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,14,54,14,54,68
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1,35,1,35,36
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,66,2,66,68
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,26,87,26,87,113
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,31,4,31,35
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,4,66,4,66,70
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,22,103,22,103,125
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,1127,3647,1127,3647,4774
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,65,0,65,65
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,198,2,198,200
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,17,0,17,17
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,9,142,9,142,151
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,33,2,33,35
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,20,96,20,96,116
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,110,2,110,112
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,12,81,12,81,93
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,22,91,22,91,113
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,0,200,0,200,200
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-06-01,2,78,2,78,80
