,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,74,71,50,26,124,97,221
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,17,15,0,0,17,15,32
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,105,99,146,141,251,240,491
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,3,42,58,43,61,104
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,3,6,11,10,14,24
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,13,7,213,261,226,268,494
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,67,74,67,74,141
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,89,83,482,468,571,551,1122
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,6,112,70,116,76,192
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,48,51,48,51,99
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,2,15,7,17,9,26
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,131,117,437,453,568,570,1138
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,11,15,22,23,33,56
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,16,11,164,194,180,205,385
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,2,29,39,31,41,72
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,7,11,67,64,74,75,149
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,6,5,22,21,28,26,54
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,9,5,7,15,16,31
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,9,59,84,69,93,162
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,1,10,16,11,17,28
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,0,1,2,2,2,4
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,14,20,116,119,130,139,269
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,44,37,89,96,133,133,266
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,207,243,207,243,450
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3,3,47,65,50,68,118
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,5,78,83,88,88,176
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,46,42,197,128,243,170,413
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,68,67,449,439,517,506,1023
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,19,10,2,2,21,12,33
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,16,22,67,72,83,94,177
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,1,23,25,24,26,50
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,21,39,43,41,64,80,144
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,3,55,50,57,53,110
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,97,94,127,118,224,212,436
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,5,4,19,20,24,24,48
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,12,89,92,97,104,201
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3683,281,326,305,4009,586,4595
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3,7,23,33,26,40,66
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,6,57,54,59,60,119
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,2,15,12,23,14,37
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,9,3,109,90,118,93,211
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,18,18,125,117,143,135,278
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,6,3,35,38,41,41,82
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,1,2,1,3,2,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,1,26,23,30,24,54
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,0,4,3,5,3,8
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,12,45,39,53,51,104
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,13,18,11,21,24,39,63
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,24,21,49,52,73,73,146
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,42,54,26,46,68,100,168
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,981,965,1358,1216,2339,2181,4520
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,4,63,50,71,54,125
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,12,55,72,56,84,140
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,4,5,7,9,11,20
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,6,3,82,83,88,86,174
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,5,3,12,2,17,5,22
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,3,11,15,15,18,33
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,2,38,30,40,32,72
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3,2,29,32,32,34,66
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,3,30,40,32,43,75
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3,3,15,10,18,13,31
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,48,42,116,123,164,165,329
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,16,6,103,130,119,136,255
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,13,8,13,8,21
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,62,58,101,115,163,173,336
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,146,143,0,0,146,143,289
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,7,8,130,124,137,132,269
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,21,37,63,59,84,96,180
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,290,372,808,851,1098,1223,2321
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,9,0,0,4,9,13
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,16,28,25,38,41,79
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,6,4,14,26,20,30,50
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,3,125,145,129,148,277
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,5,5,5,5,10
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,27,19,117,123,144,142,286
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,324,323,2,5,326,328,654
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,0,6,12,7,12,19
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,7,40,41,50,48,98
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,397,302,421,344,818,646,1464
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,191,175,88,92,279,267,546
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,1,76,50,77,51,128
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,28,24,53,55,81,79,160
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,8,5,28,29,36,34,70
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,15,13,46,36,61,49,110
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,189,151,232,187,421,338,759
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,7,10,57,68,64,78,142
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,2,6,10,6,12,18
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,16,14,30,36,46,50,96
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,1,0,0,2,1,2,3
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,21,12,18,21,39,33,72
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,1,12,32,12,33,45
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,3,50,58,54,61,115
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,203,240,0,0,203,240,443
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,9,10,67,73,76,83,159
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,22,18,25,27,47,45,92
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,3,24,22,26,25,51
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,1,14,12,14,13,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,173,148,273,296,446,444,890
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,204,185,77,62,281,247,528
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,8,24,24,26,32,58
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,6,56,60,66,66,132
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,9,4,87,59,96,63,159
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,23,18,100,91,123,109,232
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,3,6,91,112,94,118,212
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,5,12,17,8,22,20,42
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,5,51,42,61,47,108
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,57,51,165,141,222,192,414
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,12,9,75,91,87,100,187
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,20,21,144,150,164,171,335
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,47,51,145,135,192,186,378
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,2,39,41,41,43,84
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,31,21,21,16,52,37,89
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,171,174,0,0,171,174,345
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,258,258,446,387,704,645,1349
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,14,11,117,109,131,120,251
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,27,21,234,212,261,233,494
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,70,86,28,30,98,116,214
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,10,7,85,98,95,105,200
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,0,1,13,1,13,14
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,58,62,163,165,221,227,448
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,6,7,52,43,58,50,108
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,65,69,224,153,289,222,511
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,136,134,0,0,136,134,270
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,2,1,28,36,30,37,67
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,0,1,228,240,228,241,469
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,4,4,41,31,45,35,80
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,122,145,0,0,122,145,267
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,5,2,77,73,82,75,157
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-01-01,149,146,0,0,149,146,295
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,0,54,64,55,64,119
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,50,42,144,131,194,173,367
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,3,53,33,53,36,89
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,27,35,139,144,166,179,345
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,9,6,16,16,25,22,47
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,9,13,56,57,65,70,135
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,21,8,26,40,47,48,95
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,2,2,62,61,64,63,127
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,2,2,67,46,69,48,117
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,3,29,27,30,30,60
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,5,7,37,55,42,62,104
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,21,30,116,124,137,154,291
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,4,2,46,59,50,61,111
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,12,9,56,36,68,45,113
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,2,107,117,108,119,227
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,3,107,120,107,123,230
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,352,358,5,13,357,371,728
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,8,5,110,91,118,96,214
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,4,2,13,15,17,17,34
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,9,8,52,26,61,34,95
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,7,3,16,17,23,20,43
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,10,19,124,83,134,102,236
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,61,47,128,132,189,179,368
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,4,1,55,48,59,49,108
