municipality,group,variable,month,Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
BELLA FLOR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
BERMEJO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,61,61
BETANZOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,70,70
BOLIVAR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,13,13
BOLPEBRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
BOYUIBE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
BUENA VISTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,13,13
CABEZAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,65,65
CAIROMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
"CAIZA ""D""",micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
CAJUATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
CALACOTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
CALAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,29,29
CAMARGO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,28,28
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
CAMIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,57,57
CAPINOTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,33,33
CAQUIAVIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
CARACOLLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,35,35
CARANAVI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,119,119
CARAPARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,31,31
CARIPUYO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,24,24
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
CHALLAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,49,49
CHAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
CHARAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,58,58
CHARAÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,6,6
CHAYANTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
CHIMORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,48,48
CHIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
CHOQUE COTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
CHUA COCANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
CHUMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,23,23
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
CKOCHAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
CLIZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,36,36
COBIJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,157,157
COCAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,21,21
COCHABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1024,1024
COIPASA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
COLCAPIRHUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,100,100
"COLCHA ""K""",micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,24,24
COLLANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
COLOMI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,43,43
COLPA BELGICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
COLQUECHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,60,60
COLQUENCHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
COLQUIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,47,47
COMANCHE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
COMARAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,31,31
COMBAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
CONCEPCION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,35,35
COPACABANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,24,24
CORIPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,20,20
CORO CORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,10,10
COROICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,33,33
CORQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
COTAGAITA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,34,34
COTOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,94,94
CRUZ DE MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
CUATRO CAÑADAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,49,49
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
CUEVO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
CULPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
CURVA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
DESAGUADERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,6,6
EL ALTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1391,1391
EL CHORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,6,6
EL PUENTE(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,32,32
EL PUENTE(TJA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
EL TORNO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,89,89
EL VILLAR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,46,46
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,72,72
ESCOMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,11,11
EUCALIPTUS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
EXALTACION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,28,28
FILADELFIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,24,24
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
GUANAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,28,28
GUAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
GUAYARAMERIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,97,97
GUTIERREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,16,16
HUACARETA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,11,11
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
HUANUNI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,50,50
HUARACAJE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,10,10
HUARINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
HUATAJATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
HUAYLLAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
HUMANATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
ICHOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
ICLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,16,16
INCAHUASI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,35,35
INGAVI (HUMAITA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
INQUISIVI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,16,16
IXIAMAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,16,16
JESUS DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
LA ASUNTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,86,86
LA GUARDIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,104,104
LA PAZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1070,1070
LAGUNILLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,10,10
LAJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,36,36
LAS CARRERAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
LICOMA PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
LLALLAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,77,77
LLICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
LORETO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
LURIBAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,10,10
MACHARETI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
MAGDALENA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,26,26
MAIRANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,31,31
MALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
MAPIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,29,29
MECAPACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,19,19
MINEROS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,51,51
MIZQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,65,65
MOCOMOCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,31,31
MOJINETE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
MOJOCOYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
MONTEAGUDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,39,39
MONTERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,607,607
MORO MORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
MOROCHATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
NAZACARA DE PACAJES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
OCURI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
OKINAWA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,18,18
OMEREQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
ORURO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,494,494
PADCAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,20,20
PADILLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,14,14
PAILON,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,27,27
PALCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,23,23
PALOS BLANCOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,44,44
PAMPA AULLAGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,5,5
PAMPA GRANDE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,16,16
PAPEL PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
PASORAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
PATACAMAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,31,31
PAZÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
PELECHUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,17,17
POCOATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,42,42
POCONA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,21,21
POJO (CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,27,27
POOPO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
PORCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,28,28
POROMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,41,41
PORONGO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,11,11
PORTACHUELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,45,45
PORVENIR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,17,17
POSTRER VALLE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,4,4
POTOSI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,366,366
PRESTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,18,18
PUCARANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,35,35
PUERTO ACOSTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,20,20
PUERTO CARABUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,17,17
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
PUERTO PEREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,8,8
PUERTO QUIJARRO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,40,40
PUERTO RICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
PUERTO SILES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,6,6
PUERTO SUAREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,24,24
PUERTO VILLARROEL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,125,125
PUNA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
PUNATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,45,45
QUIABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
QUILLACOLLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,209,209
QUIME,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,19,19
QUIRUSILLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
RAVELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,30,30
REYES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,25,25
RIBERALTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,265,265
ROBORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,26,26
RURRENABAQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,45,45
SABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
SACABA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,225,225
SACABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
SACACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,49,49
SAIPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
SAMAIPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
SAN AGUSTIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
SAN ANDRES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,11,11
SAN BENITO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
SAN BORJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,72,72
SAN BUENA VENTURA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
SAN CARLOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,42,42
SAN IGNACIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,50,50
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,118,118
SAN JAVIER(BNI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,9,9
SAN JAVIER(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,21,21
SAN JOAQUIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,18,18
SAN JULIAN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,83,83
SAN LORENZO(PND),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
SAN LORENZO(TJA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,37,37
SAN LUCAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,59,59
SAN MATIAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,29,29
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,7,7
SAN PEDRO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,22,22
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,89,89
SAN PEDRO DE CURAHUARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
SAN PEDRO(PND),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
SAN RAFAEL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
SAN RAMON BENI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,12,12
SAN RAMON SCZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,23,23
SANTA ANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,27,27
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,1464,1464
SANTA ROSA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,34,34
SANTA ROSA DEL SARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,30,30
SANTIAGO DE CALLAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2013-06-01,3,3
