municipality,group,variable,month,Niños (as) de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
PADCAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,145,145
PADILLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,77,77
PAILON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,136,136
PALCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,64,64
PALOS BLANCOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,111,111
PAMPA AULLAGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,23,23
PAMPA GRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,41,41
PAPEL PAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,29,29
PASORAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
PATACAMAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,37,37
PAZÑA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,35,35
PELECHUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,29,29
POCOATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,115,115
POCONA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,50,50
POJO (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,77,77
POOPO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,28,28
PORCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,53,53
POROMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,123,123
PORONGO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,66,66
PORTACHUELO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,38,38
PORVENIR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,36,36
POSTRER VALLE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,3,3
POTOSI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,1206,1206
PRESTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,37,37
PUCARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
PUCARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,110,110
PUERTO ACOSTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,38,38
PUERTO CARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,68,68
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,45,45
PUERTO PEREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,42,42
PUERTO QUIJARRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,106,106
PUERTO RICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,36,36
PUERTO SILES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,14,14
PUERTO SUAREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,50,50
PUERTO VILLARROEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,168,168
PUNA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,107,107
PUNATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,76,76
QUIABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
QUILLACOLLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,916,916
QUIME,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,31,31
QUIRUSILLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,4,4
RAVELO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,102,102
REYES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,136,136
RIBERALTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,819,819
ROBORE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,43,43
RURRENABAQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,70,70
SABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,6,6
SACABA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,1021,1021
SACABAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,14,14
SACACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,96,96
SAIPINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,31,31
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,71,71
SAMAIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,58,58
SAN AGUSTIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
SAN ANDRES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,57,57
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,13,13
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,23,23
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,35,35
SAN BENITO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,66,66
SAN BORJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,201,201
SAN BUENA VENTURA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,32,32
SAN CARLOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,93,93
SAN IGNACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,131,131
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,198,198
SAN JAVIER(BNI),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,14,14
SAN JAVIER(STC),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,112,112
SAN JOAQUIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,40,40
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,33,33
SAN JULIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,204,204
SAN LORENZO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,29,29
SAN LORENZO(TJA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,114,114
SAN LUCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,231,231
SAN MATIAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,73,73
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,32,32
SAN PABLO DE LIPEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,43,43
SAN PEDRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,71,71
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,150,150
SAN PEDRO DE CURAHUARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,27,27
SAN PEDRO DE TIQUINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,25,25
SAN PEDRO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,11,11
SAN RAFAEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,37,37
SAN RAMON BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,17,17
SAN RAMON SCZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,45,45
SANTA ANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,171,171
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,2554,2554
SANTA ROSA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,52,52
SANTA ROSA DEL SARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,81,81
SANTIAGO DE CALLAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,19,19
SANTIAGO DE HUARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,48,48
SANTIAGO DE HUATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,23,23
SANTIAGO DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
SANTIVAÑES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,23,23
SANTUARIO DE QUILLACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,33,33
SAPAHAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,33,33
SENA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,38,38
SHINAOTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,57,57
SICA SICA (VILLA AROMA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,102,102
SICAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,16,16
SIPE SIPE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,245,245
SOPACHUY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,31,31
SORACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,49,49
SORATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,56,56
SUCRE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,2588,2588
TACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,5,5
TACACOMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,23,23
TACOBAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,43,43
TACOPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,24,24
TAHUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,9,9
TAPACARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,142,142
TARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,106,106
TARACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
TARATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,30,30
TARIJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,801,801
TARVITA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,81,81
TEOPONTE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,67,67
TIAWANACU,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,28,28
TINGUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,123,123
TIPUANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,48,48
TIQUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,459,459
TIRAQUE (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,74,74
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,6,6
TOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,28,28
TODOS SANTOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,2,2
TOLATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,18,18
TOLEDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,13,13
TOMAVE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,85,85
TOMINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,70,70
TORO TORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,80,80
TOTORA(CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,43,43
TOTORA(ORR),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,25,25
TRIGAL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,11,11
TRINIDAD,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,277,277
TUPIZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,155,155
TURCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,9,9
UMALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,41,41
UNCIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,123,123
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,74,74
URUBICHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,33,33
UYUNI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,96,96
VACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,26,26
VALLEGRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,34,34
VIACHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,175,175
VILA VILA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,15,15
VILLA CHARCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,85,85
VILLA MONTES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,198,198
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,15,15
VILLA RIVERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,69,69
VILLA SERRANO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,101,101
VILLA TUNARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,305,305
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,84,84
VILLAZON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,380,380
VINTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,64,64
VITICHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,38,38
WALDO BALLIVIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,10,10
WARNES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,269,269
YACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,16,16
YACUIBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,312,312
YAMPARAEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,44,44
YANACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,12,12
YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,284,284
YOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,48,48
YOTALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,48,48
YUNCHARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,35,35
ZUDAÑEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-11-01,42,42
ACACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,30,30
ACHACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,84,84
ACHOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,44,44
AIQUILE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,37,37
ALALAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,10,10
ALCALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,18,18
ALTO BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,35,35
ANCORAIMES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,50,50
ANDAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,8,8
ANTEQUERA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,15,15
ANZALDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,17,17
APOLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,49,49
ARAMPAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,31,31
ARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,10,10
ARBIETO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,37,37
ARQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,55,55
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,102,102
ATOCHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2013-12-01,36,36
