municipality,group,variable,month,Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
POOPO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
PORCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
POROMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,32,32
PORONGO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
PORTACHUELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,51,51
PORVENIR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
POSTRER VALLE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
POTOSI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,390,390
PRESTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
PUCARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
PUCARANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,42,42
PUERTO ACOSTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,35,35
PUERTO CARABUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,26,26
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
PUERTO PEREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
PUERTO QUIJARRO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,25,25
PUERTO RICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
PUERTO SILES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
PUERTO SUAREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,36,36
PUERTO VILLARROEL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,131,131
PUNA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,27,27
PUNATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,41,41
QUIABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
QUILLACOLLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,220,220
QUIME,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
QUIRUSILLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
RAVELO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
REYES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,31,31
RIBERALTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,300,300
ROBORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
RURRENABAQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,44,44
SABAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
SACABA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,216,216
SACABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SACACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,30,30
SAIPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
SAMAIPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
SAN AGUSTIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
SAN ANDRES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
SAN BENITO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,33,33
SAN BORJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,119,119
SAN BUENA VENTURA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SAN CARLOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
SAN IGNACIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,60,60
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,132,132
SAN JAVIER(BNI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
SAN JAVIER(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,32,32
SAN JOAQUIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,31,31
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,20,20
SAN JULIAN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,103,103
SAN LORENZO(PND),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
SAN LORENZO(TJA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,57,57
SAN LUCAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,75,75
SAN MATIAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,31,31
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
SAN PABLO DE LIPEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SAN PEDRO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,57,57
SAN PEDRO DE CURAHUARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
SAN PEDRO DE QUEMES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
SAN PEDRO(PND),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SAN RAFAEL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
SAN RAMON BENI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
SAN RAMON SCZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,30,30
SANTA ANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,992,992
SANTA ROSA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
SANTA ROSA DEL SARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,25,25
SANTIAGO DE CALLAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
SANTIAGO DE HUARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
SANTIAGO DE HUATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SANTIVAÑES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
SAPAHAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
SENA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
SHINAOTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,26,26
SICA SICA (VILLA AROMA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,47,47
SICAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
SIPE SIPE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,108,108
SOPACHUY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
SORACACHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
SORATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,20,20
SUCRE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,424,424
TACACHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
TACACOMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
TACOBAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,21,21
TACOPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
TAPACARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,45,45
TARABUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
TARACO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
TARATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
TARIJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,345,345
TARVITA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
TEOPONTE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
TIAWANACU,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
TINGUIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,46,46
TIPUANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,23,23
TIQUIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,124,124
TIRAQUE (CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,32,32
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
TOCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
TOLATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
TOLEDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
TOMAVE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,32,32
TOMINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,21,21
TORO TORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
TOTORA(CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,26,26
TOTORA(ORR),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
TRIGAL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
TRINIDAD,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,158,158
TUPIZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,71,71
TURCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
UMALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,20,20
UNCIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
URUBICHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
UYUNI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,50,50
VACAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
VALLEGRANDE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
VIACHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,161,161
VILA VILA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
VILLA CHARCAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
VILLA MONTES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,81,81
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
VILLA RIVERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
VILLA SERRANO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
VILLA TUNARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,158,158
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
VILLAZON,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,85,85
VINTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,69,69
VITICHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
WARNES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,102,102
YACO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
YACUIBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,151,151
YAMPARAEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
YANACACHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
YAPACANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,143,143
YOCALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
YOTALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
YUNCHARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
YUNGUYO DE LITORAL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
ZUDAÑEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
ACACIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,8,8
ACHACACHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,45,45
ACHOCALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,18,18
AIQUILE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,33,33
ALALAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,4,4
ALCALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,4,4
ALTO BENI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,9,9
ANCORAIMES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,17,17
ANDAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,5,5
ANTEQUERA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,3,3
ANZALDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,14,14
APOLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,29,29
ARAMPAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,11,11
ARANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,7,7
ARBIETO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,16,16
ARQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,29,29
ATOCHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,16,16
AYATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,14,14
AYO AYO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-12-01,36,36
