municipality,group,variable,month,Niños (as) de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
POSTRER VALLE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,6,6
POTOSI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,670,670
PRESTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,46,46
PUCARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,12,12
PUCARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,72,72
PUERTO ACOSTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
PUERTO CARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,73,73
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,35,35
PUERTO PEREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,52,52
PUERTO QUIJARRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,54,54
PUERTO RICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,40,40
PUERTO SILES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,1,1
PUERTO SUAREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
PUERTO VILLARROEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,228,228
PUNA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,106,106
PUNATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,55,55
QUIABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,31,31
QUILLACOLLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,412,412
QUIME,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,30,30
QUIRUSILLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,2,2
RAVELO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,165,165
REYES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,184,184
RIBERALTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,603,603
ROBORE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,53,53
RURRENABAQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,89,89
SABAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,5,5
SACABA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,445,445
SACABAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,46,46
SACACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,228,228
SAIPINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,30,30
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,44,44
SAMAIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,42,42
SAN ANDRES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,56,56
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,17,17
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,11,11
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,45,45
SAN BENITO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,30,30
SAN BORJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,187,187
SAN BUENA VENTURA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,25,25
SAN CARLOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,63,63
SAN IGNACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,133,133
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,255,255
SAN JAVIER(BNI),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,28,28
SAN JAVIER(STC),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,43,43
SAN JOAQUIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,45,45
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,104,104
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,19,19
SAN JULIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,130,130
SAN LORENZO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,41,41
SAN LORENZO(TJA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,86,86
SAN LUCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,243,243
SAN MATIAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,76,76
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,46,46
SAN PEDRO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,53,53
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,201,201
SAN PEDRO DE CURAHUARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,21,21
SAN PEDRO DE QUEMES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,4,4
SAN PEDRO(PND),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,36,36
SAN RAFAEL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,12,12
SAN RAMON BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,31,31
SAN RAMON SCZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,23,23
SANTA ANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,23,23
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,1994,1994
SANTA ROSA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,27,27
SANTA ROSA DEL SARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,77,77
SANTIAGO DE CALLAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,14,14
SANTIAGO DE HUARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,30,30
SANTIAGO DE HUATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,19,19
SANTIAGO DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,3,3
SANTIVAÑES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,6,6
SAPAHAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,33,33
SENA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
SHINAOTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,56,56
SICA SICA (VILLA AROMA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,53,53
SICAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,16,16
SIPE SIPE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,143,143
SOPACHUY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,44,44
SORACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,57,57
SORATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,42,42
SUCRE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,2132,2132
TACACOMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,24,24
TACOBAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,19,19
TACOPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,60,60
TAPACARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,135,135
TARABUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,142,142
TARACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,14,14
TARATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,34,34
TARIJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,912,912
TARVITA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,74,74
TEOPONTE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
TIAWANACU,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,46,46
TINGUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,123,123
TIPUANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,43,43
TIQUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,271,271
TIRAQUE (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,99,99
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,3,3
TOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,45,45
TODOS SANTOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,2,2
TOLATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,37,37
TOLEDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,12,12
TOMAVE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,71,71
TOMINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,45,45
TORO TORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,46,46
TOTORA(CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,44,44
TOTORA(ORR),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,21,21
TRIGAL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,9,9
TRINIDAD,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,185,185
TUPIZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,104,104
TURCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,25,25
UMALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,36,36
UNCIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,85,85
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,77,77
URUBICHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,58,58
UYUNI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,21,21
VACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,29,29
VALLEGRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,69,69
VIACHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,201,201
VILA VILA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,26,26
VILLA CHARCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,141,141
VILLA MONTES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,262,262
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,13,13
VILLA RIVERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,39,39
VILLA SERRANO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,58,58
VILLA TUNARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,222,222
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,66,66
VILLAZON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,138,138
VINTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,25,25
VITICHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,36,36
WALDO BALLIVIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,3,3
WARNES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,147,147
YACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,22,22
YACUIBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,373,373
YAMPARAEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
YANACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,18,18
YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,166,166
YOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,28,28
YOTALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,50,50
YUNCHARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,60,60
ZUDAÑEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-06-01,39,39
ACACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,46,46
ACHACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,103,103
ACHOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,31,31
AIQUILE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,70,70
ALALAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,13,13
ALCALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,17,17
ALTO BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,74,74
ANCORAIMES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,63,63
ANDAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,10,10
ANTEQUERA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,3,3
ANZALDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,63,63
APOLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,40,40
ARAMPAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,36,36
ARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,63,63
ARBIETO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,96,96
ARQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,48,48
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,102,102
ATOCHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,42,42
AUCAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,23,23
AYATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,28,28
AYO AYO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,94,94
AZURDUY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,50,50
BATALLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,35,35
BAURES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,37,37
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,2,2
BELEN DE URMIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,17,17
BELLA FLOR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,6,6
BERMEJO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,237,237
BETANZOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,286,286
BOLIVAR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,52,52
BOLPEBRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,9,9
BOYUIBE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,27,27
BUENA VISTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,86,86
CABEZAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,32,32
CAIROMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,54,54
"CAIZA ""D""",micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,44,44
CAJUATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,18,18
CALACOTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,24,24
CALAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,42,42
CAMARGO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,77,77
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,20,20
CAMIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,132,132
CAPINOTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,51,51
CAQUIAVIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,26,26
CARACOLLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,70,70
CARANAVI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,133,133
CARANGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,1,1
CARAPARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,41,41
CARIPUYO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,47,47
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,22,22
CATACORA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,3,3
CHACARILLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,4,4
CHALLAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,273,273
CHAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,72,72
CHARAGUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,86,86
CHARAÑA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,6,6
CHAYANTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,96,96
CHIMORE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,138,138
CHIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,6,6
CHOQUE COTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,33,33
CHUMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,25,25
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,17,17
CKOCHAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,64,64
CLIZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,76,76
COBIJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,245,245
COCAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,129,129
COCHABAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,1321,1321
COIPASA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,4,4
COLCAPIRHUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,115,115
"COLCHA ""K""",micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,32,32
COLLANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,9,9
COLOMI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,76,76
COLPA BELGICA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,40,40
COLQUECHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,162,162
COLQUENCHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,61,61
COLQUIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,67,67
COMANCHE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,10,10
COMARAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,66,66
COMBAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,9,9
CONCEPCION,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,57,57
COPACABANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,40,40
CORIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,25,25
CORO CORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,17,17
COROICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2012-07-01,41,41
