municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,138,120,138,120,258
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-10-01,74,78,74,78,152
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-10-01,329,345,329,345,674
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-10-01,1058,990,1058,990,2048
CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,11,13,11,13,24
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-10-01,274,282,274,282,556
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-10-01,240,263,240,263,503
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,750,62,750,62,812
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-10-01,6,3,6,3,9
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,19,15,19,15,34
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,472,426,472,426,898
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-10-01,140,120,140,120,260
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-10-01,746,712,746,712,1458
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-10-01,14,34,14,34,48
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,382,347,382,347,729
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-10-01,578,538,578,538,1116
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,30,42,30,42,72
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,32,34,32,34,66
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-10-01,283,229,283,229,512
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-10-01,118,100,118,100,218
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-10-01,194,150,194,150,344
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-10-01,3341,523,3341,523,3864
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-10-01,8933,8025,8933,8025,16958
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-10-01,2,11,2,11,13
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-10-01,508,462,508,462,970
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-10-01,182,170,182,170,352
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-10-01,22,20,22,20,42
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-10-01,305,277,305,277,582
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-10-01,209,174,209,174,383
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,919,844,919,844,1763
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-10-01,89,91,89,91,180
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-10-01,401,382,401,382,783
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-10-01,16,15,16,15,31
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-10-01,290,293,290,293,583
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,39,33,39,33,72
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-10-01,214,203,214,203,417
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-10-01,91,88,91,88,179
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,218,201,218,201,419
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-10-01,88,81,88,81,169
COROICO,consulta externa,nuevas en menores de 5 anos,2005-10-01,203,193,203,193,396
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-10-01,96,100,96,100,196
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-10-01,729,630,729,630,1359
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-10-01,715,634,715,634,1349
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,430,364,430,364,794
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-10-01,32,9,32,9,41
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-10-01,89,114,89,114,203
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-10-01,497,453,497,453,950
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,151,129,151,129,280
CURVA,consulta externa,nuevas en menores de 5 anos,2005-10-01,27,18,27,18,45
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-10-01,73,38,73,38,111
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-10-01,9063,8626,9063,8626,17689
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-10-01,45,69,45,69,114
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-10-01,324,314,324,314,638
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-10-01,219,163,219,163,382
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-10-01,965,973,965,973,1938
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-10-01,236,222,236,222,458
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,468,417,468,417,885
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,428,406,428,406,834
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-10-01,5,4,5,4,9
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-10-01,257,190,257,190,447
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-10-01,11,7,11,7,18
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-10-01,55,47,55,47,102
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-10-01,457,396,457,396,853
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-10-01,47,56,47,56,103
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-10-01,514,428,514,428,942
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-10-01,106,107,106,107,213
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-10-01,365,341,365,341,706
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-10-01,42,42,42,42,84
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-10-01,1066,943,1066,943,2009
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,573,558,573,558,1131
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-10-01,352,320,352,320,672
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-10-01,91,72,91,72,163
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,16,16,16,16,32
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-10-01,467,339,467,339,806
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-10-01,75,67,75,67,142
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-10-01,60,83,60,83,143
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-10-01,90,85,90,85,175
ICLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,431,397,431,397,828
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-10-01,507,456,507,456,963
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-10-01,61,33,61,33,94
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-10-01,160,149,160,149,309
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-10-01,296,280,296,280,576
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,272,206,272,206,478
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,210,217,210,217,427
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,462,428,462,428,890
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-10-01,966,883,966,883,1849
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,12019,11075,12019,11075,23094
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-10-01,2,7,2,7,9
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,223,236,223,236,459
LAJA,consulta externa,nuevas en menores de 5 anos,2005-10-01,106,92,106,92,198
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,76,73,76,73,149
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-10-01,20,28,20,28,48
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-10-01,622,524,622,524,1146
LLICA,consulta externa,nuevas en menores de 5 anos,2005-10-01,51,59,51,59,110
LORETO,consulta externa,nuevas en menores de 5 anos,2005-10-01,81,98,81,98,179
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-10-01,120,121,120,121,241
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-10-01,48,69,48,69,117
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-10-01,346,365,346,365,711
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-10-01,176,216,176,216,392
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-10-01,150,174,150,174,324
MALLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,57,38,57,38,95
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-10-01,289,251,289,251,540
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,148,179,148,179,327
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-10-01,462,383,462,383,845
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-10-01,439,383,439,383,822
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,162,146,162,146,308
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-10-01,31,28,31,28,59
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,226,188,226,188,414
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-10-01,741,668,741,668,1409
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-10-01,2282,2124,2282,2124,4406
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-10-01,106,93,106,93,199
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,207,190,207,190,397
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-10-01,71,54,71,54,125
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-10-01,8,0,8,0,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-10-01,76,34,76,34,110
OCURI,consulta externa,nuevas en menores de 5 anos,2005-10-01,496,433,496,433,929
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-10-01,306,307,306,307,613
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2005-10-01,165,171,165,171,336
ORURO,consulta externa,nuevas en menores de 5 anos,2005-10-01,4423,3968,4423,3968,8391
PADCAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,487,466,487,466,953
PADILLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,358,351,358,351,709
PAILON,consulta externa,nuevas en menores de 5 anos,2005-10-01,359,337,359,337,696
PALCA,consulta externa,nuevas en menores de 5 anos,2005-10-01,112,90,112,90,202
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,649,580,649,580,1229
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,49,61,49,61,110
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2005-10-01,203,187,203,187,390
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2005-10-01,104,99,104,99,203
PASORAPA,consulta externa,nuevas en menores de 5 anos,2005-10-01,87,57,87,57,144
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,326,294,326,294,620
PAZÑA,consulta externa,nuevas en menores de 5 anos,2005-10-01,135,132,135,132,267
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,103,70,103,70,173
POCOATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,449,422,449,422,871
POCONA,consulta externa,nuevas en menores de 5 anos,2005-10-01,177,156,177,156,333
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2005-10-01,77,88,77,88,165
POOPO,consulta externa,nuevas en menores de 5 anos,2005-10-01,59,38,59,38,97
PORCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,134,127,134,127,261
POROMA,consulta externa,nuevas en menores de 5 anos,2005-10-01,361,294,361,294,655
PORONGO,consulta externa,nuevas en menores de 5 anos,2005-10-01,267,217,267,217,484
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2005-10-01,538,523,538,523,1061
PORVENIR,consulta externa,nuevas en menores de 5 anos,2005-10-01,115,87,115,87,202
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2005-10-01,51,80,51,80,131
POTOSI,consulta externa,nuevas en menores de 5 anos,2005-10-01,3696,3644,3696,3644,7340
PRESTO,consulta externa,nuevas en menores de 5 anos,2005-10-01,291,328,291,328,619
PUCARA,consulta externa,nuevas en menores de 5 anos,2005-10-01,79,56,79,56,135
PUCARANI,consulta externa,nuevas en menores de 5 anos,2005-10-01,247,211,247,211,458
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,208,236,208,236,444
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,161,131,161,131,292
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2005-10-01,136,119,136,119,255
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,60,51,60,51,111
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2005-10-01,248,223,248,223,471
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2005-10-01,254,244,254,244,498
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2005-10-01,15,26,15,26,41
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,433,400,433,400,833
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2005-10-01,1145,1043,1145,1043,2188
PUNA,consulta externa,nuevas en menores de 5 anos,2005-10-01,656,623,656,623,1279
PUNATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,382,319,382,319,701
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,27,22,27,22,49
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2005-10-01,1197,1032,1197,1032,2229
QUIME,consulta externa,nuevas en menores de 5 anos,2005-10-01,124,120,124,120,244
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,54,41,54,41,95
RAVELO,consulta externa,nuevas en menores de 5 anos,2005-10-01,561,470,561,470,1031
REYES,consulta externa,nuevas en menores de 5 anos,2005-10-01,411,413,411,413,824
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,2332,2085,2332,2085,4417
ROBORE,consulta externa,nuevas en menores de 5 anos,2005-10-01,214,216,214,216,430
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2005-10-01,402,347,402,347,749
SABAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,68,50,68,50,118
SACABA,consulta externa,nuevas en menores de 5 anos,2005-10-01,948,903,948,903,1851
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2005-10-01,62,39,62,39,101
SACACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,610,530,610,530,1140
SAIPINA,consulta externa,nuevas en menores de 5 anos,2005-10-01,95,97,95,97,192
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2005-10-01,242,209,242,209,451
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,174,127,174,127,301
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2005-10-01,30,39,30,39,69
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2005-10-01,273,230,273,230,503
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,38,26,38,26,64
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,31,44,31,44,75
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2005-10-01,86,85,86,85,171
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2005-10-01,168,148,168,148,316
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2005-10-01,586,516,586,516,1102
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2005-10-01,236,233,236,233,469
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,393,344,393,344,737
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2005-10-01,603,493,603,493,1096
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,1122,1082,1122,1082,2204
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2005-10-01,54,65,54,65,119
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2005-10-01,159,126,159,126,285
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2005-10-01,69,71,69,71,140
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,498,445,498,445,943
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-10-01,385,316,385,316,701
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2005-10-01,1080,1003,1080,1003,2083
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2005-10-01,351,326,351,326,677
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2005-10-01,540,506,540,506,1046
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,892,866,892,866,1758
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,213,184,213,184,397
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,292,263,292,263,555
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,88,76,88,76,164
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2005-10-01,519,539,519,539,1058
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-10-01,679,649,679,649,1328
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2005-10-01,112,79,112,79,191
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2005-10-01,2,9,2,9,11
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2005-10-01,54,35,54,35,89
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2005-10-01,96,132,96,132,228
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2005-10-01,102,69,102,69,171
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2005-10-01,91,62,91,62,153
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2005-10-01,137,142,137,142,279
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2005-10-01,263,236,263,236,499
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2005-10-01,25466,19264,25466,19264,44730
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2005-10-01,221,239,221,239,460
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2005-10-01,626,618,626,618,1244
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2005-10-01,73,56,73,56,129
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2005-10-01,114,97,114,97,211
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-10-01,37,32,37,32,69
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2005-10-01,74,79,74,79,153
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,57,54,57,54,111
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2005-10-01,135,119,135,119,254
SENA,consulta externa,nuevas en menores de 5 anos,2005-10-01,123,91,123,91,214
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2005-10-01,167,168,167,168,335
SICAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,69,24,69,24,93
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2005-10-01,456,437,456,437,893
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2005-10-01,226,246,226,246,472
SORACACHI,consulta externa,nuevas en menores de 5 anos,2005-10-01,134,119,134,119,253
SORATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,211,256,211,256,467
SUCRE,consulta externa,nuevas en menores de 5 anos,2005-10-01,6442,5907,6442,5907,12349
TACACHI,consulta externa,nuevas en menores de 5 anos,2005-10-01,16,15,16,15,31
TACACOMA,consulta externa,nuevas en menores de 5 anos,2005-10-01,101,88,101,88,189
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2005-10-01,168,147,168,147,315
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,212,218,212,218,430
TAHUA,consulta externa,nuevas en menores de 5 anos,2005-10-01,18,18,18,18,36
TAPACARI,consulta externa,nuevas en menores de 5 anos,2005-10-01,440,349,440,349,789
TARABUCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,601,599,601,599,1200
TARACO,consulta externa,nuevas en menores de 5 anos,2005-10-01,54,46,54,46,100
TARATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,118,112,118,112,230
TARIJA,consulta externa,nuevas en menores de 5 anos,2005-10-01,5850,3948,5850,3948,9798
TARVITA,consulta externa,nuevas en menores de 5 anos,2005-10-01,433,474,433,474,907
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2005-10-01,178,169,178,169,347
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2005-10-01,112,89,112,89,201
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,395,389,395,389,784
TIPUANI,consulta externa,nuevas en menores de 5 anos,2005-10-01,106,67,106,67,173
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-10-01,654,504,654,504,1158
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2005-10-01,719,706,719,706,1425
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2005-10-01,39,21,39,21,60
TOCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,65,38,65,38,103
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2005-10-01,10,6,10,6,16
TOLATA,consulta externa,nuevas en menores de 5 anos,2005-10-01,40,26,40,26,66
TOLEDO,consulta externa,nuevas en menores de 5 anos,2005-10-01,115,97,115,97,212
TOMAVE,consulta externa,nuevas en menores de 5 anos,2005-10-01,161,166,161,166,327
TOMINA,consulta externa,nuevas en menores de 5 anos,2005-10-01,263,269,263,269,532
TORO TORO,consulta externa,nuevas en menores de 5 anos,2005-10-01,222,212,222,212,434
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2005-10-01,271,240,271,240,511
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2005-10-01,78,88,78,88,166
TRIGAL,consulta externa,nuevas en menores de 5 anos,2005-10-01,25,18,25,18,43
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2005-10-01,1880,1601,1880,1601,3481
TUPIZA,consulta externa,nuevas en menores de 5 anos,2005-10-01,828,779,828,779,1607
TURCO,consulta externa,nuevas en menores de 5 anos,2005-10-01,85,96,85,96,181
UMALA,consulta externa,nuevas en menores de 5 anos,2005-10-01,78,61,78,61,139
UNCIA,consulta externa,nuevas en menores de 5 anos,2005-10-01,680,577,680,577,1257
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2005-10-01,462,460,462,460,922
URUBICHA,consulta externa,nuevas en menores de 5 anos,2005-10-01,280,285,280,285,565
UYUNI,consulta externa,nuevas en menores de 5 anos,2005-10-01,198,192,198,192,390
VACAS,consulta externa,nuevas en menores de 5 anos,2005-10-01,200,205,200,205,405
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2005-10-01,279,317,279,317,596
VIACHA,consulta externa,nuevas en menores de 5 anos,2005-10-01,524,441,524,441,965
VILA VILA,consulta externa,nuevas en menores de 5 anos,2005-10-01,70,71,70,71,141
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2005-10-01,681,627,681,627,1308
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2005-10-01,89,61,89,61,150
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2005-10-01,64,61,64,61,125
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2005-10-01,481,452,481,452,933
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2005-10-01,1576,1446,1576,1446,3022
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2005-10-01,281,306,281,306,587
VILLAZON,consulta externa,nuevas en menores de 5 anos,2005-10-01,749,605,749,605,1354
VINTO,consulta externa,nuevas en menores de 5 anos,2005-10-01,236,225,236,225,461
VITICHI,consulta externa,nuevas en menores de 5 anos,2005-10-01,218,243,218,243,461
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2005-10-01,43,68,43,68,111
WARNES,consulta externa,nuevas en menores de 5 anos,2005-10-01,1168,1091,1168,1091,2259
YACO,consulta externa,nuevas en menores de 5 anos,2005-10-01,61,84,61,84,145
YACUIBA,consulta externa,nuevas en menores de 5 anos,2005-10-01,1929,1997,1929,1997,3926
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,163,177,163,177,340
YANACACHI,consulta externa,nuevas en menores de 5 anos,2005-10-01,85,102,85,102,187
YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-10-01,716,674,716,674,1390
YOCALLA,consulta externa,nuevas en menores de 5 anos,2005-10-01,58,63,58,63,121
YOTALA,consulta externa,nuevas en menores de 5 anos,2005-10-01,175,169,175,169,344
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2005-10-01,139,120,139,120,259
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2005-10-01,184,170,184,170,354
ACACIO,consulta externa,nuevas en menores de 5 anos,2005-11-01,137,136,137,136,273
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2005-11-01,364,346,364,346,710
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2005-11-01,73,85,73,85,158
AIQUILE,consulta externa,nuevas en menores de 5 anos,2005-11-01,396,397,396,397,793
ALALAY,consulta externa,nuevas en menores de 5 anos,2005-11-01,106,79,106,79,185
ALCALA,consulta externa,nuevas en menores de 5 anos,2005-11-01,195,176,195,176,371
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2005-11-01,233,188,233,188,421
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-11-01,97,100,97,100,197
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2005-11-01,31,31,31,31,62
ANZALDO,consulta externa,nuevas en menores de 5 anos,2005-11-01,68,83,68,83,151
APOLO,consulta externa,nuevas en menores de 5 anos,2005-11-01,363,368,363,368,731
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2005-11-01,384,122,384,122,506
ARANI,consulta externa,nuevas en menores de 5 anos,2005-11-01,133,144,133,144,277
ARBIETO,consulta externa,nuevas en menores de 5 anos,2005-11-01,93,85,93,85,178
ARQUE,consulta externa,nuevas en menores de 5 anos,2005-11-01,165,145,165,145,310
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2005-11-01,416,411,416,411,827
