,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,336,313,1378,1281,1714,1594,3308
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,2,4,3,5,8
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,8,21,12,33,20,53
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,66,58,69,59,128
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,7,82,68,84,75,159
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,3,3,5,4,8,12
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,82,57,114,116,196,173,369
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,5,181,149,189,154,343
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,3,24,16,26,19,45
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,13,12,62,67,75,79,154
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,620,317,919,831,1539,1148,2687
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,12,151,159,153,171,324
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,8,49,51,55,59,114
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,13,17,75,77,88,94,182
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,7,73,63,87,70,157
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,18,56,48,70,66,136
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,139,132,225,208,364,340,704
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,61,48,58,75,119,123,242
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,5,6,5,6,11
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,3,59,45,63,48,111
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,2,2,3,3,6
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,8,17,28,29,36,65
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,8,3,29,37,37,40,77
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,6,68,57,75,63,138
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,6,2,68,79,74,81,155
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,6,73,70,75,76,151
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,22,15,47,55,69,70,139
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,1,16,24,18,25,43
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,1,13,7,14,8,22
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,135,114,242,214,377,328,705
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,204,196,205,196,401
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,1,34,37,37,38,75
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,9,53,39,64,48,112
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,10,7,76,87,86,94,180
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,27,31,94,99,121,130,251
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,82,90,82,90,172
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,21,21,113,144,134,165,299
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,8,50,47,54,55,109
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,12,23,50,40,62,63,125
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,46,33,244,215,290,248,538
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,3,0,20,27,23,27,50
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,10,6,110,84,120,90,210
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,28,28,224,198,252,226,478
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,0,27,20,28,20,48
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,24,24,16,18,40,42,82
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,4,106,61,110,65,175
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,187,172,319,312,506,484,990
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,5,8,48,43,53,51,104
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,19,15,290,249,309,264,573
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,94,117,121,111,215,228,443
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,2,57,62,58,64,122
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,3,12,7,13,10,23
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,60,66,177,143,237,209,446
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,11,7,42,32,53,39,92
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,106,87,398,345,504,432,936
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,1,5,54,60,55,65,120
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,14,8,21,18,35,26,61
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,280,261,280,261,541
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,7,5,30,43,37,48,85
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,5,55,61,59,66,125
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,4,0,59,54,63,54,117
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,0,0,2,2,2,2,4
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-04-01,2,2,67,71,69,73,142
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,7,44,57,51,64,115
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,43,26,195,213,238,239,477
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,39,19,42,26,81,45,126
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,56,59,92,90,148,149,297
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,8,12,19,19,27,31,58
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,3,25,17,26,20,46
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,67,42,67,42,109
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,10,6,60,48,70,54,124
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,2,26,25,28,27,55
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,1,23,20,24,21,45
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,43,45,42,39,85,84,169
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,26,18,103,78,129,96,225
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,1,20,33,21,34,55
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,24,23,77,55,101,78,179
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,4,3,116,117,120,120,240
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,1,157,138,159,139,298
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,14,10,14,10,24
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,9,8,97,79,106,87,193
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,6,5,15,12,21,17,38
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,6,7,49,35,55,42,97
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,7,49,41,56,48,104
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,16,10,158,136,174,146,320
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,11,12,78,76,89,88,177
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,15,15,111,97,126,112,238
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,5,17,18,24,23,47
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,2,7,5,7,7,14
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,10,13,10,13,23
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,3,7,8,10,11,21
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,51,54,65,80,116,134,250
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,28,33,299,239,327,272,599
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,4,2,63,76,67,78,145
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,4,13,10,16,14,30
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,6,3,15,22,21,25,46
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,42,57,42,57,99
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,6,6,99,64,105,70,175
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,16,22,34,32,50,54,104
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,11,8,62,66,73,74,147
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,4,50,42,57,46,103
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,5,3,48,27,53,30,83
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,5,9,76,87,81,96,177
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,2,116,101,118,103,221
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,0,21,18,23,18,41
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,70,45,92,126,162,171,333
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,9,25,200,162,209,187,396
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,4,6,51,36,55,42,97
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,20,23,156,153,176,176,352
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,36,35,284,243,320,278,598
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,1,0,1,0,1
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,17,10,95,102,112,112,224
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,6,73,56,76,62,138
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,0,19,10,20,10,30
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,6,6,6,6,12
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,1,11,10,14,11,25
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,27,31,217,175,244,206,450
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,4,2,60,52,64,54,118
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,10,9,103,115,113,124,237
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,2,8,12,11,14,25
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,11,93,99,100,110,210
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,58,55,60,48,118,103,221
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,1,12,10,13,11,24
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,0,12,12,13,12,25
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,10,8,53,73,63,81,144
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,3,60,49,62,52,114
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,4,0,30,27,34,27,61
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,34,2,142,42,176,44,220
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,32,37,125,97,157,134,291
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,45,43,271,207,316,250,566
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,32,13,139,94,171,107,278
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,649,671,2036,1937,2685,2608,5293
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,1,2,2,3,3,6
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,98,63,240,161,338,224,562
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,5,8,34,58,39,66,105
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,3,2,11,23,14,25,39
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,14,16,122,124,136,140,276
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,2,31,25,32,27,59
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,24,25,315,296,339,321,660
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,12,68,58,75,70,145
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,17,25,100,83,117,108,225
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,11,15,11,15,26
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,0,0,74,74,74,74,148
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,1,6,19,11,20,17,37
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,20,19,17,29,37,48,85
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,7,17,56,42,63,59,122
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,16,7,31,31,47,38,85
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,6,6,46,45,52,51,103
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,30,30,69,74,99,104,203
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,2,3,41,48,43,51,94
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,41,17,134,138,175,155,330
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-05-01,52,46,179,187,231,233,464
