,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,20,14,37,33,57,47,104
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,4,59,48,69,52,121
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,1,68,51,71,52,123
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,7,5,35,31,42,36,78
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,5,8,50,48,55,56,111
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,18,13,19,13,32
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,86,55,86,55,141
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,16,17,65,63,81,80,161
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,9,6,135,139,144,145,289
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,45,57,119,100,164,157,321
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,11,59,60,70,71,141
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,5,6,5,6,11
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,2,50,54,51,56,107
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,12,20,162,154,174,174,348
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,116,126,527,551,643,677,1320
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,6,6,11,6,17,23
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,33,31,89,58,122,89,211
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,10,6,11,6,17
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,1,0,2,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,12,13,13,13,26
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,14,13,160,148,174,161,335
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,2,62,60,62,62,124
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,6,28,27,38,33,71
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,229,239,1455,1367,1684,1606,3290
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,18,9,138,124,156,133,289
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,1,88,64,92,65,157
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,13,7,93,81,106,88,194
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,17,38,47,46,64,110
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,34,28,159,166,193,194,387
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,2,12,14,16,16,32
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,1,29,33,33,34,67
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,7,14,9,24,16,40
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,2,20,15,21,17,38
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,17,16,131,119,148,135,283
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,9,9,40,33,49,42,91
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,2,23,20,29,22,51
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,19,19,181,168,200,187,387
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,62,53,54,52,116,105,221
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,13,10,73,84,86,94,180
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,7,53,33,57,40,97
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,0,43,40,47,40,87
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,16,15,108,133,124,148,272
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,8,45,39,56,47,103
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,70,74,71,74,145
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,7,34,28,42,35,77
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,4,7,4,8,8,16
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,129,115,791,612,920,727,1647
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,89,64,90,64,154
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,3,4,6,4,9,13
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,24,19,177,182,201,201,402
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,6,29,40,35,46,81
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,12,8,66,64,78,72,150
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,4,41,33,43,37,80
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,1,32,39,33,40,73
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,2,54,64,54,66,120
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,9,28,24,34,33,67
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,5,3,8,9,13,22
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,6,47,43,50,49,99
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,71,46,387,322,458,368,826
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,23,154,155,160,178,338
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,72,65,100,108,172,173,345
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,18,5,7,6,25,11,36
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,105,120,342,247,447,367,814
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,4,48,39,54,43,97
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,1,10,10,10,11,21
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,19,12,154,126,173,138,311
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,57,64,57,64,121
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,100,81,663,609,763,690,1453
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,1,119,92,120,93,213
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,71,80,71,80,151
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,2,10,18,16,20,36
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,122,123,767,729,889,852,1741
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,8,11,24,17,32,49
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,17,17,155,134,172,151,323
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,24,28,25,28,53
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,4,89,79,93,83,176
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,5,35,28,41,33,74
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,3,6,10,6,13,19
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,14,16,46,44,60,60,120
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,3,8,19,12,22,34
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,2,7,9,9,11,20
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,5,67,46,69,51,120
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,34,47,87,78,121,125,246
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,2,290,222,290,224,514
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,7,6,80,64,87,70,157
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,10,79,86,89,96,185
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,17,26,118,103,135,129,264
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,54,42,267,268,321,310,631
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,5,9,6,9,15
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,11,26,36,37,47,84
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,27,32,27,32,59
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,7,44,61,52,68,120
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,6,62,66,68,72,140
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,29,36,200,132,229,168,397
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,2,17,17,25,19,44
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,23,17,165,127,188,144,332
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,11,360,360,370,371,741
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,4,42,43,48,47,95
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,9,73,73,81,82,163
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,13,13,13,13,26
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,9,7,95,72,104,79,183
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,45,35,172,157,217,192,409
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,3,27,34,28,37,65
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,2,0,2,0,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,9,4,14,19,23,23,46
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,0,6,4,9,4,13
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,6,5,50,44,56,49,105
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,13,7,11,10,24,17,41
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,1,44,31,44,32,76
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,19,23,37,61,56,84,140
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,828,787,2028,1761,2856,2548,5404
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,11,30,42,33,53,86
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,35,18,128,118,163,136,299
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,2,27,33,28,35,63
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,5,5,72,57,77,62,139
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,6,10,12,14,18,32
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,3,22,33,23,36,59
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,3,25,25,26,28,54
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,5,4,20,22,25,26,51
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,7,42,44,53,51,104
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,6,26,14,30,20,50
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,15,8,49,44,64,52,116
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,17,14,104,129,121,143,264
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,17,16,17,16,33
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,78,59,136,128,214,187,401
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,55,60,55,60,115
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,8,73,102,81,110,191
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,27,29,80,96,107,125,232
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,299,247,1483,1348,1782,1595,3377
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,3,3,1,5,4,9
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,20,17,21,21,41,38,79
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,1,96,82,96,83,179
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,2,80,73,84,75,159
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,2,2,5,3,7,10
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,20,18,135,147,155,165,320
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,4,170,143,172,147,319
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,1,18,16,20,17,37
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,4,53,56,64,60,124
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,223,215,846,756,1069,971,2040
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,2,139,129,141,131,272
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,6,60,54,63,60,123
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,18,10,51,75,69,85,154
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,12,82,56,92,68,160
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,10,46,46,57,56,113
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,176,168,214,165,390,333,723
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,15,134,123,145,138,283
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,1,5,2,5,3,8
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,5,32,36,34,41,75
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,2,1,2,1,3
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,11,14,36,42,47,56,103
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,2,45,34,49,36,85
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,24,32,79,58,103,90,193
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,4,79,68,87,72,159
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,13,11,52,50,65,61,126
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,18,49,40,57,58,115
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,2,24,35,25,37,62
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,1,15,9,17,10,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,151,125,210,212,361,337,698
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,3,2,222,211,225,213,438
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,17,12,26,30,43,42,85
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,6,33,31,43,37,80
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,18,29,107,101,125,130,255
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,28,17,87,99,115,116,231
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,15,23,144,125,159,148,307
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,10,6,38,40,48,46,94
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,16,9,57,43,73,52,125
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,72,58,265,232,337,290,627
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,5,30,34,31,39,70
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,8,4,124,110,132,114,246
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,16,25,186,168,202,193,395
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,7,12,22,25,29,37,66
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,13,25,36,25,49,50,99
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,0,87,71,89,71,160
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,120,94,374,322,494,416,910
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,5,67,64,69,69,138
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,40,22,284,256,324,278,602
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,78,80,131,114,209,194,403
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,5,6,73,77,78,83,161
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,4,11,9,12,13,25
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,38,51,146,139,184,190,374
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,9,7,53,41,62,48,110
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,67,81,268,242,335,323,658
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,3,51,48,52,51,103
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,5,2,17,37,22,39,61
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,1,309,275,309,276,585
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,5,51,46,55,51,106
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,1,0,53,83,54,83,137
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,2,1,39,37,41,38,79
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-07-01,4,0,62,64,66,64,130
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,9,7,27,36,36,43,79
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,51,40,147,133,198,173,371
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,4,7,47,49,51,56,107
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,45,46,139,147,184,193,377
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,6,3,22,15,28,18,46
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,12,3,21,16,33,19,52
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,0,1,67,64,67,65,132
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,8,5,49,48,57,53,110
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,1,2,24,25,25,27,52
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,3,2,34,23,37,25,62
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,29,34,44,41,73,75,148
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,22,27,107,83,129,110,239
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,2,2,28,28,30,30,60
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,5,4,84,74,89,78,167
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,1,0,114,122,115,122,237
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,3,0,137,122,140,122,262
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,3,3,179,177,182,180,362
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,0,0,51,51,51,51,102
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,10,12,13,17,23,29,52
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,10,7,86,44,96,51,147
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,6,4,54,48,60,52,112
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,13,11,187,172,200,183,383
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,8,2,79,97,87,99,186
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-08-01,10,16,102,77,112,93,205
