,group,variable,month,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL DENTRO,TOTAL FUERA,TOTAL
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,25.0,0,25.0,25.0
VILLA CHARCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,26,148.0,26,148.0,174.0
VILLA MONTES,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,2,0.0,2,0.0,2.0
VILLA SERRANO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,10,20.0,10,20.0,30.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,75,849.0,75,849.0,924.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,217,52.0,217,52.0,269.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,0,201.0,0,201.0,201.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,46,940.0,46,940.0,986.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,144.0,24,144.0,168.0
YOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,92,883.0,92,883.0,975.0
YOTALA,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,24,482.0,24,482.0,506.0
ZUDAÑEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-07-01,133,17.0,133,17.0,150.0
ACACIO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,954,107.0,954,107.0,1061.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,30,480.0,30,480.0,510.0
ALALAY,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,67.0,0,67.0,67.0
ALCALA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,30.0,0,30.0,30.0
ALTO BENI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,18.0,0,18.0,18.0
ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,29.0,3,29.0,32.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,2.0,0,2.0,2.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,19.0,3,19.0,22.0
APOLO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,87.0,0,87.0,87.0
ARAMPAMPA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,20,0.0,20,0.0,20.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,250.0,10,250.0,260.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5,118.0,5,118.0,123.0
ASCENCION DE GUARAYOS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,7,0.0,7,0.0,7.0
ATOCHA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,107.0,0,107.0,107.0
AUCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,33.0,0,33.0,33.0
AYATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,100.0,0,100.0,100.0
AYO AYO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,82.0,0,82.0,82.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,11,193.0,11,193.0,204.0
BATALLAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,272.0,0,272.0,272.0
BELEN DE URMIRI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,26,227.0,26,227.0,253.0
BERMEJO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5031,6030.0,5031,6030.0,11061.0
BETANZOS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1330,4938.0,1330,4938.0,6268.0
BOLIVAR,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,8.0,0,8.0,8.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,30.0,0,30.0,30.0
"CAIZA ""D""",otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,92,1787.0,92,1787.0,1879.0
CALACOTO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,51.0,0,51.0,51.0
CALAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,102.0,0,102.0,102.0
CAMARGO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,16,37.0,16,37.0,53.0
CAPINOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,88.0,3,88.0,91.0
CARANAVI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,578.0,0,578.0,578.0
CARAPARI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,2425.0,0,2425.0,2425.0
CARIPUYO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,7,1288.0,7,1288.0,1295.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,53.0,0,53.0,53.0
CHAQUI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,90,2010.0,90,2010.0,2100.0
CHARAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,80,835.0,80,835.0,915.0
CHAYANTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,2844.0,0,2844.0,2844.0
CHIMORE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,60.0,0,60.0,60.0
CHOQUE COTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,21,0.0,21,0.0,21.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,116.0,0,116.0,116.0
CKOCHAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,500,3601.0,500,3601.0,4101.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,142.0,3,142.0,145.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,22,41.0,22,41.0,63.0
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,7,196.0,7,196.0,203.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,492,5989.0,492,5989.0,6481.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,853.0,0,853.0,853.0
"COLCHA ""K""",otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,227,1326.0,227,1326.0,1553.0
COLLANA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,155.0,0,155.0,155.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,30,171.0,30,171.0,201.0
COLQUECHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2217,2629.0,2217,2629.0,4846.0
COLQUENCHA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,53,50.0,53,50.0,103.0
COLQUIRI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,155.0,0,155.0,155.0
COMANCHE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,90.0,0,90.0,90.0
COPACABANA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,12.0,0,12.0,12.0
CORIPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,136.0,10,136.0,146.0
COROICO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,356.0,0,356.0,356.0
CORQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,35.0,0,35.0,35.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,471,6019.0,471,6019.0,6490.0
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,113,0.0,113,0.0,113.0
CURAHUARA DE CARANGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,60.0,0,60.0,60.0
CURVA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,8.0,0,8.0,8.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,898,7011.0,898,7011.0,7909.0
EL PUENTE(STC),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,58,100.0,58,100.0,158.0
EL PUENTE(TJA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1,2119.0,1,2119.0,2120.0
ENTRE RIOS TRJ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1842,4704.0,1842,4704.0,6546.0
ENTRE RIOS CBBA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,10.0,0,10.0,10.0
ESCOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,80.0,0,80.0,80.0
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1,0.0,1,0.0,1.0
FILADELFIA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,11.0,0,11.0,11.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,66.0,0,66.0,66.0
GUAQUI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,50.0,0,50.0,50.0
HUACARETA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,276.0,0,276.0,276.0
HUACHACALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,8.0,0,8.0,8.0
HUANUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,49.0,0,49.0,49.0
HUAYLLAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2,13.0,2,13.0,15.0
HUMANATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,219.0,0,219.0,219.0
JESUS DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,38.0,0,38.0,38.0
LA ASUNTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,28.0,0,28.0,28.0
LA GUARDIA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,11,10.0,11,10.0,21.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,242,219.0,242,219.0,461.0
LLALLAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,360,2399.0,360,2399.0,2759.0
LLICA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,19,243.0,19,243.0,262.0
LORETO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,16,356.0,16,356.0,372.0
MACHACAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,6,30.0,6,30.0,36.0
MAGDALENA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,148.0,0,148.0,148.0
MECAPACA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,7,60.0,7,60.0,67.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2,0.0,2,0.0,2.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,9,273.0,9,273.0,282.0
MOCOMOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,242.0,0,242.0,242.0
MOJINETE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,96.0,0,96.0,96.0
MONTEAGUDO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,52,307.0,52,307.0,359.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,25,0.0,25,0.0,25.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,17.0,0,17.0,17.0
OCURI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,101,2163.0,101,2163.0,2264.0
OKINAWA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,40.0,0,40.0,40.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,94.0,0,94.0,94.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,62,931.0,62,931.0,993.0
PADCAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,646,5348.0,646,5348.0,5994.0
PADILLA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,15.0,0,15.0,15.0
PAILON,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,1200.0,0,1200.0,1200.0
PALOS BLANCOS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,10.0,0,10.0,10.0
PAMPA AULLAGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,2.0,3,2.0,5.0
PASORAPA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,89.0,0,89.0,89.0
PATACAMAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,200.0,0,200.0,200.0
PAZÑA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5,19.0,5,19.0,24.0
POCOATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2148,1658.0,2148,1658.0,3806.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,191.0,0,191.0,191.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,23,39.0,23,39.0,62.0
POOPO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,8.0,0,8.0,8.0
PORCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,251.0,0,251.0,251.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,13,84.0,13,84.0,97.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,1378.0,0,1378.0,1378.0
PUCARANI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,20,60.0,20,60.0,80.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,57.0,0,57.0,57.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,363.0,0,363.0,363.0
PUERTO PEREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,42.0,0,42.0,42.0
PUERTO SILES,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,220.0,0,220.0,220.0
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,8,50.0,8,50.0,58.0
PUNA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,4317.0,0,4317.0,4317.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,148.0,10,148.0,158.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,195,817.0,195,817.0,1012.0
QUIME,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,110.0,0,110.0,110.0
RAVELO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2769,1402.0,2769,1402.0,4171.0
RIBERALTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,8.0,0,8.0,8.0
ROBORE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,16.0,0,16.0,16.0
SABAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,0.0,10,0.0,10.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,98,727.0,98,727.0,825.0
SACABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,4,5.0,4,5.0,9.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,1382.0,0,1382.0,1382.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,4,13.0,4,13.0,17.0
SAN AGUSTIN,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,118,114.0,118,114.0,232.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,135.0,0,135.0,135.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,17,0.0,17,0.0,17.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,128,1856.0,128,1856.0,1984.0
SAN BUENA VENTURA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,22.0,0,22.0,22.0
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,105,20.0,105,20.0,125.0
SAN JULIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5,18.0,5,18.0,23.0
SAN LORENZO(TJA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,60,4794.0,60,4794.0,4854.0
SAN LUCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,34,559.0,34,559.0,593.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,13,0.0,13,0.0,13.0
SAN PABLO DE LIPEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,32,151.0,32,151.0,183.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,4548,1043.0,4548,1043.0,5591.0
SAN PEDRO DE QUEMES,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,31.0,0,31.0,31.0
SAN PEDRO DE TIQUINA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,46.0,0,46.0,46.0
SAN RAFAEL,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,1.0,0,1.0,1.0
SAN RAMON SCZ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,3,2.0,3,2.0,5.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,429,4992.0,429,4992.0,5421.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1,21.0,1,21.0,22.0
SANTIAGO DE HUARI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,7.0,0,7.0,7.0
SANTIAGO DE HUATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,50.0,0,50.0,50.0
SANTIAGO DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,79.0,0,79.0,79.0
SANTIVAÑES,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,104.0,0,104.0,104.0
SAPAHAQUI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,474.0,0,474.0,474.0
SHINAOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2,0.0,2,0.0,2.0
SICA SICA (VILLA AROMA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,224.0,0,224.0,224.0
SICAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,12,6.0,12,6.0,18.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,23,606.0,23,606.0,629.0
SOPACHUY,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,21,0.0,21,0.0,21.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,8,120.0,8,120.0,128.0
SORATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,128.0,0,128.0,128.0
SUCRE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,36,81.0,36,81.0,117.0
TACACOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,47.0,0,47.0,47.0
TACOBAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,1716.0,0,1716.0,1716.0
TACOPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,87.0,0,87.0,87.0
TAHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5,35.0,5,35.0,40.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,6,94.0,6,94.0,100.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,95.0,0,95.0,95.0
TINGUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,787,777.0,787,777.0,1564.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,948,643.0,948,643.0,1591.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,60.0,0,60.0,60.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,6,29.0,6,29.0,35.0
TOLEDO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,129.0,0,129.0,129.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,236,2286.0,236,2286.0,2522.0
TORO TORO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,240,100.0,240,100.0,340.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,28,96.0,28,96.0,124.0
TRINIDAD,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1545,7201.0,1545,7201.0,8746.0
TUPIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,16,4323.0,16,4323.0,4339.0
TURCO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,11,10.0,11,10.0,21.0
UNCIA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,372,1420.0,372,1420.0,1792.0
URIONDO (A. CONCEPCION),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,1160,5187.0,1160,5187.0,6347.0
UYUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,805,3018.0,805,3018.0,3823.0
VALLEGRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,42,1098.0,42,1098.0,1140.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,451.0,0,451.0,451.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,27.0,0,27.0,27.0
VILLA MONTES,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,2,135.0,2,135.0,137.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,6.0,0,6.0,6.0
VILLA SERRANO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,39.0,0,39.0,39.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,7,216.0,7,216.0,223.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,45.0,10,45.0,55.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,153.0,0,153.0,153.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,12,20.0,12,20.0,32.0
VITICHI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,440,2300.0,440,2300.0,2740.0
WALDO BALLIVIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,20.0,0,20.0,20.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,317,116.0,317,116.0,433.0
YACUIBA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,131.0,0,131.0,131.0
YANACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,10,20.0,10,20.0,30.0
YOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,605.0,0,605.0,605.0
YUNCHARA,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,5,2566.0,5,2566.0,2571.0
ZUDAÑEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-08-01,0,37.0,0,37.0,37.0
ACACIO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,178,22.0,178,22.0,200.0
ACHACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,4.0,0,4.0,4.0
ACHOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,178.0,0,178.0,178.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,6,456.0,6,456.0,462.0
ALALAY,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
ALCALA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,15.0,0,15.0,15.0
ALTO BENI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,27.0,0,27.0,27.0
ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,2,30.0,2,30.0,32.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,23.0,0,23.0,23.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,1,73.0,1,73.0,74.0
APOLO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,120.0,0,120.0,120.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,13,1534.0,13,1534.0,1547.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,37.0,0,37.0,37.0
AYATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,40.0,0,40.0,40.0
AYO AYO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,4,52.0,4,52.0,56.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
BAURES,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,168,0.0,168,0.0,168.0
BERMEJO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,9,0.0,9,0.0,9.0
BETANZOS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,23,114.0,23,114.0,137.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,2,57.0,2,57.0,59.0
"CAIZA ""D""",otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,11,647.0,11,647.0,658.0
CAMARGO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,1,20.0,1,20.0,21.0
CAPINOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,7,197.0,7,197.0,204.0
CARACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,98.0,0,98.0,98.0
CARANAVI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,30.0,0,30.0,30.0
CARAPARI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,212,1756.0,212,1756.0,1968.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,304.0,0,304.0,304.0
CHARAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,10,60.0,10,60.0,70.0
CHAYANTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,67,142.0,67,142.0,209.0
CHIMORE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,110,157.0,110,157.0,267.0
CHOQUE COTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,2,30.0,2,30.0,32.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,16.0,0,16.0,16.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,173.0,0,173.0,173.0
CKOCHAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,40,99.0,40,99.0,139.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,6,348.0,6,348.0,354.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,18,0.0,18,0.0,18.0
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,37,92.0,37,92.0,129.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,1303,1559.0,1303,1559.0,2862.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,776.0,0,776.0,776.0
