municipality,group,variable,month,Restauraciones,TOTAL
UNCIA,consultas odontologicas,restauraciones,2006-06-01,82,82
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2006-06-01,120,120
UYUNI,consultas odontologicas,restauraciones,2006-06-01,24,24
VALLEGRANDE,consultas odontologicas,restauraciones,2006-06-01,353,353
VIACHA,consultas odontologicas,restauraciones,2006-06-01,332,332
VILA VILA,consultas odontologicas,restauraciones,2006-06-01,21,21
VILLA MONTES,consultas odontologicas,restauraciones,2006-06-01,81,81
VILLA RIVERO,consultas odontologicas,restauraciones,2006-06-01,41,41
VILLA SERRANO,consultas odontologicas,restauraciones,2006-06-01,38,38
VILLA TUNARI,consultas odontologicas,restauraciones,2006-06-01,353,353
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2006-06-01,91,91
VILLAZON,consultas odontologicas,restauraciones,2006-06-01,145,145
VINTO,consultas odontologicas,restauraciones,2006-06-01,84,84
WALDO BALLIVIAN,consultas odontologicas,restauraciones,2006-06-01,6,6
WARNES,consultas odontologicas,restauraciones,2006-06-01,347,347
YACUIBA,consultas odontologicas,restauraciones,2006-06-01,57,57
YAMPARAEZ,consultas odontologicas,restauraciones,2006-06-01,7,7
YANACACHI,consultas odontologicas,restauraciones,2006-06-01,23,23
YAPACANI,consultas odontologicas,restauraciones,2006-06-01,65,65
YOCALLA,consultas odontologicas,restauraciones,2006-06-01,22,22
YOTALA,consultas odontologicas,restauraciones,2006-06-01,54,54
YUNCHARA,consultas odontologicas,restauraciones,2006-06-01,99,99
ZUDAÑEZ,consultas odontologicas,restauraciones,2006-06-01,42,42
ACACIO,consultas odontologicas,restauraciones,2006-07-01,11,11
ACHACACHI,consultas odontologicas,restauraciones,2006-07-01,111,111
ACHOCALLA,consultas odontologicas,restauraciones,2006-07-01,3,3
AIQUILE,consultas odontologicas,restauraciones,2006-07-01,378,378
ALCALA,consultas odontologicas,restauraciones,2006-07-01,10,10
ANCORAIMES,consultas odontologicas,restauraciones,2006-07-01,10,10
ANDAMARCA,consultas odontologicas,restauraciones,2006-07-01,1,1
ANTEQUERA,consultas odontologicas,restauraciones,2006-07-01,31,31
ANZALDO,consultas odontologicas,restauraciones,2006-07-01,19,19
APOLO,consultas odontologicas,restauraciones,2006-07-01,30,30
ARANI,consultas odontologicas,restauraciones,2006-07-01,67,67
ARBIETO,consultas odontologicas,restauraciones,2006-07-01,33,33
ARQUE,consultas odontologicas,restauraciones,2006-07-01,52,52
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2006-07-01,33,33
ATOCHA,consultas odontologicas,restauraciones,2006-07-01,38,38
AYATA,consultas odontologicas,restauraciones,2006-07-01,24,24
AYO AYO,consultas odontologicas,restauraciones,2006-07-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2006-07-01,92,92
AZURDUY,consultas odontologicas,restauraciones,2006-07-01,11,11
BATALLAS,consultas odontologicas,restauraciones,2006-07-01,22,22
BAURES,consultas odontologicas,restauraciones,2006-07-01,12,12
BELLA FLOR,consultas odontologicas,restauraciones,2006-07-01,13,13
BERMEJO,consultas odontologicas,restauraciones,2006-07-01,137,137
BETANZOS,consultas odontologicas,restauraciones,2006-07-01,120,120
BOLIVAR,consultas odontologicas,restauraciones,2006-07-01,13,13
BOYUIBE,consultas odontologicas,restauraciones,2006-07-01,76,76
BUENA VISTA,consultas odontologicas,restauraciones,2006-07-01,119,119
CABEZAS,consultas odontologicas,restauraciones,2006-07-01,67,67
CAIROMA,consultas odontologicas,restauraciones,2006-07-01,27,27
"CAIZA ""D""",consultas odontologicas,restauraciones,2006-07-01,12,12
CAJUATA,consultas odontologicas,restauraciones,2006-07-01,52,52
CALACOTO,consultas odontologicas,restauraciones,2006-07-01,4,4
CALAMARCA,consultas odontologicas,restauraciones,2006-07-01,16,16
CAMARGO,consultas odontologicas,restauraciones,2006-07-01,121,121
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2006-07-01,27,27
CAMIRI,consultas odontologicas,restauraciones,2006-07-01,509,509
CAPINOTA,consultas odontologicas,restauraciones,2006-07-01,166,166
CAQUIAVIRI,consultas odontologicas,restauraciones,2006-07-01,9,9
CARACOLLO,consultas odontologicas,restauraciones,2006-07-01,126,126
CARANAVI,consultas odontologicas,restauraciones,2006-07-01,64,64
CARAPARI,consultas odontologicas,restauraciones,2006-07-01,62,62
CARIPUYO,consultas odontologicas,restauraciones,2006-07-01,21,21
CATACORA,consultas odontologicas,restauraciones,2006-07-01,8,8
CHALLAPATA,consultas odontologicas,restauraciones,2006-07-01,226,226
CHAQUI,consultas odontologicas,restauraciones,2006-07-01,10,10
CHARAGUA,consultas odontologicas,restauraciones,2006-07-01,17,17
CHARAÑA,consultas odontologicas,restauraciones,2006-07-01,2,2
CHAYANTA,consultas odontologicas,restauraciones,2006-07-01,119,119
CHIMORE,consultas odontologicas,restauraciones,2006-07-01,104,104
CHOQUE COTA,consultas odontologicas,restauraciones,2006-07-01,12,12
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2006-07-01,42,42
CHUMA,consultas odontologicas,restauraciones,2006-07-01,22,22
CLIZA,consultas odontologicas,restauraciones,2006-07-01,292,292
COBIJA,consultas odontologicas,restauraciones,2006-07-01,248,248
COCHABAMBA,consultas odontologicas,restauraciones,2006-07-01,5993,5993
COLCAPIRHUA,consultas odontologicas,restauraciones,2006-07-01,78,78
COLOMI,consultas odontologicas,restauraciones,2006-07-01,53,53
COLPA BELGICA,consultas odontologicas,restauraciones,2006-07-01,108,108
COLQUECHACA,consultas odontologicas,restauraciones,2006-07-01,5,5
COLQUENCHA,consultas odontologicas,restauraciones,2006-07-01,21,21
COLQUIRI,consultas odontologicas,restauraciones,2006-07-01,68,68
COMARAPA,consultas odontologicas,restauraciones,2006-07-01,327,327
COPACABANA,consultas odontologicas,restauraciones,2006-07-01,72,72
CORIPATA,consultas odontologicas,restauraciones,2006-07-01,113,113
CORO CORO,consultas odontologicas,restauraciones,2006-07-01,9,9
COROICO,consultas odontologicas,restauraciones,2006-07-01,174,174
CORQUE,consultas odontologicas,restauraciones,2006-07-01,27,27
COTAGAITA,consultas odontologicas,restauraciones,2006-07-01,73,73
COTOCA,consultas odontologicas,restauraciones,2006-07-01,67,67
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2006-07-01,14,14
CUEVO,consultas odontologicas,restauraciones,2006-07-01,67,67
CULPINA,consultas odontologicas,restauraciones,2006-07-01,9,9
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2006-07-01,46,46
CURVA,consultas odontologicas,restauraciones,2006-07-01,4,4
DESAGUADERO,consultas odontologicas,restauraciones,2006-07-01,21,21
EL ALTO,consultas odontologicas,restauraciones,2006-07-01,7008,7008
EL PUENTE(STC),consultas odontologicas,restauraciones,2006-07-01,17,17
EL PUENTE(TJA),consultas odontologicas,restauraciones,2006-07-01,21,21
EL TORNO,consultas odontologicas,restauraciones,2006-07-01,196,196
EL VILLAR,consultas odontologicas,restauraciones,2006-07-01,29,29
ENTRE RIOS,consultas odontologicas,restauraciones,2006-07-01,101,101
ENTRE RIOS,consultas odontologicas,restauraciones,2006-07-01,75,75
EUCALIPTUS,consultas odontologicas,restauraciones,2006-07-01,9,9
EUREKA (SANTOS MERCADO),consultas odontologicas,restauraciones,2006-07-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2006-07-01,222,222
FILADELFIA,consultas odontologicas,restauraciones,2006-07-01,7,7
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2006-07-01,141,141
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2006-07-01,30,30
GUANAY,consultas odontologicas,restauraciones,2006-07-01,94,94
GUAQUI,consultas odontologicas,restauraciones,2006-07-01,17,17
GUAYARAMERIN,consultas odontologicas,restauraciones,2006-07-01,64,64
GUTIERREZ,consultas odontologicas,restauraciones,2006-07-01,36,36
HUACARETA,consultas odontologicas,restauraciones,2006-07-01,137,137
HUACHACALLA,consultas odontologicas,restauraciones,2006-07-01,9,9
HUANUNI,consultas odontologicas,restauraciones,2006-07-01,57,57
HUARACAJE,consultas odontologicas,restauraciones,2006-07-01,28,28
HUAYLLAMARCA,consultas odontologicas,restauraciones,2006-07-01,21,21
ICHOCA,consultas odontologicas,restauraciones,2006-07-01,4,4
ICLA,consultas odontologicas,restauraciones,2006-07-01,19,19
INCAHUASI,consultas odontologicas,restauraciones,2006-07-01,33,33
INQUISIVI,consultas odontologicas,restauraciones,2006-07-01,23,23
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2006-07-01,103,103
IXIAMAS,consultas odontologicas,restauraciones,2006-07-01,80,80
JESUS DE MACHACA,consultas odontologicas,restauraciones,2006-07-01,55,55
LA ASUNTA,consultas odontologicas,restauraciones,2006-07-01,58,58
LA GUARDIA,consultas odontologicas,restauraciones,2006-07-01,309,309
LA PAZ,consultas odontologicas,restauraciones,2006-07-01,11220,11220
LAGUNILLAS,consultas odontologicas,restauraciones,2006-07-01,16,16
LAJA,consultas odontologicas,restauraciones,2006-07-01,9,9
LICOMA PAMPA,consultas odontologicas,restauraciones,2006-07-01,16,16
LLALLAGUA,consultas odontologicas,restauraciones,2006-07-01,270,270
LLICA,consultas odontologicas,restauraciones,2006-07-01,6,6
LURIBAY,consultas odontologicas,restauraciones,2006-07-01,5,5
MACHACAMARCA,consultas odontologicas,restauraciones,2006-07-01,28,28
MAGDALENA,consultas odontologicas,restauraciones,2006-07-01,22,22
MAIRANA,consultas odontologicas,restauraciones,2006-07-01,58,58
MAPIRI,consultas odontologicas,restauraciones,2006-07-01,169,169
MECAPACA,consultas odontologicas,restauraciones,2006-07-01,19,19
MINEROS,consultas odontologicas,restauraciones,2006-07-01,30,30
MIZQUE,consultas odontologicas,restauraciones,2006-07-01,63,63
MOCOMOCO,consultas odontologicas,restauraciones,2006-07-01,5,5
MOJOCOYA,consultas odontologicas,restauraciones,2006-07-01,18,18
MONTEAGUDO,consultas odontologicas,restauraciones,2006-07-01,63,63
MONTERO,consultas odontologicas,restauraciones,2006-07-01,353,353
MORO MORO,consultas odontologicas,restauraciones,2006-07-01,39,39
MOROCHATA,consultas odontologicas,restauraciones,2006-07-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,restauraciones,2006-07-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2006-07-01,5,5
OCURI,consultas odontologicas,restauraciones,2006-07-01,35,35
OKINAWA,consultas odontologicas,restauraciones,2006-07-01,65,65
OMEREQUE,consultas odontologicas,restauraciones,2006-07-01,80,80
ORURO,consultas odontologicas,restauraciones,2006-07-01,2085,2085
PADCAYA,consultas odontologicas,restauraciones,2006-07-01,65,65
PADILLA,consultas odontologicas,restauraciones,2006-07-01,206,206
PAILON,consultas odontologicas,restauraciones,2006-07-01,24,24
PALCA,consultas odontologicas,restauraciones,2006-07-01,12,12
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-07-01,60,60
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-07-01,22,22
PAMPA GRANDE,consultas odontologicas,restauraciones,2006-07-01,22,22
PAPEL PAMPA,consultas odontologicas,restauraciones,2006-07-01,9,9
PASORAPA,consultas odontologicas,restauraciones,2006-07-01,9,9
PATACAMAYA,consultas odontologicas,restauraciones,2006-07-01,16,16
PAZÑA,consultas odontologicas,restauraciones,2006-07-01,37,37
POCOATA,consultas odontologicas,restauraciones,2006-07-01,53,53
POJO (CBBA),consultas odontologicas,restauraciones,2006-07-01,141,141
POOPO,consultas odontologicas,restauraciones,2006-07-01,72,72
PORCO,consultas odontologicas,restauraciones,2006-07-01,9,9
POROMA,consultas odontologicas,restauraciones,2006-07-01,65,65
PORONGO,consultas odontologicas,restauraciones,2006-07-01,62,62
PORTACHUELO,consultas odontologicas,restauraciones,2006-07-01,194,194
PORVENIR,consultas odontologicas,restauraciones,2006-07-01,33,33
POSTRER VALLE,consultas odontologicas,restauraciones,2006-07-01,12,12
POTOSI,consultas odontologicas,restauraciones,2006-07-01,623,623
PRESTO,consultas odontologicas,restauraciones,2006-07-01,22,22
PUCARA,consultas odontologicas,restauraciones,2006-07-01,26,26
PUCARANI,consultas odontologicas,restauraciones,2006-07-01,33,33
PUERTO ACOSTA,consultas odontologicas,restauraciones,2006-07-01,126,126
PUERTO CARABUCO,consultas odontologicas,restauraciones,2006-07-01,110,110
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2006-07-01,12,12
PUERTO PEREZ,consultas odontologicas,restauraciones,2006-07-01,2,2
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2006-07-01,91,91
PUERTO RICO,consultas odontologicas,restauraciones,2006-07-01,16,16
PUERTO SILES,consultas odontologicas,restauraciones,2006-07-01,31,31
PUERTO SUAREZ,consultas odontologicas,restauraciones,2006-07-01,84,84
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2006-07-01,207,207
PUNA,consultas odontologicas,restauraciones,2006-07-01,89,89
PUNATA,consultas odontologicas,restauraciones,2006-07-01,231,231
QUILLACOLLO,consultas odontologicas,restauraciones,2006-07-01,633,633
QUIME,consultas odontologicas,restauraciones,2006-07-01,129,129
QUIRUSILLAS,consultas odontologicas,restauraciones,2006-07-01,17,17
RAVELO,consultas odontologicas,restauraciones,2006-07-01,21,21
REYES,consultas odontologicas,restauraciones,2006-07-01,77,77
RIBERALTA,consultas odontologicas,restauraciones,2006-07-01,57,57
ROBORE,consultas odontologicas,restauraciones,2006-07-01,12,12
RURRENABAQUE,consultas odontologicas,restauraciones,2006-07-01,152,152
SABAYA,consultas odontologicas,restauraciones,2006-07-01,23,23
SACABA,consultas odontologicas,restauraciones,2006-07-01,882,882
SACACA,consultas odontologicas,restauraciones,2006-07-01,13,13
SAIPINA,consultas odontologicas,restauraciones,2006-07-01,103,103
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-07-01,41,41
SAMAIPATA,consultas odontologicas,restauraciones,2006-07-01,81,81
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-07-01,9,9
SAN ANDRES,consultas odontologicas,restauraciones,2006-07-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2006-07-01,5,5
SAN BENITO,consultas odontologicas,restauraciones,2006-07-01,67,67
SAN BORJA,consultas odontologicas,restauraciones,2006-07-01,150,150
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-07-01,20,20
SAN CARLOS,consultas odontologicas,restauraciones,2006-07-01,112,112
SAN IGNACIO,consultas odontologicas,restauraciones,2006-07-01,57,57
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-07-01,387,387
SAN JAVIER(BNI),consultas odontologicas,restauraciones,2006-07-01,35,35
SAN JOAQUIN,consultas odontologicas,restauraciones,2006-07-01,15,15
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2006-07-01,36,36
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2006-07-01,22,22
SAN JULIAN,consultas odontologicas,restauraciones,2006-07-01,79,79
SAN LORENZO(PND),consultas odontologicas,restauraciones,2006-07-01,55,55
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2006-07-01,123,123
SAN LUCAS,consultas odontologicas,restauraciones,2006-07-01,120,120
SAN MATIAS,consultas odontologicas,restauraciones,2006-07-01,74,74
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2006-07-01,117,117
SAN PEDRO,consultas odontologicas,restauraciones,2006-07-01,62,62
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2006-07-01,23,23
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2006-07-01,2,2
SAN RAFAEL,consultas odontologicas,restauraciones,2006-07-01,48,48
SAN RAMON,consultas odontologicas,restauraciones,2006-07-01,44,44
SAN RAMON,consultas odontologicas,restauraciones,2006-07-01,35,35
SANTA ANA,consultas odontologicas,restauraciones,2006-07-01,64,64
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2006-07-01,6392,6392
SANTA ROSA,consultas odontologicas,restauraciones,2006-07-01,24,24
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2006-07-01,114,114
SANTIAGO DE CALLAPA,consultas odontologicas,restauraciones,2006-07-01,3,3
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2006-07-01,147,147
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2006-07-01,2,2
SANTIVAÑES,consultas odontologicas,restauraciones,2006-07-01,54,54
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2006-07-01,29,29
SAPAHAQUI,consultas odontologicas,restauraciones,2006-07-01,32,32
SENA,consultas odontologicas,restauraciones,2006-07-01,113,113
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2006-07-01,57,57
SIPE SIPE,consultas odontologicas,restauraciones,2006-07-01,435,435
SOPACHUY,consultas odontologicas,restauraciones,2006-07-01,86,86
SORACACHI,consultas odontologicas,restauraciones,2006-07-01,7,7
SORATA,consultas odontologicas,restauraciones,2006-07-01,7,7
SUCRE,consultas odontologicas,restauraciones,2006-07-01,3652,3652
TACACOMA,consultas odontologicas,restauraciones,2006-07-01,23,23
TACOPAYA,consultas odontologicas,restauraciones,2006-07-01,71,71
TAPACARI,consultas odontologicas,restauraciones,2006-07-01,13,13
TARABUCO,consultas odontologicas,restauraciones,2006-07-01,53,53
TARACO,consultas odontologicas,restauraciones,2006-07-01,24,24
TARATA,consultas odontologicas,restauraciones,2006-07-01,31,31
TARIJA,consultas odontologicas,restauraciones,2006-07-01,883,883
TARVITA,consultas odontologicas,restauraciones,2006-07-01,69,69
TEOPONTE,consultas odontologicas,restauraciones,2006-07-01,16,16
TIAWANACU,consultas odontologicas,restauraciones,2006-07-01,12,12
TIPUANI,consultas odontologicas,restauraciones,2006-07-01,31,31
TIQUIPAYA,consultas odontologicas,restauraciones,2006-07-01,436,436
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2006-07-01,250,250
TOCO,consultas odontologicas,restauraciones,2006-07-01,27,27
TOLATA,consultas odontologicas,restauraciones,2006-07-01,54,54
TOLEDO,consultas odontologicas,restauraciones,2006-07-01,95,95
TOMAVE,consultas odontologicas,restauraciones,2006-07-01,10,10
TORO TORO,consultas odontologicas,restauraciones,2006-07-01,11,11
TOTORA(CBBA),consultas odontologicas,restauraciones,2006-07-01,55,55
TOTORA(ORR),consultas odontologicas,restauraciones,2006-07-01,8,8
TRIGAL,consultas odontologicas,restauraciones,2006-07-01,10,10
TRINIDAD,consultas odontologicas,restauraciones,2006-07-01,326,326
TUPIZA,consultas odontologicas,restauraciones,2006-07-01,153,153
TURCO,consultas odontologicas,restauraciones,2006-07-01,11,11
UMALA,consultas odontologicas,restauraciones,2006-07-01,1,1
UNCIA,consultas odontologicas,restauraciones,2006-07-01,78,78
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2006-07-01,136,136
URUBICHA,consultas odontologicas,restauraciones,2006-07-01,21,21
UYUNI,consultas odontologicas,restauraciones,2006-07-01,6,6
VACAS,consultas odontologicas,restauraciones,2006-07-01,5,5
VALLEGRANDE,consultas odontologicas,restauraciones,2006-07-01,322,322
VIACHA,consultas odontologicas,restauraciones,2006-07-01,169,169
VILA VILA,consultas odontologicas,restauraciones,2006-07-01,1,1
VILLA MONTES,consultas odontologicas,restauraciones,2006-07-01,86,86
VILLA NUEVA (LOMA ALTA),consultas odontologicas,restauraciones,2006-07-01,2,2
VILLA RIVERO,consultas odontologicas,restauraciones,2006-07-01,40,40
VILLA SERRANO,consultas odontologicas,restauraciones,2006-07-01,72,72
VILLA TUNARI,consultas odontologicas,restauraciones,2006-07-01,378,378
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2006-07-01,83,83
VILLAZON,consultas odontologicas,restauraciones,2006-07-01,181,181
VINTO,consultas odontologicas,restauraciones,2006-07-01,244,244
WARNES,consultas odontologicas,restauraciones,2006-07-01,403,403
YACO,consultas odontologicas,restauraciones,2006-07-01,2,2
YACUIBA,consultas odontologicas,restauraciones,2006-07-01,1642,1642
YAMPARAEZ,consultas odontologicas,restauraciones,2006-07-01,6,6
YANACACHI,consultas odontologicas,restauraciones,2006-07-01,23,23
YAPACANI,consultas odontologicas,restauraciones,2006-07-01,88,88
YOCALLA,consultas odontologicas,restauraciones,2006-07-01,6,6
YOTALA,consultas odontologicas,restauraciones,2006-07-01,50,50
YUNCHARA,consultas odontologicas,restauraciones,2006-07-01,20,20
ZUDAÑEZ,consultas odontologicas,restauraciones,2006-07-01,9,9
ACACIO,consultas odontologicas,restauraciones,2006-08-01,16,16
ACHACACHI,consultas odontologicas,restauraciones,2006-08-01,211,211
ACHOCALLA,consultas odontologicas,restauraciones,2006-08-01,9,9
AIQUILE,consultas odontologicas,restauraciones,2006-08-01,427,427
ALCALA,consultas odontologicas,restauraciones,2006-08-01,61,61
ANCORAIMES,consultas odontologicas,restauraciones,2006-08-01,22,22
ANDAMARCA,consultas odontologicas,restauraciones,2006-08-01,15,15
ANTEQUERA,consultas odontologicas,restauraciones,2006-08-01,28,28
ANZALDO,consultas odontologicas,restauraciones,2006-08-01,41,41
APOLO,consultas odontologicas,restauraciones,2006-08-01,13,13
ARANI,consultas odontologicas,restauraciones,2006-08-01,46,46
ARBIETO,consultas odontologicas,restauraciones,2006-08-01,35,35
ARQUE,consultas odontologicas,restauraciones,2006-08-01,67,67
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2006-08-01,22,22
ATOCHA,consultas odontologicas,restauraciones,2006-08-01,204,204
AYATA,consultas odontologicas,restauraciones,2006-08-01,16,16
AYO AYO,consultas odontologicas,restauraciones,2006-08-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2006-08-01,46,46
AZURDUY,consultas odontologicas,restauraciones,2006-08-01,100,100
BATALLAS,consultas odontologicas,restauraciones,2006-08-01,47,47
BAURES,consultas odontologicas,restauraciones,2006-08-01,22,22
BELLA FLOR,consultas odontologicas,restauraciones,2006-08-01,19,19
BERMEJO,consultas odontologicas,restauraciones,2006-08-01,102,102
BETANZOS,consultas odontologicas,restauraciones,2006-08-01,74,74
BOLPEBRA,consultas odontologicas,restauraciones,2006-08-01,25,25
BOYUIBE,consultas odontologicas,restauraciones,2006-08-01,56,56
BUENA VISTA,consultas odontologicas,restauraciones,2006-08-01,117,117
CABEZAS,consultas odontologicas,restauraciones,2006-08-01,33,33
CAIROMA,consultas odontologicas,restauraciones,2006-08-01,32,32
"CAIZA ""D""",consultas odontologicas,restauraciones,2006-08-01,8,8
CAJUATA,consultas odontologicas,restauraciones,2006-08-01,32,32
CALACOTO,consultas odontologicas,restauraciones,2006-08-01,40,40
CALAMARCA,consultas odontologicas,restauraciones,2006-08-01,32,32
CAMARGO,consultas odontologicas,restauraciones,2006-08-01,138,138
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2006-08-01,24,24
CAMIRI,consultas odontologicas,restauraciones,2006-08-01,415,415
CAPINOTA,consultas odontologicas,restauraciones,2006-08-01,108,108
CAQUIAVIRI,consultas odontologicas,restauraciones,2006-08-01,47,47
CARACOLLO,consultas odontologicas,restauraciones,2006-08-01,93,93
CARANAVI,consultas odontologicas,restauraciones,2006-08-01,99,99
CARAPARI,consultas odontologicas,restauraciones,2006-08-01,32,32
CARIPUYO,consultas odontologicas,restauraciones,2006-08-01,38,38
CHALLAPATA,consultas odontologicas,restauraciones,2006-08-01,126,126
CHAQUI,consultas odontologicas,restauraciones,2006-08-01,10,10
CHARAGUA,consultas odontologicas,restauraciones,2006-08-01,48,48
CHAYANTA,consultas odontologicas,restauraciones,2006-08-01,168,168
CHIMORE,consultas odontologicas,restauraciones,2006-08-01,81,81
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2006-08-01,36,36
CHUMA,consultas odontologicas,restauraciones,2006-08-01,16,16
CLIZA,consultas odontologicas,restauraciones,2006-08-01,214,214
COBIJA,consultas odontologicas,restauraciones,2006-08-01,160,160
COCHABAMBA,consultas odontologicas,restauraciones,2006-08-01,5475,5475
COLCAPIRHUA,consultas odontologicas,restauraciones,2006-08-01,136,136
"COLCHA ""K""",consultas odontologicas,restauraciones,2006-08-01,1,1
COLLANA,consultas odontologicas,restauraciones,2006-08-01,32,32
COLOMI,consultas odontologicas,restauraciones,2006-08-01,42,42
COLPA BELGICA,consultas odontologicas,restauraciones,2006-08-01,127,127
COLQUECHACA,consultas odontologicas,restauraciones,2006-08-01,14,14
COLQUENCHA,consultas odontologicas,restauraciones,2006-08-01,56,56
COLQUIRI,consultas odontologicas,restauraciones,2006-08-01,30,30
COMARAPA,consultas odontologicas,restauraciones,2006-08-01,351,351
COPACABANA,consultas odontologicas,restauraciones,2006-08-01,42,42
CORIPATA,consultas odontologicas,restauraciones,2006-08-01,21,21
CORO CORO,consultas odontologicas,restauraciones,2006-08-01,14,14
COROICO,consultas odontologicas,restauraciones,2006-08-01,182,182
CORQUE,consultas odontologicas,restauraciones,2006-08-01,25,25
COTAGAITA,consultas odontologicas,restauraciones,2006-08-01,71,71
COTOCA,consultas odontologicas,restauraciones,2006-08-01,61,61
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2006-08-01,5,5
CUEVO,consultas odontologicas,restauraciones,2006-08-01,45,45
CULPINA,consultas odontologicas,restauraciones,2006-08-01,24,24
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2006-08-01,46,46
CURVA,consultas odontologicas,restauraciones,2006-08-01,13,13
DESAGUADERO,consultas odontologicas,restauraciones,2006-08-01,21,21
EL ALTO,consultas odontologicas,restauraciones,2006-08-01,5998,5998
EL PUENTE(STC),consultas odontologicas,restauraciones,2006-08-01,31,31
EL PUENTE(TJA),consultas odontologicas,restauraciones,2006-08-01,16,16
EL TORNO,consultas odontologicas,restauraciones,2006-08-01,207,207
EL VILLAR,consultas odontologicas,restauraciones,2006-08-01,80,80
ENTRE RIOS,consultas odontologicas,restauraciones,2006-08-01,75,75
ENTRE RIOS,consultas odontologicas,restauraciones,2006-08-01,61,61
EUCALIPTUS,consultas odontologicas,restauraciones,2006-08-01,18,18
EUREKA (SANTOS MERCADO),consultas odontologicas,restauraciones,2006-08-01,38,38
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2006-08-01,120,120
FILADELFIA,consultas odontologicas,restauraciones,2006-08-01,127,127
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2006-08-01,83,83
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2006-08-01,22,22
GUANAY,consultas odontologicas,restauraciones,2006-08-01,77,77
GUAQUI,consultas odontologicas,restauraciones,2006-08-01,28,28
GUAYARAMERIN,consultas odontologicas,restauraciones,2006-08-01,74,74
GUTIERREZ,consultas odontologicas,restauraciones,2006-08-01,61,61
HUACARETA,consultas odontologicas,restauraciones,2006-08-01,179,179
HUACHACALLA,consultas odontologicas,restauraciones,2006-08-01,27,27
HUANUNI,consultas odontologicas,restauraciones,2006-08-01,89,89
HUARACAJE,consultas odontologicas,restauraciones,2006-08-01,22,22
HUAYLLAMARCA,consultas odontologicas,restauraciones,2006-08-01,21,21
ICHOCA,consultas odontologicas,restauraciones,2006-08-01,9,9
ICLA,consultas odontologicas,restauraciones,2006-08-01,92,92
INCAHUASI,consultas odontologicas,restauraciones,2006-08-01,192,192
INGAVI (HUMAITA),consultas odontologicas,restauraciones,2006-08-01,4,4
INQUISIVI,consultas odontologicas,restauraciones,2006-08-01,25,25
