municipality,group,variable,month,Ingresos espontáneos,TOTAL
WARNES,internaciones,ingresos espontaneos,2009-06-01,115,115
YACO,internaciones,ingresos espontaneos,2009-06-01,7,7
YACUIBA,internaciones,ingresos espontaneos,2009-06-01,660,660
YAMPARAEZ,internaciones,ingresos espontaneos,2009-06-01,10,10
YANACACHI,internaciones,ingresos espontaneos,2009-06-01,2,2
YAPACANI,internaciones,ingresos espontaneos,2009-06-01,411,411
YOCALLA,internaciones,ingresos espontaneos,2009-06-01,6,6
YOTALA,internaciones,ingresos espontaneos,2009-06-01,18,18
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-06-01,54,54
ACHACACHI,internaciones,ingresos espontaneos,2009-07-01,64,64
AIQUILE,internaciones,ingresos espontaneos,2009-07-01,107,107
ALALAY,internaciones,ingresos espontaneos,2009-07-01,1,1
ALCALA,internaciones,ingresos espontaneos,2009-07-01,5,5
ANCORAIMES,internaciones,ingresos espontaneos,2009-07-01,4,4
ANDAMARCA,internaciones,ingresos espontaneos,2009-07-01,1,1
ANZALDO,internaciones,ingresos espontaneos,2009-07-01,5,5
APOLO,internaciones,ingresos espontaneos,2009-07-01,34,34
ARANI,internaciones,ingresos espontaneos,2009-07-01,21,21
ARBIETO,internaciones,ingresos espontaneos,2009-07-01,4,4
ARQUE,internaciones,ingresos espontaneos,2009-07-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-07-01,194,194
ATOCHA,internaciones,ingresos espontaneos,2009-07-01,37,37
AUCAPATA,internaciones,ingresos espontaneos,2009-07-01,1,1
AYATA,internaciones,ingresos espontaneos,2009-07-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2009-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-07-01,39,39
AZURDUY,internaciones,ingresos espontaneos,2009-07-01,24,24
BATALLAS,internaciones,ingresos espontaneos,2009-07-01,5,5
BAURES,internaciones,ingresos espontaneos,2009-07-01,12,12
BERMEJO,internaciones,ingresos espontaneos,2009-07-01,265,265
BETANZOS,internaciones,ingresos espontaneos,2009-07-01,48,48
BOYUIBE,internaciones,ingresos espontaneos,2009-07-01,30,30
BUENA VISTA,internaciones,ingresos espontaneos,2009-07-01,23,23
CABEZAS,internaciones,ingresos espontaneos,2009-07-01,20,20
CAIROMA,internaciones,ingresos espontaneos,2009-07-01,8,8
"CAIZA ""D""",internaciones,ingresos espontaneos,2009-07-01,5,5
CAJUATA,internaciones,ingresos espontaneos,2009-07-01,23,23
CALAMARCA,internaciones,ingresos espontaneos,2009-07-01,6,6
CAMARGO,internaciones,ingresos espontaneos,2009-07-01,295,295
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-07-01,4,4
CAMIRI,internaciones,ingresos espontaneos,2009-07-01,436,436
CAPINOTA,internaciones,ingresos espontaneos,2009-07-01,60,60
CAQUIAVIRI,internaciones,ingresos espontaneos,2009-07-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2009-07-01,30,30
CARANAVI,internaciones,ingresos espontaneos,2009-07-01,169,169
CARIPUYO,internaciones,ingresos espontaneos,2009-07-01,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-07-01,33,33
CHALLAPATA,internaciones,ingresos espontaneos,2009-07-01,93,93
CHAQUI,internaciones,ingresos espontaneos,2009-07-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2009-07-01,127,127
CHAYANTA,internaciones,ingresos espontaneos,2009-07-01,13,13
CHIMORE,internaciones,ingresos espontaneos,2009-07-01,37,37
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-07-01,104,104
CHUMA,internaciones,ingresos espontaneos,2009-07-01,7,7
CLIZA,internaciones,ingresos espontaneos,2009-07-01,41,41
COBIJA,internaciones,ingresos espontaneos,2009-07-01,318,318
COCHABAMBA,internaciones,ingresos espontaneos,2009-07-01,7224,7224
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-07-01,172,172
COLLANA,internaciones,ingresos espontaneos,2009-07-01,1,1
COLOMI,internaciones,ingresos espontaneos,2009-07-01,13,13
COLPA BELGICA,internaciones,ingresos espontaneos,2009-07-01,6,6
COLQUECHACA,internaciones,ingresos espontaneos,2009-07-01,7,7
COLQUENCHA,internaciones,ingresos espontaneos,2009-07-01,1,1
COLQUIRI,internaciones,ingresos espontaneos,2009-07-01,19,19
COMARAPA,internaciones,ingresos espontaneos,2009-07-01,69,69
CONCEPCION,internaciones,ingresos espontaneos,2009-07-01,62,62
COPACABANA,internaciones,ingresos espontaneos,2009-07-01,18,18
CORIPATA,internaciones,ingresos espontaneos,2009-07-01,14,14
CORO CORO,internaciones,ingresos espontaneos,2009-07-01,6,6
COROICO,internaciones,ingresos espontaneos,2009-07-01,87,87
CORQUE,internaciones,ingresos espontaneos,2009-07-01,3,3
COTAGAITA,internaciones,ingresos espontaneos,2009-07-01,18,18
COTOCA,internaciones,ingresos espontaneos,2009-07-01,104,104
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-07-01,61,61
CUEVO,internaciones,ingresos espontaneos,2009-07-01,6,6
CULPINA,internaciones,ingresos espontaneos,2009-07-01,66,66
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-07-01,11,11
DESAGUADERO,internaciones,ingresos espontaneos,2009-07-01,10,10
EL ALTO,internaciones,ingresos espontaneos,2009-07-01,2890,2890
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-07-01,31,31
EL TORNO,internaciones,ingresos espontaneos,2009-07-01,195,195
ENTRE RIOS,internaciones,ingresos espontaneos,2009-07-01,37,37
ENTRE RIOS,internaciones,ingresos espontaneos,2009-07-01,38,38
EUCALIPTUS,internaciones,ingresos espontaneos,2009-07-01,5,5
EXALTACION,internaciones,ingresos espontaneos,2009-07-01,7,7
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-07-01,54,54
FILADELFIA,internaciones,ingresos espontaneos,2009-07-01,15,15
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-07-01,6,6
GUANAY,internaciones,ingresos espontaneos,2009-07-01,25,25
GUAQUI,internaciones,ingresos espontaneos,2009-07-01,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-07-01,443,443
GUTIERREZ,internaciones,ingresos espontaneos,2009-07-01,25,25
HUACARETA,internaciones,ingresos espontaneos,2009-07-01,16,16
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2009-07-01,1,1
HUACHACALLA,internaciones,ingresos espontaneos,2009-07-01,2,2
HUANUNI,internaciones,ingresos espontaneos,2009-07-01,36,36
HUARACAJE,internaciones,ingresos espontaneos,2009-07-01,10,10
HUAYLLAMARCA,internaciones,ingresos espontaneos,2009-07-01,1,1
ICLA,internaciones,ingresos espontaneos,2009-07-01,5,5
INCAHUASI,internaciones,ingresos espontaneos,2009-07-01,23,23
INQUISIVI,internaciones,ingresos espontaneos,2009-07-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-07-01,21,21
IXIAMAS,internaciones,ingresos espontaneos,2009-07-01,28,28
LA ASUNTA,internaciones,ingresos espontaneos,2009-07-01,58,58
LA GUARDIA,internaciones,ingresos espontaneos,2009-07-01,105,105
LA PAZ,internaciones,ingresos espontaneos,2009-07-01,6572,6572
LAGUNILLAS,internaciones,ingresos espontaneos,2009-07-01,8,8
LAJA,internaciones,ingresos espontaneos,2009-07-01,6,6
LAS CARRERAS,internaciones,ingresos espontaneos,2009-07-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2009-07-01,4,4
LLALLAGUA,internaciones,ingresos espontaneos,2009-07-01,202,202
LURIBAY,internaciones,ingresos espontaneos,2009-07-01,7,7
MACHARETI,internaciones,ingresos espontaneos,2009-07-01,10,10
MAGDALENA,internaciones,ingresos espontaneos,2009-07-01,48,48
MAIRANA,internaciones,ingresos espontaneos,2009-07-01,43,43
MAPIRI,internaciones,ingresos espontaneos,2009-07-01,31,31
MECAPACA,internaciones,ingresos espontaneos,2009-07-01,8,8
MINEROS,internaciones,ingresos espontaneos,2009-07-01,21,21
MIZQUE,internaciones,ingresos espontaneos,2009-07-01,46,46
MOCOMOCO,internaciones,ingresos espontaneos,2009-07-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2009-07-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2009-07-01,146,146
MONTERO,internaciones,ingresos espontaneos,2009-07-01,528,528
MORO MORO,internaciones,ingresos espontaneos,2009-07-01,4,4
MOROCHATA,internaciones,ingresos espontaneos,2009-07-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-07-01,7,7
OCURI,internaciones,ingresos espontaneos,2009-07-01,4,4
OKINAWA,internaciones,ingresos espontaneos,2009-07-01,8,8
OMEREQUE,internaciones,ingresos espontaneos,2009-07-01,9,9
ORURO,internaciones,ingresos espontaneos,2009-07-01,2211,2211
PADILLA,internaciones,ingresos espontaneos,2009-07-01,66,66
PAILON,internaciones,ingresos espontaneos,2009-07-01,79,79
PALOS BLANCOS,internaciones,ingresos espontaneos,2009-07-01,60,60
PAMPA GRANDE,internaciones,ingresos espontaneos,2009-07-01,21,21
PAPEL PAMPA,internaciones,ingresos espontaneos,2009-07-01,2,2
PASORAPA,internaciones,ingresos espontaneos,2009-07-01,9,9
PATACAMAYA,internaciones,ingresos espontaneos,2009-07-01,43,43
PAZÑA,internaciones,ingresos espontaneos,2009-07-01,3,3
POCOATA,internaciones,ingresos espontaneos,2009-07-01,8,8
POCONA,internaciones,ingresos espontaneos,2009-07-01,19,19
POJO (CBBA),internaciones,ingresos espontaneos,2009-07-01,19,19
POOPO,internaciones,ingresos espontaneos,2009-07-01,7,7
PORCO,internaciones,ingresos espontaneos,2009-07-01,3,3
POROMA,internaciones,ingresos espontaneos,2009-07-01,17,17
PORONGO,internaciones,ingresos espontaneos,2009-07-01,9,9
PORTACHUELO,internaciones,ingresos espontaneos,2009-07-01,194,194
PORVENIR,internaciones,ingresos espontaneos,2009-07-01,11,11
POTOSI,internaciones,ingresos espontaneos,2009-07-01,1760,1760
PRESTO,internaciones,ingresos espontaneos,2009-07-01,19,19
PUCARANI,internaciones,ingresos espontaneos,2009-07-01,4,4
PUERTO ACOSTA,internaciones,ingresos espontaneos,2009-07-01,59,59
PUERTO CARABUCO,internaciones,ingresos espontaneos,2009-07-01,4,4
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2009-07-01,46,46
PUERTO RICO,internaciones,ingresos espontaneos,2009-07-01,28,28
PUERTO SILES,internaciones,ingresos espontaneos,2009-07-01,3,3
PUERTO SUAREZ,internaciones,ingresos espontaneos,2009-07-01,95,95
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2009-07-01,172,172
PUNA,internaciones,ingresos espontaneos,2009-07-01,15,15
PUNATA,internaciones,ingresos espontaneos,2009-07-01,221,221
QUILLACOLLO,internaciones,ingresos espontaneos,2009-07-01,204,204
QUIME,internaciones,ingresos espontaneos,2009-07-01,10,10
QUIRUSILLAS,internaciones,ingresos espontaneos,2009-07-01,3,3
RAVELO,internaciones,ingresos espontaneos,2009-07-01,8,8
REYES,internaciones,ingresos espontaneos,2009-07-01,28,28
RIBERALTA,internaciones,ingresos espontaneos,2009-07-01,419,419
ROBORE,internaciones,ingresos espontaneos,2009-07-01,155,155
RURRENABAQUE,internaciones,ingresos espontaneos,2009-07-01,105,105
SACABA,internaciones,ingresos espontaneos,2009-07-01,397,397
SACABAMBA,internaciones,ingresos espontaneos,2009-07-01,15,15
SACACA,internaciones,ingresos espontaneos,2009-07-01,25,25
SAIPINA,internaciones,ingresos espontaneos,2009-07-01,7,7
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2009-07-01,1,1
SAMAIPATA,internaciones,ingresos espontaneos,2009-07-01,14,14
SAN ANDRES,internaciones,ingresos espontaneos,2009-07-01,5,5
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2009-07-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2009-07-01,15,15
SAN BENITO,internaciones,ingresos espontaneos,2009-07-01,21,21
SAN BORJA,internaciones,ingresos espontaneos,2009-07-01,147,147
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2009-07-01,57,57
SAN CARLOS,internaciones,ingresos espontaneos,2009-07-01,107,107
SAN IGNACIO,internaciones,ingresos espontaneos,2009-07-01,67,67
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2009-07-01,437,437
SAN JAVIER(STC),internaciones,ingresos espontaneos,2009-07-01,48,48
SAN JOAQUIN,internaciones,ingresos espontaneos,2009-07-01,43,43
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2009-07-01,139,139
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2009-07-01,84,84
SAN JULIAN,internaciones,ingresos espontaneos,2009-07-01,168,168
SAN LORENZO(PND),internaciones,ingresos espontaneos,2009-07-01,8,8
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2009-07-01,13,13
SAN LUCAS,internaciones,ingresos espontaneos,2009-07-01,49,49
SAN MATIAS,internaciones,ingresos espontaneos,2009-07-01,74,74
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2009-07-01,58,58
SAN PEDRO,internaciones,ingresos espontaneos,2009-07-01,13,13
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2009-07-01,17,17
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2009-07-01,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2009-07-01,28,28
SAN RAMON,internaciones,ingresos espontaneos,2009-07-01,45,45
SAN RAMON,internaciones,ingresos espontaneos,2009-07-01,35,35
SANTA ANA,internaciones,ingresos espontaneos,2009-07-01,110,110
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2009-07-01,10203,10203
SANTA ROSA,internaciones,ingresos espontaneos,2009-07-01,39,39
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2009-07-01,62,62
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2009-07-01,3,3
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2009-07-01,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2009-07-01,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2009-07-01,3,3
SENA,internaciones,ingresos espontaneos,2009-07-01,15,15
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2009-07-01,15,15
SICAYA,internaciones,ingresos espontaneos,2009-07-01,4,4
SIPE SIPE,internaciones,ingresos espontaneos,2009-07-01,27,27
SOPACHUY,internaciones,ingresos espontaneos,2009-07-01,31,31
SORACACHI,internaciones,ingresos espontaneos,2009-07-01,1,1
SORATA,internaciones,ingresos espontaneos,2009-07-01,32,32
SUCRE,internaciones,ingresos espontaneos,2009-07-01,3461,3461
TACACHI,internaciones,ingresos espontaneos,2009-07-01,1,1
TACACOMA,internaciones,ingresos espontaneos,2009-07-01,1,1
TACOPAYA,internaciones,ingresos espontaneos,2009-07-01,5,5
TAPACARI,internaciones,ingresos espontaneos,2009-07-01,11,11
TARABUCO,internaciones,ingresos espontaneos,2009-07-01,52,52
TARACO,internaciones,ingresos espontaneos,2009-07-01,1,1
TARATA,internaciones,ingresos espontaneos,2009-07-01,5,5
TARIJA,internaciones,ingresos espontaneos,2009-07-01,1743,1743
TARVITA,internaciones,ingresos espontaneos,2009-07-01,49,49
TEOPONTE,internaciones,ingresos espontaneos,2009-07-01,12,12
TIAWANACU,internaciones,ingresos espontaneos,2009-07-01,19,19
TIPUANI,internaciones,ingresos espontaneos,2009-07-01,56,56
TIQUIPAYA,internaciones,ingresos espontaneos,2009-07-01,86,86
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2009-07-01,211,211
TOCO,internaciones,ingresos espontaneos,2009-07-01,2,2
TOLATA,internaciones,ingresos espontaneos,2009-07-01,7,7
TOLEDO,internaciones,ingresos espontaneos,2009-07-01,1,1
TOMAVE,internaciones,ingresos espontaneos,2009-07-01,6,6
TOMINA,internaciones,ingresos espontaneos,2009-07-01,19,19
TORO TORO,internaciones,ingresos espontaneos,2009-07-01,6,6
TOTORA(CBBA),internaciones,ingresos espontaneos,2009-07-01,43,43
TOTORA(ORR),internaciones,ingresos espontaneos,2009-07-01,1,1
TRIGAL,internaciones,ingresos espontaneos,2009-07-01,2,2
TRINIDAD,internaciones,ingresos espontaneos,2009-07-01,1147,1147
TUPIZA,internaciones,ingresos espontaneos,2009-07-01,182,182
TURCO,internaciones,ingresos espontaneos,2009-07-01,4,4
UMALA,internaciones,ingresos espontaneos,2009-07-01,1,1
UNCIA,internaciones,ingresos espontaneos,2009-07-01,23,23
URUBICHA,internaciones,ingresos espontaneos,2009-07-01,12,12
UYUNI,internaciones,ingresos espontaneos,2009-07-01,120,120
VACAS,internaciones,ingresos espontaneos,2009-07-01,22,22
VALLEGRANDE,internaciones,ingresos espontaneos,2009-07-01,132,132
VIACHA,internaciones,ingresos espontaneos,2009-07-01,116,116
VILA VILA,internaciones,ingresos espontaneos,2009-07-01,2,2
VILLA MONTES,internaciones,ingresos espontaneos,2009-07-01,223,223
VILLA RIVERO,internaciones,ingresos espontaneos,2009-07-01,27,27
VILLA SERRANO,internaciones,ingresos espontaneos,2009-07-01,24,24
VILLA TUNARI,internaciones,ingresos espontaneos,2009-07-01,346,346
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2009-07-01,10,10
VILLAZON,internaciones,ingresos espontaneos,2009-07-01,177,177
VINTO,internaciones,ingresos espontaneos,2009-07-01,158,158
VITICHI,internaciones,ingresos espontaneos,2009-07-01,8,8
WARNES,internaciones,ingresos espontaneos,2009-07-01,121,121
YACO,internaciones,ingresos espontaneos,2009-07-01,2,2
YACUIBA,internaciones,ingresos espontaneos,2009-07-01,818,818
YAMPARAEZ,internaciones,ingresos espontaneos,2009-07-01,11,11
YANACACHI,internaciones,ingresos espontaneos,2009-07-01,2,2
YAPACANI,internaciones,ingresos espontaneos,2009-07-01,415,415
YOCALLA,internaciones,ingresos espontaneos,2009-07-01,4,4
YOTALA,internaciones,ingresos espontaneos,2009-07-01,25,25
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-07-01,19,19
ACACIO,internaciones,ingresos espontaneos,2009-08-01,2,2
ACHACACHI,internaciones,ingresos espontaneos,2009-08-01,64,64
ACHOCALLA,internaciones,ingresos espontaneos,2009-08-01,7,7
AIQUILE,internaciones,ingresos espontaneos,2009-08-01,116,116
ALCALA,internaciones,ingresos espontaneos,2009-08-01,9,9
ANCORAIMES,internaciones,ingresos espontaneos,2009-08-01,4,4
ANDAMARCA,internaciones,ingresos espontaneos,2009-08-01,1,1
ANZALDO,internaciones,ingresos espontaneos,2009-08-01,8,8
APOLO,internaciones,ingresos espontaneos,2009-08-01,66,66
ARANI,internaciones,ingresos espontaneos,2009-08-01,28,28
ARBIETO,internaciones,ingresos espontaneos,2009-08-01,9,9
ARQUE,internaciones,ingresos espontaneos,2009-08-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-08-01,208,208
ATOCHA,internaciones,ingresos espontaneos,2009-08-01,31,31
AUCAPATA,internaciones,ingresos espontaneos,2009-08-01,1,1
AYATA,internaciones,ingresos espontaneos,2009-08-01,4,4
AYO AYO,internaciones,ingresos espontaneos,2009-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-08-01,52,52
AZURDUY,internaciones,ingresos espontaneos,2009-08-01,41,41
BATALLAS,internaciones,ingresos espontaneos,2009-08-01,9,9
BAURES,internaciones,ingresos espontaneos,2009-08-01,18,18
BELEN DE URMIRI,internaciones,ingresos espontaneos,2009-08-01,1,1
BERMEJO,internaciones,ingresos espontaneos,2009-08-01,253,253
BETANZOS,internaciones,ingresos espontaneos,2009-08-01,51,51
BOYUIBE,internaciones,ingresos espontaneos,2009-08-01,45,45
BUENA VISTA,internaciones,ingresos espontaneos,2009-08-01,31,31
CABEZAS,internaciones,ingresos espontaneos,2009-08-01,23,23
CAIROMA,internaciones,ingresos espontaneos,2009-08-01,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2009-08-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2009-08-01,19,19
CALACOTO,internaciones,ingresos espontaneos,2009-08-01,2,2
CALAMARCA,internaciones,ingresos espontaneos,2009-08-01,6,6
CAMARGO,internaciones,ingresos espontaneos,2009-08-01,394,394
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-08-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2009-08-01,428,428
CAPINOTA,internaciones,ingresos espontaneos,2009-08-01,51,51
CAQUIAVIRI,internaciones,ingresos espontaneos,2009-08-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2009-08-01,29,29
CARANAVI,internaciones,ingresos espontaneos,2009-08-01,188,188
CARIPUYO,internaciones,ingresos espontaneos,2009-08-01,5,5
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-08-01,34,34
CHALLAPATA,internaciones,ingresos espontaneos,2009-08-01,113,113
CHAQUI,internaciones,ingresos espontaneos,2009-08-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2009-08-01,122,122
CHAYANTA,internaciones,ingresos espontaneos,2009-08-01,13,13
CHIMORE,internaciones,ingresos espontaneos,2009-08-01,34,34
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-08-01,72,72
CHUMA,internaciones,ingresos espontaneos,2009-08-01,5,5
CLIZA,internaciones,ingresos espontaneos,2009-08-01,34,34
COBIJA,internaciones,ingresos espontaneos,2009-08-01,334,334
COCHABAMBA,internaciones,ingresos espontaneos,2009-08-01,7039,7039
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-08-01,153,153
COLLANA,internaciones,ingresos espontaneos,2009-08-01,2,2
COLOMI,internaciones,ingresos espontaneos,2009-08-01,21,21
COLPA BELGICA,internaciones,ingresos espontaneos,2009-08-01,5,5
COLQUECHACA,internaciones,ingresos espontaneos,2009-08-01,6,6
COLQUENCHA,internaciones,ingresos espontaneos,2009-08-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2009-08-01,15,15
COMANCHE,internaciones,ingresos espontaneos,2009-08-01,1,1
COMARAPA,internaciones,ingresos espontaneos,2009-08-01,78,78
CONCEPCION,internaciones,ingresos espontaneos,2009-08-01,94,94
COPACABANA,internaciones,ingresos espontaneos,2009-08-01,8,8
CORIPATA,internaciones,ingresos espontaneos,2009-08-01,14,14
COROICO,internaciones,ingresos espontaneos,2009-08-01,92,92
COTAGAITA,internaciones,ingresos espontaneos,2009-08-01,22,22
COTOCA,internaciones,ingresos espontaneos,2009-08-01,106,106
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-08-01,41,41
CUEVO,internaciones,ingresos espontaneos,2009-08-01,16,16
CULPINA,internaciones,ingresos espontaneos,2009-08-01,43,43
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-08-01,19,19
DESAGUADERO,internaciones,ingresos espontaneos,2009-08-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2009-08-01,2846,2846
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-08-01,35,35
EL TORNO,internaciones,ingresos espontaneos,2009-08-01,193,193
ENTRE RIOS,internaciones,ingresos espontaneos,2009-08-01,38,38
ENTRE RIOS,internaciones,ingresos espontaneos,2009-08-01,35,35
EUCALIPTUS,internaciones,ingresos espontaneos,2009-08-01,8,8
EXALTACION,internaciones,ingresos espontaneos,2009-08-01,5,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-08-01,64,64
FILADELFIA,internaciones,ingresos espontaneos,2009-08-01,9,9
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-08-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-08-01,7,7
GUANAY,internaciones,ingresos espontaneos,2009-08-01,30,30
GUAQUI,internaciones,ingresos espontaneos,2009-08-01,9,9
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-08-01,500,500
GUTIERREZ,internaciones,ingresos espontaneos,2009-08-01,25,25
HUACARETA,internaciones,ingresos espontaneos,2009-08-01,20,20
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2009-08-01,2,2
HUACHACALLA,internaciones,ingresos espontaneos,2009-08-01,4,4
HUANUNI,internaciones,ingresos espontaneos,2009-08-01,37,37
HUARACAJE,internaciones,ingresos espontaneos,2009-08-01,7,7
HUAYLLAMARCA,internaciones,ingresos espontaneos,2009-08-01,5,5
ICLA,internaciones,ingresos espontaneos,2009-08-01,4,4
INCAHUASI,internaciones,ingresos espontaneos,2009-08-01,18,18
INGAVI (HUMAITA),internaciones,ingresos espontaneos,2009-08-01,10,10
INQUISIVI,internaciones,ingresos espontaneos,2009-08-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-08-01,24,24
IXIAMAS,internaciones,ingresos espontaneos,2009-08-01,32,32
JESUS DE MACHACA,internaciones,ingresos espontaneos,2009-08-01,5,5
LA ASUNTA,internaciones,ingresos espontaneos,2009-08-01,58,58
LA GUARDIA,internaciones,ingresos espontaneos,2009-08-01,135,135
LA PAZ,internaciones,ingresos espontaneos,2009-08-01,6809,6809
LAGUNILLAS,internaciones,ingresos espontaneos,2009-08-01,8,8
LAJA,internaciones,ingresos espontaneos,2009-08-01,6,6
LAS CARRERAS,internaciones,ingresos espontaneos,2009-08-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2009-08-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2009-08-01,353,353
LORETO,internaciones,ingresos espontaneos,2009-08-01,1,1
LURIBAY,internaciones,ingresos espontaneos,2009-08-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2009-08-01,9,9
MAGDALENA,internaciones,ingresos espontaneos,2009-08-01,72,72
MAIRANA,internaciones,ingresos espontaneos,2009-08-01,36,36
MAPIRI,internaciones,ingresos espontaneos,2009-08-01,29,29
MECAPACA,internaciones,ingresos espontaneos,2009-08-01,3,3
MINEROS,internaciones,ingresos espontaneos,2009-08-01,22,22
MIZQUE,internaciones,ingresos espontaneos,2009-08-01,60,60
MOCOMOCO,internaciones,ingresos espontaneos,2009-08-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2009-08-01,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2009-08-01,156,156
MONTERO,internaciones,ingresos espontaneos,2009-08-01,465,465
MORO MORO,internaciones,ingresos espontaneos,2009-08-01,1,1
MOROCHATA,internaciones,ingresos espontaneos,2009-08-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-08-01,5,5
OCURI,internaciones,ingresos espontaneos,2009-08-01,16,16
OKINAWA,internaciones,ingresos espontaneos,2009-08-01,3,3
OMEREQUE,internaciones,ingresos espontaneos,2009-08-01,9,9
ORURO,internaciones,ingresos espontaneos,2009-08-01,1782,1782
PADILLA,internaciones,ingresos espontaneos,2009-08-01,51,51
PAILON,internaciones,ingresos espontaneos,2009-08-01,65,65
PALOS BLANCOS,internaciones,ingresos espontaneos,2009-08-01,58,58
PAMPA GRANDE,internaciones,ingresos espontaneos,2009-08-01,18,18
PAPEL PAMPA,internaciones,ingresos espontaneos,2009-08-01,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2009-08-01,44,44
PAZÑA,internaciones,ingresos espontaneos,2009-08-01,1,1
