municipality,group,variable,month,Total 8.6 Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
BELLA FLOR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,15,15
BERMEJO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,47,47
BETANZOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,66,66
BOLIVAR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,12,12
BOLPEBRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
BOYUIBE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
CABEZAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,43,43
CAIROMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,33,33
"CAIZA ""D""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,10,10
CAJUATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,13,13
CALACOTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
CALAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,17,17
CAMARGO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
CAMIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,68,68
CAPINOTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,64,64
CAQUIAVIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
CARACOLLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
CARANAVI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,69,69
CARAPARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,38,38
CARIPUYO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
CATACORA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,3,3
CHALLAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,71,71
CHAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
CHARAGUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,44,44
CHARAÑA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
CHAYANTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,27,27
CHIMORE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,55,55
CHIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1,1
CHOQUE COTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,34,34
CHUMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,16,16
CKOCHAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
CLIZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,27,27
COBIJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,112,112
COCAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,35,35
COCHABAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,763,763
COIPASA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
COLCAPIRHUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,74,74
"COLCHA ""K""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,31,31
COLLANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
COLOMI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,36,36
COLPA BELGICA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,12,12
COLQUECHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,82,82
COLQUENCHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,16,16
COLQUIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,38,38
COMANCHE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
COMARAPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,40,40
COMBAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
CONCEPCION,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,31,31
COPACABANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,27,27
CORIPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,30,30
CORO CORO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,13,13
COROICO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,43,43
CORQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
COTAGAITA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,40,40
COTOCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,123,123
CRUZ DE MACHACAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1,1
CUATRO CAÑADAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,17,17
CUEVO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
CULPINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,28,28
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
CURVA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
DESAGUADERO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
EL ALTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1761,1761
EL CHORO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
EL PUENTE(STC),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
EL PUENTE(TJA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,20,20
EL TORNO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,120,120
EL VILLAR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,29,29
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,61,61
ESCOMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
EUCALIPTUS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
EXALTACION,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
FILADELFIA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,19,19
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,28,28
GUANAY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,25,25
GUAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
GUAYARAMERIN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,90,90
GUTIERREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,34,34
HUACARETA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,5,5
HUACHACALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
HUANUNI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,35,35
HUARACAJE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
HUARINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
HUATAJATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
HUAYLLAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,5,5
HUMANATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
ICHOCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
ICLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,13,13
INCAHUASI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,22,22
INGAVI (HUMAITA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
INQUISIVI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,31,31
IXIAMAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,12,12
JESUS DE MACHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,22,22
LA ASUNTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,235,235
LA GUARDIA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,158,158
LA PAZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1529,1529
LAGUNILLAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
LAJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,32,32
LAS CARRERAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
LICOMA PAMPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
LLALLAGUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,117,117
LLICA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,59,59
LORETO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
LURIBAY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,17,17
MACHACAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
MACHARETI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,21,21
MAGDALENA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,25,25
MAIRANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,21,21
MALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,3,3
MAPIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
MECAPACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,16,16
MINEROS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,31,31
MIZQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,50,50
MOCOMOCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
MOJINETE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
MOJOCOYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,19,19
MONTEAGUDO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,56,56
MONTERO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,226,226
MORO MORO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1,1
MOROCHATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,5,5
NAZACARA DE PACAJES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
OCURI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,42,42
OKINAWA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,31,31
OMEREQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,8,8
ORURO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,419,419
PADCAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,32,32
PADILLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,13,13
PAILON,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,63,63
PALCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
PALOS BLANCOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,45,45
PAMPA AULLAGAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,12,12
PAMPA GRANDE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,11,11
PAPEL PAMPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
PASORAPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,4,4
PATACAMAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,26,26
PAZÑA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,3,3
PELECHUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,14,14
POCOATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,56,56
POCONA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,18,18
POJO (CBBA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,20,20
POOPO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,11,11
PORCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,21,21
POROMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,19,19
PORONGO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,16,16
PORTACHUELO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,27,27
PORVENIR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,16,16
POSTRER VALLE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,1,1
POTOSI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,396,396
PRESTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,9,9
PUCARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,6,6
PUCARANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,36,36
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,23,23
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,24,24
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,12,12
PUERTO PEREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,7,7
PUERTO QUIJARRO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-05-01,34,34
