municipality,group,variable,month,Total 8.5 Mujeres puérperas con dosis única de vitamina A,TOTAL
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,18,18
EL TORNO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,92,92
EL VILLAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,35,35
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,29,29
ESCOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
EXALTACION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,10,10
FILADELFIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
GUANAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,17,17
GUAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,65,65
GUTIERREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
HUACARETA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
HUANUNI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
HUARACAJE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
HUARINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
HUMANATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
ICHOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
ICLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,10,10
INCAHUASI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
INQUISIVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
IXIAMAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,20,20
LA ASUNTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,80,80
LA GUARDIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,55,55
LA PAZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1581,1581
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
LAJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,17,17
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
LLICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
LORETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
LURIBAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
MACHARETI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
MAGDALENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,15,15
MAIRANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,28,28
MALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
MAPIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
MECAPACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
MINEROS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,27,27
MIZQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,31,31
MOCOMOCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,19,19
MOJINETE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
MOJOCOYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,44,44
MONTERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,240,240
MORO MORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
MOROCHATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
OCURI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,21,21
OKINAWA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
OMEREQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
ORURO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,345,345
PADCAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,15,15
PADILLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,29,29
PAILON,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,24,24
PALCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,35,35
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
PASORAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
PATACAMAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,44,44
PAZÑA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
PELECHUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
POCOATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,33,33
POCONA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
POJO (CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,18,18
POOPO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
PORCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
POROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,20,20
PORONGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
PORTACHUELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,48,48
PORVENIR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
POTOSI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,380,380
PRESTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
PUCARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,39,39
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,24,24
PUERTO RICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,127,127
PUNA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
PUNATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,68,68
QUIABAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,186,186
QUIME,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,18,18
QUIRUSILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
RAVELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,23,23
REYES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,34,34
RIBERALTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,186,186
ROBORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,26,26
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,40,40
SABAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
SACABA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,188,188
SACABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
SACACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,25,25
SAIPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
SAMAIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
SAN AGUSTIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
SAN ANDRES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SAN BENITO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SAN BORJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,75,75
SAN BUENA VENTURA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,15,15
SAN CARLOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
SAN IGNACIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,35,35
SAN IGNACIO DE VELASCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,110,110
SAN JAVIER(BNI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
SAN JAVIER(STC),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,23,23
SAN JOAQUIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
SAN JUAN DE YAPACANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
SAN JULIAN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,16,16
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,13,13
SAN LUCAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,39,39
SAN MATIAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
SAN PEDRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SAN RAMON SCZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
SANTA ANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,958,958
SANTA ROSA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,15,15
SANTIAGO DE CALLAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
SANTIAGO DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
SENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
SHINAOTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,32,32
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,33,33
SICAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SIPE SIPE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,47,47
SOPACHUY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
SORACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
SORATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
SUCRE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,280,280
TACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
TACACOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
TACOBAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
TACOPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,17,17
TAPACARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,31,31
TARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,17,17
TARACO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
TARATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,8,8
TARIJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,388,388
TARVITA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
TEOPONTE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,14,14
TIAWANACU,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
TINGUIPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,24,24
TIPUANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
TIQUIPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,124,124
TIRAQUE (CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,30,30
TOCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
TOLATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
TOLEDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
TOMAVE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,10,10
TOMINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
TORO TORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,11,11
TOTORA(CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,26,26
TOTORA(ORR),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
TRIGAL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,1,1
TRINIDAD,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,253,253
TUPIZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,57,57
TURCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
UMALA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
UNCIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,30,30
URIONDO (A. CONCEPCION),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,2,2
URUBICHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,10,10
UYUNI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,92,92
VACAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
VALLEGRANDE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,29,29
VIACHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,54,54
VILA VILA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,5,5
VILLA CHARCAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,22,22
VILLA MONTES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,32,32
VILLA RIVERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
VILLA SERRANO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,12,12
VILLA TUNARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,147,147
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
VILLAZON,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,68,68
VINTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,75,75
WALDO BALLIVIAN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
WARNES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,192,192
YACO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,9,9
YACUIBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
YAMPARAEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,7,7
YANACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,3,3
YAPACANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,110,110
YOCALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
YOTALA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,4,4
YUNCHARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,6,6
ZUDAÑEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-10-01,15,15
ACACIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
ACHACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,53,53
ACHOCALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
AIQUILE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,40,40
ALALAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
ALCALA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
ALTO BENI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,10,10
ANCORAIMES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
ANDAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
ANTEQUERA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
ANZALDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
APOLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
ARAMPAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
ARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,15,15
ARBIETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,22,22
ARQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,65,65
ATOCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
AUCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
AYATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
AYO AYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,32,32
AZURDUY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
BATALLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
BAURES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
BELEN DE ANDAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
BELEN DE URMIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
BELLA FLOR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
BERMEJO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,34,34
BETANZOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,49,49
BOLIVAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
BOYUIBE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
BUENA VISTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
CABEZAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,22,22
CAIROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,10,10
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
CAJUATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,10,10
CALACOTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
CALAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
CAMARGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,33,33
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
CAMIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,65,65
CAPINOTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
CARACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,19,19
CARANAVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,83,83
CARAPARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
CARIPUYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
CATACORA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
CHACARILLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
CHALLAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,62,62
CHAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,10,10
CHARAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,37,37
CHARAÑA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
CHAYANTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,28,28
CHIMORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
CHIPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
CHOQUE COTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,29,29
CHUMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
CKOCHAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
CLIZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,35,35
COBIJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,15,15
COCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,22,22
COCHABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,812,812
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,34,34
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,13,13
COLOMI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
