municipality,group,variable,month,Total 8.9 Niños (as) de 6 m. a menores de años que reciben alimento complementario (Nutribebé),TOTAL
LLALLAGUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,8,8
LLICA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,91,91
LORETO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,56,56
LURIBAY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,171,171
MACHACAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,81,81
MACHARETI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,145,145
MAGDALENA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,110,110
MAIRANA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,191,191
MALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,51,51
MAPIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,199,199
MECAPACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,2,2
MINEROS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,285,285
MIZQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,405,405
MOCOMOCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,183,183
MOJOCOYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,127,127
MONTEAGUDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,559,559
MONTERO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,207,207
MORO MORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,49,49
MOROCHATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,256,256
NAZACARA DE PACAJES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,46,46
OCURI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,303,303
OMEREQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,35,35
ORURO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,3206,3206
PADCAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,91,91
PADILLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,229,229
PAILON,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,160,160
PALCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,120,120
PALOS BLANCOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1,1
PAMPA AULLAGAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,63,63
PAPEL PAMPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,109,109
PASORAPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,57,57
PATACAMAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,180,180
PAZÑA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,104,104
PELECHUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,6,6
POCOATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,478,478
POCONA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,239,239
POJO (CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,139,139
POOPO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,126,126
PORCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,274,274
POROMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,386,386
PORONGO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,35,35
PORTACHUELO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,122,122
POSTRER VALLE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,23,23
POTOSI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,3529,3529
PRESTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,227,227
PUCARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,32,32
PUCARANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,30,30
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,173,173
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,174,174
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,192,192
PUERTO PEREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,76,76
PUERTO RICO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,193,193
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,381,381
PUNA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,460,460
PUNATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,515,515
QUIABAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,65,65
QUILLACOLLO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,2065,2065
QUIME,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,97,97
RAVELO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,356,356
REYES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1,1
RIBERALTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,836,836
ROBORE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,32,32
RURRENABAQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,39,39
SABAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,40,40
SACABA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,2354,2354
SACABAMBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,78,78
SACACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,498,498
SAIPINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,67,67
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,258,258
SAN AGUSTIN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,34,34
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,23,23
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,12,12
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,36,36
SAN BENITO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,195,195
SAN BORJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,39,39
SAN CARLOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,22,22
SAN IGNACIO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,44,44
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1112,1112
SAN JOAQUIN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,73,73
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1,1
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,79,79
SAN JULIAN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1110,1110
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,102,102
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,239,239
SAN LUCAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,867,867
SAN MATIAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,123,123
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,156,156
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,30,30
SAN PEDRO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,254,254
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,690,690
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,94,94
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,13,13
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,86,86
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,9,9
SAN RAFAEL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,49,49
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,193,193
SANTA ANA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,143,143
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,5340,5340
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,271,271
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,38,38
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,148,148
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,36,36
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,72,72
SANTIVAÑES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,107,107
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,16,16
SAPAHAQUI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,130,130
SENA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,169,169
SHINAOTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,2,2
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,127,127
SICAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,94,94
SIPE SIPE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,616,616
SOPACHUY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,135,135
SORACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,161,161
SORATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,211,211
SUCRE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,4664,4664
TACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,16,16
TACACOMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,44,44
TACOBAMBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,91,91
TACOPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,179,179
TAHUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,19,19
TAPACARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,580,580
TARABUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,191,191
TARACO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,76,76
TARATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,89,89
TARIJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,3159,3159
TARVITA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,321,321
TEOPONTE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,102,102
TIAWANACU,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,212,212
TINGUIPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,349,349
TIPUANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,111,111
TIQUIPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,580,580
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,395,395
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1,1
TOCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,92,92
TODOS SANTOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,4,4
TOLATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,92,92
TOLEDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,64,64
TOMAVE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,222,222
TOMINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,219,219
TORO TORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,11,11
TOTORA(CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,378,378
TOTORA(ORR),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,83,83
TRIGAL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,18,18
TRINIDAD,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,754,754
TUPIZA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,2376,2376
TURCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,46,46
UMALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,140,140
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,258,258
URUBICHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,213,213
UYUNI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,498,498
VACAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,176,176
VALLEGRANDE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,255,255
VIACHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,469,469
VILA VILA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,103,103
VILLA CHARCAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,23,23
VILLA MONTES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,258,258
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,49,49
VILLA RIVERO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,186,186
VILLA SERRANO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,236,236
VILLA TUNARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1241,1241
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,234,234
VILLAZON,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,954,954
VINTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,317,317
VITICHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,60,60
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,38,38
WARNES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,41,41
YACO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,84,84
YACUIBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,76,76
YAMPARAEZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,175,175
YANACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,43,43
YAPACANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,13,13
YOCALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,118,118
YOTALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,107,107
YUNCHARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,71,71
YUNGUYO DE LITORAL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,1,1
ZUDAÑEZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-11-01,152,152
ACACIO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,96,96
ACHACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,401,401
AIQUILE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,304,304
ALALAY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,37,37
ALCALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,69,69
ALTO BENI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,1,1
ANCORAIMES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,165,165
ANTEQUERA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,60,60
ANZALDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,64,64
APOLO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,134,134
ARAMPAMPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,65,65
ARANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,45,45
ARBIETO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,1,1
ARQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,282,282
ATOCHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,145,145
AUCAPATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,66,66
AYATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,194,194
AYO AYO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,167,167
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,421,421
AZURDUY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,223,223
BATALLAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,35,35
BAURES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,110,110
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,22,22
BELEN DE URMIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,33,33
BELLA FLOR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,70,70
BERMEJO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,450,450
BETANZOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,742,742
BOLIVAR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,145,145
BOYUIBE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,49,49
BUENA VISTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,41,41
CABEZAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,65,65
CAIROMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,171,171
"CAIZA ""D""",micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,200,200
CALACOTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,14,14
CALAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,106,106
CAMARGO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,332,332
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,55,55
CAMIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,50,50
CAPINOTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,158,158
CAQUIAVIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,164,164
CARACOLLO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,424,424
CARANAVI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,2,2
CARANGAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,1,1
CARAPARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,281,281
CARIPUYO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,198,198
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,11,11
CATACORA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-12-01,16,16
