municipality,group,variable,month,Total 8.2 Mujeres puérperas con dosis completa de hierro,TOTAL
CUEVO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
CULPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,22,22
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,5,5
CURVA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
DESAGUADERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
EL ALTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1114,1114
EL CHORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,10,10
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
EL TORNO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,83,83
EL VILLAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,35,35
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,24,24
ESCOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
ESMERALDA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
EXALTACION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,12,12
FILADELFIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,15,15
GUANAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,14,14
GUAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,221,221
GUTIERREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,18,18
HUACARETA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
HUANUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,32,32
HUARACAJE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
HUARINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
HUATAJATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
HUMANATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
ICHOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
ICLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
INCAHUASI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,19,19
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
INQUISIVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,17,17
IXIAMAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,5,5
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,21,21
LA ASUNTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,84,84
LA GUARDIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,69,69
LA PAZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,839,839
LA RIVERA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
LAJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,18,18
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,74,74
LLICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
LORETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
LURIBAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,9,9
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
MACHARETI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
MAGDALENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,28,28
MAIRANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,26,26
MALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
MAPIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,23,23
MECAPACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,15,15
MINEROS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,14,14
MIZQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,39,39
MOCOMOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,25,25
MOJOCOYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,61,61
MONTERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,90,90
MOROCHATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
OCURI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,27,27
OKINAWA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,14,14
OMEREQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
ORURO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,418,418
PADCAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,15,15
PADILLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,23,23
PAILON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,42,42
PALCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,12,12
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,41,41
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,5,5
PASORAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
PATACAMAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,45,45
PAZÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,9,9
PELECHUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
POCOATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,44,44
POCONA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,16,16
POJO (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,22,22
POOPO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
PORCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
POROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,23,23
PORONGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
PORTACHUELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,39,39
PORVENIR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,145,145
PRESTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
PUCARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
PUCARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,40,40
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,17,17
PUERTO RICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,16,16
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,45,45
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,137,137
PUNA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,23,23
PUNATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,74,74
QUIABAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,177,177
QUIME,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,12,12
RAVELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,29,29
REYES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,30,30
RIBERALTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,216,216
ROBORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,21,21
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,47,47
SABAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
SACABA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,215,215
SACABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
SACACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,32,32
SAIPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,15,15
SAMAIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
SAN AGUSTIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
SAN ANDRES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,10,10
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
SAN BENITO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
SAN BORJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,100,100
SAN BUENA VENTURA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
SAN CARLOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,40,40
SAN IGNACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,41,41
SAN IGNACIO DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,115,115
SAN JAVIER(BNI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SAN JOAQUIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,33,33
SAN JUAN DE YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
SAN JULIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,95,95
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,5,5
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,12,12
SAN LUCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,50,50
SAN MATIAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,20,20
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,9,9
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SAN PEDRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,16,16
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,52,52
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,3,3
SAN PEDRO DE QUEMES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
SAN RAMON BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SANTA ANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,1569,1569
SANTA ROSA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,13,13
SANTIAGO DE CALLAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,16,16
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
SANTIAGO DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,9,9
SENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,8,8
SHINAOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,40,40
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,21,21
SICAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,5,5
SIPE SIPE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,55,55
SOPACHUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,10,10
SORACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,6,6
SORATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,23,23
SUCRE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,402,402
TACACOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,10,10
TACOBAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,16,16
TACOPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,7,7
TAHUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
TAPACARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,42,42
TARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,28,28
TARACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,2,2
TARATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,9,9
TARIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,241,241
TARVITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,19,19
TEOPONTE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,14,14
TIAWANACU,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,22,22
TINGUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,29,29
TIPUANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,11,11
TIQUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-07-01,101,101
