,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,363,2552,363,2552,2915
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,20,0,20,20
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,435,17,435,17,452
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,20,0,20,0,20
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,36,0,36,36
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,6,267,6,267,273
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,43,2046,43,2046,2089
TARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,30,5,30,5,35
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,69,460,69,460,529
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,77,0,77,0,77
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,3889,15523,3889,15523,19412
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-05-01,439,7703,439,7703,8142
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,20,0,20,20
TOCO,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,2051,0,2051,2051
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,6,63,6,63,69
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-05-01,35,567,35,567,602
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,238,0,238,238
TURCO,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,3,10,3,10,13
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,688,1229,688,1229,1917
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,50,549,50,549,599
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,105,0,105,105
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,528,2528,528,2528,3056
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,10,0,10,10
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,1650,9522,1650,9522,11172
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,22,103,22,103,125
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,36,82,36,82,118
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,97,0,97,97
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,0,1834,0,1834,1834
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-05-01,5,44,5,44,49
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,69,114,69,114,183
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,36,0,36,36
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,76,0,76,76
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,68,0,68,68
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,10,0,10,10
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,105,0,105,105
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,40,0,40,40
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,72,0,72,72
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,29,0,29,29
BAURES,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,16,0,16,16
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,18,0,18,18
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,90,0,90,0,90
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,229,0,229,229
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,4,145,4,145,149
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,10,0,10,10
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,70,0,70,70
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,8,0,8,8
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,39,3635,39,3635,3674
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,234,0,234,234
CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,17,0,17,17
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,70,0,70,70
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,5,48,5,48,53
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,323,0,323,323
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,20,0,20,20
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,60,100,60,100,160
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-06-01,7,43,7,43,50
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,11,246,11,246,257
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,18,172,18,172,190
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,380,737,380,737,1117
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,10,1437,10,1437,1447
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-06-01,1,0,1,0,1
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,49,135,49,135,184
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,24,0,24,24
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,31,31,31,31,62
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,28,0,28,28
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,46,203,46,203,249
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,60,0,60,60
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,195,1213,195,1213,1408
CUATRO CAÑADAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,1993,0,1993,1993
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,154,983,154,983,1137
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,140,4029,140,4029,4169
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,27,413,27,413,440
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,11,0,11,0,11
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,551,0,551,551
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,57,0,57,57
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,3826,0,3826,3826
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,38,0,38,38
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,100,0,100,100
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,168,0,168,0,168
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,24,2074,24,2074,2098
LAGUNILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,363,0,363,363
MALLA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,11,0,11,11
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,39,138,39,138,177
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,3884,378,3884,378,4262
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,646,0,646,646
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,841,1988,841,1988,2829
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,307,0,307,307
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,108,790,108,790,898
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,20,4,20,4,24
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,614,0,614,614
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,7,0,7,7
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,60,0,60,60
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,310,0,310,310
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,10,0,10,10
POCONA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,49,180,49,180,229
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,143,0,143,143
POOPO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,120,0,120,120
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,15,0,15,15
PUCARA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,104,0,104,104
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,71,0,71,71
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,15,51,15,51,66
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,207,3109,207,3109,3316
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,40,0,40,40
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,52,2210,52,2210,2262
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,26,0,26,26
SAIPINA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,1047,0,1047,1047
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,367,0,367,0,367
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,7,42,7,42,49
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,160,0,160,160
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,94,27,94,27,121
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,45,0,45,45
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,20,50,20,50,70
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,105,0,105,105
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,506,0,506,506
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,395,190,395,190,585
SANTA ANA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,126,0,126,126
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,1550,10203,1550,10203,11753
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,18,326,18,326,344
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,9,0,9,9
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,115,0,115,115
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-06-01,8,429,8,429,437
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,52,0,52,52
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,12,659,12,659,671
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,210,0,210,210
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,37,335,37,335,372
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,10,0,10,10
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,31,0,31,31
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,1,61,1,61,62
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,83,1419,83,1419,1502
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,14,176,14,176,190
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,43,803,43,803,846
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,102,0,102,102
TOCO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,16,0,16,16
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,1,73,1,73,74
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-06-01,16,403,16,403,419
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,18,0,18,18
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,469,0,469,469
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,5,45,5,45,50
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,46,0,46,46
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,93,862,93,862,955
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,17,30,17,30,47
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,414,98,414,98,512
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,36,317,36,317,353
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,55,0,55,55
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,9,0,9,9
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,0,275,0,275,275
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-06-01,2,40,2,40,42
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,39,0,39,39
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,19,111,19,111,130
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,34,0,34,34
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,7,0,7,7
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,7,0,7,7
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,33,0,33,33
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,71,0,71,71
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,126,0,126,126
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,2,7,2,7,9
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,30,1,30,31
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,1281,1,1281,1282
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,15,0,15,15
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,139,0,139,139
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,4,0,4,0,4
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,19,42,19,42,61
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,24,71,24,71,95
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,160,0,160,160
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,194,1950,194,1950,2144
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,3,37,3,37,40
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,15,372,15,372,387
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,102,706,102,706,808
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,874,672,874,672,1546
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,13,2379,13,2379,2392
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,30,0,30,30
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,100,0,100,100
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,27,97,27,97,124
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,40,10,40,50
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,40,0,40,40
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,85,2410,85,2410,2495
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,270,0,270,270
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,70,10,70,80
CUEVO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,415,0,415,415
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,136,2490,136,2490,2626
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,62,612,62,612,674
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,300,3056,300,3056,3356
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,30,0,30,30
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,21,238,21,238,259
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,1694,1,1694,1695
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,22,0,22,22
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,1165,0,1165,1165
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,42,0,42,42
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,23,160,23,160,183
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,257,588,257,588,845
LAGUNILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,30,367,30,367,397
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,177,0,177,177
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,26,0,26,26
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,21,241,21,241,262
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,4968,5577,4968,5577,10545
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,31,391,31,391,422
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,259,10,259,269
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,9,1,9,10
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,285,0,285,285
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,15,0,15,15
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,4,90,4,90,94
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,3,0,3,3
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,150,0,150,150
POCOATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,100,0,100,100
POCONA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,12,103,12,103,115
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,56,10,56,66
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,3,15,3,15,18
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,378,0,378,0,378
PUCARA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,192,0,192,192
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,419,1255,419,1255,1674
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,27,0,27,0,27
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,246,1715,246,1715,1961
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,165,0,165,165
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,100,130,100,130,230
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,12,0,12,0,12
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,47,1940,47,1940,1987
SAIPINA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,253,0,253,253
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,8,0,8,0,8
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,20,0,20,0,20
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,404,1899,404,1899,2303
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,340,0,340,340
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,428,6018,428,6018,6446
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,48,0,48,48
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,521,10,521,531
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,60,0,60,60
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,19,80,19,80,99
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,289,0,289,289
SANTA ANA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,150,0,150,150
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,5684,14414,5684,14414,20098
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,3,0,3,0,3
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,3,34,3,34,37
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,8,64,8,64,72
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,20,30,20,30,50
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,5,0,5,5
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,1,272,1,272,273
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,160,0,160,160
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,29,0,29,0,29
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,40,0,40,40
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,8,18,8,18,26
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,3,0,3,0,3
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,197,0,197,197
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,34,139,34,139,173
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,4,5073,4,5073,5077
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,124,499,124,499,623
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
TOCO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,9,126,9,126,135
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-07-01,106,170,106,170,276
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,553,0,553,553
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,2,432,2,432,434
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,4250,0,4250,4250
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,5,39,5,39,44
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,9,1561,9,1561,1570
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,0,10,0,10
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,42,329,42,329,371
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,130,0,130,130
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,44,418,44,418,462
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,10,30,10,30,40
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,10,0,10,10
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,140,0,140,140
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2011-07-01,0,78,0,78,78
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,853,0,853,853
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,25,7411,25,7411,7436
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,29,224,29,224,253
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1,8,1,8,9
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,159,1172,159,1172,1331
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,791,0,791,791
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2,0,2,2
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,292,0,292,292
APOLO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,3803,0,3803,3803
ARAMPAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,197,504,197,504,701
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,15,50,15,50,65
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,32,0,32,32
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,577,2349,577,2349,2926
AUCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,520,0,520,520
AYATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1538,0,1538,1538
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,49,728,49,728,777
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2505,0,2505,2505
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,3,3,3,3,6
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,46,0,46,46
BELLA FLOR,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,590,0,590,590
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,134,0,134,134
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,136,1627,136,1627,1763
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,17,0,17,17
BOLPEBRA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,340,0,340,340
