municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,5,5
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,4,4
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,593,593
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,1,1
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,3,3
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,26,26
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,12,12
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,20,20
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,27,27
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,3,3
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,69,69
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,57,57
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,11,11
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,12,12
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,205,205
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,38,38
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,1,1
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,15,15
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,19,19
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,46,46
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,4,4
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,11,11
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,12,12
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,26,26
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,168,168
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,3,3
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,69,69
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,3,3
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,144,144
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,47,47
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,53,53
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,57,57
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,3,3
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,59,59
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,14,14
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-02-01,22,22
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,23,23
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,64,64
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,15,15
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,5,5
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,50,50
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,43,43
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,7,7
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1,1
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,158,158
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,6,6
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,2,2
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,8,8
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,36,36
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,113,113
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,49,49
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,45,45
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,38,38
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,15,15
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,85,85
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,53,53
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,23,23
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,35,35
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,56,56
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,92,92
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1035,1035
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,46,46
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,25,25
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,25,25
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,6,6
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,48,48
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,33,33
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1,1
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,59,59
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1057,1057
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,35,35
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,37,37
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,8,8
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,8,8
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,66,66
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,41,41
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,54,54
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,55,55
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,5,5
INGAVI (HUMAITA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,7,7
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,17,17
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,27,27
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,7,7
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,28,28
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1318,1318
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,56,56
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,40,40
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,11,11
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,27,27
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,17,17
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,16,16
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,49,49
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,98,98
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,81,81
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1,1
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,2,2
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,10,10
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,29,29
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,22,22
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,7,7
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,80,80
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,55,55
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,8,8
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1,1
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,11,11
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,87,87
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,87,87
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,123,123
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,53,53
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,28,28
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,40,40
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,56,56
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,5,5
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,20,20
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,66,66
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,139,139
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,71,71
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,113,113
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,2,2
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,63,63
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,9,9
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,22,22
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,6,6
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,34,34
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,169,169
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,7,7
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,14,14
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,91,91
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,46,46
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,29,29
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,19,19
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,670,670
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,6,6
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,19,19
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,14,14
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,9,9
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,34,34
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,4,4
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,43,43
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,33,33
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,9,9
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,301,301
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,15,15
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,47,47
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,20,20
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,39,39
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,31,31
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,3,3
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,29,29
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,5,5
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,14,14
TOTORA(ORR),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,5,5
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,350,350
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,19,19
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,2,2
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,1,1
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,68,68
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,12,12
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,128,128
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,20,20
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,95,95
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,42,42
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,34,34
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,2,2
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,118,118
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,6,6
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-03-01,13,13
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,17,17
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,14,14
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,13,13
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,8,8
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,25,25
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,12,12
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,8,8
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,13,13
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,17,17
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,65,65
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,25,25
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,15,15
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,163,163
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,5,5
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,3,3
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,7,7
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,11,11
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,11,11
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,21,21
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,2,2
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,207,207
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,61,61
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,160,160
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,22,22
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,15,15
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,22,22
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,27,27
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,50,50
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,36,36
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,10,10
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,88,88
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,592,592
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,26,26
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,19,19
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,7,7
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,11,11
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,72,72
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,1,1
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,69,69
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,6,6
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,49,49
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,984,984
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,15,15
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,36,36
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,9,9
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,15,15
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,47,47
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,31,31
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-04-01,87,87
