municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,172,172
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,80,80
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,66,66
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,68,68
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,55,55
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,232,232
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,3252,3252
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,40,40
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,57,57
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,17,17
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,46,46
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,570,570
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,6,6
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,55,55
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,160,160
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,25,25
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,108,108
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,68,68
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,56,56
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,23,23
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,58,58
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,12,12
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,303,303
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,157,157
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,122,122
MOJINETE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,93,93
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,249,249
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,405,405
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,313,313
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,2,2
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,251,251
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,171,171
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,26,26
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,930,930
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,86,86
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,146,146
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,5,5
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,76,76
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,23,23
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,60,60
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,22,22
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,77,77
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,52,52
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,33,33
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,23,23
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,187,187
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,34,34
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,39,39
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,16,16
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,234,234
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,95,95
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,122,122
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,259,259
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,12,12
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,671,671
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,82,82
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,57,57
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,124,124
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,157,157
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,96,96
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,25,25
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,20,20
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,58,58
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,13,13
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,3,3
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,55,55
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,217,217
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,303,303
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,119,119
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,7,7
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,257,257
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,68,68
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,35,35
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,184,184
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,185,185
RIBERALTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,272,272
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,152,152
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,183,183
SABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,8,8
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,488,488
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,5,5
SACACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,952,952
SAIPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,109,109
SALINAS DE GARCI MENDOZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,138,138
SAMAIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,87,87
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,82,82
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,77,77
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,80,80
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,580,580
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,43,43
SAN CARLOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,108,108
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,237,237
SAN IGNACIO DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,377,377
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,73,73
SAN JAVIER(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,114,114
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,24,24
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,104,104
SAN JUAN DE YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,149,149
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,425,425
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,52,52
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,130,130
SAN LUCAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,593,593
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,58,58
SAN MIGUEL DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,223,223
SAN PABLO DE LIPEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,16,16
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,151,151
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,601,601
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,28,28
SAN PEDRO DE QUEMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,15,15
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,28,28
SAN RAFAEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,16,16
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,7,7
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,15,15
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,254,254
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,4355,4355
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,84,84
SANTA ROSA DEL SARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,132,132
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,35,35
SANTIAGO DE HUARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,58,58
SANTIAGO DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,17,17
SANTIVAÑES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,93,93
SANTUARIO DE QUILLACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,5,5
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,99,99
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,126,126
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,8,8
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,94,94
SOPACHUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,49,49
SORACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,114,114
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,150,150
SUCRE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,1521,1521
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,8,8
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,52,52
TACOBAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,62,62
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,97,97
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,158,158
TARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,547,547
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,10,10
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,57,57
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,645,645
TARVITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,346,346
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,20,20
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,30,30
TINGUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,282,282
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,41,41
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,214,214
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,225,225
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,15,15
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,19,19
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,17,17
TOLEDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,35,35
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,69,69
TOMINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,165,165
TORO TORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,206,206
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,81,81
TOTORA(ORR),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,39,39
TRIGAL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,38,38
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,247,247
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,241,241
TURCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,59,59
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,47,47
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,2,2
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,66,66
URUBICHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,114,114
UYUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,62,62
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,87,87
VALLEGRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,123,123
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,61,61
VILA VILA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,29,29
VILLA MONTES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,248,248
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,4,4
VILLA RIVERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,83,83
VILLA SERRANO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,215,215
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,242,242
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,135,135
VILLAZON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,256,256
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,120,120
VITICHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,247,247
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,5,5
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,592,592
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,62,62
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,159,159
YAMPARAEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,84,84
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,10,10
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,342,342
YOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,53,53
YOTALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,129,129
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,54,54
ZUDAÑEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-08-01,33,33
ACACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,45,45
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,625,625
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,9,9
AIQUILE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,235,235
ALCALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,61,61
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,129,129
ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,31,31
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,24,24
ANZALDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,18,18
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,173,173
ARAMPAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,98,98
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,46,46
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,38,38
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,106,106
ASCENCION DE GUARAYOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,4,4
ATOCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,38,38
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,29,29
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,89,89
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,46,46
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,190,190
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,278,278
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,91,91
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,46,46
BELEN DE ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,3,3
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,20,20
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,6,6
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,174,174
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,325,325
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,251,251
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,3,3
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,15,15
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,124,124
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,142,142
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,108,108
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,71,71
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,55,55
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,51,51
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,93,93
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,224,224
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,63,63
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,127,127
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,197,197
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,21,21
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,62,62
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,282,282
CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,3,3
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,86,86
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,57,57
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,23,23
CATACORA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,16,16
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,25,25
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,409,409
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,89,89
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,202,202
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,2,2
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,112,112
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,103,103
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,24,24
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,19,19
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,32,32
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,90,90
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,61,61
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,94,94
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,1528,1528
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,140,140
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-09-01,16,16
