municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,19,19
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,47,47
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1593,1593
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,24,24
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,30,30
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,27,27
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,41,41
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,282,282
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,16,16
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,49,49
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,49,49
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,332,332
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,40,40
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,28,28
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,66,66
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,88,88
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,19,19
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,21,21
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,16,16
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,29,29
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,229,229
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,68,68
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,33,33
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,31,31
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,16,16
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,27,27
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,21,21
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,46,46
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,133,133
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,64,64
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,53,53
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,76,76
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,19,19
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,61,61
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,7,7
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,34,34
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,51,51
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,11,11
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,17,17
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,12,12
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,14,14
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,14,14
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,37,37
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,39,39
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,18,18
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,45,45
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,26,26
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,11,11
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,36,36
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,55,55
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,19,19
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,12,12
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,12,12
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,13,13
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,13,13
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,31,31
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,5,5
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,37,37
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,7,7
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,38,38
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,100,100
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,13,13
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,17,17
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
CHACARILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,47,47
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,63,63
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,34,34
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,7,7
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,21,21
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,16,16
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,22,22
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,72,72
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,523,523
COIPASA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,19,19
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,7,7
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,40,40
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,76,76
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,19,19
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,24,24
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,1,1
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,32,32
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,5,5
CONCEPCION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,21,21
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,16,16
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,21,21
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,28,28
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,32,32
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,52,52
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,16,16
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,3,3
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,2,2
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,28,28
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,11,11
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,1060,1060
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,9,9
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,60,60
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,16,16
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,30,30
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,1,1
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,8,8
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,8,8
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,15,15
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,5,5
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,105,105
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,18,18
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,25,25
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,32,32
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,5,5
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,6,6
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,25,25
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,70,70
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,10,10
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,11,11
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,11,11
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,39,39
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,55,55
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,798,798
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-11-01,4,4
