municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,28,28
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,42,42
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,25,25
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,61,61
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1310,1310
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,15,15
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,89,89
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,17,17
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,16,16
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,32,32
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,62,62
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,18,18
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,43,43
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,61,61
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,53,53
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,46,46
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,176,176
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,35,35
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,18,18
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,34,34
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,29,29
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,28,28
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,22,22
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,32,32
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,40,40
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,51,51
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,19,19
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,31,31
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,36,36
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,20,20
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,19,19
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,109,109
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,51,51
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,52,52
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,17,17
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,43,43
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,155,155
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,38,38
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,120,120
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,46,46
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,16,16
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,12,12
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,20,20
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,16,16
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,69,69
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,12,12
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,45,45
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,52,52
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,117,117
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,73,73
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,58,58
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,21,21
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,17,17
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,1924,1924
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,26,26
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,23,23
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,29,29
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,17,17
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,11,11
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,23,23
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,308,308
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,9,9
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,26,26
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,71,71
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,50,50
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,12,12
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,308,308
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,36,36
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,12,12
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,22,22
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,49,49
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,14,14
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,38,38
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,95,95
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,25,25
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,229,229
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,26,26
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,38,38
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,32,32
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,20,20
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,38,38
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,63,63
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,20,20
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,162,162
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,17,17
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,50,50
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,41,41
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,10,10
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,2,2
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,78,78
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,120,120
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,13,13
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,6,6
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,82,82
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,3,3
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,8,8
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,7,7
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-07-01,27,27
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,15,15
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,56,56
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,43,43
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,33,33
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,14,14
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,25,25
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,12,12
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,24,24
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,60,60
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,42,42
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,47,47
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,8,8
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,61,61
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,55,55
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,19,19
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,35,35
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,68,68
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,33,33
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,32,32
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,80,80
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,24,24
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
CATACORA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,54,54
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,41,41
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,26,26
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,32,32
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,26,26
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,16,16
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,86,86
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,338,338
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,28,28
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,41,41
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,65,65
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,7,7
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,32,32
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,34,34
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,11,11
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,20,20
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,9,9
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,29,29
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,32,32
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,55,55
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,21,21
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,39,39
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,5,5
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1063,1063
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,13,13
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,6,6
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,4,4
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,25,25
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,25,25
ESMERALDA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,1,1
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-08-01,10,10
