municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,5,5
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,5,5
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,21,21
LURIBAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,55,55
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,7,7
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,56,56
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,68,68
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,20,20
MALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,15,15
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,162,162
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,128,128
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,22,22
MOJINETE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,2,2
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,12,12
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,87,87
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,247,247
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,15,15
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,3,3
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,237,237
OMEREQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,15,15
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,222,222
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,89,89
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,31,31
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,22,22
PALCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,18,18
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,9,9
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,41,41
PASORAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,33,33
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,17,17
PAZÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,23,23
PELECHUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,24,24
POCOATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,19,19
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,32,32
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,67,67
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,2,2
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,70,70
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,95,95
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,383,383
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,34,34
PUCARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,24,24
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,20,20
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,10,10
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,24,24
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,15,15
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,49,49
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,68,68
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,117,117
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,23,23
QUIME,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,27,27
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,17,17
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,144,144
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,212,212
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,21,21
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,117,117
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,6,6
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,93,93
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,13,13
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,47,47
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,47,47
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,15,15
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,2,2
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,36,36
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,421,421
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,170,170
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,152,152
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,129,129
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,14,14
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,46,46
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,134,134
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,6,6
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,62,62
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,135,135
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,176,176
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,35,35
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,58,58
SAN PEDRO DE QUEMES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,17,17
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,20,20
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,7,7
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,27,27
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1157,1157
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,59,59
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,61,61
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,78,78
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,17,17
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,39,39
SANTUARIO DE QUILLACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
SAPAHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,12,12
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,56,56
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,24,24
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,61,61
SOPACHUY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,9,9
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,22,22
SORATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,16,16
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,757,757
TACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,14,14
TACACOMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,7,7
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,14,14
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,66,66
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,186,186
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,83,83
TARACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,10,10
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,10,10
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,190,190
TARVITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,48,48
TEOPONTE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
TIAWANACU,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,40,40
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,59,59
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,64,64
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,157,157
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,25,25
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,35,35
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,2,2
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,35,35
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,37,37
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,6,6
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,3,3
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,18,18
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,188,188
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,133,133
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,23,23
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,74,74
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,33,33
VACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,58,58
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,125,125
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,47,47
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,33,33
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,50,50
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,41,41
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,79,79
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,27,27
VITICHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,1,1
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,299,299
YACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,34,34
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,35,35
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,20,20
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,60,60
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,19,19
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,80,80
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,31,31
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-08-01,20,20
ACHACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,42,42
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,92,92
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
APOLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
ARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,25,25
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,24,24
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,44,44
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,29,29
AUCAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
AYATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,67,67
AZURDUY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,34,34
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1,1
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,223,223
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,59,59
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,101,101
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1,1
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,142,142
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
CAIROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,40,40
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
CAJUATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,57,57
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,15,15
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,41,41
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,50,50
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,77,77
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
CATACORA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,123,123
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,71,71
CHARAÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1,1
CHIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
CHUMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,22,22
CLIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,118,118
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,510,510
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,28,28
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
COLOMI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,23,23
COLQUIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
COMANCHE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
COMARAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,46,46
CORIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,11,11
CORO CORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
COROICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,40,40
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,103,103
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1013,1013
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,63,63
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,343,343
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,70,70
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,97,97
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,20,20
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,40,40
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,116,116
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,16,16
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,30,30
GUAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,103,103
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,16,16
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,49,49
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,22,22
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,56,56
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,150,150
INQUISIVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,82,82
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,15,15
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,246,246
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,437,437
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
LAJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,16,16
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,39,39
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
LURIBAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,32,32
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,47,47
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,11,11
MALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,80,80
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,73,73
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
MOJINETE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,13,13
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,117,117
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,215,215
MORO MORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,10,10
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,74,74
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,189,189
OMEREQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,18,18
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,78,78
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,146,146
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
PALCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,92,92
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
PASORAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
PAZÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,28,28
PELECHUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
