municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
POCOATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,10,10
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,33,33
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,28,28
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,59,59
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,75,75
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,22,22
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,317,317
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,14,14
PUCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,50,50
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,4,4
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,10,10
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,37,37
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,72,72
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,97,97
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,111,111
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,61,61
QUIME,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,20,20
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,3,3
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,71,71
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,327,327
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,10,10
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,15,15
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,244,244
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
SAIPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,43,43
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,31,31
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,46,46
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,86,86
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,151,151
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,266,266
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,196,196
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,22,22
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,115,115
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,11,11
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,93,93
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,62,62
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,25,25
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,71,71
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,177,177
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,46,46
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1,1
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,36,36
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,31,31
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,27,27
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,16,16
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1508,1508
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,56,56
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,73,73
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,33,33
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,28,28
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,26,26
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,45,45
SOPACHUY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,37,37
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,20,20
SORATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,24,24
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,837,837
TACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,22,22
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,86,86
TAHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,9,9
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,116,116
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,85,85
TARACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,2,2
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,7,7
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,333,333
TARVITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,108,108
TEOPONTE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,3,3
TIAWANACU,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,40,40
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,56,56
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,103,103
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,128,128
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,24,24
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,1,1
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,3,3
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,30,30
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,25,25
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,20,20
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,159,159
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,134,134
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,119,119
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,67,67
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,8,8
VACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,35,35
VALLEGRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,15,15
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,336,336
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,11,11
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,11,11
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,27,27
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,109,109
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,96,96
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
VITICHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,150,150
YACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,5,5
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,21,21
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,19,19
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,100,100
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,3,3
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,31,31
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,6,6
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-09-01,44,44
ACHACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,20,20
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,21,21
ANCORAIMES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,18,18
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,18,18
APOLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,7,7
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,44,44
ARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,48,48
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,14,14
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,106,106
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,58,58
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,48,48
AYATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,180,180
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,23,23
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,43,43
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,220,220
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,78,78
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,53,53
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,16,16
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,167,167
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
CAIROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,15,15
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,93,93
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,24,24
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,57,57
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,42,42
CARIPUYO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,26,26
CATACORA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,112,112
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,71,71
CHARAÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,19,19
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,8,8
CHUMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,5,5
CLIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,210,210
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,575,575
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,24,24
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,12,12
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,66,66
COLQUIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
COMANCHE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
COMARAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,14,14
COMBAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
CORIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
CORO CORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,6,6
COROICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,84,84
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,72,72
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,9,9
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,134,134
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,540,540
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,62,62
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,294,294
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,126,126
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,139,139
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,36,36
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
GUAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,9,9
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,130,130
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,54,54
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,10,10
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,15,15
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,14,14
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,31,31
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,120,120
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
INQUISIVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,21,21
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,380,380
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,489,489
