municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,8,8
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,9,9
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,26,26
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,69,69
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,50,50
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,2,2
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,172,172
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,37,37
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,13,13
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,22,22
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,53,53
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,14,14
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,21,21
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,83,83
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,7,7
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,4,4
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,7,7
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,6,6
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,23,23
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,232,232
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,26,26
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,6,6
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,2,2
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,42,42
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,10,10
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,2,2
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,21,21
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,21,21
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,10,10
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,25,25
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,2,2
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,64,64
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,19,19
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,13,13
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,24,24
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,23,23
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,9,9
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,2,2
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,51,51
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,13,13
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,106,106
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,14,14
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,6,6
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,59,59
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,3,3
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,8,8
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,8,8
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-07-01,27,27
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,22,22
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,56,56
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,30,30
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,33,33
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,30,30
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,56,56
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,21,21
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,68,68
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,49,49
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,40,40
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,31,31
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,46,46
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
CATACORA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,54,54
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,40,40
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,21,21
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,31,31
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,25,25
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,95,95
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,120,120
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,48,48
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,41,41
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,65,65
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,32,32
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,31,31
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,27,27
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,34,34
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,33,33
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1080,1080
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,100,100
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,31,31
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
ESMERALDA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,14,14
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,35,35
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,74,74
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,22,22
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,26,26
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,62,62
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,48,48
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,682,682
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,33,33
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,32,32
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,30,30
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,33,33
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,83,83
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,40,40
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,35,35
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,148,148
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,34,34
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,38,38
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,35,35
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,27,27
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,21,21
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,266,266
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,22,22
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,48,48
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,39,39
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,77,77
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,51,51
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,25,25
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,25,25
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,38,38
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,168,168
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,47,47
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,54,54
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,63,63
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,50,50
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,62,62
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,25,25
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,78,78
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,26,26
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,42,42
