municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,888,888
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,32,32
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,1,1
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,32,32
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,19,19
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,14,14
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,23,23
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,410,410
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,20,20
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,36,36
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,58,58
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,2,2
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,253,253
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,36,36
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,36,36
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,76,76
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,50,50
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,4,4
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,10,10
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,223,223
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,32,32
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,11,11
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,71,71
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,30,30
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,21,21
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,33,33
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,65,65
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,109,109
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,13,13
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,12,12
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,35,35
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,16,16
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,8,8
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,15,15
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,5,5
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,63,63
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,9,9
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,6,6
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,7,7
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-08-01,24,24
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,13,13
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,66,66
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,7,7
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,51,51
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,8,8
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,39,39
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,18,18
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,15,15
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,9,9
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,15,15
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,10,10
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,5,5
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,20,20
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,39,39
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,35,35
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,27,27
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,65,65
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,45,45
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,22,22
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,16,16
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,9,9
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,12,12
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,19,19
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,4,4
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,8,8
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,19,19
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,38,38
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,12,12
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,25,25
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,125,125
CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,15,15
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
CATACORA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,50,50
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,18,18
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,52,52
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,27,27
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,25,25
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,20,20
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,87,87
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,115,115
COIPASA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,33,33
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,18,18
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,30,30
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,7,7
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,73,73
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,10,10
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,30,30
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,33,33
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,4,4
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,12,12
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,24,24
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,13,13
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,33,33
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,13,13
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,32,32
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1,1
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,38,38
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,5,5
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,9,9
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,1042,1042
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,41,41
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,12,12
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,15,15
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,18,18
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,6,6
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,10,10
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,26,26
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,12,12
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,18,18
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,70,70
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,9,9
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,9,9
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,33,33
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,7,7
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,28,28
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,66,66
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,16,16
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,20,20
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,23,23
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,52,52
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,16,16
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,696,696
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,6,6
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,14,14
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,2,2
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,5,5
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,11,11
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,8,8
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,17,17
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,7,7
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,6,6
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,7,7
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-09-01,11,11
