municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,65,65
SANTIAGO DE HUARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,35,35
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,85,85
SANTIVAÑES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,38,38
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,13,13
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,130,130
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,75,75
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,75,75
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,21,21
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,169,169
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,448,448
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,112,112
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,106,106
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,1853,1853
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,6,6
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,50,50
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,161,161
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,74,74
TAHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,20,20
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,192,192
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,135,135
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,19,19
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,25,25
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,523,523
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,146,146
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,89,89
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,86,86
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,467,467
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,73,73
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,145,145
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,124,124
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,6,6
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,17,17
TODOS SANTOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,14,14
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,13,13
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,21,21
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,153,153
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,129,129
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,140,140
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,58,58
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,18,18
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,4,4
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,393,393
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,261,261
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,10,10
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,41,41
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,114,114
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,75,75
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,688,688
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,71,71
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,121,121
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,148,148
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,35,35
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,297,297
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,39,39
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,26,26
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,53,53
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,367,367
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,141,141
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,212,212
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,85,85
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,21,21
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,15,15
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,293,293
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,10,10
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,172,172
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,191,191
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,17,17
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,329,329
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,111,111
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,48,48
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,83,83
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,295,295
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,31,31
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,345,345
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,31,31
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,55,55
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,69,69
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,11,11
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,41,41
ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,5,5
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,20,20
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,47,47
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,90,90
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,93,93
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,22,22
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,103,103
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,54,54
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,338,338
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,38,38
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,15,15
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,29,29
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,97,97
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,164,164
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,67,67
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,53,53
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,11,11
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2,2
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,243,243
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,262,262
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,59,59
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,4,4
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,103,103
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,60,60
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,15,15
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,115,115
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,34,34
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,126,126
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,233,233
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,87,87
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,147,147
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,17,17
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,37,37
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,240,240
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,41,41
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,163,163
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,44,44
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2,2
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,40,40
CHALLAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,175,175
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,64,64
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,122,122
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,15,15
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,362,362
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,94,94
CHIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,18,18
CHOQUE COTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,30,30
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,91,91
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,196,196
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1695,1695
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,64,64
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,291,291
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,5,5
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,206,206
COLPA BELGICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,156,156
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1931,1931
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,41,41
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,77,77
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,15,15
COMARAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,132,132
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,3,3
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,84,84
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,10,10
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,38,38
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,43,43
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,29,29
CORQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,31,31
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,476,476
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1314,1314
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,125,125
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,50,50
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,197,197
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,35,35
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,6,6
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,4771,4771
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,43,43
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,65,65
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,110,110
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,471,471
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,102,102
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,119,119
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,118,118
EUCALIPTUS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,58,58
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2,2
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,18,18
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,175,175
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,7,7
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,127,127
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,46,46
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,78,78
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,27,27
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,248,248
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,59,59
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,148,148
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,40,40
HUACHACALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,11,11
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,99,99
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,45,45
HUAYLLAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,25,25
ICHOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,72,72
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,18,18
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,188,188
INGAVI (HUMAITA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,17,17
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,74,74
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,53,53
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,22,22
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,36,36
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,71,71
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,417,417
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2512,2512
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,14,14
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,47,47
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,137,137
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,41,41
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1757,1757
LLICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,54,54
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,93,93
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,55,55
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,9,9
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,148,148
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,67,67
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,94,94
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,4,4
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,45,45
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,57,57
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,426,426
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,103,103
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,96,96
MOJINETE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,4,4
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,102,102
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,185,185
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,563,563
MORO MORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,8,8
MOROCHATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,133,133
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,22,22
NAZACARA DE PACAJES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,3,3
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,316,316
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,81,81
OMEREQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,21,21
ORURO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1213,1213
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,106,106
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,76,76
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,92,92
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,54,54
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,108,108
PAMPA AULLAGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,17,17
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,45,45
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,1,1
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,24,24
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,58,58
PAZÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,251,251
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,22,22
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,939,939
POCONA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,63,63
POJO (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,62,62
POOPO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,22,22
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,240,240
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,195,195
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,132,132
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,130,130
PORVENIR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2,2
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,945,945
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,81,81
PUCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,9,9
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,112,112
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,90,90
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,63,63
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,23,23
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,15,15
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,155,155
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,25,25
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-06-01,2,2
