municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,20,20
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,33,33
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,79,79
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,7,7
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,78,78
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,4,4
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,7,7
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,14,14
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,95,95
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,18,18
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,111,111
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,81,81
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,8,8
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,2,2
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,85,85
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,13,13
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,32,32
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,13,13
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,7,7
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,32,32
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,3,3
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,10,10
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,11,11
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-07-01,21,21
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,110,110
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,49,49
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,29,29
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,42,42
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,17,17
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,33,33
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,32,32
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,37,37
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,23,23
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
BELEN DE ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,90,90
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,48,48
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,17,17
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,33,33
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,35,35
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,57,57
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,65,65
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,79,79
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,63,63
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,94,94
CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,180,180
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,58,58
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,98,98
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,51,51
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,71,71
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,41,41
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,81,81
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,508,508
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,56,56
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,30,30
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,45,45
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,40,40
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,20,20
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,32,32
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,71,71
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,52,52
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1426,1426
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,17,17
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,164,164
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,34,34
ESMERALDA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,49,49
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,57,57
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,40,40
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,90,90
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,23,23
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,75,75
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,87,87
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,20,20
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,97,97
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,33,33
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1309,1309
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,24,24
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,100,100
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,23,23
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,74,74
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,30,30
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,115,115
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,227,227
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,52,52
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,55,55
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,313,313
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,20,20
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,48,48
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,64,64
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,69,69
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,26,26
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,11,11
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,29,29
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,193,193
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,46,46
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,42,42
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,19,19
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,20,20
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,42,42
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,26,26
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,98,98
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,19,19
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,64,64
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,16,16
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,259,259
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,29,29
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,10,10
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,76,76
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,14,14
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,73,73
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,17,17
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,8,8
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,61,61
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,50,50
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,54,54
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,84,84
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,27,27
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,31,31
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,28,28
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,124,124
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,43,43
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,96,96
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,59,59
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,5,5
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,59,59
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,15,15
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,109,109
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1534,1534
SANTA ROSA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,22,22
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,55,55
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,25,25
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,3,3
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,13,13
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,27,27
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,40,40
SICAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,9,9
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,48,48
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,19,19
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,4,4
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,33,33
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,638,638
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,1,1
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,12,12
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,18,18
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,26,26
TAHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,2,2
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,43,43
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-08-01,42,42
