municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,87,87
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,104,104
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,40,40
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,29,29
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,46,46
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,36,36
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,62,62
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,19,19
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,19,19
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,63,63
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,12,12
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,30,30
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,58,58
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,26,26
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,49,49
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,47,47
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1403,1403
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,12,12
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,78,78
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,20,20
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,28,28
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,19,19
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,45,45
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,17,17
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,69,69
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,240,240
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,36,36
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,40,40
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,26,26
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,339,339
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,42,42
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,17,17
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,47,47
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,52,52
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,38,38
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,34,34
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,23,23
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,21,21
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,22,22
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,20,20
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,38,38
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,199,199
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,41,41
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,35,35
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,29,29
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,54,54
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,26,26
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,138,138
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,19,19
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,50,50
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,48,48
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,202,202
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,118,118
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,18,18
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,94,94
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,228,228
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,48,48
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,31,31
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,132,132
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,31,31
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,24,24
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,68,68
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,117,117
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,12,12
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,34,34
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,24,24
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,88,88
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,26,26
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,85,85
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,53,53
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,43,43
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,78,78
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,32,32
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,57,57
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2634,2634
SANTA ROSA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,67,67
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,11,11
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,35,35
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,51,51
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,17,17
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,47,47
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,722,722
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,18,18
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,16,16
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,108,108
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,55,55
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
TARATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,229,229
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,29,29
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,12,12
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,70,70
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,60,60
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,104,104
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,85,85
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
TOLATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,248,248
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,20,20
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
TRIGAL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,249,249
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,40,40
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,71,71
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,37,37
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,21,21
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,68,68
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,58,58
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,12,12
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,66,66
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,38,38
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,52,52
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,55,55
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,147,147
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
