municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,308,321,308,321,629
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-06-01,172,180,172,180,352
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2007-06-01,645,691,645,691,1336
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-06-01,1312,1274,1312,1274,2586
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,13887,13132,13887,13132,27019
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-06-01,5,10,5,10,15
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,247,212,247,212,459
LAJA,consulta externa,nuevas en menores de 5 anos,2007-06-01,141,119,141,119,260
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,109,76,109,76,185
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-06-01,42,59,42,59,101
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-06-01,895,818,895,818,1713
LLICA,consulta externa,nuevas en menores de 5 anos,2007-06-01,64,76,64,76,140
LORETO,consulta externa,nuevas en menores de 5 anos,2007-06-01,78,79,78,79,157
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-06-01,165,156,165,156,321
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-06-01,25,26,25,26,51
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-06-01,303,316,303,316,619
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-06-01,286,254,286,254,540
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-06-01,155,148,155,148,303
MALLA,consulta externa,nuevas en menores de 5 anos,2007-06-01,68,35,68,35,103
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-06-01,346,289,346,289,635
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-06-01,138,120,138,120,258
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-06-01,592,515,592,515,1107
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-06-01,417,430,417,430,847
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,150,162,150,162,312
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-06-01,13,22,13,22,35
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,192,162,192,162,354
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-06-01,745,668,745,668,1413
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-06-01,2826,2454,2826,2454,5280
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-06-01,52,70,52,70,122
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,372,395,372,395,767
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-06-01,62,84,62,84,146
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-06-01,5,2,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-06-01,23,30,23,30,53
OCURI,consulta externa,nuevas en menores de 5 anos,2007-06-01,521,485,521,485,1006
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-06-01,456,428,456,428,884
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-06-01,137,135,137,135,272
ORURO,consulta externa,nuevas en menores de 5 anos,2007-06-01,4523,3860,4523,3860,8383
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,514,474,514,474,988
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-06-01,364,405,364,405,769
PAILON,consulta externa,nuevas en menores de 5 anos,2007-06-01,366,339,366,339,705
PALCA,consulta externa,nuevas en menores de 5 anos,2007-06-01,135,107,135,107,242
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-06-01,630,553,630,553,1183
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,49,65,49,65,114
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-06-01,121,111,121,111,232
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-06-01,51,63,51,63,114
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-06-01,54,51,54,51,105
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,268,233,268,233,501
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-06-01,123,109,123,109,232
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,131,116,131,116,247
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,495,518,495,518,1013
POCONA,consulta externa,nuevas en menores de 5 anos,2007-06-01,231,249,231,249,480
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-06-01,101,116,101,116,217
POOPO,consulta externa,nuevas en menores de 5 anos,2007-06-01,82,75,82,75,157
PORCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,191,233,191,233,424
POROMA,consulta externa,nuevas en menores de 5 anos,2007-06-01,470,433,470,433,903
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-06-01,189,202,189,202,391
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-06-01,593,560,593,560,1153
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-06-01,233,320,233,320,553
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-06-01,29,36,29,36,65
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-06-01,3216,3155,3216,3155,6371
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-06-01,298,243,298,243,541
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-06-01,56,43,56,43,99
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-06-01,204,220,204,220,424
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-06-01,179,169,179,169,348
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,171,149,171,149,320
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-06-01,136,172,136,172,308
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,72,44,72,44,116
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-06-01,286,211,286,211,497
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-06-01,447,334,447,334,781
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-06-01,59,40,59,40,99
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,313,307,313,307,620
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-06-01,1228,1126,1228,1126,2354
PUNA,consulta externa,nuevas en menores de 5 anos,2007-06-01,1070,896,1070,896,1966
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,474,415,474,415,889
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,50,28,50,28,78
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2007-06-01,1500,1301,1500,1301,2801
QUIME,consulta externa,nuevas en menores de 5 anos,2007-06-01,144,113,144,113,257
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,38,18,38,18,56
RAVELO,consulta externa,nuevas en menores de 5 anos,2007-06-01,360,290,360,290,650
REYES,consulta externa,nuevas en menores de 5 anos,2007-06-01,263,257,263,257,520
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2007-06-01,2484,2232,2484,2232,4716
ROBORE,consulta externa,nuevas en menores de 5 anos,2007-06-01,343,320,343,320,663
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2007-06-01,339,316,339,316,655
SABAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,66,50,66,50,116
SACABA,consulta externa,nuevas en menores de 5 anos,2007-06-01,1329,1177,1329,1177,2506
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2007-06-01,61,55,61,55,116
SACACA,consulta externa,nuevas en menores de 5 anos,2007-06-01,2692,696,2692,696,3388
SAIPINA,consulta externa,nuevas en menores de 5 anos,2007-06-01,111,115,111,115,226
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2007-06-01,265,258,265,258,523
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,157,100,157,100,257
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2007-06-01,57,51,57,51,108
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2007-06-01,255,219,255,219,474
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-06-01,86,54,86,54,140
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,77,84,77,84,161
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2007-06-01,93,91,93,91,184
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2007-06-01,219,192,219,192,411
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2007-06-01,710,686,710,686,1396
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2007-06-01,264,253,264,253,517
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2007-06-01,437,461,437,461,898
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2007-06-01,736,694,736,694,1430
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,1177,1184,1177,1184,2361
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2007-06-01,56,57,56,57,113
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2007-06-01,251,250,251,250,501
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2007-06-01,83,73,83,73,156
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2007-06-01,348,335,348,335,683
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-06-01,452,412,452,412,864
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2007-06-01,896,810,896,810,1706
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2007-06-01,202,173,202,173,375
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2007-06-01,657,552,657,552,1209
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,1556,1410,1556,1410,2966
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,338,161,338,161,499
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,209,185,209,185,394
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,149,117,149,117,266
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2007-06-01,616,605,616,605,1221
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-06-01,728,708,728,708,1436
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2007-06-01,73,64,73,64,137
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2007-06-01,14,14,14,14,28
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2007-06-01,35,42,35,42,77
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2007-06-01,31,24,31,24,55
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2007-06-01,115,103,115,103,218
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-06-01,151,129,151,129,280
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-06-01,228,251,228,251,479
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2007-06-01,372,349,372,349,721
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2007-06-01,27566,19478,27566,19478,47044
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2007-06-01,163,226,163,226,389
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2007-06-01,682,682,682,682,1364
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2007-06-01,29,52,29,52,81
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2007-06-01,158,131,158,131,289
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-06-01,35,26,35,26,61
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2007-06-01,124,110,124,110,234
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,49,37,49,37,86
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2007-06-01,213,184,213,184,397
SENA,consulta externa,nuevas en menores de 5 anos,2007-06-01,78,102,78,102,180
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2007-06-01,290,233,290,233,523
SICAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,52,55,52,55,107
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2007-06-01,364,341,364,341,705
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2007-06-01,416,360,416,360,776
SORACACHI,consulta externa,nuevas en menores de 5 anos,2007-06-01,463,203,463,203,666
SORATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,227,200,227,200,427
SUCRE,consulta externa,nuevas en menores de 5 anos,2007-06-01,7235,6843,7235,6843,14078
TACACHI,consulta externa,nuevas en menores de 5 anos,2007-06-01,10,10,10,10,20
TACACOMA,consulta externa,nuevas en menores de 5 anos,2007-06-01,78,94,78,94,172
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2007-06-01,203,159,203,159,362
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,240,237,240,237,477
TAHUA,consulta externa,nuevas en menores de 5 anos,2007-06-01,52,36,52,36,88
TAPACARI,consulta externa,nuevas en menores de 5 anos,2007-06-01,637,600,637,600,1237
TARABUCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,840,739,840,739,1579
TARACO,consulta externa,nuevas en menores de 5 anos,2007-06-01,56,47,56,47,103
TARATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,130,145,130,145,275
TARIJA,consulta externa,nuevas en menores de 5 anos,2007-06-01,4695,4470,4695,4470,9165
TARVITA,consulta externa,nuevas en menores de 5 anos,2007-06-01,687,637,687,637,1324
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2007-06-01,270,266,270,266,536
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2007-06-01,111,89,111,89,200
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,420,388,420,388,808
TIPUANI,consulta externa,nuevas en menores de 5 anos,2007-06-01,126,121,126,121,247
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-06-01,743,584,743,584,1327
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2007-06-01,753,719,753,719,1472
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2007-06-01,15,22,15,22,37
TOCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,70,70,70,70,140
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2007-06-01,8,1,8,1,9
TOLATA,consulta externa,nuevas en menores de 5 anos,2007-06-01,43,40,43,40,83
TOLEDO,consulta externa,nuevas en menores de 5 anos,2007-06-01,124,109,124,109,233
TOMAVE,consulta externa,nuevas en menores de 5 anos,2007-06-01,273,303,273,303,576
TOMINA,consulta externa,nuevas en menores de 5 anos,2007-06-01,322,294,322,294,616
TORO TORO,consulta externa,nuevas en menores de 5 anos,2007-06-01,286,317,286,317,603
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2007-06-01,159,148,159,148,307
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2007-06-01,70,92,70,92,162
TRIGAL,consulta externa,nuevas en menores de 5 anos,2007-06-01,33,32,33,32,65
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2007-06-01,2357,2133,2357,2133,4490
TUPIZA,consulta externa,nuevas en menores de 5 anos,2007-06-01,1314,1220,1314,1220,2534
TURCO,consulta externa,nuevas en menores de 5 anos,2007-06-01,100,83,100,83,183
UMALA,consulta externa,nuevas en menores de 5 anos,2007-06-01,53,51,53,51,104
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-06-01,830,715,830,715,1545
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-06-01,592,582,592,582,1174
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-06-01,257,271,257,271,528
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-06-01,341,309,341,309,650
VACAS,consulta externa,nuevas en menores de 5 anos,2007-06-01,162,190,162,190,352
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-06-01,245,185,245,185,430
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-06-01,597,510,597,510,1107
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-06-01,64,80,64,80,144
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-06-01,679,612,679,612,1291
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-06-01,89,103,89,103,192
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-06-01,61,65,61,65,126
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-06-01,402,403,402,403,805
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-06-01,1731,1680,1731,1680,3411
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-06-01,192,214,192,214,406
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-06-01,936,967,936,967,1903
VINTO,consulta externa,nuevas en menores de 5 anos,2007-06-01,202,160,202,160,362
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-06-01,319,307,319,307,626
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-06-01,29,37,29,37,66
WARNES,consulta externa,nuevas en menores de 5 anos,2007-06-01,1338,1284,1338,1284,2622
YACO,consulta externa,nuevas en menores de 5 anos,2007-06-01,155,126,155,126,281
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-06-01,1919,1832,1919,1832,3751
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,205,197,205,197,402
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-06-01,54,52,54,52,106
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-06-01,646,648,646,648,1294
YOCALLA,consulta externa,nuevas en menores de 5 anos,2007-06-01,90,100,90,100,190
YOTALA,consulta externa,nuevas en menores de 5 anos,2007-06-01,254,259,254,259,513
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2007-06-01,168,125,168,125,293
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2007-06-01,313,273,313,273,586
ACACIO,consulta externa,nuevas en menores de 5 anos,2007-07-01,141,108,141,108,249
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2007-07-01,309,239,309,239,548
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,82,82,82,82,164
AIQUILE,consulta externa,nuevas en menores de 5 anos,2007-07-01,494,408,494,408,902
ALALAY,consulta externa,nuevas en menores de 5 anos,2007-07-01,47,32,47,32,79
ALCALA,consulta externa,nuevas en menores de 5 anos,2007-07-01,163,172,163,172,335
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2007-07-01,176,190,176,190,366
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,54,53,54,53,107
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2007-07-01,12,6,12,6,18
ANZALDO,consulta externa,nuevas en menores de 5 anos,2007-07-01,92,86,92,86,178
APOLO,consulta externa,nuevas en menores de 5 anos,2007-07-01,407,417,407,417,824
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,147,133,147,133,280
ARANI,consulta externa,nuevas en menores de 5 anos,2007-07-01,75,68,75,68,143
ARBIETO,consulta externa,nuevas en menores de 5 anos,2007-07-01,132,105,132,105,237
ARQUE,consulta externa,nuevas en menores de 5 anos,2007-07-01,135,138,135,138,273
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,565,473,565,473,1038
ATOCHA,consulta externa,nuevas en menores de 5 anos,2007-07-01,281,255,281,255,536
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,90,87,90,87,177
AYATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,177,146,177,146,323
AYO AYO,consulta externa,nuevas en menores de 5 anos,2007-07-01,67,70,67,70,137
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2007-07-01,520,477,520,477,997
AZURDUY,consulta externa,nuevas en menores de 5 anos,2007-07-01,521,461,521,461,982
BATALLAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,106,96,106,96,202
BAURES,consulta externa,nuevas en menores de 5 anos,2007-07-01,127,125,127,125,252
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,23,27,23,27,50
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2007-07-01,27,34,27,34,61
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2007-07-01,77,70,77,70,147
BERMEJO,consulta externa,nuevas en menores de 5 anos,2007-07-01,1209,1082,1209,1082,2291
BETANZOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,660,573,660,573,1233
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2007-07-01,187,171,187,171,358
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2007-07-01,57,51,57,51,108
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2007-07-01,128,116,128,116,244
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,295,298,295,298,593
CABEZAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,560,443,560,443,1003
CAIROMA,consulta externa,nuevas en menores de 5 anos,2007-07-01,198,181,198,181,379
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2007-07-01,130,121,130,121,251
CAJUATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,169,132,169,132,301
CALACOTO,consulta externa,nuevas en menores de 5 anos,2007-07-01,55,50,55,50,105
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,146,145,146,145,291
CAMARGO,consulta externa,nuevas en menores de 5 anos,2007-07-01,425,471,425,471,896
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2007-07-01,133,121,133,121,254
CAMIRI,consulta externa,nuevas en menores de 5 anos,2007-07-01,969,968,969,968,1937
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,350,292,350,292,642
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2007-07-01,81,68,81,68,149
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2007-07-01,181,203,181,203,384
CARANAVI,consulta externa,nuevas en menores de 5 anos,2007-07-01,1054,1038,1054,1038,2092
CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,2,4,2,4,6
CARAPARI,consulta externa,nuevas en menores de 5 anos,2007-07-01,235,202,235,202,437
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2007-07-01,211,171,211,171,382
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,79,76,79,76,155
CATACORA,consulta externa,nuevas en menores de 5 anos,2007-07-01,26,17,26,17,43
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,31,38,31,38,69
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,315,262,315,262,577
CHAQUI,consulta externa,nuevas en menores de 5 anos,2007-07-01,117,118,117,118,235
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2007-07-01,699,653,699,653,1352
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2007-07-01,35,33,35,33,68
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,356,360,356,360,716
CHIMORE,consulta externa,nuevas en menores de 5 anos,2007-07-01,533,475,533,475,1008
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,42,49,42,49,91
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,14,9,14,9,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2007-07-01,240,198,240,198,438
CHUMA,consulta externa,nuevas en menores de 5 anos,2007-07-01,124,135,124,135,259
CLIZA,consulta externa,nuevas en menores de 5 anos,2007-07-01,228,180,228,180,408
COBIJA,consulta externa,nuevas en menores de 5 anos,2007-07-01,1049,950,1049,950,1999
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2007-07-01,9269,8432,9269,8432,17701
COIPASA,consulta externa,nuevas en menores de 5 anos,2007-07-01,4,11,4,11,15
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2007-07-01,521,464,521,464,985
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2007-07-01,143,124,143,124,267
COLLANA,consulta externa,nuevas en menores de 5 anos,2007-07-01,22,22,22,22,44
COLOMI,consulta externa,nuevas en menores de 5 anos,2007-07-01,199,189,199,189,388
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2007-07-01,151,108,151,108,259
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,852,736,852,736,1588
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2007-07-01,75,71,75,71,146
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2007-07-01,201,208,201,208,409
COMANCHE,consulta externa,nuevas en menores de 5 anos,2007-07-01,20,23,20,23,43
COMARAPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,314,323,314,323,637
COMBAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,27,16,27,16,43
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2007-07-01,296,217,296,217,513
COPACABANA,consulta externa,nuevas en menores de 5 anos,2007-07-01,104,78,104,78,182
CORIPATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,209,190,209,190,399
CORO CORO,consulta externa,nuevas en menores de 5 anos,2007-07-01,66,71,66,71,137
COROICO,consulta externa,nuevas en menores de 5 anos,2007-07-01,179,162,179,162,341
CORQUE,consulta externa,nuevas en menores de 5 anos,2007-07-01,109,117,109,117,226
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2007-07-01,581,522,581,522,1103
COTOCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,759,638,759,638,1397
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,451,415,451,415,866
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2007-07-01,18,12,18,12,30
CUEVO,consulta externa,nuevas en menores de 5 anos,2007-07-01,96,117,96,117,213
CULPINA,consulta externa,nuevas en menores de 5 anos,2007-07-01,536,528,536,528,1064
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,93,57,93,57,150
CURVA,consulta externa,nuevas en menores de 5 anos,2007-07-01,69,51,69,51,120
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2007-07-01,49,28,49,28,77
EL ALTO,consulta externa,nuevas en menores de 5 anos,2007-07-01,7971,7712,7971,7712,15683
EL CHORO,consulta externa,nuevas en menores de 5 anos,2007-07-01,77,70,77,70,147
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2007-07-01,372,310,372,310,682
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2007-07-01,218,226,218,226,444
EL TORNO,consulta externa,nuevas en menores de 5 anos,2007-07-01,886,876,886,876,1762
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2007-07-01,164,151,164,151,315
