municipality,group,variable,month,l 13.7 Días camas ocupadas maternidad,TOTAL
SAN ANDRES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
SAN ANDRES DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,3,3
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,26,26
SAN BENITO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
SAN BORJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,122,122
SAN BUENA VENTURA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,41,41
SAN CARLOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,202,202
SAN IGNACIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,73,73
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,428,428
SAN JAVIER(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,48,48
SAN JOAQUIN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,19,19
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,79,79
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,12,12
SAN JULIAN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,136,136
SAN LORENZO(PND),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,6,6
SAN LUCAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,59,59
SAN MATIAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,38,38
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,83,83
SAN PEDRO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,494,494
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,10,10
SAN PEDRO DE CURAHUARA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,1,1
SAN PEDRO DE TIQUINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,1,1
SAN RAFAEL,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,9,9
SAN RAMON BENI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,30,30
SAN RAMON SCZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,20,20
SANTA ANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,133,133
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,13765,13765
SANTA ROSA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,55,55
SANTA ROSA DEL SARA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,22,22
SANTIAGO DE CALLAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,2,2
SANTIAGO DE HUARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,10,10
SANTIAGO DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,4,4
SANTIVAÑES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
SANTUARIO DE QUILLACAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,1,1
SAPAHAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
SHINAOTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,164,164
SICA SICA (VILLA AROMA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,29,29
SIPE SIPE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,34,34
SOPACHUY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,26,26
SORACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
SORATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,18,18
SUCRE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,2084,2084
TACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,1,1
TACACOMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,17,17
TACOPAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,7,7
TARABUCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,98,98
TARACO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,5,5
TARATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,22,22
TARIJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,1262,1262
TARVITA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,47,47
TEOPONTE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,12,12
TIAWANACU,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
TIPUANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,29,29
TIQUIPAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,169,169
TIRAQUE (CBBA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,29,29
TOCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,2,2
TOLATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,16,16
TOLEDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
TOMAVE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,6,6
TOMINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,47,47
TORO TORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,3,3
TOTORA(CBBA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,33,33
TOTORA(ORR),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,12,12
TRINIDAD,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,894,894
TUPIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,177,177
TURCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,4,4
UMALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
UNCIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,26,26
URUBICHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,28,28
UYUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,168,168
VACAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,4,4
VALLEGRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,82,82
VIACHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,82,82
VILA VILA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,8,8
VILLA CHARCAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,33,33
VILLA MONTES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,241,241
VILLA RIVERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,9,9
VILLA SERRANO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,21,21
VILLA TUNARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,471,471
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,41,41
VILLAZON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,226,226
VINTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,84,84
WARNES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,230,230
YACO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,2,2
YACUIBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,378,378
YAMPARAEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,20,20
YANACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,4,4
YAPACANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,232,232
YOTALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,28,28
YUNCHARA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,2,2
ZUDAÑEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-04-01,21,21
ACACIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,6,6
ACHACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,38,38
ACHOCALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,4,4
AIQUILE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,133,133
ALCALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,16,16
ALTO BENI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,25,25
ANCORAIMES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,17,17
ANTEQUERA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,3,3
ANZALDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,3,3
APOLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,24,24
ARANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,7,7
ARBIETO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,13,13
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,112,112
ATOCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,77,77
AUCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
AYATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,2,2
AYO AYO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,46,46
AZURDUY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,27,27
BATALLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,22,22
BAURES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,32,32
BERMEJO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,112,112
BETANZOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,39,39
BOLIVAR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
BOYUIBE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,7,7
BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,19,19
CABEZAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,16,16
CAIROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,6,6
"CAIZA ""D""",internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,4,4
CAJUATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,14,14
CALACOTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
CALAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,11,11
CAMARGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,81,81
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,9,9
CAMIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,313,313
CAPINOTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,23,23
CARACOLLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,40,40
CARANAVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,170,170
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,18,18
CHALLAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,107,107
CHAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,2,2
CHARAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,65,65
CHAYANTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,36,36
CHIMORE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,41,41
CHOQUE COTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,121,121
CHUMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,16,16
CKOCHAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,4,4
CLIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,74,74
COBIJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,478,478
COCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,12,12
COCHABAMBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,5459,5459
COLCAPIRHUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,115,115
COLLANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
COLOMI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,49,49
COLPA BELGICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,12,12
COLQUECHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,24,24
COLQUENCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,6,6
COLQUIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,9,9
COMARAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,87,87
CONCEPCION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,77,77
CORIPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,4,4
CORO CORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
COROICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,68,68
CORQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
COTAGAITA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,25,25
COTOCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,127,127
CUATRO CAÑADAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,31,31
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,1,1
CUEVO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,8,8
CULPINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,50,50
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,7,7
DESAGUADERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,4,4
EL ALTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,3305,3305
EL CHORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,8,8
EL PUENTE(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,15,15
EL PUENTE(TJA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,2,2
EL TORNO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,198,198
EL VILLAR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,12,12
ENTRE RIOS TRJ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,36,36
ENTRE RIOS CBBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,33,33
ESCOMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,10,10
EUCALIPTUS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,10,10
EXALTACION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,36,36
FILADELFIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,5,5
GENERAL SAAVEDRA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-05-01,10,10
