municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,12,12
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,24,24
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,6,6
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
COROICO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,12,12
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,7,7
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,20,20
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,14,14
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,20,20
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,21,21
LA ASUNTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,6,6
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,49,49
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,21,21
LURIBAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,6,6
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,13,13
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,11,11
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,9,9
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,16,16
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,8,8
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
PAMPA GRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,19,19
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,26,26
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,9,9
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,19,19
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,14,14
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,8,8
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,33,33
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,7,7
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,76,76
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,43,43
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,40,40
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,12,12
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,14,14
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,2,2
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,23,23
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,25,25
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,23,23
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,26,26
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,3,3
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
TARVITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,37,37
TEOPONTE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,22,22
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,9,9
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,18,18
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,26,26
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,10,10
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,13,13
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,6,6
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,14,14
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,1,1
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,7,7
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,5,5
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,8,8
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,30,30
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-06-01,8,8
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,66,66
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,21,21
ARAMPAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,15,15
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,7,7
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,14,14
BELLA FLOR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,14,14
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,21,21
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,12,12
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,8,8
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,30,30
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,22,22
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,19,19
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,7,7
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,28,28
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,7,7
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,15,15
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,13,13
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,37,37
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,22,22
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,18,18
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,17,17
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,50,50
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,16,16
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,14,14
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,25,25
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
PAPEL PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,21,21
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,30,30
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,29,29
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,43,43
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,13,13
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,17,17
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,8,8
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,8,8
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,32,32
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,10,10
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,47,47
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,26,26
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,2,2
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,10,10
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,9,9
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,10,10
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,4,4
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,26,26
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,16,16
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,19,19
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,58,58
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,22,22
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,10,10
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,19,19
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,16,16
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,6,6
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,32,32
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,14,14
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,5,5
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,14,14
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,11,11
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,3,3
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-07-01,18,18
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,56,56
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
ALALAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,17,17
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,10,10
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,19,19
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
BAURES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,18,18
CAIROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,56,56
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,23,23
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,31,31
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
CAQUIAVIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,12,12
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,13,13
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,13,13
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,12,12
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,21,21
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,14,14
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,13,13
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,20,20
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,16,16
INQUISIVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,18,18
LA ASUNTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
