,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,1,20,1,20,21
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,12,40,12,40,52
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,3,0,3,3
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,76,2,76,78
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,4,44,4,44,48
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,249,2,249,251
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,475,2,475,477
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,9,363,9,363,372
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,39,46,39,46,85
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,1,59,1,59,60
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,4,34,4,34,38
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,354,519,354,519,873
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,739,0,739,739
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,31,2,31,33
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,14,82,14,82,96
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,34,312,34,312,346
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,76,297,76,297,373
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,293,0,293,293
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,8,51,8,51,59
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,25,165,25,165,190
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,69,264,69,264,333
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,76,2,76,78
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,31,305,31,305,336
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,48,0,48,48
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,46,20,46,20,66
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,3,422,3,422,425
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,381,687,381,687,1068
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,21,217,21,217,238
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,3,462,3,462,465
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,180,23,180,23,203
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,8,5,8,5,13
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,22,0,22,22
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,111,472,111,472,583
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,145,2,145,147
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,48,551,48,551,599
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,7,471,7,471,478
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,4,72,4,72,76
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,0,347,0,347,347
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,2,65,2,65,67
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,25,304,25,304,329
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,8,184,8,184,192
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-05-01,24,329,24,329,353
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,230,6,230,236
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,33,430,33,430,463
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,41,10,41,51
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,23,268,23,268,291
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,25,70,25,70,95
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,158,0,158,158
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,162,6,162,168
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,70,4,70,74
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,50,3,50,53
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,23,63,23,63,86
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,61,293,61,293,354
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,190,3,190,193
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,58,12,58,70
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,73,5,73,78
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,8,319,8,319,327
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,733,5,733,738
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,45,179,45,179,224
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,40,38,40,38,78
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,8,103,8,103,111
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,29,7,29,36
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,38,314,38,314,352
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,16,701,16,701,717
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,146,7,146,153
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,112,0,112,112
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,27,2,27,29
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,27,0,27,27
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,9,76,9,76,85
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,30,115,30,115,145
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,36,722,36,722,758
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,246,14,246,260
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,26,32,26,32,58
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,63,1,63,64
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,28,210,28,210,238
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,36,157,36,157,193
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,271,6,271,277
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,83,3,83,86
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,18,141,18,141,159
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,56,4,56,60
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,213,12,213,225
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,91,490,91,490,581
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,85,4,85,89
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,131,378,131,378,509
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,183,163,183,163,346
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,85,3,85,88
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,37,85,37,85,122
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,110,657,110,657,767
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,4,0,4,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,209,6,209,215
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,343,1,343,344
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,18,6,18,24
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,22,4,22,26
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,41,359,41,359,400
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,63,0,63,63
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,15,435,15,435,450
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,27,5,27,32
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,272,6,272,278
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,64,51,64,51,115
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,54,5,54,59
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,38,1,38,39
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,11,69,11,69,80
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,116,5,116,121
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,42,88,42,88,130
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,88,247,88,247,335
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1772,2415,1772,2415,4187
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,9,3,9,12
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,340,128,340,128,468
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,129,3,129,132
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,43,0,43,43
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,84,158,84,158,242
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,70,2,70,72
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,40,374,40,374,414
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,92,7,92,99
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,146,14,146,160
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,24,0,24,24
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,140,0,140,140
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,68,0,68,68
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,227,10,227,237
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,19,81,19,81,100
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,13,158,13,158,171
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,84,0,84,84
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,124,17,124,141
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,18,79,18,79,97
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,54,349,54,349,403
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,378,1,378,379
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,42,184,42,184,226
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,5,4,5,9
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,80,0,80,80
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,63,500,63,500,563
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,28,4,28,32
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,39,0,39,39
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,36,1,36,37
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1867,3752,1867,3752,5619
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,11,54,11,54,65
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,295,1,295,296
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,259,5,259,264
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,242,14,242,256
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,248,0,248,248
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,66,217,66,217,283
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,22,412,22,412,434
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,2,0,2,2
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,0,1,0,1
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,134,3,134,137
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,25,1,25,26
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,28,2,28,30
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,13,216,13,216,229
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,21,25,21,25,46
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,28,190,28,190,218
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,21,173,21,173,194
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,24,145,24,145,169
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,53,0,53,53
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,424,6,424,430
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,551,2,551,553
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,25,267,25,267,292
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,141,1,141,142
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,24,0,24,24
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,135,10,135,145
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,63,0,63,63
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,9,41,9,41,50
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,37,12,37,49
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,427,1,427,428
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,55,832,55,832,887
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,0,6,0,6
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,131,7,131,138
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,281,7,281,288
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,155,5,155,160
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,249,6,249,255
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,92,0,92,92
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,481,10,481,491
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1213,4118,1213,4118,5331
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,1,0,1,1
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,290,0,290,290
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,126,0,126,126
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,162,6,162,168
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,49,10,49,59
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,92,843,92,843,935
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,58,3,58,61
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,28,57,28,57,85
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,162,1,162,163
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,13,42,13,42,55
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,20,284,20,284,304
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,89,3,89,92
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,171,0,171,171
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,95,1,95,96
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,121,0,121,121
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,52,71,52,71,123
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,9,245,9,245,254
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,40,251,40,251,291
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,16,157,16,157,173
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,10,0,10,10
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,13,282,13,282,295
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,51,539,51,539,590
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,28,1170,28,1170,1198
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,48,6,48,54
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,187,219,187,219,406
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,39,1,39,40
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,10,2,10,12
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,20,4,20,24
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,46,313,46,313,359
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,152,7,152,159
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,47,7,47,54
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,468,1274,468,1274,1742
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,221,4,221,225
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,491,7,491,498
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,8,119,8,119,127
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,46,5,46,51
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,16,339,16,339,355
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,156,7,156,163
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,48,0,48,48
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,16,39,16,39,55
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,104,2,104,106
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,69,80,69,80,149
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,88,17,88,105
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,100,5,100,105
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,58,483,58,483,541
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,86,96,86,96,182
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,30,157,30,157,187
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,20,20,20,20,40
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,93,40,93,40,133
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,70,394,70,394,464
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,71,61,71,61,132
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,257,0,257,257
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,103,2,103,105
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,49,0,49,49
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,288,1252,288,1252,1540
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,57,321,57,321,378
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,17,1,17,18
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,29,240,29,240,269
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,37,204,37,204,241
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,27,176,27,176,203
