municipality,group,variable,month,Restauraciones,TOTAL
YOCALLA,atenciones odontologicas,restauraciones,2008-06-01,20,20
YOTALA,atenciones odontologicas,restauraciones,2008-06-01,51,51
YUNCHARA,atenciones odontologicas,restauraciones,2008-06-01,64,64
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-06-01,4,4
ACACIO,atenciones odontologicas,restauraciones,2008-07-01,23,23
ACHACACHI,atenciones odontologicas,restauraciones,2008-07-01,75,75
ACHOCALLA,atenciones odontologicas,restauraciones,2008-07-01,38,38
AIQUILE,atenciones odontologicas,restauraciones,2008-07-01,125,125
ALALAY,atenciones odontologicas,restauraciones,2008-07-01,17,17
ALCALA,atenciones odontologicas,restauraciones,2008-07-01,36,36
ANCORAIMES,atenciones odontologicas,restauraciones,2008-07-01,31,31
ANDAMARCA,atenciones odontologicas,restauraciones,2008-07-01,61,61
ANTEQUERA,atenciones odontologicas,restauraciones,2008-07-01,38,38
ANZALDO,atenciones odontologicas,restauraciones,2008-07-01,71,71
APOLO,atenciones odontologicas,restauraciones,2008-07-01,49,49
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-07-01,21,21
ARANI,atenciones odontologicas,restauraciones,2008-07-01,186,186
ARBIETO,atenciones odontologicas,restauraciones,2008-07-01,15,15
ARQUE,atenciones odontologicas,restauraciones,2008-07-01,43,43
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-07-01,35,35
ATOCHA,atenciones odontologicas,restauraciones,2008-07-01,432,432
AUCAPATA,atenciones odontologicas,restauraciones,2008-07-01,32,32
AYATA,atenciones odontologicas,restauraciones,2008-07-01,55,55
AYO AYO,atenciones odontologicas,restauraciones,2008-07-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-07-01,108,108
AZURDUY,atenciones odontologicas,restauraciones,2008-07-01,77,77
BATALLAS,atenciones odontologicas,restauraciones,2008-07-01,35,35
BAURES,atenciones odontologicas,restauraciones,2008-07-01,42,42
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2008-07-01,6,6
BELLA FLOR,atenciones odontologicas,restauraciones,2008-07-01,78,78
BERMEJO,atenciones odontologicas,restauraciones,2008-07-01,494,494
BETANZOS,atenciones odontologicas,restauraciones,2008-07-01,209,209
BOLIVAR,atenciones odontologicas,restauraciones,2008-07-01,39,39
BOLPEBRA,atenciones odontologicas,restauraciones,2008-07-01,14,14
BOYUIBE,atenciones odontologicas,restauraciones,2008-07-01,49,49
BUENA VISTA,atenciones odontologicas,restauraciones,2008-07-01,3,3
CABEZAS,atenciones odontologicas,restauraciones,2008-07-01,128,128
CAIROMA,atenciones odontologicas,restauraciones,2008-07-01,19,19
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-07-01,30,30
CAJUATA,atenciones odontologicas,restauraciones,2008-07-01,2,2
CALACOTO,atenciones odontologicas,restauraciones,2008-07-01,31,31
CALAMARCA,atenciones odontologicas,restauraciones,2008-07-01,25,25
CAMARGO,atenciones odontologicas,restauraciones,2008-07-01,226,226
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-07-01,21,21
CAMIRI,atenciones odontologicas,restauraciones,2008-07-01,585,585
CAPINOTA,atenciones odontologicas,restauraciones,2008-07-01,174,174
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-07-01,18,18
CARACOLLO,atenciones odontologicas,restauraciones,2008-07-01,73,73
CARANAVI,atenciones odontologicas,restauraciones,2008-07-01,107,107
CARAPARI,atenciones odontologicas,restauraciones,2008-07-01,250,250
CARIPUYO,atenciones odontologicas,restauraciones,2008-07-01,85,85
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2008-07-01,21,21
CATACORA,atenciones odontologicas,restauraciones,2008-07-01,14,14
CHALLAPATA,atenciones odontologicas,restauraciones,2008-07-01,81,81
CHAQUI,atenciones odontologicas,restauraciones,2008-07-01,38,38
CHARAGUA,atenciones odontologicas,restauraciones,2008-07-01,104,104
CHARAÑA,atenciones odontologicas,restauraciones,2008-07-01,9,9
CHAYANTA,atenciones odontologicas,restauraciones,2008-07-01,33,33
CHIMORE,atenciones odontologicas,restauraciones,2008-07-01,45,45
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-07-01,106,106
CHUMA,atenciones odontologicas,restauraciones,2008-07-01,23,23
CLIZA,atenciones odontologicas,restauraciones,2008-07-01,271,271
COBIJA,atenciones odontologicas,restauraciones,2008-07-01,258,258
COCHABAMBA,atenciones odontologicas,restauraciones,2008-07-01,13174,13174
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-07-01,264,264
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-07-01,19,19
COLOMI,atenciones odontologicas,restauraciones,2008-07-01,41,41
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-07-01,27,27
COLQUECHACA,atenciones odontologicas,restauraciones,2008-07-01,13,13
COLQUENCHA,atenciones odontologicas,restauraciones,2008-07-01,38,38
COLQUIRI,atenciones odontologicas,restauraciones,2008-07-01,137,137
COMANCHE,atenciones odontologicas,restauraciones,2008-07-01,2,2
COMARAPA,atenciones odontologicas,restauraciones,2008-07-01,346,346
COMBAYA,atenciones odontologicas,restauraciones,2008-07-01,25,25
CONCEPCION,atenciones odontologicas,restauraciones,2008-07-01,91,91
COPACABANA,atenciones odontologicas,restauraciones,2008-07-01,27,27
CORIPATA,atenciones odontologicas,restauraciones,2008-07-01,15,15
CORO CORO,atenciones odontologicas,restauraciones,2008-07-01,17,17
COROICO,atenciones odontologicas,restauraciones,2008-07-01,212,212
CORQUE,atenciones odontologicas,restauraciones,2008-07-01,51,51
COTAGAITA,atenciones odontologicas,restauraciones,2008-07-01,73,73
COTOCA,atenciones odontologicas,restauraciones,2008-07-01,115,115
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2008-07-01,95,95
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-07-01,18,18
CUEVO,atenciones odontologicas,restauraciones,2008-07-01,29,29
CULPINA,atenciones odontologicas,restauraciones,2008-07-01,20,20
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-07-01,75,75
DESAGUADERO,atenciones odontologicas,restauraciones,2008-07-01,26,26
EL ALTO,atenciones odontologicas,restauraciones,2008-07-01,7520,7520
EL CHORO,atenciones odontologicas,restauraciones,2008-07-01,9,9
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-07-01,136,136
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-07-01,87,87
EL TORNO,atenciones odontologicas,restauraciones,2008-07-01,234,234
EL VILLAR,atenciones odontologicas,restauraciones,2008-07-01,38,38
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-07-01,92,92
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-07-01,87,87
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-07-01,22,22
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-07-01,118,118
FILADELFIA,atenciones odontologicas,restauraciones,2008-07-01,8,8
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-07-01,130,130
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-07-01,35,35
GUANAY,atenciones odontologicas,restauraciones,2008-07-01,106,106
GUAQUI,atenciones odontologicas,restauraciones,2008-07-01,62,62
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-07-01,280,280
GUTIERREZ,atenciones odontologicas,restauraciones,2008-07-01,30,30
HUACARETA,atenciones odontologicas,restauraciones,2008-07-01,123,123
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2008-07-01,31,31
HUACHACALLA,atenciones odontologicas,restauraciones,2008-07-01,36,36
HUANUNI,atenciones odontologicas,restauraciones,2008-07-01,231,231
HUARACAJE,atenciones odontologicas,restauraciones,2008-07-01,20,20
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2008-07-01,26,26
ICLA,atenciones odontologicas,restauraciones,2008-07-01,11,11
INCAHUASI,atenciones odontologicas,restauraciones,2008-07-01,74,74
INQUISIVI,atenciones odontologicas,restauraciones,2008-07-01,4,4
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2008-07-01,43,43
IXIAMAS,atenciones odontologicas,restauraciones,2008-07-01,39,39
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2008-07-01,39,39
LA ASUNTA,atenciones odontologicas,restauraciones,2008-07-01,51,51
LA GUARDIA,atenciones odontologicas,restauraciones,2008-07-01,218,218
LA PAZ,atenciones odontologicas,restauraciones,2008-07-01,13075,13075
LAGUNILLAS,atenciones odontologicas,restauraciones,2008-07-01,40,40
LAJA,atenciones odontologicas,restauraciones,2008-07-01,12,12
LAS CARRERAS,atenciones odontologicas,restauraciones,2008-07-01,15,15
LICOMA PAMPA,atenciones odontologicas,restauraciones,2008-07-01,7,7
LLALLAGUA,atenciones odontologicas,restauraciones,2008-07-01,209,209
LLICA,atenciones odontologicas,restauraciones,2008-07-01,10,10
MACHACAMARCA,atenciones odontologicas,restauraciones,2008-07-01,81,81
MACHARETI,atenciones odontologicas,restauraciones,2008-07-01,67,67
MAGDALENA,atenciones odontologicas,restauraciones,2008-07-01,77,77
MAIRANA,atenciones odontologicas,restauraciones,2008-07-01,143,143
MAPIRI,atenciones odontologicas,restauraciones,2008-07-01,163,163
MECAPACA,atenciones odontologicas,restauraciones,2008-07-01,47,47
MINEROS,atenciones odontologicas,restauraciones,2008-07-01,41,41
MIZQUE,atenciones odontologicas,restauraciones,2008-07-01,102,102
MOCOMOCO,atenciones odontologicas,restauraciones,2008-07-01,32,32
MOJOCOYA,atenciones odontologicas,restauraciones,2008-07-01,30,30
MONTEAGUDO,atenciones odontologicas,restauraciones,2008-07-01,170,170
MONTERO,atenciones odontologicas,restauraciones,2008-07-01,479,479
MORO MORO,atenciones odontologicas,restauraciones,2008-07-01,28,28
MOROCHATA,atenciones odontologicas,restauraciones,2008-07-01,48,48
OCURI,atenciones odontologicas,restauraciones,2008-07-01,39,39
OKINAWA,atenciones odontologicas,restauraciones,2008-07-01,35,35
OMEREQUE,atenciones odontologicas,restauraciones,2008-07-01,30,30
ORURO,atenciones odontologicas,restauraciones,2008-07-01,1967,1967
PADCAYA,atenciones odontologicas,restauraciones,2008-07-01,402,402
PADILLA,atenciones odontologicas,restauraciones,2008-07-01,110,110
PAILON,atenciones odontologicas,restauraciones,2008-07-01,172,172
PALCA,atenciones odontologicas,restauraciones,2008-07-01,45,45
PALOS BLANCOS,atenciones odontologicas,restauraciones,2008-07-01,114,114
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2008-07-01,18,18
PAMPA GRANDE,atenciones odontologicas,restauraciones,2008-07-01,51,51
PAPEL PAMPA,atenciones odontologicas,restauraciones,2008-07-01,12,12
PASORAPA,atenciones odontologicas,restauraciones,2008-07-01,12,12
PATACAMAYA,atenciones odontologicas,restauraciones,2008-07-01,3,3
PAZÑA,atenciones odontologicas,restauraciones,2008-07-01,96,96
PELECHUCO,atenciones odontologicas,restauraciones,2008-07-01,7,7
POCOATA,atenciones odontologicas,restauraciones,2008-07-01,19,19
POCONA,atenciones odontologicas,restauraciones,2008-07-01,43,43
POJO (CBBA),atenciones odontologicas,restauraciones,2008-07-01,47,47
POOPO,atenciones odontologicas,restauraciones,2008-07-01,46,46
PORCO,atenciones odontologicas,restauraciones,2008-07-01,22,22
POROMA,atenciones odontologicas,restauraciones,2008-07-01,28,28
PORONGO,atenciones odontologicas,restauraciones,2008-07-01,68,68
PORTACHUELO,atenciones odontologicas,restauraciones,2008-07-01,190,190
PORVENIR,atenciones odontologicas,restauraciones,2008-07-01,47,47
POSTRER VALLE,atenciones odontologicas,restauraciones,2008-07-01,38,38
POTOSI,atenciones odontologicas,restauraciones,2008-07-01,1029,1029
PRESTO,atenciones odontologicas,restauraciones,2008-07-01,7,7
PUCARA,atenciones odontologicas,restauraciones,2008-07-01,29,29
PUCARANI,atenciones odontologicas,restauraciones,2008-07-01,101,101
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2008-07-01,135,135
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2008-07-01,81,81
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2008-07-01,61,61
PUERTO RICO,atenciones odontologicas,restauraciones,2008-07-01,15,15
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2008-07-01,157,157
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2008-07-01,231,231
PUNA,atenciones odontologicas,restauraciones,2008-07-01,112,112
PUNATA,atenciones odontologicas,restauraciones,2008-07-01,290,290
QUILLACOLLO,atenciones odontologicas,restauraciones,2008-07-01,806,806
QUIME,atenciones odontologicas,restauraciones,2008-07-01,148,148
QUIRUSILLAS,atenciones odontologicas,restauraciones,2008-07-01,32,32
RAVELO,atenciones odontologicas,restauraciones,2008-07-01,11,11
REYES,atenciones odontologicas,restauraciones,2008-07-01,107,107
RIBERALTA,atenciones odontologicas,restauraciones,2008-07-01,345,345
ROBORE,atenciones odontologicas,restauraciones,2008-07-01,140,140
RURRENABAQUE,atenciones odontologicas,restauraciones,2008-07-01,57,57
SABAYA,atenciones odontologicas,restauraciones,2008-07-01,16,16
SACABA,atenciones odontologicas,restauraciones,2008-07-01,542,542
SACACA,atenciones odontologicas,restauraciones,2008-07-01,103,103
SAIPINA,atenciones odontologicas,restauraciones,2008-07-01,35,35
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2008-07-01,24,24
SAMAIPATA,atenciones odontologicas,restauraciones,2008-07-01,128,128
SAN AGUSTIN,atenciones odontologicas,restauraciones,2008-07-01,7,7
SAN ANDRES,atenciones odontologicas,restauraciones,2008-07-01,66,66
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2008-07-01,54,54
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2008-07-01,80,80
SAN BENITO,atenciones odontologicas,restauraciones,2008-07-01,7,7
SAN BORJA,atenciones odontologicas,restauraciones,2008-07-01,394,394
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2008-07-01,30,30
SAN CARLOS,atenciones odontologicas,restauraciones,2008-07-01,129,129
SAN IGNACIO,atenciones odontologicas,restauraciones,2008-07-01,554,554
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2008-07-01,402,402
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2008-07-01,77,77
SAN JOAQUIN,atenciones odontologicas,restauraciones,2008-07-01,42,42
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2008-07-01,43,43
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2008-07-01,315,315
SAN LUCAS,atenciones odontologicas,restauraciones,2008-07-01,38,38
SAN MATIAS,atenciones odontologicas,restauraciones,2008-07-01,145,145
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-07-01,141,141
SAN PEDRO,atenciones odontologicas,restauraciones,2008-07-01,33,33
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-07-01,42,42
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-07-01,32,32
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2008-07-01,10,10
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-07-01,37,37
SAN RAMON,atenciones odontologicas,restauraciones,2008-07-01,47,47
SAN RAMON,atenciones odontologicas,restauraciones,2008-07-01,34,34
SANTA ANA,atenciones odontologicas,restauraciones,2008-07-01,11,11
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-07-01,9574,9574
SANTA ROSA,atenciones odontologicas,restauraciones,2008-07-01,88,88
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-07-01,177,177
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-07-01,112,112
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-07-01,32,32
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-07-01,11,11
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-07-01,14,14
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-07-01,3,3
SENA,atenciones odontologicas,restauraciones,2008-07-01,7,7
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-07-01,134,134
SICAYA,atenciones odontologicas,restauraciones,2008-07-01,27,27
SIPE SIPE,atenciones odontologicas,restauraciones,2008-07-01,484,484
SOPACHUY,atenciones odontologicas,restauraciones,2008-07-01,76,76
SORACACHI,atenciones odontologicas,restauraciones,2008-07-01,31,31
SORATA,atenciones odontologicas,restauraciones,2008-07-01,61,61
SUCRE,atenciones odontologicas,restauraciones,2008-07-01,4867,4867
TACACOMA,atenciones odontologicas,restauraciones,2008-07-01,57,57
TACOPAYA,atenciones odontologicas,restauraciones,2008-07-01,11,11
TAHUA,atenciones odontologicas,restauraciones,2008-07-01,8,8
TAPACARI,atenciones odontologicas,restauraciones,2008-07-01,59,59
TARABUCO,atenciones odontologicas,restauraciones,2008-07-01,52,52
TARACO,atenciones odontologicas,restauraciones,2008-07-01,8,8
TARATA,atenciones odontologicas,restauraciones,2008-07-01,53,53
TARIJA,atenciones odontologicas,restauraciones,2008-07-01,2433,2433
TARVITA,atenciones odontologicas,restauraciones,2008-07-01,88,88
TIAWANACU,atenciones odontologicas,restauraciones,2008-07-01,1,1
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-07-01,29,29
TIPUANI,atenciones odontologicas,restauraciones,2008-07-01,17,17
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-07-01,836,836
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-07-01,802,802
TOCO,atenciones odontologicas,restauraciones,2008-07-01,164,164
TOLATA,atenciones odontologicas,restauraciones,2008-07-01,58,58
TOLEDO,atenciones odontologicas,restauraciones,2008-07-01,139,139
TOMAVE,atenciones odontologicas,restauraciones,2008-07-01,41,41
TOMINA,atenciones odontologicas,restauraciones,2008-07-01,112,112
TORO TORO,atenciones odontologicas,restauraciones,2008-07-01,52,52
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-07-01,71,71
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-07-01,29,29
TRIGAL,atenciones odontologicas,restauraciones,2008-07-01,33,33
TRINIDAD,atenciones odontologicas,restauraciones,2008-07-01,547,547
TUPIZA,atenciones odontologicas,restauraciones,2008-07-01,188,188
TURCO,atenciones odontologicas,restauraciones,2008-07-01,46,46
UMALA,atenciones odontologicas,restauraciones,2008-07-01,4,4
UNCIA,atenciones odontologicas,restauraciones,2008-07-01,91,91
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-07-01,217,217
URUBICHA,atenciones odontologicas,restauraciones,2008-07-01,62,62
UYUNI,atenciones odontologicas,restauraciones,2008-07-01,93,93
VACAS,atenciones odontologicas,restauraciones,2008-07-01,53,53
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-07-01,382,382
VIACHA,atenciones odontologicas,restauraciones,2008-07-01,246,246
VILA VILA,atenciones odontologicas,restauraciones,2008-07-01,12,12
VILLA MONTES,atenciones odontologicas,restauraciones,2008-07-01,168,168
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-07-01,36,36
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-07-01,3,3
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-07-01,64,64
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-07-01,575,575
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-07-01,121,121
VILLAZON,atenciones odontologicas,restauraciones,2008-07-01,17,17
VINTO,atenciones odontologicas,restauraciones,2008-07-01,112,112
VITICHI,atenciones odontologicas,restauraciones,2008-07-01,8,8
WARNES,atenciones odontologicas,restauraciones,2008-07-01,411,411
YACO,atenciones odontologicas,restauraciones,2008-07-01,3,3
YACUIBA,atenciones odontologicas,restauraciones,2008-07-01,1102,1102
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-07-01,45,45
YANACACHI,atenciones odontologicas,restauraciones,2008-07-01,22,22
YAPACANI,atenciones odontologicas,restauraciones,2008-07-01,140,140
YOCALLA,atenciones odontologicas,restauraciones,2008-07-01,6,6
YOTALA,atenciones odontologicas,restauraciones,2008-07-01,102,102
YUNCHARA,atenciones odontologicas,restauraciones,2008-07-01,49,49
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-07-01,66,66
ACACIO,atenciones odontologicas,restauraciones,2008-08-01,10,10
ACHACACHI,atenciones odontologicas,restauraciones,2008-08-01,49,49
ACHOCALLA,atenciones odontologicas,restauraciones,2008-08-01,22,22
AIQUILE,atenciones odontologicas,restauraciones,2008-08-01,110,110
ALALAY,atenciones odontologicas,restauraciones,2008-08-01,10,10
ALCALA,atenciones odontologicas,restauraciones,2008-08-01,36,36
ANCORAIMES,atenciones odontologicas,restauraciones,2008-08-01,33,33
ANDAMARCA,atenciones odontologicas,restauraciones,2008-08-01,52,52
ANTEQUERA,atenciones odontologicas,restauraciones,2008-08-01,34,34
ANZALDO,atenciones odontologicas,restauraciones,2008-08-01,85,85
APOLO,atenciones odontologicas,restauraciones,2008-08-01,45,45
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-08-01,28,28
ARANI,atenciones odontologicas,restauraciones,2008-08-01,110,110
ARBIETO,atenciones odontologicas,restauraciones,2008-08-01,42,42
ARQUE,atenciones odontologicas,restauraciones,2008-08-01,82,82
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-08-01,22,22
ATOCHA,atenciones odontologicas,restauraciones,2008-08-01,291,291
AYATA,atenciones odontologicas,restauraciones,2008-08-01,28,28
AYO AYO,atenciones odontologicas,restauraciones,2008-08-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-08-01,68,68
AZURDUY,atenciones odontologicas,restauraciones,2008-08-01,7,7
BATALLAS,atenciones odontologicas,restauraciones,2008-08-01,34,34
BAURES,atenciones odontologicas,restauraciones,2008-08-01,48,48
BELLA FLOR,atenciones odontologicas,restauraciones,2008-08-01,41,41
BERMEJO,atenciones odontologicas,restauraciones,2008-08-01,368,368
BETANZOS,atenciones odontologicas,restauraciones,2008-08-01,166,166
BOLIVAR,atenciones odontologicas,restauraciones,2008-08-01,24,24
BOLPEBRA,atenciones odontologicas,restauraciones,2008-08-01,10,10
BOYUIBE,atenciones odontologicas,restauraciones,2008-08-01,36,36
BUENA VISTA,atenciones odontologicas,restauraciones,2008-08-01,8,8
CABEZAS,atenciones odontologicas,restauraciones,2008-08-01,95,95
CAIROMA,atenciones odontologicas,restauraciones,2008-08-01,13,13
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-08-01,24,24
CAJUATA,atenciones odontologicas,restauraciones,2008-08-01,7,7
CALACOTO,atenciones odontologicas,restauraciones,2008-08-01,70,70
CALAMARCA,atenciones odontologicas,restauraciones,2008-08-01,69,69
CAMARGO,atenciones odontologicas,restauraciones,2008-08-01,159,159
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-08-01,22,22
CAMIRI,atenciones odontologicas,restauraciones,2008-08-01,1052,1052
CAPINOTA,atenciones odontologicas,restauraciones,2008-08-01,191,191
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-08-01,12,12
CARACOLLO,atenciones odontologicas,restauraciones,2008-08-01,85,85
CARANAVI,atenciones odontologicas,restauraciones,2008-08-01,139,139
CARAPARI,atenciones odontologicas,restauraciones,2008-08-01,165,165
CARIPUYO,atenciones odontologicas,restauraciones,2008-08-01,97,97
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2008-08-01,11,11
CATACORA,atenciones odontologicas,restauraciones,2008-08-01,9,9
CHALLAPATA,atenciones odontologicas,restauraciones,2008-08-01,205,205
CHAQUI,atenciones odontologicas,restauraciones,2008-08-01,45,45
CHARAGUA,atenciones odontologicas,restauraciones,2008-08-01,96,96
CHARAÑA,atenciones odontologicas,restauraciones,2008-08-01,15,15
CHAYANTA,atenciones odontologicas,restauraciones,2008-08-01,44,44
CHIMORE,atenciones odontologicas,restauraciones,2008-08-01,38,38
CHOQUE COTA,atenciones odontologicas,restauraciones,2008-08-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-08-01,60,60
CHUMA,atenciones odontologicas,restauraciones,2008-08-01,28,28
CLIZA,atenciones odontologicas,restauraciones,2008-08-01,237,237
COBIJA,atenciones odontologicas,restauraciones,2008-08-01,160,160
COCHABAMBA,atenciones odontologicas,restauraciones,2008-08-01,11098,11098
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-08-01,217,217
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-08-01,34,34
COLOMI,atenciones odontologicas,restauraciones,2008-08-01,32,32
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-08-01,70,70
COLQUECHACA,atenciones odontologicas,restauraciones,2008-08-01,12,12
COLQUENCHA,atenciones odontologicas,restauraciones,2008-08-01,7,7
COLQUIRI,atenciones odontologicas,restauraciones,2008-08-01,136,136
COMANCHE,atenciones odontologicas,restauraciones,2008-08-01,2,2
COMARAPA,atenciones odontologicas,restauraciones,2008-08-01,283,283
COMBAYA,atenciones odontologicas,restauraciones,2008-08-01,8,8
CONCEPCION,atenciones odontologicas,restauraciones,2008-08-01,37,37
COPACABANA,atenciones odontologicas,restauraciones,2008-08-01,57,57
CORIPATA,atenciones odontologicas,restauraciones,2008-08-01,28,28
CORO CORO,atenciones odontologicas,restauraciones,2008-08-01,9,9
COROICO,atenciones odontologicas,restauraciones,2008-08-01,102,102
CORQUE,atenciones odontologicas,restauraciones,2008-08-01,44,44
COTAGAITA,atenciones odontologicas,restauraciones,2008-08-01,30,30
COTOCA,atenciones odontologicas,restauraciones,2008-08-01,103,103
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2008-08-01,123,123
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-08-01,8,8
CUEVO,atenciones odontologicas,restauraciones,2008-08-01,18,18
CULPINA,atenciones odontologicas,restauraciones,2008-08-01,13,13
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-08-01,32,32
DESAGUADERO,atenciones odontologicas,restauraciones,2008-08-01,49,49
EL ALTO,atenciones odontologicas,restauraciones,2008-08-01,5537,5537
EL CHORO,atenciones odontologicas,restauraciones,2008-08-01,8,8
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-08-01,44,44
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-08-01,55,55
EL TORNO,atenciones odontologicas,restauraciones,2008-08-01,132,132
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-08-01,79,79
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-08-01,75,75
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-08-01,15,15
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-08-01,99,99
FILADELFIA,atenciones odontologicas,restauraciones,2008-08-01,8,8
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-08-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-08-01,24,24
GUANAY,atenciones odontologicas,restauraciones,2008-08-01,65,65
GUAQUI,atenciones odontologicas,restauraciones,2008-08-01,36,36
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-08-01,259,259
GUTIERREZ,atenciones odontologicas,restauraciones,2008-08-01,141,141
HUACARETA,atenciones odontologicas,restauraciones,2008-08-01,66,66
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2008-08-01,10,10
