municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,114,114
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,18,18
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,44,44
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,36,36
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,39,39
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,38,38
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,280,280
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,34,34
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,18,18
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,30,30
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,51,51
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,34,34
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,137,137
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,26,26
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,19,19
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,319,319
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,19,19
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,25,25
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,141,141
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,54,54
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,78,78
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,18,18
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,52,52
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,54,54
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,76,76
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,113,113
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,15,15
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,18,18
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,50,50
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,19,19
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,468,468
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,26,26
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,28,28
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,23,23
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,330,330
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,51,51
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,54,54
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,35,35
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,20,20
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,20,20
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,94,94
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,39,39
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,109,109
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,28,28
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,49,49
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,62,62
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,22,22
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,73,73
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,7,7
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,101,101
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,52,52
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,66,66
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,15,15
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,50,50
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,27,27
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,49,49
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,14,14
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,37,37
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,43,43
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,50,50
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,51,51
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,17,17
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,20,20
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,36,36
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,52,52
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,27,27
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,26,26
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,67,67
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,16,16
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,41,41
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,52,52
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,18,18
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,21,21
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,30,30
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,300,300
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,45,45
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,4,4
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,25,25
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,83,83
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,11,11
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,41,41
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,5,5
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,41,41
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,2,2
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,23,23
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,22,22
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,8,8
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,36,36
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,14,14
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,10,10
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,38,38
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,1173,1173
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,12,12
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-10-01,13,13
