municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,132,132
VILLAZON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,307,307
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,282,282
VITICHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,87,87
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,8,8
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,529,529
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,90,90
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,255,255
YAMPARAEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,58,58
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,13,13
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,148,148
YOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,112,112
YOTALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,177,177
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,61,61
ZUDAÑEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-08-01,3,3
ACACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,67,67
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,904,904
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,15,15
AIQUILE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,281,281
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,102,102
ALCALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,36,36
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,227,227
ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,1,1
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,16,16
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,114,114
ARAMPAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,119,119
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,42,42
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,9,9
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,83,83
ASCENCION DE GUARAYOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,3,3
ATOCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,81,81
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,16,16
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,93,93
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,189,189
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,329,329
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,55,55
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,11,11
BELEN DE ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,3,3
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,19,19
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,40,40
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,373,373
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,592,592
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,122,122
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,13,13
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,58,58
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,151,151
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,143,143
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,78,78
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,46,46
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,81,81
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,33,33
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,96,96
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,184,184
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,37,37
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,73,73
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,167,167
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,92,92
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,130,130
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,247,247
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,130,130
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,148,148
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,12,12
CATACORA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,6,6
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,61,61
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,314,314
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,116,116
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,207,207
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,43,43
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,52,52
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,59,59
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,17,17
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,10,10
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,38,38
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,63,63
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,47,47
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,428,428
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,1873,1873
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,189,189
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,15,15
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,18,18
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,91,91
COLPA BELGICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,76,76
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,410,410
COLQUENCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,75,75
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,127,127
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,64,64
COMARAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,174,174
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,2,2
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,105,105
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,52,52
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,110,110
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,58,58
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,58,58
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,151,151
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,169,169
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,67,67
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,10,10
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,282,282
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,31,31
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,8,8
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,2856,2856
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,27,27
EL PUENTE(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,54,54
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,61,61
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,326,326
EL VILLAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,43,43
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,172,172
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,43,43
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,42,42
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,29,29
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,38,38
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,147,147
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,57,57
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,135,135
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,114,114
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,62,62
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,137,137
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,96,96
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,294,294
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,21,21
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,5,5
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,140,140
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,19,19
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,65,65
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,98,98
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,103,103
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,287,287
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,183,183
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,66,66
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,36,36
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,35,35
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,55,55
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,195,195
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,2261,2261
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,90,90
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,104,104
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,26,26
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,46,46
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,333,333
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,9,9
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,35,35
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,61,61
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,28,28
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,55,55
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,49,49
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,68,68
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,14,14
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,20,20
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,33,33
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,186,186
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,135,135
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,158,158
MOJINETE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,4,4
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,200,200
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,427,427
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,317,317
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,23,23
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,368,368
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,24,24
NAZACARA DE PACAJES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,18,18
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,3,3
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,330,330
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,144,144
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,125,125
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,1670,1670
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,213,213
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,56,56
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,76,76
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,13,13
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,196,196
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,92,92
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,13,13
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,68,68
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,85,85
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,14,14
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,12,12
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,215,215
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,118,118
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,321,321
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,74,74
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,40,40
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,366,366
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,66,66
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,189,189
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,15,15
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,24,24
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,889,889
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,140,140
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,8,8
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,168,168
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,113,113
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,68,68
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,17,17
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,68,68
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,80,80
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,95,95
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,6,6
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,30,30
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,120,120
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,293,293
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,246,246
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,18,18
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,764,764
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,65,65
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,11,11
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,521,521
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,154,154
RIBERALTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,394,394
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,75,75
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,155,155
SABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,32,32
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,456,456
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,67,67
SACACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,480,480
SAIPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,67,67
SALINAS DE GARCI MENDOZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,65,65
SAMAIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,54,54
SAN AGUSTIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,7,7
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,109,109
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,28,28
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,15,15
SAN ANTONIO DE LOMERIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,76,76
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,72,72
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,244,244
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,19,19
SAN CARLOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,108,108
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,136,136
SAN IGNACIO DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,545,545
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,100,100
SAN JAVIER(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,65,65
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,35,35
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,62,62
SAN JUAN DE YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,69,69
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,343,343
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,25,25
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,153,153
SAN LUCAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,431,431
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,42,42
SAN MIGUEL DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,55,55
SAN PABLO DE LIPEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,25,25
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,87,87
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,674,674
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,12,12
SAN PEDRO DE QUEMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,35,35
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,12,12
SAN RAFAEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,87,87
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,34,34
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,64,64
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,210,210
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,3310,3310
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,12,12
SANTA ROSA DEL SARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,190,190
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,60,60
SANTIAGO DE HUARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,80,80
