municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
SANTIAGO DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,111,111
SANTIVAÑES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,76,76
SANTUARIO DE QUILLACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,28,28
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,76,76
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,46,46
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,151,151
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,21,21
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,377,377
SOPACHUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,9,9
SORACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,65,65
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,270,270
SUCRE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,2547,2547
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,10,10
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,62,62
TACOBAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,83,83
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,181,181
TAHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,13,13
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,523,523
TARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,283,283
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,59,59
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,23,23
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,1172,1172
TARVITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,406,406
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,73,73
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,42,42
TINGUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,561,561
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,20,20
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,116,116
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,213,213
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,5,5
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,13,13
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,21,21
TOLEDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,45,45
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,207,207
TOMINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,216,216
TORO TORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,403,403
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,115,115
TOTORA(ORR),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,14,14
TRIGAL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,11,11
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,330,330
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,266,266
TURCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,34,34
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,30,30
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,135,135
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,54,54
UYUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,269,269
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,107,107
VALLEGRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,124,124
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,149,149
VILA VILA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,27,27
VILLA MONTES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,343,343
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,28,28
VILLA RIVERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,130,130
VILLA SERRANO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,299,299
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,227,227
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,171,171
VILLAZON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,327,327
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,148,148
VITICHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,124,124
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,8,8
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,911,911
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,45,45
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,325,325
YAMPARAEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,58,58
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,19,19
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,374,374
YOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,78,78
YOTALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,73,73
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,44,44
ZUDAÑEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-09-01,22,22
ACACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,67,67
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,638,638
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,15,15
AIQUILE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,87,87
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,58,58
ALCALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,41,41
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,110,110
ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,90,90
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,11,11
ANZALDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,30,30
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,125,125
ARAMPAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,72,72
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,100,100
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,31,31
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,159,159
ASCENCION DE GUARAYOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,66,66
ATOCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,75,75
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,16,16
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,22,22
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,53,53
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,184,184
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,206,206
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,82,82
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,14,14
BELEN DE ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,27,27
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,19,19
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,32,32
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,340,340
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,400,400
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,54,54
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,33,33
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,15,15
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,230,230
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,199,199
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,114,114
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,61,61
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,83,83
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,30,30
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,55,55
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,140,140
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,46,46
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,162,162
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,220,220
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,65,65
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,266,266
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,329,329
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,158,158
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,104,104
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,10,10
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,25,25
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,670,670
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,94,94
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,80,80
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,12,12
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,218,218
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,157,157
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,22,22
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,8,8
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,42,42
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,23,23
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,19,19
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,243,243
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,2818,2818
COIPASA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,20,20
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,294,294
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,69,69
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,27,27
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,138,138
COLPA BELGICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,100,100
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,463,463
COLQUENCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,110,110
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,170,170
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,10,10
COMARAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,219,219
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,40,40
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,80,80
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,113,113
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,40,40
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,71,71
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,44,44
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,145,145
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,352,352
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,213,213
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,75,75
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,34,34
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,18,18
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,164,164
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,94,94
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,27,27
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,52,52
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,4276,4276
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,14,14
EL PUENTE(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,105,105
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,132,132
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,222,222
EL VILLAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,91,91
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,153,153
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,127,127
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,101,101
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,2,2
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,36,36
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,140,140
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,22,22
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,80,80
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,39,39
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,58,58
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,29,29
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,360,360
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,103,103
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,194,194
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,56,56
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,15,15
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,135,135
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,21,21
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,49,49
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,76,76
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,64,64
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,243,243
INGAVI (HUMAITA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,26,26
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,134,134
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,81,81
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,28,28
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,68,68
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,49,49
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,180,180
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,4734,4734
LA RIVERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,2,2
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,52,52
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,121,121
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,11,11
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,39,39
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,721,721
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,115,115
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,86,86
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,63,63
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,35,35
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,176,176
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,58,58
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,68,68
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,30,30
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,33,33
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,42,42
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,198,198
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,436,436
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,89,89
MOJINETE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,7,7
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,76,76
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,552,552
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,322,322
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,68,68
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,451,451
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,30,30
NAZACARA DE PACAJES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,17,17
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,249,249
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,198,198
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,183,183
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,1880,1880
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,207,207
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,171,171
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,65,65
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,19,19
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,218,218
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,27,27
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,84,84
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,56,56
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,60,60
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,87,87
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,53,53
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-10-01,20,20
