municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,14,14
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,27,27
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,20,20
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,28,28
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,15,15
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,55,55
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,34,34
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,40,40
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,20,20
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,115,115
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,27,27
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,31,31
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,18,18
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,16,16
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,36,36
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,25,25
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,11,11
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,33,33
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,16,16
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,44,44
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,37,37
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,29,29
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,320,320
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,27,27
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,68,68
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,27,27
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,83,83
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,41,41
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,75,75
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,140,140
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,38,38
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,150,150
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,26,26
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,146,146
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,40,40
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,14,14
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,58,58
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,29,29
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,49,49
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,45,45
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,118,118
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,13,13
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,22,22
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,87,87
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,59,59
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,13,13
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,38,38
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,16,16
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,32,32
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1173,1173
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,35,35
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,11,11
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,5,5
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,36,36
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,22,22
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,17,17
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,239,239
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,25,25
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1,1
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,73,73
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,51,51
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,12,12
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,287,287
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,37,37
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,10,10
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,52,52
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,16,16
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,54,54
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,79,79
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,2,2
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,19,19
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,23,23
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,24,24
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,11,11
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,8,8
TRIGAL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,233,233
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,41,41
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,85,85
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,14,14
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,22,22
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,38,38
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,32,32
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,7,7
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,11,11
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,16,16
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,89,89
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,13,13
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,70,70
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,74,74
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,9,9
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,125,125
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,13,13
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,4,4
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,65,65
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,6,6
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,14,14
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,13,13
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-07-01,21,21
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,18,18
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,61,61
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,37,37
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,33,33
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,23,23
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,48,48
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,23,23
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,39,39
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,32,32
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,58,58
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,43,43
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,36,36
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,64,64
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,94,94
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,23,23
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,57,57
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,54,54
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,38,38
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,95,95
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,364,364
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,19,19
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,33,33
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,91,91
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,22,22
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,22,22
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,78,78
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,29,29
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,58,58
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1018,1018
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,42,42
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,22,22
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,28,28
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,30,30
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,22,22
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,42,42
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,18,18
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
