municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
SAN JOAQUIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,80,80
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,135,135
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,582,582
SAN LORENZO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,74,74
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,95,95
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,711,711
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,88,88
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,80,80
SAN PABLO DE LIPEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,23,23
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,151,151
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,654,654
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,74,74
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,31,31
SAN PEDRO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,26,26
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,66,66
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,14,14
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,345,345
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,28,28
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,5990,5990
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,34,34
SANTA ROSA DEL SARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,128,128
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,14,14
SANTIAGO DE HUARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,53,53
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,16,16
SANTIVAÑES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,34,34
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,9,9
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,29,29
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,11,11
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,155,155
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,27,27
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,268,268
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,214,214
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,56,56
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,91,91
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,2934,2934
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,3,3
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,4,4
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,136,136
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,86,86
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,240,240
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,151,151
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,22,22
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,43,43
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,651,651
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,76,76
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,47,47
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,26,26
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,391,391
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,33,33
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,455,455
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,223,223
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,4,4
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,45,45
TODOS SANTOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,6,6
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,7,7
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,68,68
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,145,145
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,82,82
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,444,444
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,56,56
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,16,16
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,587,587
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,760,760
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,14,14
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,16,16
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,536,536
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,89,89
URUBICHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,217,217
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,90,90
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,44,44
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,97,97
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,160,160
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,31,31
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,161,161
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,8,8
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,25,25
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,115,115
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,462,462
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,140,140
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,203,203
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,122,122
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,86,86
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,40,40
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,358,358
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,41,41
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,284,284
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,315,315
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,20,20
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,403,403
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,33,33
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,105,105
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,22,22
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-06-01,183,183
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,201,201
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,43,43
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,4,4
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,18,18
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,9,9
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,119,119
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1,1
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,9,9
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,14,14
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,26,26
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,25,25
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,80,80
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,102,102
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,18,18
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,36,36
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,16,16
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,4,4
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,114,114
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,174,174
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,42,42
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,88,88
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,57,57
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,29,29
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,30,30
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,19,19
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,48,48
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,53,53
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,15,15
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,17,17
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,115,115
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,56,56
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,283,283
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,30,30
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,19,19
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1,1
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,6,6
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,59,59
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,121,121
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,14,14
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,65,65
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,139,139
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,141,141
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,145,145
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,20,20
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1099,1099
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1,1
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,73,73
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,45,45
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,54,54
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,30,30
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,2,2
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,25,25
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,43,43
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,123,123
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,36,36
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,83,83
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,68,68
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,283,283
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,32,32
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,9,9
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,74,74
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,24,24
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,54,54
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1933,1933
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,37,37
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,55,55
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,4,4
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,5,5
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,108,108
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,90,90
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,24,24
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,141,141
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,94,94
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,57,57
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,39,39
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,19,19
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,182,182
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,99,99
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,29,29
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,10,10
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,19,19
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,41,41
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,36,36
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,128,128
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,53,53
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,54,54
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,96,96
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,1660,1660
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,17,17
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,37,37
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,7,7
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,32,32
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,8,8
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,26,26
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,27,27
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,18,18
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,30,30
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,5,5
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,44,44
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,33,33
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,154,154
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,126,126
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,33,33
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,174,174
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,480,480
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,32,32
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,134,134
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,80,80
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,14,14
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,24,24
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,74,74
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,116,116
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,14,14
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,17,17
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,38,38
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,35,35
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,54,54
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,2,2
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,19,19
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,256,256
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,84,84
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,483,483
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,161,161
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,143,143
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,106,106
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,223,223
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,15,15
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,87,87
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,406,406
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,223,223
QUIABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,14,14
QUIME,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,25,25
RAVELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,31,31
REYES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,109,109
RIBERALTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,270,270
ROBORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,30,30
RURRENABAQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,22,22
SACABA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,512,512
SACABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,4,4
SACACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,88,88
SAMAIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,16,16
SAN ANDRES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,54,54
SAN ANDRES DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,17,17
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,44,44
SAN BORJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,211,211
SAN BUENA VENTURA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,111,111
SAN CARLOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,79,79
SAN IGNACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,133,133
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,156,156
SAN JAVIER(BNI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,4,4
SAN JAVIER(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,180,180
SAN JOAQUIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,34,34
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,9,9
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,439,439
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,57,57
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,140,140
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,85,85
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-07-01,3,3
