municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,15,15
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,76,76
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,36,36
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,8,8
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,85,85
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,38,38
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,16,16
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,32,32
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,59,59
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,14,14
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,20,20
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,30,30
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,20,20
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,48,48
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,11,11
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,18,18
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,20,20
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,9,9
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,8,8
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,268,268
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,20,20
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,9,9
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,21,21
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,8,8
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,34,34
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,26,26
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,8,8
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,12,12
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,17,17
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,54,54
TACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,6,6
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,8,8
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,24,24
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,62,62
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,52,52
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,25,25
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,33,33
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,11,11
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,34,34
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,16,16
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,43,43
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,7,7
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
TRIGAL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,243,243
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,41,41
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,49,49
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,17,17
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,2,2
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,20,20
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,23,23
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,30,30
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,12,12
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,5,5
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,57,57
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,14,14
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,25,25
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,24,24
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,9,9
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,48,48
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,4,4
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,58,58
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,10,10
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,14,14
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,13,13
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-07-01,21,21
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,62,62
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,33,33
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,17,17
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,22,22
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,32,32
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,58,58
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,42,42
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,36,36
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,44,44
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,25,25
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,116,116
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,57,57
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,51,51
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,18,18
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,46,46
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,20,20
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,107,107
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,43,43
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,18,18
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,91,91
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,23,23
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,22,22
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,36,36
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,34,34
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1070,1070
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,17,17
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,30,30
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,45,45
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,35,35
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,22,22
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,88,88
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,37,37
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,58,58
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,15,15
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,783,783
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,25,25
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,18,18
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,15,15
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,41,41
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,66,66
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,37,37
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,111,111
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,24,24
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,32,32
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,48,48
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,27,27
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,23,23
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,15,15
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
