municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,99,99
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,18,18
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,72,72
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,33,33
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,33,33
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,896,896
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,41,41
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,20,20
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,27,27
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,13,13
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,80,80
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,31,31
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,35,35
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,21,21
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,26,26
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,25,25
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1044,1044
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,17,17
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,18,18
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,20,20
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,26,26
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,67,67
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,30,30
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,25,25
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,76,76
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,26,26
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
PAILON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,16,16
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,51,51
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,16,16
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,34,34
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,27,27
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,137,137
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,19,19
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,28,28
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,21,21
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,19,19
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,21,21
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,17,17
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,37,37
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,42,42
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,118,118
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,27,27
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,55,55
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,61,61
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,13,13
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,15,15
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,40,40
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,28,28
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,25,25
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,40,40
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,12,12
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,323,323
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,13,13
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,15,15
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,15,15
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,25,25
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,189,189
TACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,53,53
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,54,54
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,5,5
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,33,33
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,22,22
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,7,7
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,14,14
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,20,20
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,11,11
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,30,30
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,1,1
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,4,4
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,3,3
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,10,10
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,23,23
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,26,26
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,8,8
TRIGAL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,268,268
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,59,59
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,6,6
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-04-01,21,21
