municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,94,94
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
TOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
TOLATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,27,27
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,92,92
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,48,48
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,46,46
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,32,32
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,20,20
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,58,58
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,22,22
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,14,14
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,82,82
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,30,30
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,44,44
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,23,23
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,77,77
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,22,22
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,66,66
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,10,10
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,96,96
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,9,9
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,29,29
ALALAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,4,4
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,23,23
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,56,56
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,16,16
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,17,17
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,23,23
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,37,37
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,12,12
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,15,15
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,20,20
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,30,30
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,32,32
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,35,35
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
BELEN DE ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,94,94
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,35,35
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,10,10
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,25,25
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,26,26
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,22,22
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,23,23
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,24,24
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,52,52
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,14,14
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,39,39
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,170,170
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,24,24
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,68,68
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,87,87
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,18,18
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,104,104
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,42,42
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,12,12
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,47,47
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,104,104
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,194,194
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,53,53
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,11,11
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,34,34
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,68,68
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,14,14
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,37,37
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,9,9
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,21,21
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,8,8
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,35,35
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,35,35
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,18,18
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,30,30
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,42,42
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,21,21
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,38,38
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,58,58
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,8,8
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,13,13
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1485,1485
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,2,2
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,23,23
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,18,18
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,141,141
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,11,11
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,50,50
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,25,25
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,4,4
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,25,25
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,58,58
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,9,9
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,28,28
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,112,112
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,16,16
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,27,27
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,30,30
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,8,8
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,13,13
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,23,23
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,57,57
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,6,6
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,33,33
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,29,29
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,15,15
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,92,92
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,50,50
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1163,1163
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,12,12
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,10,10
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,38,38
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,10,10
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,9,9
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,20,20
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,16,16
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,16,16
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,11,11
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,16,16
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,20,20
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,21,21
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,21,21
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,29,29
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,65,65
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,149,149
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,4,4
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,43,43
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,13,13
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,4,4
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,58,58
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,11,11
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,8,8
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,317,317
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,36,36
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,24,24
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,10,10
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,15,15
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,44,44
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,4,4
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,19,19
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,47,47
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,5,5
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,17,17
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,32,32
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,21,21
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,17,17
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-08-01,13,13
