municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,16,16
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,45,45
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,26,26
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,23,23
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,4,4
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,81,81
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,18,18
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,98,98
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,21,21
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,4,4
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,68,68
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,7,7
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,14,14
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,13,13
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-06-01,8,8
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,123,123
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,45,45
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,25,25
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,38,38
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,34,34
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,27,27
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,22,22
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,36,36
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
BELEN DE ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,41,41
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,25,25
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,13,13
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,26,26
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,25,25
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,56,56
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,32,32
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,38,38
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,100,100
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,35,35
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,87,87
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,72,72
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,60,60
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,17,17
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,104,104
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,218,218
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,49,49
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,67,67
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,33,33
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,34,34
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,41,41
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,29,29
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,31,31
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,25,25
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1281,1281
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,24,24
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,20,20
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,265,265
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,36,36
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,14,14
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,29,29
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,67,67
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,28,28
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,17,17
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,59,59
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,28,28
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,25,25
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,23,23
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,14,14
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,63,63
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,27,27
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,29,29
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,108,108
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,62,62
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1188,1188
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,17,17
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,46,46
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,20,20
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,28,28
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,29,29
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,35,35
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,148,148
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,40,40
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,14,14
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,347,347
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,40,40
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,24,24
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,54,54
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,13,13
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,38,38
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,26,26
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,38,38
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,22,22
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,199,199
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,52,52
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,60,60
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,22,22
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,9,9
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,42,42
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,42,42
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,93,93
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,28,28
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,64,64
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,176,176
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,20,20
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,204,204
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,43,43
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,10,10
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,114,114
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,39,39
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,31,31
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,95,95
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,30,30
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,29,29
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,19,19
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,68,68
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,12,12
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,34,34
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,87,87
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,31,31
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,50,50
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,18,18
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,2,2
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,8,8
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,54,54
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,16,16
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,904,904
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,21,21
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,5,5
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,14,14
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,13,13
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,65,65
SICAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,7,7
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,59,59
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,32,32
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,47,47
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,359,359
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,17,17
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,20,20
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,23,23
TAHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,47,47
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,47,47
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,3,3
TARATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,4,4
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,114,114
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,44,44
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,11,11
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,13,13
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,17,17
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-07-01,15,15
