municipality,group,variable,month,10.6. N° de beneficiarios(as) (niños/as) nuevos(as) del bono Juana Azurduy,TOTAL
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,13.0,13.0
COLQUENCHA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,13.0,13.0
COLQUIRI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,7.0,7.0
COMARAPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
COMBAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,2.0,2.0
CONCEPCION,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,27.0,27.0
COPACABANA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,10.0,10.0
CORO CORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,3.0,3.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,12.0,12.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,49.0,49.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,19.0,19.0
CUEVO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
CULPINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
DESAGUADERO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,516.0,516.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,19.0,19.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,109.0,109.0
EL VILLAR,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,2.0,2.0
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,29.0,29.0
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,58.0,58.0
EUCALIPTUS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,7.0,7.0
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,24.0,24.0
FILADELFIA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,18.0,18.0
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
GUAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,8.0,8.0
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,87.0,87.0
HUACARETA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,6.0,6.0
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
HUANUNI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
HUARACAJE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
HUARINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
HUATAJATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
ICLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,31.0,31.0
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,9.0,9.0
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,107.0,107.0
LA PAZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,230.0,230.0
LAGUNILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,13.0,13.0
LAJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,17.0,17.0
LLALLAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,26.0,26.0
LORETO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,32.0,32.0
MACHACAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,8.0,8.0
MACHARETI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,6.0,6.0
MAGDALENA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,6.0,6.0
MAIRANA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
MAPIRI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,26.0,26.0
MECAPACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
MIZQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,31.0,31.0
MOCOMOCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,6.0,6.0
MOJOCOYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,7.0,7.0
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,20.0,20.0
MONTERO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,169.0,169.0
MORO MORO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
MOROCHATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,24.0,24.0
OCURI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,8.0,8.0
OMEREQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,2.0,2.0
ORURO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,336.0,336.0
PADILLA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,12.0,12.0
PAILON,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,3.0,3.0
PALCA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,20.0,20.0
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,25.0,25.0
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,7.0,7.0
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,28.0,28.0
PAZÑA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,6.0,6.0
POCOATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
POCONA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,16.0,16.0
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,16.0,16.0
POOPO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,10.0,10.0
POROMA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,19.0,19.0
PORTACHUELO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,16.0,16.0
PORVENIR,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
POTOSI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,285.0,285.0
PRESTO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
PUCARANI,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,21.0,21.0
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,2.0,2.0
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,7.0,7.0
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
PUERTO RICO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,15.0,15.0
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,28.0,28.0
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,83.0,83.0
PUNA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,33.0,33.0
PUNATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,44.0,44.0
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,180.0,180.0
QUIME,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,8.0,8.0
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
RAVELO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
REYES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,25.0,25.0
RIBERALTA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,19.0,19.0
ROBORE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,1.0,1.0
RURRENABAQUE,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,28.0,28.0
SABAYA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,5.0,5.0
SACABA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,171.0,171.0
SACABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,3.0,3.0
SAIPINA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,13.0,13.0
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,14.0,14.0
SAMAIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,11.0,11.0
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,4.0,4.0
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,8.0,8.0
SAN BENITO,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,17.0,17.0
SAN BORJA,actividades del establecimiento y con la comunidad,     n de beneficiarios(as) (ninos/as) nuevos(as) del bono juana azurduy,2014-03-01,50.0,50.0
