municipality,group,variable,month,Primer Control Post Parto,TOTAL
SANTIAGO DE MACHACA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
SENA,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
SHINAOTA,atencion de partos en servicios,primer control post parto,2021-07-01,99,99
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2021-07-01,18,18
SICAYA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
SIPE SIPE,atencion de partos en servicios,primer control post parto,2021-07-01,44,44
SOPACHUY,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
SORACACHI,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
SORATA,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
SUCRE,atencion de partos en servicios,primer control post parto,2021-07-01,343,343
TACACHI,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
TACACOMA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
TACOBAMBA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
TACOPAYA,atencion de partos en servicios,primer control post parto,2021-07-01,11,11
TAHUA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
TARABUCO,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
TARACO,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
TARATA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
TARIJA,atencion de partos en servicios,primer control post parto,2021-07-01,90,90
TARVITA,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
TEOPONTE,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
TIAHUANACU,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2021-07-01,22,22
TIPUANI,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2021-07-01,20,20
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2021-07-01,38,38
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,primer control post parto,2021-07-01,1,1
TOCO,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
TODOS SANTOS,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
TOLATA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
TOMAVE,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
TOMINA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
TORO TORO,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2021-07-01,25,25
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2021-07-01,9,9
TRIGAL,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
TRINIDAD,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
TUPIZA,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
TURCO,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
UMALA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2021-07-01,1,1
URUBICHA,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
UYUNI,atencion de partos en servicios,primer control post parto,2021-07-01,11,11
VACAS,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2021-07-01,17,17
VIACHA,atencion de partos en servicios,primer control post parto,2021-07-01,37,37
VILA VILA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
VILLA MONTES,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2021-07-01,81,81
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2021-07-01,2,2
VILLAZON,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
VINTO,atencion de partos en servicios,primer control post parto,2021-07-01,44,44
VITICHI,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
WALDO BALLIVIAN,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
WARNES,atencion de partos en servicios,primer control post parto,2021-07-01,66,66
YACO,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
YACUIBA,atencion de partos en servicios,primer control post parto,2021-07-01,40,40
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
YANACACHI,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2021-07-01,77,77
YOCALLA,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
YOTALA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
ACACIO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
ACHACACHI,atencion de partos en servicios,primer control post parto,2021-08-01,30,30
ACHOCALLA,atencion de partos en servicios,primer control post parto,2021-08-01,18,18
AIQUILE,atencion de partos en servicios,primer control post parto,2021-08-01,30,30
ALALAY,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
ALCALA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
ALTO BENI,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
ANCORAIMES,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
ANZALDO,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
APOLO,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
ARANI,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
ARBIETO,atencion de partos en servicios,primer control post parto,2021-08-01,25,25
ARQUE,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-08-01,49,49
ATOCHA,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
AUCAPATA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
AYATA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-08-01,15,15
AZURDUY,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
BATALLAS,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
BAURES,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
BELLA FLOR,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
BERMEJO,atencion de partos en servicios,primer control post parto,2021-08-01,14,14
BETANZOS,atencion de partos en servicios,primer control post parto,2021-08-01,29,29
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
BOLPEBRA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
CABEZAS,atencion de partos en servicios,primer control post parto,2021-08-01,13,13
CAIROMA,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-08-01,9,9
CAJUATA,atencion de partos en servicios,primer control post parto,2021-08-01,17,17
CALACOTO,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
CALAMARCA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2021-08-01,1,1
CAMIRI,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
CAPINOTA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
CARACOLLO,atencion de partos en servicios,primer control post parto,2021-08-01,22,22
CARANAVI,atencion de partos en servicios,primer control post parto,2021-08-01,95,95
CARAPARI,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
CARIPUYO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
CHAQUI,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-08-01,35,35
CHAYANTA,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
CHIMORE,atencion de partos en servicios,primer control post parto,2021-08-01,51,51
CHUA COCANI,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2021-08-01,13,13
CHUMA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
CLIZA,atencion de partos en servicios,primer control post parto,2021-08-01,17,17
COBIJA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
COCAPATA,atencion de partos en servicios,primer control post parto,2021-08-01,24,24
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-08-01,632,632
COIPASA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2021-08-01,24,24
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-08-01,4,4
COLOMI,atencion de partos en servicios,primer control post parto,2021-08-01,23,23
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-08-01,20,20
COLQUENCHA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
COLQUIRI,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
COMANCHE,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
COMBAYA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-08-01,36,36
COPACABANA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
CORIPATA,atencion de partos en servicios,primer control post parto,2021-08-01,14,14
CORO CORO,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
COROICO,atencion de partos en servicios,primer control post parto,2021-08-01,36,36
COTAGAITA,atencion de partos en servicios,primer control post parto,2021-08-01,13,13
COTOCA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2021-08-01,2,2
CUEVO,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
CULPINA,atencion de partos en servicios,primer control post parto,2021-08-01,15,15
DESAGUADERO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
EL ALTO,atencion de partos en servicios,primer control post parto,2021-08-01,557,557
EL CHORO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-08-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-08-01,5,5
EL TORNO,atencion de partos en servicios,primer control post parto,2021-08-01,21,21
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-08-01,32,32
ESCOMA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
EUCALIPTUS,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-08-01,14,14
FILADELFIA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-08-01,4,4
GUANAY,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
GUAQUI,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-08-01,54,54
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
HUACARETA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,primer control post parto,2021-08-01,1,1
HUACHACALLA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2021-08-01,21,21
HUARINA,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
HUATAJATA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
HUMANATA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
ICHOCA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
ICLA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
INQUISIVI,atencion de partos en servicios,primer control post parto,2021-08-01,15,15
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-08-01,20,20
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-08-01,73,73
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-08-01,39,39
LA PAZ,atencion de partos en servicios,primer control post parto,2021-08-01,453,453
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
LAJA,atencion de partos en servicios,primer control post parto,2021-08-01,12,12
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
LICOMA PAMPA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
LLICA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
LURIBAY,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
MACHARETI,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
MAGDALENA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
MAIRANA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
MAPIRI,atencion de partos en servicios,primer control post parto,2021-08-01,33,33
MECAPACA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
MINEROS,atencion de partos en servicios,primer control post parto,2021-08-01,16,16
MIZQUE,atencion de partos en servicios,primer control post parto,2021-08-01,24,24
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-08-01,31,31
MONTERO,atencion de partos en servicios,primer control post parto,2021-08-01,60,60
MORO MORO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
MOROCHATA,atencion de partos en servicios,primer control post parto,2021-08-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2021-08-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
OKINAWA,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
OMEREQUE,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
ORURO,atencion de partos en servicios,primer control post parto,2021-08-01,280,280
PADCAYA,atencion de partos en servicios,primer control post parto,2021-08-01,17,17
PADILLA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
PAILON,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PALCA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2021-08-01,30,30
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
PASORAPA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PAZÑA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
POCOATA,atencion de partos en servicios,primer control post parto,2021-08-01,15,15
POCONA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
POJO (CBBA),atencion de partos en servicios,primer control post parto,2021-08-01,14,14
POOPO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PORCO,atencion de partos en servicios,primer control post parto,2021-08-01,15,15
POROMA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
PORONGO,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-08-01,21,21
PORVENIR,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
POSTRER VALLE,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
POTOSI,atencion de partos en servicios,primer control post parto,2021-08-01,145,145
PRESTO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PUCARANI,atencion de partos en servicios,primer control post parto,2021-08-01,37,37
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
PUERTO PEREZ,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2021-08-01,23,23
PUNA,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
PUNATA,atencion de partos en servicios,primer control post parto,2021-08-01,33,33
QUIABAYA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-08-01,104,104
QUIME,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2021-08-01,11,11
RAVELO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
RIBERALTA,atencion de partos en servicios,primer control post parto,2021-08-01,219,219
ROBORE,atencion de partos en servicios,primer control post parto,2021-08-01,19,19
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
SABAYA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SACABA,atencion de partos en servicios,primer control post parto,2021-08-01,95,95
SACACA,atencion de partos en servicios,primer control post parto,2021-08-01,21,21
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAMAIPATA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAN ANDRES,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
SAN BENITO,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
SAN BORJA,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2021-08-01,28,28
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2021-08-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2021-08-01,44,44
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2021-08-01,25,25
SAN JUAN DE YAPACANI,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2021-08-01,2,2
SAN LUCAS,atencion de partos en servicios,primer control post parto,2021-08-01,26,26
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2021-08-01,17,17
SAN PEDRO,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-08-01,29,29
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
SANTA ANA,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2021-08-01,408,408
SANTA ROSA,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2021-08-01,13,13
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
SENA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
SHINAOTA,atencion de partos en servicios,primer control post parto,2021-08-01,65,65
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2021-08-01,11,11
SICAYA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
SIPE SIPE,atencion de partos en servicios,primer control post parto,2021-08-01,41,41
SOPACHUY,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
SORACACHI,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
SORATA,atencion de partos en servicios,primer control post parto,2021-08-01,22,22
SUCRE,atencion de partos en servicios,primer control post parto,2021-08-01,362,362
TACACOMA,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
TACOBAMBA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
TACOPAYA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
TAHUA,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
TAPACARI,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
TARABUCO,atencion de partos en servicios,primer control post parto,2021-08-01,10,10
TARACO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
TARATA,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
TARIJA,atencion de partos en servicios,primer control post parto,2021-08-01,78,78
TARVITA,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
TEOPONTE,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
TIAHUANACU,atencion de partos en servicios,primer control post parto,2021-08-01,12,12
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2021-08-01,18,18
TIPUANI,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2021-08-01,25,25
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2021-08-01,40,40
TOCO,atencion de partos en servicios,primer control post parto,2021-08-01,11,11
TOLATA,atencion de partos en servicios,primer control post parto,2021-08-01,6,6
TOLEDO,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
TOMAVE,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
TOMINA,atencion de partos en servicios,primer control post parto,2021-08-01,8,8
TORO TORO,atencion de partos en servicios,primer control post parto,2021-08-01,9,9
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2021-08-01,22,22
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2021-08-01,12,12
TUPIZA,atencion de partos en servicios,primer control post parto,2021-08-01,12,12
TURCO,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
UMALA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
UNCIA,atencion de partos en servicios,primer control post parto,2021-08-01,13,13
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2021-08-01,4,4
URUBICHA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
UYUNI,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
VACAS,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
VIACHA,atencion de partos en servicios,primer control post parto,2021-08-01,29,29
VILA VILA,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
VILLA MONTES,atencion de partos en servicios,primer control post parto,2021-08-01,16,16
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2021-08-01,7,7
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2021-08-01,70,70
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2021-08-01,2,2
VILLAZON,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
VINTO,atencion de partos en servicios,primer control post parto,2021-08-01,73,73
VITICHI,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
WARNES,atencion de partos en servicios,primer control post parto,2021-08-01,78,78
YACO,atencion de partos en servicios,primer control post parto,2021-08-01,1,1
YACUIBA,atencion de partos en servicios,primer control post parto,2021-08-01,42,42
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
YANACACHI,atencion de partos en servicios,primer control post parto,2021-08-01,2,2
YAPACANI,atencion de partos en servicios,primer control post parto,2021-08-01,83,83
YOCALLA,atencion de partos en servicios,primer control post parto,2021-08-01,5,5
YOTALA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
YUNCHARA,atencion de partos en servicios,primer control post parto,2021-08-01,3,3
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-08-01,4,4
ACACIO,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2021-09-01,37,37
ACHOCALLA,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
AIQUILE,atencion de partos en servicios,primer control post parto,2021-09-01,25,25
ALCALA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
ALTO BENI,atencion de partos en servicios,primer control post parto,2021-09-01,4,4
ANCORAIMES,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
ANZALDO,atencion de partos en servicios,primer control post parto,2021-09-01,12,12
APOLO,atencion de partos en servicios,primer control post parto,2021-09-01,15,15
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
ARANI,atencion de partos en servicios,primer control post parto,2021-09-01,7,7
ARBIETO,atencion de partos en servicios,primer control post parto,2021-09-01,35,35
ARQUE,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-09-01,61,61
ATOCHA,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
AYATA,atencion de partos en servicios,primer control post parto,2021-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-09-01,16,16
AZURDUY,atencion de partos en servicios,primer control post parto,2021-09-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2021-09-01,3,3
