,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2017-07-01,158,187,9,4,167,191,358
SICAYA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,43,54,0,0,43,54,97
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2017-07-01,543,541,141,152,684,693,1377
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2017-07-01,136,167,4,2,140,169,309
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,109,112,4,1,113,113,226
SORATA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,247,208,14,6,261,214,475
SUCRE,consulta externa,ninos  de 1 a 4 anos,2017-07-01,3844,3291,655,633,4499,3924,8423
TACACHI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,12,3,4,1,16,4,20
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,136,101,17,13,153,114,267
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,87,72,1,1,88,73,161
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,84,100,3,1,87,101,188
TAHUA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,10,11,1,0,11,11,22
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,272,259,5,1,277,260,537
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,221,255,1,0,222,255,477
TARACO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,24,22,5,7,29,29,58
TARATA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,85,74,4,3,89,77,166
TARIJA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,2990,2637,869,701,3859,3338,7197
TARVITA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,372,314,12,12,384,326,710
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2017-07-01,313,280,51,40,364,320,684
TIAWANACU,consulta externa,ninos  de 1 a 4 anos,2017-07-01,54,47,14,7,68,54,122
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,229,206,13,21,242,227,469
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,151,167,13,9,164,176,340
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,838,744,59,56,897,800,1697
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-07-01,105,110,20,19,125,129,254
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2017-07-01,11,5,0,0,11,5,16
TOCO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,97,87,20,21,117,108,225
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2017-07-01,8,4,0,0,8,4,12
TOLATA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,78,75,28,11,106,86,192
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,41,31,0,1,41,32,73
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2017-07-01,108,97,0,2,108,99,207
TOMINA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,208,180,2,25,210,205,415
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,158,128,0,0,158,128,286
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2017-07-01,157,134,8,4,165,138,303
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2017-07-01,42,37,13,16,55,53,108
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2017-07-01,33,26,5,3,38,29,67
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2017-07-01,1553,1361,339,289,1892,1650,3542
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,665,555,48,43,713,598,1311
TURCO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,33,40,2,0,35,40,75
UMALA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,90,83,3,4,93,87,180
UNCIA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,328,292,16,13,344,305,649
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2017-07-01,245,338,20,20,265,358,623
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,62,90,22,23,84,113,197
UYUNI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,286,329,17,24,303,353,656
VACAS,consulta externa,ninos  de 1 a 4 anos,2017-07-01,90,68,14,8,104,76,180
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2017-07-01,135,157,29,38,164,195,359
VIACHA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,663,670,223,219,886,889,1775
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,58,62,1,1,59,63,122
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2017-07-01,197,190,6,3,203,193,396
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2017-07-01,730,673,13,24,743,697,1440
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2017-07-01,55,46,0,0,55,46,101
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,120,80,9,10,129,90,219
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,156,166,56,73,212,239,451
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,1864,1739,95,118,1959,1857,3816
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2017-07-01,173,165,8,8,181,173,354
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2017-07-01,619,517,60,51,679,568,1247
VINTO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,589,580,124,75,713,655,1368
VITICHI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,109,67,0,0,109,67,176
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2017-07-01,28,15,0,0,28,15,43
WARNES,consulta externa,ninos  de 1 a 4 anos,2017-07-01,1872,1721,163,146,2035,1867,3902
YACO,consulta externa,ninos  de 1 a 4 anos,2017-07-01,88,82,1,0,89,82,171
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,1467,1265,170,151,1637,1416,3053
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2017-07-01,80,77,5,1,85,78,163
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,66,79,7,4,73,83,156
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2017-07-01,1023,992,89,73,1112,1065,2177
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,117,69,1,0,118,69,187
YOTALA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,105,109,5,3,110,112,222
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2017-07-01,151,127,3,1,154,128,282
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2017-07-01,2,2,0,1,2,3,5
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2017-07-01,128,120,3,2,131,122,253
ACACIO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,63,52,4,1,67,53,120
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,243,191,60,44,303,235,538
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,153,164,3,3,156,167,323
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,310,312,20,21,330,333,663
ALALAY,consulta externa,ninos  de 1 a 4 anos,2017-08-01,25,48,4,2,29,50,79
ALCALA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,61,64,1,1,62,65,127
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,235,230,7,6,242,236,478
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2017-08-01,55,48,1,4,56,52,108
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,41,32,0,0,41,32,73
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,27,29,1,8,28,37,65
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,71,53,9,15,80,68,148
APOLO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,230,210,65,93,295,303,598
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,52,44,1,0,53,44,97
ARANI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,54,67,4,1,58,68,126
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,303,302,40,30,343,332,675
ARQUE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,141,122,1,1,142,123,265
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,416,345,33,19,449,364,813
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,263,258,32,18,295,276,571
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,66,39,0,1,66,40,106
AYATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,83,75,6,2,89,77,166
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,52,45,0,0,52,45,97
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,463,379,14,12,477,391,868
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2017-08-01,222,187,0,0,222,187,409
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,72,80,5,6,77,86,163
BAURES,consulta externa,ninos  de 1 a 4 anos,2017-08-01,138,92,6,4,144,96,240
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,17,9,3,0,20,9,29
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,21,18,0,0,21,18,39
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2017-08-01,64,67,0,0,64,67,131
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,1261,1117,72,65,1333,1182,2515
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,370,285,6,8,376,293,669
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2017-08-01,76,47,2,1,78,48,126
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,28,24,3,2,31,26,57
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,64,74,6,2,70,76,146
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,361,319,50,42,411,361,772
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,558,534,36,29,594,563,1157
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,129,141,40,27,169,168,337
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2017-08-01,158,118,18,14,176,132,308
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,185,200,2,1,187,201,388
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,37,34,1,1,38,35,73
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,107,95,1,1,108,96,204
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,148,146,8,9,156,155,311
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,51,51,9,7,60,58,118
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,612,554,88,81,700,635,1335
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,258,191,74,38,332,229,561
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,78,55,10,3,88,58,146
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,415,352,11,10,426,362,788
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,909,800,111,54,1020,854,1874
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,3,3,2,2,5,5,10
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,282,278,15,12,297,290,587
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,87,80,0,0,87,80,167
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2017-08-01,64,69,1,1,65,70,135
CATACORA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,15,22,3,2,18,24,42
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,21,19,2,1,23,20,43
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,564,490,41,13,605,503,1108
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,97,95,1,6,98,101,199
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,572,526,31,29,603,555,1158
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,13,20,0,2,13,22,35
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,164,117,6,3,170,120,290
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,735,636,22,24,757,660,1417
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,21,21,0,1,21,22,43
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,4,7,0,0,4,7,11
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,12,21,11,17,23,38,61
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2017-08-01,266,234,12,7,278,241,519
CHUMA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,88,79,3,1,91,80,171
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,62,52,1,2,63,54,117
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,171,190,1,3,172,193,365
CLIZA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,164,141,8,12,172,153,325
COBIJA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,793,753,101,103,894,856,1750
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,429,417,9,4,438,421,859
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,9034,8176,3287,3043,12321,11219,23540
COIPASA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,20,8,0,0,20,8,28
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,479,433,342,331,821,764,1585
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2017-08-01,272,232,17,30,289,262,551
COLLANA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,36,50,0,0,36,50,86
COLOMI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,232,191,34,21,266,212,478
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,146,159,37,54,183,213,396
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,403,424,3,1,406,425,831
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,89,78,15,8,104,86,190
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,163,155,17,7,180,162,342
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,28,31,1,1,29,32,61
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,233,192,42,40,275,232,507
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,15,7,0,0,15,7,22
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2017-08-01,205,177,13,16,218,193,411
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,76,83,2,1,78,84,162
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,234,202,68,50,302,252,554
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,48,49,6,11,54,60,114
COROICO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,218,214,40,41,258,255,513
CORQUE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,65,49,0,4,65,53,118
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,351,278,21,21,372,299,671
COTOCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,1064,1082,48,51,1112,1133,2245
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,6,0,0,0,6,0,6
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,487,477,81,81,568,558,1126
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2017-08-01,14,8,6,1,20,9,29
CUEVO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,90,68,23,27,113,95,208
CULPINA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,218,187,8,2,226,189,415
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,34,47,1,0,35,47,82
CURVA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,43,38,3,3,46,41,87
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,30,24,1,0,31,24,55
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,9490,8808,3082,2963,12572,11771,24343
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,43,34,0,0,43,34,77
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2017-08-01,277,297,13,6,290,303,593
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,187,194,7,18,194,212,406
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,1166,1210,286,240,1452,1450,2902
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2017-08-01,43,41,0,0,43,41,84
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2017-08-01,391,342,2,2,393,344,737
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,669,628,89,68,758,696,1454
ESCARA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,9,6,0,1,9,7,16
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,47,37,8,7,55,44,99
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,4,5,0,0,4,5,9
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,58,51,0,1,58,52,110
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2017-08-01,22,28,0,2,22,30,52
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2017-08-01,70,83,11,10,81,93,174
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,326,279,101,105,427,384,811
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,144,143,1,1,145,144,289
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,357,325,87,77,444,402,846
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2017-08-01,114,82,28,15,142,97,239
GUANAY,consulta externa,ninos  de 1 a 4 anos,2017-08-01,252,271,21,20,273,291,564
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,36,36,2,4,38,40,78
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2017-08-01,750,727,60,52,810,779,1589
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2017-08-01,349,360,26,35,375,395,770
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,131,159,3,5,134,164,298
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,81,87,18,16,99,103,202
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,6,11,0,0,6,11,17
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,229,256,107,86,336,342,678
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,58,69,2,0,60,69,129
HUARINA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,33,20,20,24,53,44,97
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,9,8,10,5,19,13,32
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,45,43,2,0,47,43,90
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,16,15,0,0,16,15,31
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,28,25,0,0,28,25,53
ICLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,203,184,36,33,239,217,456
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,241,281,4,6,245,287,532
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,33,35,0,2,33,37,70
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,143,156,4,0,147,156,303
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,284,218,20,25,304,243,547
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,244,224,6,14,250,238,488
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,101,117,52,55,153,172,325
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,619,638,23,11,642,649,1291
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,1909,1434,215,224,2124,1658,3782
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2017-08-01,9280,8472,2651,2427,11931,10899,22830
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,1,3,0,0,1,3,4
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,166,159,41,40,207,199,406
LAJA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,115,116,10,19,125,135,260
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,47,41,3,0,50,41,91
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,42,47,0,1,42,48,90
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,576,565,21,17,597,582,1179
LLICA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,53,40,2,3,55,43,98
LORETO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,87,89,5,4,92,93,185
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2017-08-01,91,99,7,9,98,108,206
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,62,41,5,8,67,49,116
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,165,178,8,5,173,183,356
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,179,132,21,18,200,150,350
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,130,148,19,24,149,172,321
MALLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,21,16,0,0,21,16,37
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,267,240,77,75,344,315,659
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,100,94,4,5,104,99,203
MINEROS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,344,308,81,85,425,393,818
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,425,400,25,22,450,422,872
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,60,68,3,1,63,69,132
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,12,22,4,4,16,26,42
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,100,80,28,29,128,109,237
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,514,455,22,10,536,465,1001
MONTERO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,2507,2353,269,274,2776,2627,5403
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,42,34,4,1,46,35,81
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,126,119,3,3,129,122,251
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,68,86,4,2,72,88,160
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2017-08-01,13,9,0,0,13,9,22
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,63,56,0,0,63,56,119
OCURI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,175,208,2,1,177,209,386
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,201,211,15,26,216,237,453
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,127,118,11,7,138,125,263
ORURO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,3796,3512,626,652,4422,4164,8586
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,344,297,18,10,362,307,669
PADILLA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,184,166,3,4,187,170,357
PAILON,consulta externa,ninos  de 1 a 4 anos,2017-08-01,430,372,53,20,483,392,875
PALCA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,201,153,8,9,209,162,371
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,642,601,51,58,693,659,1352
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2017-08-01,26,22,1,1,27,23,50
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,132,118,12,8,144,126,270
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,73,63,1,2,74,65,139
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,50,23,1,3,51,26,77
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,165,140,12,12,177,152,329
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,71,77,1,3,72,80,152
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,102,104,4,3,106,107,213
POCOATA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,217,194,4,0,221,194,415
POCONA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,135,131,1,0,136,131,267
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2017-08-01,151,125,7,5,158,130,288
POOPO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,62,67,1,2,63,69,132
PORCO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,157,110,1,1,158,111,269
POROMA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,263,255,5,1,268,256,524
PORONGO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,243,187,20,11,263,198,461
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,325,256,4,8,329,264,593
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2017-08-01,126,143,10,9,136,152,288
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2017-08-01,28,21,5,6,33,27,60
POTOSI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,3208,2733,172,177,3380,2910,6290
PRESTO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,116,128,1,3,117,131,248
PUCARA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,21,23,6,3,27,26,53
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2017-08-01,139,139,20,14,159,153,312
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2017-08-01,77,66,2,0,79,66,145
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,83,87,17,14,100,101,201
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2017-08-01,153,155,6,5,159,160,319
