municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,10,10
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-11-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,7,7
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,33,33
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,12,12
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,19,19
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,11,11
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,12,12
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,10,10
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,101,101
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,5,5
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,6,6
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2022-12-01,1,1
