,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,22,17,60,59,82,76,158
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,6,84,89,88,95,183
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,2,45,58,48,60,108
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,8,140,141,150,149,299
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,2,171,111,174,113,287
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,55,70,293,273,348,343,691
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,28,48,149,135,177,183,360
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,489,478,1918,1910,2407,2388,4795
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,6,6,6,6,12
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,60,57,250,215,310,272,582
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,13,90,95,97,108,205
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,3,20,26,20,29,49
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,7,120,112,133,119,252
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,3,1,1,3,4,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,30,26,342,351,372,377,749
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,2,72,86,75,88,163
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,22,97,92,110,114,224
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,2,37,39,37,41,78
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,9,102,105,112,114,226
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,18,13,20,15,35
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,11,66,52,78,63,141
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,10,39,46,48,56,104
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,20,17,101,113,121,130,251
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,3,74,59,82,62,144
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,33,38,62,64,95,102,197
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,5,77,50,79,55,134
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,22,21,145,160,167,181,348
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,65,58,96,95,161,153,314
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,28,12,122,117,150,129,279
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,3,5,3,5,8
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,3,32,30,37,33,70
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,20,14,164,162,184,176,360
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,2,29,43,34,45,79
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,5,20,12,20,17,37
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,3,17,13,23,16,39
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,987,660,4029,3830,5016,4490,9506
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,1,43,49,46,50,96
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,13,108,93,120,106,226
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,5,72,56,84,61,145
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,51,41,202,200,253,241,494
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,3,24,32,24,35,59
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,3,142,148,154,151,305
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,31,77,244,232,275,309,584
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,1,0,1,0,1
ESCOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,5,27,17,31,22,53
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,3,0,3,0,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,4,42,38,47,42,89
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,1,15,14,16,15,31
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,1,6,7,6,8,14
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,11,2,111,76,122,78,200
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,11,20,26,33,37,70
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,19,11,134,94,153,105,258
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,7,56,53,65,60,125
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,6,92,106,102,112,214
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,5,48,42,49,47,96
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,4,296,257,297,261,558
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,7,152,160,159,167,326
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,4,81,82,88,86,174
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,4,27,16,29,20,49
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,0,11,7,12,7,19
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,16,22,133,110,149,132,281
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,1,21,26,25,27,52
HUARINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,1,25,31,31,32,63
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,3,34,27,40,30,70
HUMANATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,3,37,24,42,27,69
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,3,41,23,47,26,73
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,5,63,68,72,73,145
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,32,20,91,100,123,120,243
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,10,4,5,10,15,25
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,7,62,78,69,85,154
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,6,67,94,76,100,176
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,8,63,55,69,63,132
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,14,78,81,87,95,182
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,51,50,266,242,317,292,609
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,62,57,186,186,248,243,491
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,937,738,3069,2790,4006,3528,7534
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,1,0,0,0,1,1
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,2,40,43,44,45,89
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,11,13,112,99,123,112,235
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,25,25,27,27,54
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,0,26,16,28,16,44
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,29,34,276,281,305,315,620
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,23,21,23,21,44
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,5,22,19,32,24,56
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,4,48,47,54,51,105
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,4,46,39,49,43,92
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,2,80,65,83,67,150
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,15,8,40,47,55,55,110
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,13,63,69,76,82,158
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,0,34,24,36,24,60
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,23,14,82,63,105,77,182
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,5,93,94,98,99,197
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,4,155,118,159,122,281
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,23,20,263,260,286,280,566
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,7,69,63,75,70,145
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,1,5,1,5,6
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,4,53,74,65,78,143
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,20,23,204,183,224,206,430
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,174,148,633,597,807,745,1552
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,0,26,25,29,25,54
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,17,13,126,118,143,131,274
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,2,16,4,17,6,23
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,1,7,5,7,6,13
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,4,39,17,39,21,60
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,23,19,148,115,171,134,305
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,4,80,78,84,82,166
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,4,62,44,65,48,113
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,232,235,1407,1322,1639,1557,3196
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,13,117,118,127,131,258
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,11,87,88,94,99,193
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,21,158,116,171,137,308
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,7,111,81,119,88,207
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,18,15,254,188,272,203,475
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,5,13,24,16,29,45
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,14,7,55,63,69,70,139
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,2,54,31,55,33,88
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,5,12,11,13,16,29
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,15,17,129,117,144,134,278
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,3,54,59,59,62,121
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,7,40,41,49,48,97
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,19,25,192,168,211,193,404
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,14,7,121,90,135,97,232
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,21,17,105,89,126,106,232
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,3,26,41,34,44,78
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,3,88,78,92,81,173
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,4,156,149,165,153,318
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,12,37,27,45,39,84
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,3,76,66,82,69,151
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,5,40,38,47,43,90
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,1,12,12,17,13,30
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,138,130,676,603,814,733,1547
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,5,71,62,74,67,141
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,3,11,23,13,26,39
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,31,27,179,172,210,199,409
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,5,48,59,56,64,120
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,2,48,57,55,59,114
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,6,103,101,107,107,214
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,6,38,35,45,41,86
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,10,7,100,97,110,104,214
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,6,51,32,57,38,95
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,1,9,8,9,9,18
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,11,6,71,65,82,71,153
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,120,107,421,348,541,455,996
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,24,172,162,185,186,371
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,54,61,116,136,170,197,367
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,13,7,13,7,20
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,207,136,536,504,743,640,1383
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,6,56,71,60,77,137
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,12,9,14,11,25
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,13,19,154,149,167,168,335
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,4,83,89,85,93,178
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,140,152,852,809,992,961,1953
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,0,86,98,90,98,188
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,113,106,113,106,219
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,0,13,19,15,19,34
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,102,115,957,864,1059,979,2038
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,3,38,33,43,36,79
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,20,19,204,186,224,205,429
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,41,38,41,38,79
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,13,92,83,101,96,197
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,9,14,46,43,55,57,112
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,6,5,7,6,13,19
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,48,74,48,54,96,128,224
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,6,16,16,17,22,39
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,19,24,19,24,43
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,9,60,62,66,71,137
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,3,121,99,129,102,231
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,1,360,316,361,317,678
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,11,62,55,67,66,133
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,16,12,130,286,146,298,444
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,43,46,246,231,289,277,566
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,89,65,537,441,626,506,1132
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,1,15,17,16,18,34
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,15,18,54,48,69,66,135
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,17,24,27,25,44,49,93
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,14,19,79,75,93,94,187
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,11,14,52,36,63,50,113
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,99,93,168,152,267,245,512
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,24,27,34,33,58,60,118
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,24,15,158,202,182,217,399
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,25,32,317,299,342,331,673
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,19,17,81,42,100,59,159
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,16,9,111,102,127,111,238
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,1,19,15,21,16,37
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,12,7,107,75,119,82,201
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,27,17,245,224,272,241,513
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,35,34,35,34,69
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,1,1,4,1,5,2,7
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,0,15,21,19,21,40
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,0,9,6,14,6,20
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,4,50,46,54,50,104
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,2,15,17,21,19,40
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,16,8,18,17,34,25,59
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,3,5,125,91,128,96,224
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,980,877,2791,2416,3771,3293,7064
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,0,0,53,61,53,61,114
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,18,24,70,62,88,86,174
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,1,23,29,25,30,55
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,4,81,61,88,65,153
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,8,5,22,25,30,30,60
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,1,33,17,35,18,53
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,3,33,38,39,41,80
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,50,36,52,38,90
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,5,5,61,42,66,47,113
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,7,10,36,28,43,38,81
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,38,27,301,218,339,245,584
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,20,15,167,141,187,156,343
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,4,2,67,29,71,31,102
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,51,42,241,214,292,256,548
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,2,2,49,65,51,67,118
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-06-01,6,6,86,79,92,85,177
