,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,12,12,14,13,27
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,7,141,96,145,103,248
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,2,2,4,3,7
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,10,15,306,292,316,307,623
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,2,58,77,62,79,141
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,8,87,88,93,96,189
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,25,22,27,23,50
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,3,89,79,96,82,178
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,10,18,11,19,30
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,12,43,55,49,67,116
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,10,55,39,64,49,113
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,16,9,103,87,119,96,215
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,2,70,56,73,58,131
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,8,79,60,90,68,158
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,2,59,40,65,42,107
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,14,17,128,119,142,136,278
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,24,131,129,153,153,306
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,1,0,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,16,18,90,80,106,98,204
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,15,6,15,6,21
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,7,31,31,32,38,70
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,15,159,143,181,158,339
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,4,33,35,39,39,78
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,17,17,18,18,36
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,4,20,15,22,19,41
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,518,472,3162,3007,3680,3479,7159
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,28,50,30,51,81
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,13,80,71,88,84,172
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,16,68,61,75,77,152
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,24,21,191,172,215,193,408
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,4,30,29,32,33,65
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,12,12,112,126,124,138,262
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,26,26,284,261,310,287,597
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,2,0,2,0,2
ESCOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,1,18,21,27,22,49
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,3,1,3,1,4
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,7,43,49,48,56,104
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,18,12,19,13,32
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,4,17,25,20,29,49
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,80,92,82,93,175
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,1,44,38,47,39,86
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,4,96,97,101,101,202
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,3,75,61,82,64,146
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,10,8,86,73,96,81,177
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,5,39,38,46,43,89
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,6,283,313,288,319,607
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,12,7,138,130,150,137,287
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,5,71,76,75,81,156
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,2,24,17,24,19,43
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,6,4,7,5,12
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,13,25,107,113,120,138,258
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,2,20,14,22,16,38
HUARINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,4,31,26,35,30,65
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,0,31,23,34,23,57
HUMANATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,7,14,31,19,38,57
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,4,28,19,36,23,59
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,4,64,65,68,69,137
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,4,97,72,108,76,184
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,4,19,13,27,17,44
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,1,37,42,40,43,83
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,7,70,58,73,65,138
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,7,46,52,53,59,112
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,22,58,71,63,93,156
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,72,43,253,240,325,283,608
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,44,46,235,221,279,267,546
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,601,505,2148,1891,2749,2396,5145
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,2,46,44,47,46,93
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,21,27,94,99,115,126,241
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,19,17,19,17,36
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,3,41,15,42,18,60
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,36,25,216,190,252,215,467
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,0,17,23,19,23,42
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,16,14,14,18,30,32,62
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,2,49,57,56,59,115
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,2,38,33,41,35,76
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,6,57,47,63,53,116
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,3,64,59,69,62,131
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,15,102,102,113,117,230
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,2,20,19,21,21,42
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,10,64,53,72,63,135
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,10,22,58,48,68,70,138
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,3,122,135,122,138,260
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,35,34,225,206,260,240,500
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,8,76,67,81,75,156
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,2,4,1,4,3,7
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,8,45,60,49,68,117
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,27,14,206,180,233,194,427
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,181,152,606,645,787,797,1584
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,1,19,19,22,20,42
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,15,115,91,124,106,230
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,2,25,11,28,13,41
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,5,6,5,6,11
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,22,21,22,22,44
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,20,22,126,107,146,129,275
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,3,86,88,88,91,179
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,13,64,37,75,50,125
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,152,171,1466,1326,1618,1497,3115
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,4,106,126,114,130,244
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,4,83,89,89,93,182
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,19,20,131,108,150,128,278
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,12,83,81,94,93,187
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,15,181,153,189,168,357
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,2,14,15,15,17,32
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,3,48,46,50,49,99
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,49,33,49,33,82
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,1,15,26,17,27,44
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,9,108,124,119,133,252
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,1,59,44,62,45,107
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,7,39,34,42,41,83
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,18,163,156,185,174,359
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,6,114,89,118,95,213
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,14,9,121,115,135,124,259
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,2,30,34,31,36,67
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,3,61,48,62,51,113
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,16,9,119,103,135,112,247
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,14,41,51,49,65,114
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,2,55,54,57,56,113
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,6,31,29,36,35,71
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,4,9,7,10,11,21
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,166,152,749,630,915,782,1697
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,3,57,66,65,69,134
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,8,12,8,13,21
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,24,16,163,180,187,196,383
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,6,42,37,48,43,91
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,6,52,40,56,46,102
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,3,84,76,86,79,165
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,3,53,20,56,23,79
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,3,103,67,106,70,176
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,6,58,55,69,61,130
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,6,8,6,9,15
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,30,5,75,76,105,81,186
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,84,65,392,361,476,426,902
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,11,146,134,157,145,302
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,44,41,99,95,143,136,279
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,2,9,9,12,11,23
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,267,187,525,453,792,640,1432
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,3,45,53,46,56,102
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,0,11,12,13,12,25
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,14,11,154,113,168,124,292
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,94,105,94,105,199
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,138,149,912,840,1050,989,2039
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,2,97,90,97,92,189
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,77,70,77,70,147
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,3,0,27,22,30,22,52
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,99,89,839,809,938,898,1836
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,3,24,32,24,35,59
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,21,22,155,134,176,156,332
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,48,46,48,46,94
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,8,70,68,76,76,152
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,13,10,48,53,61,63,124
