,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,54,37,56,38,94
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,22,22,184,185,206,207,413
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,5,58,37,63,42,105
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,17,6,18,6,24
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,5,9,19,15,24,39
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,858,706,3209,3135,4067,3841,7908
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,5,46,64,52,69,121
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,8,91,116,99,124,223
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,26,17,95,87,121,104,225
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,54,47,134,139,188,186,374
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,5,69,70,75,75,150
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,11,14,200,183,211,197,408
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,39,39,175,164,214,203,417
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,1,3,1,3,4
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,5,15,23,22,28,50
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,0,3,1,3,4
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,4,63,65,67,69,136
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,17,15,18,15,33
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,10,4,10,4,14
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,3,71,78,75,81,156
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,6,30,16,35,22,57
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,47,44,119,125,166,169,335
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,8,60,63,69,71,140
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,16,122,139,132,155,287
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,24,37,26,38,64
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,4,225,240,232,244,476
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,10,190,164,197,174,371
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,6,119,116,124,122,246
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,4,50,48,51,52,103
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,1,12,16,12,17,29
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,25,31,82,94,107,125,232
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,1,28,40,31,41,72
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,21,33,23,34,57
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,2,45,32,46,34,80
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,30,18,31,18,49
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,3,24,38,29,41,70
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,2,213,231,218,233,451
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,59,44,136,151,195,195,390
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,13,12,2,5,15,17,32
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,6,96,84,99,90,189
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,13,10,98,117,111,127,238
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,37,46,38,46,84
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,8,94,115,98,123,221
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,67,55,268,263,335,318,653
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,46,57,240,221,286,278,564
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1107,1005,2816,2824,3923,3829,7752
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,5,0,0,3,5,8
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,8,84,65,89,73,162
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,4,76,83,86,87,173
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,2,60,54,60,56,116
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,1,22,18,27,19,46
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,252,239,146,167,398,406,804
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,16,29,17,29,46
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,8,25,34,34,42,76
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,3,58,50,61,53,114
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,6,35,45,44,51,95
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,9,154,124,162,133,295
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,5,51,58,61,63,124
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,15,60,52,70,67,137
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,0,18,27,20,27,47
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,9,85,88,94,97,191
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,5,76,89,81,94,175
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,13,11,101,106,114,117,231
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,19,16,234,216,253,232,485
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,3,41,36,47,39,86
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,5,5,5,5,10
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,13,15,96,98,109,113,222
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,31,19,219,275,250,294,544
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,171,158,461,494,632,652,1284
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,3,16,22,20,25,45
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,9,141,126,150,135,285
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,5,6,4,7,9,16
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,4,9,4,9,13
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,51,50,53,51,104
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,18,25,134,124,152,149,301
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,0,85,98,87,98,185
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,1,97,85,102,86,188
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,240,263,1021,972,1261,1235,2496
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,14,11,148,138,162,149,311
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,10,156,185,161,195,356
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,31,22,134,130,165,152,317
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,12,12,102,114,114,126,240
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,24,20,260,231,284,251,535
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,1,18,12,21,13,34
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,3,31,32,36,35,71
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,2,47,48,51,50,101
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,2,28,20,33,22,55
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,8,90,86,95,94,189
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,15,81,87,87,102,189
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,7,50,38,54,45,99
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,23,25,189,197,212,222,434
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,7,118,104,126,111,237
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,23,26,90,103,113,129,242
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,2,27,33,30,35,65
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,70,57,70,57,127
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,18,15,251,242,269,257,526
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,4,29,30,38,34,72
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,10,71,71,76,81,157
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,9,49,43,51,52,103
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,1,15,16,16,17,33
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,169,167,518,481,687,648,1335
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,6,117,118,127,124,251
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,0,13,13,15,13,28
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,23,17,132,115,155,132,287
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,9,47,35,56,44,100
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,2,86,67,91,69,160
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,4,136,139,143,143,286
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,45,45,47,46,93
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,6,64,66,74,72,146
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,2,43,52,45,54,99
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,12,13,12,13,25
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,31,24,31,28,62,52,114
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,98,99,309,267,407,366,773
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,21,24,147,171,168,195,363
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,67,69,132,142,199,211,410
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,39,24,39,24,63
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,159,135,416,365,575,500,1075
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,0,87,59,89,59,148
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,1,7,13,12,14,26
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,14,27,247,293,261,320,581
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,6,96,70,100,76,176
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,169,158,479,428,648,586,1234
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,3,85,76,87,79,166
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,99,90,99,90,189
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,3,20,18,24,21,45
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,103,95,815,859,918,954,1872
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,2,40,50,42,52,94
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,23,11,264,301,287,312,599
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,2,47,30,48,32,80
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,17,22,122,94,139,116,255
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,5,50,44,53,49,102
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,5,8,3,8,8,16
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,39,50,75,91,114,141,255
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,4,4,15,5,19,24
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,2,22,18,22,20,42
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,11,97,89,105,100,205
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,6,90,78,96,84,180
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,0,336,326,340,326,666
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,5,64,66,71,71,142
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,18,9,55,53,73,62,135
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,66,57,224,253,290,310,600
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,73,68,407,387,480,455,935
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,1,28,34,29,35,64
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,31,43,31,32,62,75,137
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,18,15,26,28,44,43,87
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,28,20,45,53,73,73,146
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,5,34,22,44,27,71
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,71,71,163,205,234,276,510
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,18,12,43,27,61,39,100
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,25,21,181,162,206,183,389
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,30,44,643,672,673,716,1389
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,15,15,61,46,76,61,137
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,16,12,81,91,97,103,200
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,1,26,37,26,38,64
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,6,105,113,111,119,230
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,21,15,256,239,277,254,531
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,3,36,39,40,42,82
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,3,8,4,8,12
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,2,10,11,11,13,24
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,4,4,24,22,28,26,54
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,11,48,50,56,61,117
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,12,28,23,37,35,72
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,10,16,25,17,35,52
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,2,83,86,88,88,176
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,962,770,2036,1822,2998,2592,5590
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,71,66,71,66,137
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,9,8,65,66,74,74,148
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,0,15,18,16,18,34
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,12,4,95,78,107,82,189
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,1,16,11,21,12,33
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,1,24,20,26,21,47
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,2,42,46,45,48,93
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,3,41,31,43,34,77
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,12,54,50,59,62,121
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,3,48,35,53,38,91
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,36,34,222,251,258,285,543
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,6,5,141,143,147,148,295
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,7,39,18,49,25,74
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,66,51,181,171,247,222,469
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,2,98,119,101,121,222
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,15,11,112,131,127,142,269
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,17,8,87,73,104,81,185
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,261,275,2002,2020,2263,2295,4558
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,5,12,6,14,11,25
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,24,20,35,18,59,38,97
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,3,54,48,55,51,106
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,8,148,162,156,170,326
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,1,9,0,10,1,11
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,37,36,240,267,277,303,580
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,8,9,264,289,272,298,570
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,0,15,14,18,14,32
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,5,56,79,61,84,145
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,463,472,914,751,1377,1223,2600
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,11,7,262,301,273,308,581
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,5,60,62,65,67,132
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,13,13,48,49,61,62,123
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,7,4,95,87,102,91,193
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,19,17,118,90,137,107,244
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,149,155,422,477,571,632,1203
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,6,98,111,103,117,220
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,0,3,1,5,1,6
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,5,3,46,37,51,40,91
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,0,4,0,4,0,4
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,17,8,53,59,70,67,137
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,0,1,44,40,44,41,85
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,10,13,96,85,106,98,204
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,3,192,205,194,208,402
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,3,7,116,126,119,133,252
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,22,15,39,52,61,67,128
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,2,3,46,56,48,59,107
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,4,16,20,17,24,41
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,111,108,228,260,339,368,707
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-06-01,1,2,271,281,272,283,555
