,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,0,20
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,34,0,34
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,1,14
ESMERALDA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,0,1,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,0,2,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,27,0,27
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,1,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,28,0,28
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,1,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,18,3,21
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,0,3
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,81,0,81
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,21,0,21
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,2,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,2,11
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,60,0,60
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,2,7
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,14,4,18
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,14,11,25
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,6,10
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,1,14
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,0,12
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,5,25
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,61,2,63
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,73,0,73
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,913,0,913
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,2,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,15,1,16
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,1,7
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,1,4
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,75,0,75
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,1,7
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,4,16
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,18,1,19
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,0,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,19,0,19
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,28,0,28
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,2,12
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,49,0,49
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,170,0,170
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,8,0,8
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,5,14
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,1,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,8,14
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,1,14
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,1,6
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,432,3,435
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,19,4,23
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,30,2,32
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,23,4,27
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,2,13
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,80,1,81
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,0,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,4,7
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,2,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,23,0,23
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,8,1,9
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,1,8
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,5,21
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,0,20
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,17,1,18
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,4,17
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,13,33
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,0,9
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,26,0,26
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,325,0,325
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,11,16
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,0,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,31,2,33
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,12,24
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,3,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,52,0,52
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,2,11
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,19,0,19
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,49,0,49
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,18,1,19
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,28,0,28
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,130,2,132
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,10,14
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,10,21
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,8,19
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,253,2,255
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,18,0,18
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,22,0,22
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,0,6
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,177,0,177
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,19,2,21
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,0,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,1,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,1,11
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,0,6
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,0,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,1,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,2,8
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,0,12
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,62,1,63
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,23,0,23
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,35,0,35
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,37,1,38
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,76,7,83
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,29,0,29
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,24,0,24
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,56,3,59
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,3,19
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,45,21,66
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,0,13
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,15,1,16
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,1,3
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,1,12
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,30,0,30
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1589,32,1621
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,13,0,13
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,25,0,25
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,2,4
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,0,6
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,47,0,47
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,21,2,23
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,68,0,68
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,8,3,11
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,14,3,17
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,2,11
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,674,3,677
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,1,7
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,3,7
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,15,8,23
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,7,27
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,4,0,4
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,303,1,304
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,22,6,28
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,1,17
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,20,0,20
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,69,2,71
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,30,2,32
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,0,3
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,2,14
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,5,15
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,17,0,17
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,42,2,44
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,3,0,3
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,200,1,201
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,60,11,71
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,1,6
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,3,12
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,15,2,17
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,0,12
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,73,3,76
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,1,10
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,16,0,16
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,79,4,83
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,0,6
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,12,24
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,53,0,53
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,7,0,7
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,1,10
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,11,3,14
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,101,0,101
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,2,14
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,37,3,40
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,90,0,90
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,10,0,10
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,149,0,149
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,9,14
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,160,0,160
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,8,4,12
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,5,0,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,30,1,31
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,6,3,9
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,12,3,15
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,2,5,7
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-07-01,9,1,10
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,26,1,27
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,3,15
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,0,19
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,3,4
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,1,13
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,0,6,6
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,1,14
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,17,0,17
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,0,18
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,0,6
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,35,1,36
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,16,0,16
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,3,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,7,21
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,15,2,17
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,9,21
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,0,3
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,2,4
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,76,0,76
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,35,3,38
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,17,0,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,23,0,23
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,1,14
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,12,1,13
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,11,1,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,3,5
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,3,3,6
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,29,5,34
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,0,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,53,1,54
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,2,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,1,20
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,86,6,92
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,25,0,25
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,9,16
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,56,10,66
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,0,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,27,1,28
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,1,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,4,11
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,32,1,33
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,22,0,22
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,1,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,7,0,7
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,14,4,18
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,18,1,19
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,100,1,101
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,9,9,18
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,1065,0,1065
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,50,0,50
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,13,0,13
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,2,0,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,0,19
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,6,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,26,6,32
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,8,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,19,13,32
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,4,1,5
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,32,0,32
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,0,1,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-08-01,63,0,63
