,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,1,6
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,54,4,58
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,0,9
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,3,17
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,17,0,17
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,0,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,3,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,37,0,37
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,49,0,49
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,2,10
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,0,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,3,10
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,44,1,45
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,206,0,206
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,5,14
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,8,22
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,7,36
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,0,9
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,493,0,493
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,3,22
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,2,14
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,18,1,19
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,48,1,49
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,0,11
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,2,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,20,0,20
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,0,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,3,6
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,24,3,27
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,0,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,27,1,28
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,23,8,31
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,2,17
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,33,0,33
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,1,6
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,340,0,340
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,5,9
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,25,0,25
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,1,5
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,0,9
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,37,0,37
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,0,15
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,26,0,26
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,72,0,72
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,24,2,26
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,0,29
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,140,2,142
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,0,4
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,5,16
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,28,5,33
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,253,19,272
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,20,0,20
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,34,1,35
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,220,0,220
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,2,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,23,5,28
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,1,5
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,0,8
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,0,16
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,2,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,2,17
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,88,0,88
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,17,0,17
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,35,0,35
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,32,1,33
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,68,2,70
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,0,29
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,32,0,32
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,0,9
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,59,4,63
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,2,5
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,3,19
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,50,17,67
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,18,0,18
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,1,4
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,0,22
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,3,18
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,3,6
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,1,5
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,1,13
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,0,13
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,24,0,24
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,39,0,39
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1872,0,1872
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,1,16
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,28,0,28
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,1,3
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,0,9
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,2,6
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,0,8
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,44,0,44
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,27,4,31
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,70,0,70
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,3,16
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,4,14
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,1,20
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,618,0,618
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,0,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,1,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,17,0,17
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,5,17
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,28,10,38
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,364,2,366
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,5,18
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,0,11
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,23,6,29
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,0,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,168,5,173
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,1,16
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,2,8
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,1,20
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,5,21
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,20,3,23
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,247,1,248
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,67,7,74
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,0,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,7,23
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,0,11
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,56,2,58
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,1,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,83,0,83
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,0,3,3
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,4,26
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,87,3,90
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,1,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,6,12
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,123,0,123
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,20,12,32
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,60,4,64
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,56,15,71
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,1,2
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,175,4,179
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,2,6
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,159,1,160
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,1,11
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,1,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,28,0,28
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,0,15
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,0,11
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,4,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,1,13
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,0,2,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,35,3,38
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,4,1,5
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,35,0,35
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,6,1,7
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,12,1,13
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,0,1,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,4,0,4
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,5,0,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,23,0,23
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,9,1,10
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,8,1,9
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,10,3,13
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,6,2,8
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,42,1,43
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,7,0,7
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,3,0,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,6,2,8
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,25,0,25
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,7,5,12
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,8,0,8
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,6,0,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,0,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,2,0,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,0,2,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,58,0,58
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,29,5,34
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,4,7,11
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,1,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,3,0,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,5,0,5
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,30,0,30
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,5,2,7
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,6,0,6
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,12,0,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,2,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,12,0,12
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,19,0,19
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,1,2,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,43,0,43
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,23,0,23
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,7,3,10
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,12,0,12
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,81,5,86
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,17,0,17
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,12,18,30
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,2,0,2
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-12-01,28,9,37
