,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
,,,,MASCULINO,FEMENINO,TOTAL
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,4,4
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,254,254
COCAPATA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,792,792
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,9,9
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,43,43
COROICO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,33,33
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,8,8
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,42,42
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,42,42
CUCHUMUELA (V. G. VILLARROEL),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1,1
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,35,35
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,12,12
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1556,1556
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,10,10
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,113,113
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,33,33
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,16,16
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,12,12
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,30,30
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,13,13
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,24,24
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,195,195
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,18,18
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1,1
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,52,52
ICLA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,14,14
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,22,22
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,72,72
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,64,64
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,413,413
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,15,15
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,7,7
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,4,4
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,26,26
MAGDALENA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,9,9
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,29,29
MAPIRI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,3,3
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,50,50
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,65,65
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,341,341
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,3,3
OKINAWA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,40,40
OMEREQUE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,9,9
ORURO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,741,741
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,13,13
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,30,30
PAILON,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,28,28
PAMPA AULLAGAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1,1
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,17,17
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,44,44
POROMA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,16,16
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,38,38
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,22,22
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,126,126
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
PUERTO ACOSTA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,16,16
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,24,24
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,50,50
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,133,133
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,109,109
QUIABAYA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1,1
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
QUIME,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,3,3
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,16,16
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,35,35
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,43,43
SABAYA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,11,11
SACABA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,197,197
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,22,22
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,36,36
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,61,61
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,43,43
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,140,140
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,29,29
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,40,40
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,17,17
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,45,45
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,24,24
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,35,35
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,55,55
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,29,29
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,22,22
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,43,43
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,14,14
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,59,59
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1124,1124
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,20,20
SANTIAGO DE HUARI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,11,11
SANTIAGO DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,3,3
SANTIVAÑES,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
SANTUARIO DE QUILLACAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
SENA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,42,42
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,10,10
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,86,86
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,7,7
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,2,2
SORATA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,22,22
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,734,734
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,34,34
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,328,328
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,17,17
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,4,4
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,63,63
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,21,21
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,48,48
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,7,7
TURCO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,5,5
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,1,1
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,15,15
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,53,53
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,56,56
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,73,73
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,26,26
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,127,127
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,6,6
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,7,7
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,236,236
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,23,23
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,47,47
WARNES,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,193,193
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,48,48
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,12,12
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,29,29
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,16,16
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2011-10-01,0,14,14
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,41,41
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
ANTEQUERA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1,1
APOLO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,14,14
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,23,23
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,92,92
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,12,12
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,15,15
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,76,76
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,19,19
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1,1
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,7,7
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,18,18
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,12,12
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,38,38
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,58,58
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,57,57
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,23,23
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,74,74
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,7,7
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,18,18
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,53,53
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,47,47
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,320,320
COCAPATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,828,828
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,9,9
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,38,38
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,50,50
CORIPATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
COROICO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,61,61
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,5,5
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,17,17
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,28,28
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,41,41
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1390,1390
EL CHORO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,30,30
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,109,109
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,4,4
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,37,37
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,12,12
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,19,19
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,3,3
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,4,4
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,26,26
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,22,22
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,29,29
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,15,15
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,157,157
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,4,4
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,18,18
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,53,53
ICLA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,17,17
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,4,4
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,63,63
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,78,78
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1138,1138
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,5,5
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,100,100
LLICA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,14,14
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,12,12
MAGDALENA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,42,42
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,42,42
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,50,50
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,9,9
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,67,67
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,287,287
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,5,5
OMEREQUE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,11,11
ORURO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,334,334
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,20,20
PAILON,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,110,110
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,23,23
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,39,39
POOPO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
POROMA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,21,21
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,18,18
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,17,17
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,28,28
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,133,133
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,11,11
PUERTO CARABUCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,11,11
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,26,26
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,36,36
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,44,44
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,141,141
PUNA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,22,22
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,126,126
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
QUIME,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,17,17
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,18,18
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,31,31
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,37,37
SACABA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,225,225
SALINAS DE GARCI MENDOZA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1,1
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,13,13
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,20,20
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,63,63
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,45,45
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,97,97
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,31,31
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,40,40
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,25,25
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,35,35
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,24,24
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,42,42
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,52,52
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,11,11
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,24,24
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,14,14
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,38,38
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1142,1142
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,22,22
SANTIAGO DE HUARI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
SANTIAGO DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
SENA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,32,32
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,10,10
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
SORATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,13,13
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,910,910
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,46,46
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,276,276
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,16,16
TOCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,5,5
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,52,52
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,54,54
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,8,8
TURCO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,13,13
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,2,2
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,26,26
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,81,81
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,42,42
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,77,77
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,33,33
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,89,89
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,7,7
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,17,17
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,232,232
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,13,13
