municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,36,36,41,77
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,263,263,202,465
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,333,333,282,615
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,17,17,21,38
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,277,277,296,573
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,106,106,113,219
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,177,177,206,383
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,134,134,128,262
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-06-01,118,118,121,239
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,142,142,126,268
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,320,320,312,632
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,33,33,22,55
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,92,92,110,202
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,56,56,36,92
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,104,104,99,203
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,106,106,121,227
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,5,5,4,9
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,29,29,32,61
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,4,13
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,107,107,118,225
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,77,77,81,158
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,28,28,37,65
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,29,29,28,57
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,135,135,139,274
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,12,12,21,33
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,113,113,113,226
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,29,29,27,56
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,137,137,119,256
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,39,39,31,70
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,110,110,141,251
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,356,356,338,694
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,41,41,74,115
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,31,31,44,75
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,15,15,15,30
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,17,17,15,32
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,41,41,57,98
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,59,59,152,211
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,299,299,350,649
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,107,107,150,257
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,20,20,20,40
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,73,73,63,136
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,186,186,168,354
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,120,120,108,228
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,128,128,147,275
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,106,106,93,199
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,39,39,57,96
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,17,17,22,39
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,139,139,151,290
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,161,161,193,354
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,68,68,53,121
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,225,225,227,452
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,57,57,54,111
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,78,78,62,140
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,56,56,63,119
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,268,268,276,544
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,1,1,1,2
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,116,116,99,215
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,244,244,220,464
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,10,10,12,22
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,18,18,22,40
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,4,4,5,9
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,140,140,103,243
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,74,74,82,156
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,281,281,301,582
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,30,30,33,63
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,87,87,81,168
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,21,21,35,56
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,3,3,2,5
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,20,20,15,35
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,85,85,95,180
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,117,117,119,236
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,32,32,30,62
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,181,181,173,354
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,887,887,716,1603
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,8,8,9,17
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,58,58,62,120
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,100,100,101,201
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,14,14,8,22
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,57,57,48,105
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,41,41,45,86
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,201,201,236,437
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,28,28,46,74
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,98,98,89,187
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,48,48,42,90
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,125,125,120,245
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,10,10,6,16
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,47,47,58,105
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,61,61,44,105
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,61,61,60,121
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,65,65,81,146
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,83,83,95,178
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,49,49,46,95
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,301,301,292,593
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,90,90,113,203
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,74,74,46,120
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,24,24,15,39
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,61,61,69,130
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,278,278,278,556
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,20,20,16,36
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,14,14,15,29
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,29,29,19,48
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,1876,1876,1899,3775
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,2,2,1,3
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,115,115,91,206
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,119,119,106,225
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,121,121,96,217
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,138,138,100,238
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,198,198,168,366
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,55,55,59,114
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,46,46,31,77
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,12,12,14,26
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,16,16,42,58
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,168,168,210,378
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,36,36,33,69
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,251,251,260,511
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,71,71,70,141
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,76,76,86,162
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,20,20,29,49
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,266,266,235,501
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,300,300,300,600
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,197,197,198,395
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,57,57,66,123
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,3,12
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,80,80,72,152
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,28,28,22,50
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,23,23,20,43
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,37,37,28,65
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,303,303,297,600
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,321,321,410,731
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,6,6,3,9
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,105,105,96,201
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,213,213,191,404
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,55,55,56,111
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,52,52,66,118
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,59,59,56,115
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,214,214,186,400
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,1872,1872,1908,3780
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,1,1,2,3
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,147,147,132,279
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,51,51,46,97
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,64,64,49,113
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,11,20
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,537,537,550,1087
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,17,17,19,36
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,28,28,25,53
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,128,128,115,243
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,21,21,18,39
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,144,144,175,319
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,43,43,28,71
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,52,52,52,104
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,18,18,30,48
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,47,47,55,102
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,47,47,26,73
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,163,163,174,337
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,57,57,77,134
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,153,153,163,316
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,15,15,6,21
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,174,174,133,307
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,316,316,340,656
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,652,652,671,1323
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,46,46,31,77
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,43,43,56,99
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,4,4,4,8
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,5,14
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,13,22
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,172,172,168,340
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,60,60,49,109
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,43,43,50,93
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,670,670,645,1315
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,216,216,220,436
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,290,290,254,544
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,116,116,115,231
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,54,54,50,104
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,216,216,191,407
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,21,21,17,38
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,42,42,47,89
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,25,25,21,46
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,12,12,15,27
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,133,133,133,266
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,34,34,45,79
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,45,45,31,76
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,212,212,196,408
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,80,80,66,146
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,177,177,173,350
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,19,19,9,28
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,7,7,5,12
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,212,212,172,384
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,29,29,23,52
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,148,148,133,281
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,25,25,26,51
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,15,15,29,44
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,581,581,583,1164
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,187,187,170,357
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,9,9,11,20
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,260,260,207,467
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,196,196,163,359
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,174,174,180,354
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,22,22,35,57
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,71,71,70,141
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,57,57,51,108
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,44,44,50,94
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,37,37,58,95
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,37,37,37,74
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,131,131,150,281
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,253,253,286,539
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,82,82,103,185
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,23,23,20,43
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,14,14,23,37
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,88,88,109,197
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,7,7,5,12
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,392,392,392,784
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,115,115,128,243
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,423,423,418,841
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,92,92,96,188
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,43,43,35,78
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,18,18,19,37
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,148,148,187,335
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,24,24,36,60
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,259,259,263,522
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,60,60,52,112
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,77,77,68,145
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,75,75,63,138
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,6,6,13,19
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,62,62,68,130
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,31,31,33,64
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,25,25,33,58
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,151,151,156,307
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,22,22,27,49
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,265,265,246,511
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,95,95,108,203
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,123,123,113,236
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,180,180,106,286
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,381,381,420,801
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,22,22,18,40
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,23,23,17,40
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-07-01,26,26,35,61
