municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,9,9,13,22
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,42,42,42,84
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,183,183,178,361
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,25,25,29,54
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,175,175,146,321
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,118,118,120,238
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,32,32,17,49
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,38,38,32,70
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,336,336,349,685
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,214,214,222,436
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,154,154,151,305
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,37,37,34,71
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,5,5,6,11
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,174,174,141,315
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,37,37,28,65
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,34,34,34,68
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,28,28,24,52
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,205,205,195,400
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,357,357,377,734
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3,3,4,7
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,104,104,93,197
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,185,185,176,361
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,106,106,70,176
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,65,65,75,140
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,219,219,237,456
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,449,449,399,848
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3436,3436,22272,25708
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,0,0,4,4
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,119,119,100,219
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,92,92,99,191
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,49,49,52,101
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,8,8,7,15
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,333,333,361,694
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,18,18,22,40
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,29,29,25,54
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,157,157,111,268
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,24,24,22,46
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,107,107,130,237
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,76,76,85,161
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,98,98,100,198
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,9,9,16,25
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,126,126,124,250
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,72,72,68,140
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,64,64,54,118
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,113,113,108,221
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,176,176,156,332
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,7,7,11,18
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,99,99,83,182
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,343,343,306,649
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,790,790,701,1491
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,34,34,26,60
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,57,57,50,107
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,5,5,2,7
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,18,18,6,24
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,168,168,175,343
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,89,89,96,185
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,63,63,62,125
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,1186,1186,1110,2296
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,162,162,149,311
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,174,174,162,336
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,191,191,154,345
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,87,87,82,169
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,159,159,250,409
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,25,25,19,44
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,60,60,62,122
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,19,19,31,50
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,21,21,21,42
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,245,245,266,511
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,40,40,39,79
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,43,43,29,72
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,185,185,223,408
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,47,47,56,103
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,153,153,178,331
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,34,34,38,72
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,37,37,39,76
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,208,208,206,414
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,61,61,45,106
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,226,226,207,433
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,50,50,47,97
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,14,14,14,28
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,956,956,859,1815
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,167,167,121,288
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,8,8,4,12
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,219,219,180,399
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,171,171,189,360
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,159,159,176,335
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,38,38,42,80
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,48,48,35,83
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,122,122,109,231
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,42,42,62,104
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,30,30,20,50
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,88,88,61,149
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,166,166,146,312
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,296,296,269,565
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,157,157,162,319
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,17,17,12,29
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,38,38,48,86
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,99,99,87,186
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,11,11,12,23
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,366,366,335,701
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,137,137,137,274
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,923,923,807,1730
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,114,114,112,226
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,82,82,113,195
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,37,37,19,56
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,274,274,257,531
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,5,5,10,15
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,176,176,177,353
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,71,71,60,131
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,73,73,74,147
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,89,89,82,171
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,9,9,8,17
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,88,88,81,169
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,36,36,28,64
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,19,19,26,45
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,131,131,120,251
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,66,66,70,136
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,429,429,413,842
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,101,101,98,199
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,221,221,256,477
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,171,171,171,342
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,364,364,347,711
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,28,28,32,60
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,34,34,24,58
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,46,46,31,77
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,110,110,102,212
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,128,128,140,268
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,303,303,325,628
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,48,48,31,79
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,222,222,190,412
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,537,537,537,1074
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,115,115,118,233
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,133,133,116,249
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,8,8,10,18
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,206,206,183,389
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,199,199,190,389
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,43,43,28,71
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,6,6,9,15
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,31,31,26,57
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,5,5,6,11
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,93,93,90,183
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,58,58,38,96
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,78,78,54,132
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,111,111,95,206
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,4233,4233,3902,8135
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,109,109,107,216
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,65,65,73,138
