municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,1003,1003,992,1995
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,146,146,133,279
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,15,15,11,26
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,179,179,174,353
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,138,138,119,257
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,93,93,96,189
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,53,53,43,96
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,57,57,28,85
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,106,106,85,191
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,122,122,123,245
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,6,6,6,12
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,112,112,92,204
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,117,117,108,225
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,263,263,244,507
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,119,119,148,267
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,33,33,32,65
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,47,47,53,100
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,97,97,94,191
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,15,15,6,21
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,319,319,307,626
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,202,202,187,389
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,686,686,689,1375
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,128,128,114,242
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,119,119,121,240
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,25,25,20,45
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,232,232,176,408
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,32,32,21,53
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,357,357,356,713
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,77,77,76,153
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,67,67,71,138
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,118,118,94,212
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,21,21,19,40
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,78,78,73,151
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,29,29,20,49
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,15,15,21,36
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,122,122,113,235
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,52,52,51,103
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,409,409,403,812
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,106,106,97,203
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,262,262,252,514
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,170,170,151,321
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,521,521,495,1016
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,44,44,32,76
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,39,39,30,69
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,53,53,57,110
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,124,124,116,240
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,154,154,129,283
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,253,253,250,503
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,69,69,68,137
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,198,198,170,368
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,520,520,543,1063
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,83,83,95,178
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,136,136,110,246
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,28,28,35,63
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,191,191,169,360
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,252,252,239,491
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,44,44,29,73
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,3,3,12,15
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,47,47,31,78
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,22,22,24,46
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,62,62,67,129
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,36,36,22,58
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,36,36,57,93
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,174,174,169,343
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,4969,4969,4373,9342
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,84,84,75,159
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,62,62,69,131
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,33,33,21,54
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,71,71,65,136
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,39,39,34,73
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,45,45,49,94
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,21,21,10,31
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,24,24,24,48
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,18,18,21,39
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,136,136,156,292
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,40,40,21,61
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,121,121,70,191
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,104,104,117,221
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,50,50,48,98
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,86,86,90,176
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,1551,1551,1505,3056
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,6,6,12,18
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,39,39,35,74
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,71,71,86,157
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,103,103,100,203
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,8,8,10,18
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,212,212,198,410
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,428,428,391,819
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,38,38,28,66
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,80,80,71,151
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,916,916,841,1757
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,43,43,54,97
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,64,64,58,122
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,53,53,59,112
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,149,149,139,288
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,92,92,80,172
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,74,74,49,123
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,124,124,92,216
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,10,10,10,20
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,16,16,11,27
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,1,1,2,3
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,10,10,18,28
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,32,32,16,48
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,113,113,86,199
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,169,169,182,351
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,209,209,204,413
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,81,81,99,180
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,32,32,48,80
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,20,20,19,39
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,490,490,502,992
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,464,464,456,920
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,16,16,13,29
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,19,19,13,32
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,147,147,144,291
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,154,154,149,303
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,115,115,125,240
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,235,235,226,461
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,72,72,35,107
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,125,125,132,257
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,183,183,176,359
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,23,23,20,43
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,149,149,171,320
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,14,14,12,26
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,44,44,30,74
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,212,212,181,393
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,243,243,217,460
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,183,183,127,310
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,349,349,320,669
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,42,42,53,95
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,132,132,124,256
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,18,18,16,34
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,291,291,290,581
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,52,52,62,114
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,418,418,379,797
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,176,176,180,356
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,16,16,23,39
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,576,576,464,1040
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,54,54,47,101
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,127,127,102,229
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,86,86,77,163
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-06-01,125,125,109,234
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,105,105,95,200
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,334,334,328,662
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,52,52,40,92
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,120,120,119,239
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,62,62,57,119
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,45,45,50,95
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,92,92,90,182
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,16,16,7,23
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,31,31,27,58
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,4,4,3,7
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,144,144,115,259
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,65,65,58,123
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,73,73,41,114
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,44,44,24,68
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,108,108,119,227
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,9,9,14,23
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,112,112,91,203
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,59,59,44,103
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,109,109,137,246
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,51,51,34,85
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,177,177,172,349
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,264,264,239,503
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,96,96,70,166
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,43,43,51,94
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,4,4,5,9
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,13,13,12,25
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,35,35,39,74
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,54,54,55,109
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,260,260,244,504
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,103,103,124,227
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,13,13,9,22
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,56,56,47,103
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,210,210,200,410
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,112,112,147,259
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,144,144,142,286
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,83,83,74,157
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,79,79,51,130
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,26,26,26,52
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,194,194,195,389
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,182,182,206,388
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,49,49,42,91
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,311,311,244,555
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,88,88,81,169
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,94,94,93,187
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,90,90,65,155
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,485,485,413,898
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,1,1,0,1
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,89,89,110,199
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,141,141,160,301
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,29,29,21,50
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,18,18,10,28
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3,3,3,6
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,149,149,155,304
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,71,71,70,141
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,283,283,288,571
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,31,31,23,54
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,93,93,84,177
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,42,42,31,73
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,8,8,6,14
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,8,8,7,15
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,149,149,147,296
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,92,92,76,168
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,74,74,41,115
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,316,316,286,602
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,1408,1408,1266,2674
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,4,4,3,7
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,92,92,101,193
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,95,95,101,196
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,26,26,15,41
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,110,110,89,199
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,88,88,41,129
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,205,205,192,397
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,60,60,38,98
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,130,130,103,233
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,32,32,37,69
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,161,161,175,336
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,13,13,7,20
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,119,119,129,248
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,86,86,59,145
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,140,140,116,256
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,108,108,93,201
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,107,107,91,198
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,49,49,42,91
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,334,334,289,623
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,268,268,219,487
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,77,77,58,135
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,29,29,21,50
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,46,46,52,98
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,322,322,276,598
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,17,17,21,38
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,26,26,25,51
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,35,35,23,58
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3277,3277,3249,6526
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,3,3,2,5
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,127,127,126,253
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,76,76,61,137
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,221,221,234,455
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,78,78,75,153
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,222,222,173,395
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,193,193,142,335
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-07-01,42,42,43,85
