municipality,group,variable,month,Restauraciones,TOTAL
CALAMARCA,atenciones odontologicas,restauraciones,2009-07-01,128,128
CAMARGO,atenciones odontologicas,restauraciones,2009-07-01,170,170
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-07-01,27,27
CAMIRI,atenciones odontologicas,restauraciones,2009-07-01,544,544
CAPINOTA,atenciones odontologicas,restauraciones,2009-07-01,147,147
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-07-01,13,13
CARACOLLO,atenciones odontologicas,restauraciones,2009-07-01,101,101
CARANAVI,atenciones odontologicas,restauraciones,2009-07-01,84,84
CARAPARI,atenciones odontologicas,restauraciones,2009-07-01,223,223
CARIPUYO,atenciones odontologicas,restauraciones,2009-07-01,49,49
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-07-01,33,33
CATACORA,atenciones odontologicas,restauraciones,2009-07-01,96,96
CHALLAPATA,atenciones odontologicas,restauraciones,2009-07-01,220,220
CHAQUI,atenciones odontologicas,restauraciones,2009-07-01,24,24
CHARAGUA,atenciones odontologicas,restauraciones,2009-07-01,93,93
CHARAÑA,atenciones odontologicas,restauraciones,2009-07-01,41,41
CHAYANTA,atenciones odontologicas,restauraciones,2009-07-01,64,64
CHIMORE,atenciones odontologicas,restauraciones,2009-07-01,44,44
CHOQUE COTA,atenciones odontologicas,restauraciones,2009-07-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-07-01,122,122
CHUMA,atenciones odontologicas,restauraciones,2009-07-01,33,33
CLIZA,atenciones odontologicas,restauraciones,2009-07-01,183,183
COBIJA,atenciones odontologicas,restauraciones,2009-07-01,320,320
COCHABAMBA,atenciones odontologicas,restauraciones,2009-07-01,13632,13632
COIPASA,atenciones odontologicas,restauraciones,2009-07-01,10,10
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-07-01,545,545
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-07-01,35,35
COLLANA,atenciones odontologicas,restauraciones,2009-07-01,18,18
COLOMI,atenciones odontologicas,restauraciones,2009-07-01,75,75
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-07-01,82,82
COLQUECHACA,atenciones odontologicas,restauraciones,2009-07-01,31,31
COLQUIRI,atenciones odontologicas,restauraciones,2009-07-01,53,53
COMANCHE,atenciones odontologicas,restauraciones,2009-07-01,4,4
COMARAPA,atenciones odontologicas,restauraciones,2009-07-01,400,400
COMBAYA,atenciones odontologicas,restauraciones,2009-07-01,28,28
CONCEPCION,atenciones odontologicas,restauraciones,2009-07-01,42,42
COPACABANA,atenciones odontologicas,restauraciones,2009-07-01,91,91
CORIPATA,atenciones odontologicas,restauraciones,2009-07-01,34,34
CORO CORO,atenciones odontologicas,restauraciones,2009-07-01,8,8
COROICO,atenciones odontologicas,restauraciones,2009-07-01,197,197
CORQUE,atenciones odontologicas,restauraciones,2009-07-01,25,25
COTAGAITA,atenciones odontologicas,restauraciones,2009-07-01,49,49
COTOCA,atenciones odontologicas,restauraciones,2009-07-01,90,90
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-07-01,149,149
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-07-01,20,20
CUEVO,atenciones odontologicas,restauraciones,2009-07-01,37,37
CULPINA,atenciones odontologicas,restauraciones,2009-07-01,58,58
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-07-01,38,38
CURVA,atenciones odontologicas,restauraciones,2009-07-01,1,1
DESAGUADERO,atenciones odontologicas,restauraciones,2009-07-01,28,28
EL ALTO,atenciones odontologicas,restauraciones,2009-07-01,6171,6171
EL CHORO,atenciones odontologicas,restauraciones,2009-07-01,18,18
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-07-01,27,27
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-07-01,97,97
EL TORNO,atenciones odontologicas,restauraciones,2009-07-01,236,236
EL VILLAR,atenciones odontologicas,restauraciones,2009-07-01,30,30
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-07-01,88,88
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-07-01,158,158
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-07-01,44,44
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-07-01,96,96
FILADELFIA,atenciones odontologicas,restauraciones,2009-07-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-07-01,37,37
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-07-01,29,29
GUANAY,atenciones odontologicas,restauraciones,2009-07-01,75,75
GUAQUI,atenciones odontologicas,restauraciones,2009-07-01,22,22
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-07-01,445,445
GUTIERREZ,atenciones odontologicas,restauraciones,2009-07-01,53,53
HUACARETA,atenciones odontologicas,restauraciones,2009-07-01,40,40
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2009-07-01,13,13
HUACHACALLA,atenciones odontologicas,restauraciones,2009-07-01,14,14
HUANUNI,atenciones odontologicas,restauraciones,2009-07-01,109,109
HUARACAJE,atenciones odontologicas,restauraciones,2009-07-01,33,33
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-07-01,44,44
ICLA,atenciones odontologicas,restauraciones,2009-07-01,44,44
INCAHUASI,atenciones odontologicas,restauraciones,2009-07-01,46,46
INQUISIVI,atenciones odontologicas,restauraciones,2009-07-01,35,35
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-07-01,59,59
IXIAMAS,atenciones odontologicas,restauraciones,2009-07-01,18,18
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-07-01,53,53
LA ASUNTA,atenciones odontologicas,restauraciones,2009-07-01,43,43
LA GUARDIA,atenciones odontologicas,restauraciones,2009-07-01,420,420
LA PAZ,atenciones odontologicas,restauraciones,2009-07-01,12951,12951
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-07-01,20,20
LAJA,atenciones odontologicas,restauraciones,2009-07-01,36,36
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-07-01,19,19
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-07-01,25,25
LLALLAGUA,atenciones odontologicas,restauraciones,2009-07-01,391,391
LLICA,atenciones odontologicas,restauraciones,2009-07-01,30,30
LURIBAY,atenciones odontologicas,restauraciones,2009-07-01,4,4
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-07-01,142,142
MACHARETI,atenciones odontologicas,restauraciones,2009-07-01,70,70
MAGDALENA,atenciones odontologicas,restauraciones,2009-07-01,70,70
MAIRANA,atenciones odontologicas,restauraciones,2009-07-01,64,64
MAPIRI,atenciones odontologicas,restauraciones,2009-07-01,108,108
MECAPACA,atenciones odontologicas,restauraciones,2009-07-01,14,14
MINEROS,atenciones odontologicas,restauraciones,2009-07-01,142,142
MIZQUE,atenciones odontologicas,restauraciones,2009-07-01,148,148
MOCOMOCO,atenciones odontologicas,restauraciones,2009-07-01,19,19
MOJOCOYA,atenciones odontologicas,restauraciones,2009-07-01,11,11
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-07-01,318,318
MONTERO,atenciones odontologicas,restauraciones,2009-07-01,518,518
MORO MORO,atenciones odontologicas,restauraciones,2009-07-01,24,24
MOROCHATA,atenciones odontologicas,restauraciones,2009-07-01,108,108
OCURI,atenciones odontologicas,restauraciones,2009-07-01,32,32
OKINAWA,atenciones odontologicas,restauraciones,2009-07-01,32,32
OMEREQUE,atenciones odontologicas,restauraciones,2009-07-01,70,70
ORURO,atenciones odontologicas,restauraciones,2009-07-01,2123,2123
PADCAYA,atenciones odontologicas,restauraciones,2009-07-01,263,263
PADILLA,atenciones odontologicas,restauraciones,2009-07-01,92,92
PAILON,atenciones odontologicas,restauraciones,2009-07-01,181,181
PALCA,atenciones odontologicas,restauraciones,2009-07-01,55,55
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-07-01,62,62
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-07-01,19,19
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-07-01,50,50
PASORAPA,atenciones odontologicas,restauraciones,2009-07-01,5,5
PATACAMAYA,atenciones odontologicas,restauraciones,2009-07-01,29,29
PAZÑA,atenciones odontologicas,restauraciones,2009-07-01,65,65
PELECHUCO,atenciones odontologicas,restauraciones,2009-07-01,8,8
POCOATA,atenciones odontologicas,restauraciones,2009-07-01,41,41
POCONA,atenciones odontologicas,restauraciones,2009-07-01,58,58
POJO (CBBA),atenciones odontologicas,restauraciones,2009-07-01,75,75
POOPO,atenciones odontologicas,restauraciones,2009-07-01,90,90
PORCO,atenciones odontologicas,restauraciones,2009-07-01,26,26
POROMA,atenciones odontologicas,restauraciones,2009-07-01,14,14
PORTACHUELO,atenciones odontologicas,restauraciones,2009-07-01,308,308
PORVENIR,atenciones odontologicas,restauraciones,2009-07-01,30,30
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-07-01,63,63
POTOSI,atenciones odontologicas,restauraciones,2009-07-01,2077,2077
PRESTO,atenciones odontologicas,restauraciones,2009-07-01,29,29
PUCARA,atenciones odontologicas,restauraciones,2009-07-01,14,14
PUCARANI,atenciones odontologicas,restauraciones,2009-07-01,81,81
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-07-01,64,64
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-07-01,43,43
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-07-01,7,7
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-07-01,100,100
PUERTO RICO,atenciones odontologicas,restauraciones,2009-07-01,58,58
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-07-01,86,86
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-07-01,290,290
PUNA,atenciones odontologicas,restauraciones,2009-07-01,136,136
PUNATA,atenciones odontologicas,restauraciones,2009-07-01,360,360
QUIABAYA,atenciones odontologicas,restauraciones,2009-07-01,5,5
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-07-01,856,856
QUIME,atenciones odontologicas,restauraciones,2009-07-01,104,104
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-07-01,38,38
RAVELO,atenciones odontologicas,restauraciones,2009-07-01,27,27
REYES,atenciones odontologicas,restauraciones,2009-07-01,25,25
RIBERALTA,atenciones odontologicas,restauraciones,2009-07-01,436,436
ROBORE,atenciones odontologicas,restauraciones,2009-07-01,192,192
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-07-01,55,55
SABAYA,atenciones odontologicas,restauraciones,2009-07-01,2,2
SACABA,atenciones odontologicas,restauraciones,2009-07-01,952,952
SACABAMBA,atenciones odontologicas,restauraciones,2009-07-01,26,26
SACACA,atenciones odontologicas,restauraciones,2009-07-01,105,105
SAIPINA,atenciones odontologicas,restauraciones,2009-07-01,44,44
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-07-01,110,110
SAMAIPATA,atenciones odontologicas,restauraciones,2009-07-01,77,77
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-07-01,5,5
SAN ANDRES,atenciones odontologicas,restauraciones,2009-07-01,39,39
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-07-01,101,101
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-07-01,35,35
SAN BENITO,atenciones odontologicas,restauraciones,2009-07-01,141,141
SAN BORJA,atenciones odontologicas,restauraciones,2009-07-01,187,187
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-07-01,53,53
SAN CARLOS,atenciones odontologicas,restauraciones,2009-07-01,109,109
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-07-01,318,318
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-07-01,134,134
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2009-07-01,14,14
SAN JOAQUIN,atenciones odontologicas,restauraciones,2009-07-01,7,7
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2009-07-01,50,50
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-07-01,43,43
SAN JULIAN,atenciones odontologicas,restauraciones,2009-07-01,7,7
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-07-01,511,511
SAN LUCAS,atenciones odontologicas,restauraciones,2009-07-01,89,89
SAN MATIAS,atenciones odontologicas,restauraciones,2009-07-01,89,89
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-07-01,80,80
SAN PEDRO,atenciones odontologicas,restauraciones,2009-07-01,86,86
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-07-01,56,56
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-07-01,6,6
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-07-01,67,67
SAN RAMON,atenciones odontologicas,restauraciones,2009-07-01,51,51
SAN RAMON,atenciones odontologicas,restauraciones,2009-07-01,111,111
SANTA ANA,atenciones odontologicas,restauraciones,2009-07-01,193,193
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-07-01,9127,9127
SANTA ROSA,atenciones odontologicas,restauraciones,2009-07-01,59,59
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-07-01,86,86
SANTIAGO DE CALLAPA,atenciones odontologicas,restauraciones,2009-07-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-07-01,90,90
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2009-07-01,19,19
SANTIVAÑES,atenciones odontologicas,restauraciones,2009-07-01,58,58
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-07-01,17,17
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-07-01,69,69
SENA,atenciones odontologicas,restauraciones,2009-07-01,21,21
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-07-01,131,131
SICAYA,atenciones odontologicas,restauraciones,2009-07-01,13,13
SIPE SIPE,atenciones odontologicas,restauraciones,2009-07-01,471,471
SOPACHUY,atenciones odontologicas,restauraciones,2009-07-01,49,49
SORACACHI,atenciones odontologicas,restauraciones,2009-07-01,40,40
SORATA,atenciones odontologicas,restauraciones,2009-07-01,17,17
SUCRE,atenciones odontologicas,restauraciones,2009-07-01,5276,5276
TACACOMA,atenciones odontologicas,restauraciones,2009-07-01,46,46
TACOPAYA,atenciones odontologicas,restauraciones,2009-07-01,10,10
TAHUA,atenciones odontologicas,restauraciones,2009-07-01,10,10
TAPACARI,atenciones odontologicas,restauraciones,2009-07-01,37,37
TARABUCO,atenciones odontologicas,restauraciones,2009-07-01,93,93
TARACO,atenciones odontologicas,restauraciones,2009-07-01,17,17
TARATA,atenciones odontologicas,restauraciones,2009-07-01,45,45
TARIJA,atenciones odontologicas,restauraciones,2009-07-01,3891,3891
TARVITA,atenciones odontologicas,restauraciones,2009-07-01,83,83
TEOPONTE,atenciones odontologicas,restauraciones,2009-07-01,18,18
TIAWANACU,atenciones odontologicas,restauraciones,2009-07-01,12,12
TINGUIPAYA,atenciones odontologicas,restauraciones,2009-07-01,14,14
TIPUANI,atenciones odontologicas,restauraciones,2009-07-01,22,22
TIQUIPAYA,atenciones odontologicas,restauraciones,2009-07-01,1202,1202
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2009-07-01,487,487
TOCO,atenciones odontologicas,restauraciones,2009-07-01,172,172
TOLATA,atenciones odontologicas,restauraciones,2009-07-01,198,198
TOLEDO,atenciones odontologicas,restauraciones,2009-07-01,93,93
TOMAVE,atenciones odontologicas,restauraciones,2009-07-01,89,89
TOMINA,atenciones odontologicas,restauraciones,2009-07-01,132,132
TORO TORO,atenciones odontologicas,restauraciones,2009-07-01,27,27
TOTORA(CBBA),atenciones odontologicas,restauraciones,2009-07-01,117,117
TOTORA(ORR),atenciones odontologicas,restauraciones,2009-07-01,6,6
TRIGAL,atenciones odontologicas,restauraciones,2009-07-01,27,27
TRINIDAD,atenciones odontologicas,restauraciones,2009-07-01,843,843
TUPIZA,atenciones odontologicas,restauraciones,2009-07-01,121,121
TURCO,atenciones odontologicas,restauraciones,2009-07-01,64,64
UMALA,atenciones odontologicas,restauraciones,2009-07-01,6,6
UNCIA,atenciones odontologicas,restauraciones,2009-07-01,122,122
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-07-01,312,312
URUBICHA,atenciones odontologicas,restauraciones,2009-07-01,9,9
UYUNI,atenciones odontologicas,restauraciones,2009-07-01,65,65
VACAS,atenciones odontologicas,restauraciones,2009-07-01,45,45
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-07-01,301,301
VIACHA,atenciones odontologicas,restauraciones,2009-07-01,130,130
VILLA MONTES,atenciones odontologicas,restauraciones,2009-07-01,516,516
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-07-01,15,15
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-07-01,26,26
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-07-01,78,78
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-07-01,651,651
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-07-01,85,85
VILLAZON,atenciones odontologicas,restauraciones,2009-07-01,153,153
VINTO,atenciones odontologicas,restauraciones,2009-07-01,77,77
VITICHI,atenciones odontologicas,restauraciones,2009-07-01,10,10
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2009-07-01,12,12
WARNES,atenciones odontologicas,restauraciones,2009-07-01,683,683
YACO,atenciones odontologicas,restauraciones,2009-07-01,43,43
YACUIBA,atenciones odontologicas,restauraciones,2009-07-01,1726,1726
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-07-01,25,25
YANACACHI,atenciones odontologicas,restauraciones,2009-07-01,18,18
YAPACANI,atenciones odontologicas,restauraciones,2009-07-01,176,176
YOCALLA,atenciones odontologicas,restauraciones,2009-07-01,26,26
YOTALA,atenciones odontologicas,restauraciones,2009-07-01,89,89
YUNCHARA,atenciones odontologicas,restauraciones,2009-07-01,48,48
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-07-01,49,49
ACACIO,atenciones odontologicas,restauraciones,2009-08-01,14,14
ACHACACHI,atenciones odontologicas,restauraciones,2009-08-01,141,141
ACHOCALLA,atenciones odontologicas,restauraciones,2009-08-01,20,20
AIQUILE,atenciones odontologicas,restauraciones,2009-08-01,111,111
ALALAY,atenciones odontologicas,restauraciones,2009-08-01,10,10
ALCALA,atenciones odontologicas,restauraciones,2009-08-01,9,9
ANCORAIMES,atenciones odontologicas,restauraciones,2009-08-01,46,46
ANDAMARCA,atenciones odontologicas,restauraciones,2009-08-01,46,46
ANZALDO,atenciones odontologicas,restauraciones,2009-08-01,48,48
APOLO,atenciones odontologicas,restauraciones,2009-08-01,61,61
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-08-01,29,29
ARANI,atenciones odontologicas,restauraciones,2009-08-01,50,50
ARBIETO,atenciones odontologicas,restauraciones,2009-08-01,49,49
ARQUE,atenciones odontologicas,restauraciones,2009-08-01,45,45
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-08-01,37,37
AUCAPATA,atenciones odontologicas,restauraciones,2009-08-01,20,20
AYATA,atenciones odontologicas,restauraciones,2009-08-01,15,15
AYO AYO,atenciones odontologicas,restauraciones,2009-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-08-01,89,89
AZURDUY,atenciones odontologicas,restauraciones,2009-08-01,41,41
BATALLAS,atenciones odontologicas,restauraciones,2009-08-01,41,41
BAURES,atenciones odontologicas,restauraciones,2009-08-01,62,62
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-08-01,11,11
BELLA FLOR,atenciones odontologicas,restauraciones,2009-08-01,8,8
BERMEJO,atenciones odontologicas,restauraciones,2009-08-01,595,595
BETANZOS,atenciones odontologicas,restauraciones,2009-08-01,41,41
BOLIVAR,atenciones odontologicas,restauraciones,2009-08-01,14,14
BOYUIBE,atenciones odontologicas,restauraciones,2009-08-01,40,40
BUENA VISTA,atenciones odontologicas,restauraciones,2009-08-01,27,27
CABEZAS,atenciones odontologicas,restauraciones,2009-08-01,51,51
CAIROMA,atenciones odontologicas,restauraciones,2009-08-01,11,11
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-08-01,25,25
CAJUATA,atenciones odontologicas,restauraciones,2009-08-01,25,25
CALACOTO,atenciones odontologicas,restauraciones,2009-08-01,57,57
CALAMARCA,atenciones odontologicas,restauraciones,2009-08-01,63,63
CAMARGO,atenciones odontologicas,restauraciones,2009-08-01,146,146
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-08-01,29,29
CAMIRI,atenciones odontologicas,restauraciones,2009-08-01,472,472
CAPINOTA,atenciones odontologicas,restauraciones,2009-08-01,92,92
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-08-01,12,12
CARACOLLO,atenciones odontologicas,restauraciones,2009-08-01,76,76
CARANAVI,atenciones odontologicas,restauraciones,2009-08-01,89,89
CARAPARI,atenciones odontologicas,restauraciones,2009-08-01,155,155
CARIPUYO,atenciones odontologicas,restauraciones,2009-08-01,86,86
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-08-01,64,64
CATACORA,atenciones odontologicas,restauraciones,2009-08-01,43,43
CHALLAPATA,atenciones odontologicas,restauraciones,2009-08-01,117,117
CHARAGUA,atenciones odontologicas,restauraciones,2009-08-01,76,76
CHARAÑA,atenciones odontologicas,restauraciones,2009-08-01,27,27
CHAYANTA,atenciones odontologicas,restauraciones,2009-08-01,38,38
CHIMORE,atenciones odontologicas,restauraciones,2009-08-01,128,128
CHOQUE COTA,atenciones odontologicas,restauraciones,2009-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-08-01,123,123
CHUMA,atenciones odontologicas,restauraciones,2009-08-01,46,46
CLIZA,atenciones odontologicas,restauraciones,2009-08-01,136,136
COBIJA,atenciones odontologicas,restauraciones,2009-08-01,267,267
COCHABAMBA,atenciones odontologicas,restauraciones,2009-08-01,11927,11927
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-08-01,419,419
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-08-01,27,27
COLLANA,atenciones odontologicas,restauraciones,2009-08-01,24,24
COLOMI,atenciones odontologicas,restauraciones,2009-08-01,49,49
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-08-01,73,73
COLQUECHACA,atenciones odontologicas,restauraciones,2009-08-01,20,20
COLQUIRI,atenciones odontologicas,restauraciones,2009-08-01,71,71
COMANCHE,atenciones odontologicas,restauraciones,2009-08-01,34,34
COMARAPA,atenciones odontologicas,restauraciones,2009-08-01,390,390
CONCEPCION,atenciones odontologicas,restauraciones,2009-08-01,5,5
COPACABANA,atenciones odontologicas,restauraciones,2009-08-01,89,89
CORIPATA,atenciones odontologicas,restauraciones,2009-08-01,58,58
CORO CORO,atenciones odontologicas,restauraciones,2009-08-01,5,5
COROICO,atenciones odontologicas,restauraciones,2009-08-01,178,178
CORQUE,atenciones odontologicas,restauraciones,2009-08-01,44,44
COTAGAITA,atenciones odontologicas,restauraciones,2009-08-01,44,44
COTOCA,atenciones odontologicas,restauraciones,2009-08-01,106,106
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-08-01,148,148
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-08-01,7,7
CUEVO,atenciones odontologicas,restauraciones,2009-08-01,26,26
CULPINA,atenciones odontologicas,restauraciones,2009-08-01,29,29
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-08-01,44,44
CURVA,atenciones odontologicas,restauraciones,2009-08-01,30,30
DESAGUADERO,atenciones odontologicas,restauraciones,2009-08-01,27,27
EL ALTO,atenciones odontologicas,restauraciones,2009-08-01,4451,4451
EL CHORO,atenciones odontologicas,restauraciones,2009-08-01,44,44
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-08-01,9,9
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-08-01,148,148
EL TORNO,atenciones odontologicas,restauraciones,2009-08-01,108,108
EL VILLAR,atenciones odontologicas,restauraciones,2009-08-01,23,23
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-08-01,51,51
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-08-01,205,205
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-08-01,70,70
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-08-01,56,56
FILADELFIA,atenciones odontologicas,restauraciones,2009-08-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-08-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-08-01,50,50
GUANAY,atenciones odontologicas,restauraciones,2009-08-01,83,83
GUAQUI,atenciones odontologicas,restauraciones,2009-08-01,41,41
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-08-01,190,190
GUTIERREZ,atenciones odontologicas,restauraciones,2009-08-01,103,103
HUACARETA,atenciones odontologicas,restauraciones,2009-08-01,35,35
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2009-08-01,3,3
HUACHACALLA,atenciones odontologicas,restauraciones,2009-08-01,18,18
HUANUNI,atenciones odontologicas,restauraciones,2009-08-01,45,45
HUARACAJE,atenciones odontologicas,restauraciones,2009-08-01,32,32
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-08-01,35,35
ICLA,atenciones odontologicas,restauraciones,2009-08-01,26,26
INCAHUASI,atenciones odontologicas,restauraciones,2009-08-01,47,47
INGAVI (HUMAITA),atenciones odontologicas,restauraciones,2009-08-01,20,20
INQUISIVI,atenciones odontologicas,restauraciones,2009-08-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-08-01,62,62
IXIAMAS,atenciones odontologicas,restauraciones,2009-08-01,13,13
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-08-01,57,57
LA ASUNTA,atenciones odontologicas,restauraciones,2009-08-01,77,77
LA GUARDIA,atenciones odontologicas,restauraciones,2009-08-01,269,269
LA PAZ,atenciones odontologicas,restauraciones,2009-08-01,8638,8638
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-08-01,39,39
LAJA,atenciones odontologicas,restauraciones,2009-08-01,26,26
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-08-01,20,20
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-08-01,2,2
LLALLAGUA,atenciones odontologicas,restauraciones,2009-08-01,261,261
LLICA,atenciones odontologicas,restauraciones,2009-08-01,11,11
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-08-01,71,71
MACHARETI,atenciones odontologicas,restauraciones,2009-08-01,132,132
MAGDALENA,atenciones odontologicas,restauraciones,2009-08-01,98,98
MAIRANA,atenciones odontologicas,restauraciones,2009-08-01,15,15
MAPIRI,atenciones odontologicas,restauraciones,2009-08-01,97,97
MECAPACA,atenciones odontologicas,restauraciones,2009-08-01,8,8
MINEROS,atenciones odontologicas,restauraciones,2009-08-01,105,105
MIZQUE,atenciones odontologicas,restauraciones,2009-08-01,162,162
MOCOMOCO,atenciones odontologicas,restauraciones,2009-08-01,15,15
MOJOCOYA,atenciones odontologicas,restauraciones,2009-08-01,16,16
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-08-01,223,223
MONTERO,atenciones odontologicas,restauraciones,2009-08-01,448,448
MORO MORO,atenciones odontologicas,restauraciones,2009-08-01,24,24
