municipality,group,variable,month,Restauraciones,TOTAL
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-11-01,5,5
LAJA,atenciones odontologicas,restauraciones,2009-11-01,43,43
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-11-01,26,26
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-11-01,27,27
LLALLAGUA,atenciones odontologicas,restauraciones,2009-11-01,259,259
LLICA,atenciones odontologicas,restauraciones,2009-11-01,18,18
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-11-01,55,55
MACHARETI,atenciones odontologicas,restauraciones,2009-11-01,36,36
MAGDALENA,atenciones odontologicas,restauraciones,2009-11-01,112,112
MAIRANA,atenciones odontologicas,restauraciones,2009-11-01,62,62
MAPIRI,atenciones odontologicas,restauraciones,2009-11-01,105,105
MECAPACA,atenciones odontologicas,restauraciones,2009-11-01,25,25
MINEROS,atenciones odontologicas,restauraciones,2009-11-01,91,91
MIZQUE,atenciones odontologicas,restauraciones,2009-11-01,105,105
MOCOMOCO,atenciones odontologicas,restauraciones,2009-11-01,53,53
MOJOCOYA,atenciones odontologicas,restauraciones,2009-11-01,50,50
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-11-01,234,234
MONTERO,atenciones odontologicas,restauraciones,2009-11-01,363,363
MORO MORO,atenciones odontologicas,restauraciones,2009-11-01,6,6
MOROCHATA,atenciones odontologicas,restauraciones,2009-11-01,91,91
OCURI,atenciones odontologicas,restauraciones,2009-11-01,47,47
OKINAWA,atenciones odontologicas,restauraciones,2009-11-01,36,36
OMEREQUE,atenciones odontologicas,restauraciones,2009-11-01,35,35
ORURO,atenciones odontologicas,restauraciones,2009-11-01,2119,2119
PADCAYA,atenciones odontologicas,restauraciones,2009-11-01,172,172
PADILLA,atenciones odontologicas,restauraciones,2009-11-01,461,461
PAILON,atenciones odontologicas,restauraciones,2009-11-01,123,123
PALCA,atenciones odontologicas,restauraciones,2009-11-01,30,30
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-11-01,13,13
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-11-01,18,18
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-11-01,30,30
PAPEL PAMPA,atenciones odontologicas,restauraciones,2009-11-01,34,34
PASORAPA,atenciones odontologicas,restauraciones,2009-11-01,42,42
PATACAMAYA,atenciones odontologicas,restauraciones,2009-11-01,78,78
PAZÑA,atenciones odontologicas,restauraciones,2009-11-01,32,32
PELECHUCO,atenciones odontologicas,restauraciones,2009-11-01,8,8
POCOATA,atenciones odontologicas,restauraciones,2009-11-01,95,95
POCONA,atenciones odontologicas,restauraciones,2009-11-01,57,57
POJO (CBBA),atenciones odontologicas,restauraciones,2009-11-01,90,90
POOPO,atenciones odontologicas,restauraciones,2009-11-01,54,54
PORCO,atenciones odontologicas,restauraciones,2009-11-01,15,15
POROMA,atenciones odontologicas,restauraciones,2009-11-01,31,31
PORTACHUELO,atenciones odontologicas,restauraciones,2009-11-01,243,243
PORVENIR,atenciones odontologicas,restauraciones,2009-11-01,84,84
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-11-01,42,42
POTOSI,atenciones odontologicas,restauraciones,2009-11-01,1294,1294
PRESTO,atenciones odontologicas,restauraciones,2009-11-01,15,15
PUCARA,atenciones odontologicas,restauraciones,2009-11-01,14,14
PUCARANI,atenciones odontologicas,restauraciones,2009-11-01,122,122
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-11-01,137,137
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-11-01,32,32
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-11-01,16,16
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-11-01,101,101
PUERTO RICO,atenciones odontologicas,restauraciones,2009-11-01,36,36
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-11-01,209,209
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-11-01,332,332
PUNA,atenciones odontologicas,restauraciones,2009-11-01,111,111
PUNATA,atenciones odontologicas,restauraciones,2009-11-01,270,270
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-11-01,538,538
QUIME,atenciones odontologicas,restauraciones,2009-11-01,68,68
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-11-01,20,20
RAVELO,atenciones odontologicas,restauraciones,2009-11-01,8,8
RIBERALTA,atenciones odontologicas,restauraciones,2009-11-01,164,164
ROBORE,atenciones odontologicas,restauraciones,2009-11-01,63,63
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-11-01,31,31
SABAYA,atenciones odontologicas,restauraciones,2009-11-01,1,1
SACABA,atenciones odontologicas,restauraciones,2009-11-01,1960,1960
SACABAMBA,atenciones odontologicas,restauraciones,2009-11-01,25,25
SACACA,atenciones odontologicas,restauraciones,2009-11-01,106,106
SAIPINA,atenciones odontologicas,restauraciones,2009-11-01,96,96
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-11-01,60,60
SAMAIPATA,atenciones odontologicas,restauraciones,2009-11-01,109,109
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-11-01,3,3
SAN ANDRES,atenciones odontologicas,restauraciones,2009-11-01,11,11
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-11-01,145,145
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-11-01,36,36
SAN BENITO,atenciones odontologicas,restauraciones,2009-11-01,254,254
SAN BORJA,atenciones odontologicas,restauraciones,2009-11-01,96,96
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-11-01,26,26
SAN CARLOS,atenciones odontologicas,restauraciones,2009-11-01,71,71
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-11-01,212,212
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-11-01,164,164
SAN JOAQUIN,atenciones odontologicas,restauraciones,2009-11-01,3,3
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2009-11-01,148,148
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-11-01,39,39
SAN JULIAN,atenciones odontologicas,restauraciones,2009-11-01,10,10
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2009-11-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-11-01,460,460
SAN LUCAS,atenciones odontologicas,restauraciones,2009-11-01,58,58
SAN MATIAS,atenciones odontologicas,restauraciones,2009-11-01,41,41
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-11-01,142,142
SAN PEDRO,atenciones odontologicas,restauraciones,2009-11-01,42,42
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-11-01,39,39
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2009-11-01,18,18
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-11-01,29,29
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-11-01,34,34
SAN RAMON,atenciones odontologicas,restauraciones,2009-11-01,32,32
SAN RAMON,atenciones odontologicas,restauraciones,2009-11-01,28,28
SANTA ANA,atenciones odontologicas,restauraciones,2009-11-01,390,390
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-11-01,6684,6684
SANTA ROSA,atenciones odontologicas,restauraciones,2009-11-01,28,28
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-11-01,132,132
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-11-01,72,72
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2009-11-01,35,35
SANTIVAÑES,atenciones odontologicas,restauraciones,2009-11-01,34,34
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-11-01,26,26
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-11-01,143,143
SENA,atenciones odontologicas,restauraciones,2009-11-01,12,12
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-11-01,30,30
SICAYA,atenciones odontologicas,restauraciones,2009-11-01,6,6
SIPE SIPE,atenciones odontologicas,restauraciones,2009-11-01,432,432
SOPACHUY,atenciones odontologicas,restauraciones,2009-11-01,53,53
SORACACHI,atenciones odontologicas,restauraciones,2009-11-01,20,20
SORATA,atenciones odontologicas,restauraciones,2009-11-01,37,37
SUCRE,atenciones odontologicas,restauraciones,2009-11-01,3189,3189
TACACOMA,atenciones odontologicas,restauraciones,2009-11-01,46,46
TACOPAYA,atenciones odontologicas,restauraciones,2009-11-01,2,2
TAHUA,atenciones odontologicas,restauraciones,2009-11-01,11,11
TAPACARI,atenciones odontologicas,restauraciones,2009-11-01,30,30
TARABUCO,atenciones odontologicas,restauraciones,2009-11-01,135,135
TARATA,atenciones odontologicas,restauraciones,2009-11-01,27,27
TARIJA,atenciones odontologicas,restauraciones,2009-11-01,3174,3174
TARVITA,atenciones odontologicas,restauraciones,2009-11-01,114,114
TEOPONTE,atenciones odontologicas,restauraciones,2009-11-01,48,48
TIAWANACU,atenciones odontologicas,restauraciones,2009-11-01,32,32
TINGUIPAYA,atenciones odontologicas,restauraciones,2009-11-01,9,9
TIPUANI,atenciones odontologicas,restauraciones,2009-11-01,32,32
TIQUIPAYA,atenciones odontologicas,restauraciones,2009-11-01,749,749
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2009-11-01,876,876
TOCO,atenciones odontologicas,restauraciones,2009-11-01,87,87
TOLATA,atenciones odontologicas,restauraciones,2009-11-01,143,143
TOLEDO,atenciones odontologicas,restauraciones,2009-11-01,69,69
TOMAVE,atenciones odontologicas,restauraciones,2009-11-01,26,26
TOMINA,atenciones odontologicas,restauraciones,2009-11-01,233,233
TORO TORO,atenciones odontologicas,restauraciones,2009-11-01,45,45
TOTORA(CBBA),atenciones odontologicas,restauraciones,2009-11-01,74,74
TOTORA(ORR),atenciones odontologicas,restauraciones,2009-11-01,6,6
TRIGAL,atenciones odontologicas,restauraciones,2009-11-01,19,19
TRINIDAD,atenciones odontologicas,restauraciones,2009-11-01,575,575
TUPIZA,atenciones odontologicas,restauraciones,2009-11-01,137,137
TURCO,atenciones odontologicas,restauraciones,2009-11-01,78,78
UMALA,atenciones odontologicas,restauraciones,2009-11-01,5,5
UNCIA,atenciones odontologicas,restauraciones,2009-11-01,32,32
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-11-01,189,189
URUBICHA,atenciones odontologicas,restauraciones,2009-11-01,13,13
UYUNI,atenciones odontologicas,restauraciones,2009-11-01,54,54
VACAS,atenciones odontologicas,restauraciones,2009-11-01,53,53
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-11-01,249,249
VIACHA,atenciones odontologicas,restauraciones,2009-11-01,136,136
VILA VILA,atenciones odontologicas,restauraciones,2009-11-01,30,30
VILLA MONTES,atenciones odontologicas,restauraciones,2009-11-01,328,328
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-11-01,49,49
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-11-01,15,15
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-11-01,48,48
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-11-01,637,637
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-11-01,99,99
VILLAZON,atenciones odontologicas,restauraciones,2009-11-01,139,139
VINTO,atenciones odontologicas,restauraciones,2009-11-01,103,103
VITICHI,atenciones odontologicas,restauraciones,2009-11-01,6,6
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2009-11-01,21,21
WARNES,atenciones odontologicas,restauraciones,2009-11-01,438,438
YACO,atenciones odontologicas,restauraciones,2009-11-01,10,10
YACUIBA,atenciones odontologicas,restauraciones,2009-11-01,1236,1236
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-11-01,17,17
YANACACHI,atenciones odontologicas,restauraciones,2009-11-01,29,29
YAPACANI,atenciones odontologicas,restauraciones,2009-11-01,305,305
YOCALLA,atenciones odontologicas,restauraciones,2009-11-01,29,29
YOTALA,atenciones odontologicas,restauraciones,2009-11-01,91,91
YUNCHARA,atenciones odontologicas,restauraciones,2009-11-01,151,151
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-11-01,48,48
ACHACACHI,atenciones odontologicas,restauraciones,2009-12-01,222,222
ACHOCALLA,atenciones odontologicas,restauraciones,2009-12-01,19,19
AIQUILE,atenciones odontologicas,restauraciones,2009-12-01,33,33
ALALAY,atenciones odontologicas,restauraciones,2009-12-01,22,22
ALCALA,atenciones odontologicas,restauraciones,2009-12-01,62,62
ANCORAIMES,atenciones odontologicas,restauraciones,2009-12-01,55,55
ANDAMARCA,atenciones odontologicas,restauraciones,2009-12-01,12,12
ANTEQUERA,atenciones odontologicas,restauraciones,2009-12-01,20,20
ANZALDO,atenciones odontologicas,restauraciones,2009-12-01,33,33
APOLO,atenciones odontologicas,restauraciones,2009-12-01,78,78
ARANI,atenciones odontologicas,restauraciones,2009-12-01,98,98
ARBIETO,atenciones odontologicas,restauraciones,2009-12-01,33,33
ARQUE,atenciones odontologicas,restauraciones,2009-12-01,58,58
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-12-01,32,32
ATOCHA,atenciones odontologicas,restauraciones,2009-12-01,7,7
AYATA,atenciones odontologicas,restauraciones,2009-12-01,27,27
AYO AYO,atenciones odontologicas,restauraciones,2009-12-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-12-01,81,81
AZURDUY,atenciones odontologicas,restauraciones,2009-12-01,18,18
BATALLAS,atenciones odontologicas,restauraciones,2009-12-01,60,60
BAURES,atenciones odontologicas,restauraciones,2009-12-01,54,54
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-12-01,10,10
BELLA FLOR,atenciones odontologicas,restauraciones,2009-12-01,13,13
BERMEJO,atenciones odontologicas,restauraciones,2009-12-01,481,481
BETANZOS,atenciones odontologicas,restauraciones,2009-12-01,55,55
BOLIVAR,atenciones odontologicas,restauraciones,2009-12-01,34,34
BOYUIBE,atenciones odontologicas,restauraciones,2009-12-01,13,13
CABEZAS,atenciones odontologicas,restauraciones,2009-12-01,38,38
CAIROMA,atenciones odontologicas,restauraciones,2009-12-01,34,34
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-12-01,23,23
CAJUATA,atenciones odontologicas,restauraciones,2009-12-01,5,5
CALACOTO,atenciones odontologicas,restauraciones,2009-12-01,125,125
CALAMARCA,atenciones odontologicas,restauraciones,2009-12-01,88,88
CAMARGO,atenciones odontologicas,restauraciones,2009-12-01,105,105
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-12-01,15,15
CAMIRI,atenciones odontologicas,restauraciones,2009-12-01,367,367
CAPINOTA,atenciones odontologicas,restauraciones,2009-12-01,20,20
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-12-01,13,13
CARACOLLO,atenciones odontologicas,restauraciones,2009-12-01,86,86
CARANAVI,atenciones odontologicas,restauraciones,2009-12-01,24,24
CARAPARI,atenciones odontologicas,restauraciones,2009-12-01,97,97
CARIPUYO,atenciones odontologicas,restauraciones,2009-12-01,40,40
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-12-01,47,47
CATACORA,atenciones odontologicas,restauraciones,2009-12-01,7,7
CHALLAPATA,atenciones odontologicas,restauraciones,2009-12-01,72,72
CHAQUI,atenciones odontologicas,restauraciones,2009-12-01,2,2
CHARAGUA,atenciones odontologicas,restauraciones,2009-12-01,157,157
CHARAÑA,atenciones odontologicas,restauraciones,2009-12-01,56,56
CHAYANTA,atenciones odontologicas,restauraciones,2009-12-01,81,81
CHIMORE,atenciones odontologicas,restauraciones,2009-12-01,68,68
CHOQUE COTA,atenciones odontologicas,restauraciones,2009-12-01,24,24
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-12-01,90,90
CHUMA,atenciones odontologicas,restauraciones,2009-12-01,45,45
CLIZA,atenciones odontologicas,restauraciones,2009-12-01,166,166
COBIJA,atenciones odontologicas,restauraciones,2009-12-01,186,186
COCHABAMBA,atenciones odontologicas,restauraciones,2009-12-01,8599,8599
COIPASA,atenciones odontologicas,restauraciones,2009-12-01,2,2
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-12-01,437,437
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-12-01,21,21
COLLANA,atenciones odontologicas,restauraciones,2009-12-01,7,7
COLOMI,atenciones odontologicas,restauraciones,2009-12-01,27,27
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-12-01,58,58
COLQUECHACA,atenciones odontologicas,restauraciones,2009-12-01,7,7
COLQUENCHA,atenciones odontologicas,restauraciones,2009-12-01,50,50
COLQUIRI,atenciones odontologicas,restauraciones,2009-12-01,13,13
COMANCHE,atenciones odontologicas,restauraciones,2009-12-01,31,31
COMARAPA,atenciones odontologicas,restauraciones,2009-12-01,181,181
COPACABANA,atenciones odontologicas,restauraciones,2009-12-01,30,30
CORIPATA,atenciones odontologicas,restauraciones,2009-12-01,22,22
CORO CORO,atenciones odontologicas,restauraciones,2009-12-01,11,11
COROICO,atenciones odontologicas,restauraciones,2009-12-01,230,230
CORQUE,atenciones odontologicas,restauraciones,2009-12-01,41,41
COTAGAITA,atenciones odontologicas,restauraciones,2009-12-01,57,57
COTOCA,atenciones odontologicas,restauraciones,2009-12-01,79,79
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-12-01,94,94
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-12-01,2,2
CUEVO,atenciones odontologicas,restauraciones,2009-12-01,11,11
CULPINA,atenciones odontologicas,restauraciones,2009-12-01,28,28
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-12-01,34,34
CURVA,atenciones odontologicas,restauraciones,2009-12-01,15,15
DESAGUADERO,atenciones odontologicas,restauraciones,2009-12-01,14,14
EL ALTO,atenciones odontologicas,restauraciones,2009-12-01,4933,4933
EL CHORO,atenciones odontologicas,restauraciones,2009-12-01,22,22
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-12-01,16,16
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-12-01,124,124
EL TORNO,atenciones odontologicas,restauraciones,2009-12-01,90,90
EL VILLAR,atenciones odontologicas,restauraciones,2009-12-01,73,73
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-12-01,134,134
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-12-01,45,45
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-12-01,26,26
EXALTACION,atenciones odontologicas,restauraciones,2009-12-01,72,72
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-12-01,62,62
FILADELFIA,atenciones odontologicas,restauraciones,2009-12-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-12-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-12-01,62,62
GUANAY,atenciones odontologicas,restauraciones,2009-12-01,8,8
GUAQUI,atenciones odontologicas,restauraciones,2009-12-01,30,30
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-12-01,354,354
GUTIERREZ,atenciones odontologicas,restauraciones,2009-12-01,92,92
HUACARETA,atenciones odontologicas,restauraciones,2009-12-01,62,62
HUACHACALLA,atenciones odontologicas,restauraciones,2009-12-01,19,19
