,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COLQUIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,29,29
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,29,29
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,44,44
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,22,22
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,58,58
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,42,42
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,43,43
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1806,1806
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,34,34
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,12,12
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,130,130
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,15,15
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,23,23
ENTRE RIOS CBBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,67,67
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,11,11
EUCALIPTUS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,14,14
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
GENERAL SAAVEDRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,28,28
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
GUANAY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,16,16
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,241,241
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,24,24
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,16,16
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,11,11
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1,1
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,78,78
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,25,25
INQUISIVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,20,20
LA ASUNTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,43,43
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,138,138
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1589,1589
LAGUNILLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,8,8
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,174,174
MACHACAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,18,18
MAIRANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,23,23
MAPIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,2,2
MECAPACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,63,63
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,51,51
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,8,8
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,56,56
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,326,326
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,13,13
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,2,2
OMEREQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1,1
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1097,1097
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,91,91
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,48,48
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,21,21
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,13,13
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
POOPO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,7,7
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1,1
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
POSTRER VALLE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,2,2
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,151,151
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,10,10
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,23,23
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,39,39
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,44,44
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,216,216
PUNA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,30,30
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,407,407
QUILLACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,11,11
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,12,12
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,329,329
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1,1
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,30,30
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,293,293
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,16,16
SAN ANDRES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
SAN ANTONIO DE LOMERIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,7,7
SAN BENITO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,20,20
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,61,61
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,16,16
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,77,77
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,45,45
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,76,76
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,21,21
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,55,55
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,12,12
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,38,38
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,73,73
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,8,8
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,22,22
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,14,14
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1298,1298
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,22,22
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,32,32
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,18,18
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,36,36
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,16,16
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,781,781
TACACOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,37,37
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,18,18
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,294,294
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,36,36
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,14,14
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,13,13
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,5,5
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,10,10
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,1,1
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,19,19
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,29,29
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,17,17
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,2,2
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,24,24
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,46,46
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,48,48
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,32,32
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,86,86
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,8,8
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,308,308
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,24,24
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,48,48
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,65,65
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,165,165
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,13,13
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,139,139
YOCALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,2,2
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,11,11
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,4,4
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,19,19
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,59,59
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,22,22
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,92,92
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,21,21
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,86,86
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,42,42
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,2,2
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,17,17
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,34,34
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,59,59
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,200,200
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,36,36
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,79,79
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,26,26
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,9,9
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,96,96
CHARAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,18,18
CHIMORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,50,50
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,38,38
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,358,358
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1057,1057
COIPASA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1,1
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
COLQUIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,50,50
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,22,22
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,60,60
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,2,2
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,22,22
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,48,48
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,46,46
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,9,9
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,50,50
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1822,1822
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,39,39
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,141,141
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,4,4
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,32,32
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,22,22
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,23,23
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,25,25
GENERAL SAAVEDRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,10,10
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,258,258
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,34,34
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1,1
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,7,7
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,78,78
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,27,27
INQUISIVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,12,12
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,119,119
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1795,1795
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,4,4
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,126,126
MACHACAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,3,3
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,65,65
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,57,57
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,72,72
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,308,308
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
OMEREQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1,1
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,986,986
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,17,17
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,19,19
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,75,75
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,34,34
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,24,24
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
POOPO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,19,19
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,47,47
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,24,24
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,78,78
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,3,3
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,42,42
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,6,6
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,45,45
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,249,249
PUNA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,26,26
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,127,127
QUILLACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,4,4
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,18,18
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,490,490
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,62,62
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,342,342
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,17,17
SAN ANTONIO DE LOMERIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
SAN BUENA VENTURA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1,1
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,69,69
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,13,13
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,114,114
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,42,42
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,82,82
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,87,87
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,4,4
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,22,22
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,92,92
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,28,28
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,28,28
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,49,49
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,31,31
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,45,45
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,1440,1440
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,33,33
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,25,25
SICA SICA (VILLA AROMA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,43,43
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,10,10
SORATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,16,16
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,860,860
TACOPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,2,2
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,45,45
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,18,18
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,351,351
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,9,9
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,20,20
