municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,1,7
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,6,8
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,6,20
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,9,17
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,20,20,27,47
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,5,6
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,162,162,115,277
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,7,16
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,15,15,10,25
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,47,47,47,94
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,304,304,357,661
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,0,2
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,2,6
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,15,26
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,15,24
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,0,2
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,86,86,52,138
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,15,15,18,33
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,12,21
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,26,51
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,700,700,624,1324
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,15,37
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,14,23
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,17,29
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,37,37,27,64
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,14,26
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,174,174,141,315
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,132,132,105,237
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,5,6
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,9,31
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,20,45
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,11,18
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,10,26
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,15,26
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,12,20
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,52,52,38,90
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,11,23
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,0,0,2,2
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,455,455,446,901
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,39,39,33,72
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,1,6
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,7,16
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,33,33,28,61
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,5,19
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,13,13,13,26
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,31,31,28,59
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,8,15
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,31,31,18,49
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,69,69,80,149
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,6,7
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,32,32,28,60
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,12,18
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,8,13
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,12,17
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,328,328,299,627
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,9,13
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,43,43,36,79
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,79,79,65,144
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,7,17
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,1,2
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,194,194,139,333
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,11,18
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,89,89,100,189
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,8,18
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,8,18
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,34,34,45,79
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,3,11
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,4,9
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,5,8
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,6,14
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,5,5,4,9
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,68,68,56,124
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,11,24
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,58,58,47,105
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,5,7
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,17,17,14,31
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,1,1,0,1
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,3,3,5,8
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,32,32,34,66
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,25,25,30,55
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,7,11
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,11,11,10,21
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,20,20,14,34
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,9,9,22,31
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,7,20
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,12,25
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,19,19,26,45
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,7,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,58,58,71,129
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,9,22
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,16,16,22,38
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,1,3
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,3,3,2,5
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,0,0,3,3
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,8,8,10,18
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,42,42,31,73
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,57,57,46,103
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,12,12,14,26
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,18,18,7,25
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,4,6
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,19,19,10,29
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,12,12,10,22
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,12,12,9,21
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,15,15,11,26
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,7,7,6,13
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,1,1,4,5
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,11,11,12,23
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,25,25,24,49
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,2,6
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,88,88,64,152
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,43,43,48,91
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,8,8,9,17
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,19,19,20,39
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,136,136,89,225
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,3,5
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,11,11,10,21
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,9,9,5,14
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,29,29,24,53
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,0,0,2,2
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,32,32,36,68
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,7,11
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,14,14,20,34
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,3,3,7,10
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,7,20
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,35,35,37,72
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,0,0,1,1
CHOQUE COTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,16,16,20,36
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,20,20,15,35
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,29,29,31,60
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,45,45,43,88
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,1530,1530,1480,3010
COIPASA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,0,0,1,1
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,257,257,243,500
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,7,7,11,18
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,2,4
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,126,126,99,225
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,5,5,8,13
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,42,42,46,88
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,11,11,11,22
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,12,12,18,30
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,1,5
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,27,27,20,47
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,1,1,4,5
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,26,26,21,47
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,20,20,13,33
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,28,28,24,52
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,10,10,18,28
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,23,23,26,49
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,7,11
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,17,17,27,44
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,41,41,32,73
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,30,30,23,53
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,4,4,1,5
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,2,4
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,18,18,18,36
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,8,8,9,17
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,8,10
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,13,13,11,24
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2177,2177,1976,4153
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,2,2,4,6
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,6,6,5,11
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,3,3,7,10
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,54,54,41,95
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,5,5,7,12
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,23,23,19,42
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,170,170,139,309
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,5,5,4,9
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,1,1,3,4
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,5,5,5,10
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-11-01,18,18,14,32
