municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,42,42,28,70
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,4,4,9,13
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,8,8,6,14
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,51,51,57,108
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,9,9,5,14
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,14,14,10,24
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,9,9,8,17
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-05-01,6,6,10,16
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,6,14
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,80,80,72,152
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,11,22
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,45,45,29,74
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,0,1
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,0,3
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,15,24
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,3,3
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,3,4
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,23,23,17,40
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,13,28
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,11,20
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,33,33,24,57
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,17,17,17,34
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,12,24
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,69,69,70,139
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,3,7
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,17,17,21,38
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,13,13,15,28
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,81,81,89,170
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,21,36
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,22,22,21,43
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,4,14
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,2,3
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,16,32
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,7,18
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,35,35,47,82
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,15,22
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,14,29
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,9,19
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,10,19
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,7,17
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,8,13
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,2,5
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,13,24
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,14,32
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,2,6
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,67,67,59,126
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,17,17,19,36
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,5,12
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,35,35,19,54
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,105,105,96,201
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,4,4
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,11,17
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,4,15
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,20,20,16,36
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,37,37,41,78
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,14,21
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,45,45,42,87
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,2,5
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,20,20,19,39
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,22,22,28,50
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,10,26
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,7,11
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,37,37,46,83
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,47,47,45,92
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1462,1462,1300,2762
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,308,308,259,567
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,13,25
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,1,3
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,130,130,118,248
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,10,20
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,75,75,66,141
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,3,8
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,29,29,17,46
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,17,17,18,35
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,2,2
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,22,22,18,40
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,14,29
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,25,25,30,55
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,9,15
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,53,53,44,97
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,5,8
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,30,30,31,61
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,60,60,45,105
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,45,45,64,109
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,1,4
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,2,2
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,28,28,23,51
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,1,3
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,2,2
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,8,17
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2276,2276,2253,4529
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,43,43,43,86
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,10,10,6,16
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,37,37,32,69
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,3,3
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,140,140,139,279
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,14,26
ESCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,2,2
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,3,6
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,5,7
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,2,6
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,20,20,16,36
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,8,14
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,65,65,50,115
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,10,18
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,32,32,20,52
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,2,8
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,77,77,73,150
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,14,14,11,25
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,7,16
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,3,9
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,1,4
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,24,24,26,50
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,3,7
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,3,12
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,11,20
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,13,28
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,25,25,27,52
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,4,7
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,34,34,28,62
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,26,26,19,45
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,8,20
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,11,19
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,38,38,30,68
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,100,100,81,181
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1347,1347,1195,2542
LA RIVERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,0,1
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,4,5
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,30,48
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,3,8
LICOMA PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,112,112,84,196
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,3,11
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,11,23
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,4,7
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,2,7
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,5,13
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,10,21
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,8,19
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,1,2
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,16,16,6,22
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,14,14,9,23
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,31,31,31,62
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,39,39,32,71
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,19,19,13,32
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,7,11
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,17,35
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,151,151,143,294
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,2,5
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,80,80,78,158
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,2,4
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,1,3
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,32,32,28,60
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,24,24,25,49
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,5,9
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,557,557,522,1079
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,14,14,10,24
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,21,21,10,31
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,8,19
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,15,27
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,33,33,32,65
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,3,6
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,6,12
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,3,8
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,3,4
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,21,21,16,37
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,3,6
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,11,26
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,35,35,30,65
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,24,24,22,46
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,28,28,19,47
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,6,12
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,9,9,7,16
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,25,25,25,50
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,14,14,15,29
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,19,19,18,37
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,8,12
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,3,7
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,200,200,216,416
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,4,7
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,38,38,37,75
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,21,21,20,41
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,15,15,18,33
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,3,6
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,8,15
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,31,31,19,50
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,11,19
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,6,14
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,36,36,35,71
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,122,122,126,248
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,34,34,49,83
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,70,70,73,143
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,0,0,2,2
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,691,691,680,1371
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,8,14
QUIRUSILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,0,1
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,43,43,45,88
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,11,11,6,17
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,235,235,215,450
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,39,39,36,75
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,22,22,15,37
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,8,14
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,583,583,470,1053
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,5,8
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,16,34
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,18,30
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,9,12
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,8,20
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,25,25,13,38
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,5,5,2,7
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,3,4
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,12,16
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,28,28,26,54
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,51,51,35,86
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,11,19
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,26,26,21,47
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,55,55,42,97
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,62,62,62,124
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,7,7,11,18
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,20,20,19,39
SAN JOAQUIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,5,9
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,18,18,23,41
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,27,39
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,30,30,42,72
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,4,4,8,12
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,49,49,66,115
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,42,42,38,80
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,12,12,23,35
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,9,17
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,5,8
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,35,35,34,69
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,30,30,30,60
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,6,6,4,10
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,1,1,0,1
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,2,2,3,5
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,3,3,11,14
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,14,14,8,22
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-06-01,8,8,6,14
