municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,5,5,2,7
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,45,45,59,104
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,80,80,82,162
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,205,205,206,411
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,173,173,200,373
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,56,56,51,107
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,23,23,38,61
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,19,19,17,36
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,259,259,268,527
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,430,430,432,862
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,53,53,34,87
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,30,30,40,70
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,179,179,206,385
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,172,172,254,426
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,8,17
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,206,206,224,430
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,58,58,55,113
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,97,97,98,195
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,114,114,96,210
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,19,19,29,48
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,268,268,263,531
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,1,1,1,2
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,16,16,19,35
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,320,320,294,614
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,256,256,227,483
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,183,183,218,401
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,241,241,254,495
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,53,53,38,91
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,146,146,180,326
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,8,8,11,19
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,280,280,260,540
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,40,40,42,82
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,274,274,264,538
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,456,456,272,728
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,27,27,28,55
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,211,211,216,427
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,45,45,35,80
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,171,171,174,345
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,93,93,102,195
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,183,183,202,385
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,112,112,126,238
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,161,161,164,325
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,16,16,13,29
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,24,24,31,55
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,63,63,62,125
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,56,56,57,113
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,42,42,46,88
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,29,29,38,67
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,9,9,6,15
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,105,105,120,225
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,119,119,111,230
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,18,18,19,37
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,17,17,13,30
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,63,63,77,140
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,274,274,168,442
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,110,110,92,202
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,32,32,25,57
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,50,50,27,77
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,25,25,17,42
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,149,149,139,288
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,285,285,244,529
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,62,62,74,136
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,28,28,40,68
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,3,3,4,7
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,16,16,13,29
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,30,30,32,62
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,84,84,93,177
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,346,346,344,690
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,108,108,132,240
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,13,13,17,30
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,58,58,41,99
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,103,103,104,207
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,98,98,77,175
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,88,88,100,188
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,129,129,120,249
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,19,19,26,45
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,37,37,23,60
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,99,99,131,230
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,203,203,178,381
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,51,51,44,95
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,215,215,168,383
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,63,63,57,120
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,27,27,25,52
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,58,58,65,123
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,256,256,268,524
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,86,86,105,191
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,171,171,176,347
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,8,8,7,15
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,2,2,0,2
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,6,6,24,30
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,180,180,178,358
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,77,77,90,167
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,202,202,218,420
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,10,10,17,27
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,209,209,238,447
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,38,38,30,68
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,20,20,19,39
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,6,6,5,11
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,15,15,22,37
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,63,63,57,120
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,51,51,57,108
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,163,163,158,321
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,1033,1033,961,1994
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,25,25,32,57
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,116,116,120,236
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,7,7,10,17
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,59,59,65,124
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,16,16,28,44
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,337,337,270,607
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,89,89,98,187
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,94,94,102,196
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,11,11,9,20
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,86,86,82,168
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,9,9,6,15
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,53,53,62,115
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,78,78,67,145
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,74,74,88,162
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,42,42,48,90
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,62,62,63,125
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,30,30,27,57
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,298,298,254,552
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,100,100,97,197
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,65,65,59,124
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,2,2,1,3
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,54,54,71,125
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,319,319,334,653
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,29,29,24,53
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,17,17,10,27
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,26,26,14,40
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,1585,1585,1580,3165
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,13,13,12,25
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,87,87,94,181
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,144,144,135,279
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,93,93,124,217
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,102,102,102,204
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,200,200,206,406
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,107,107,87,194
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,1,1,0,1
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,9,9,6,15
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,18,18,23,41
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,5,5,7,12
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,14,14,14,28
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,59,59,22,81
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,16,16,16,32
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,129,129,96,225
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,36,36,37,73
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,116,116,77,193
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,35,35,17,52
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,194,194,217,411
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,223,223,202,425
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,116,116,95,211
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,51,51,39,90
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,15,15,16,31
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,200,200,84,284
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,57,57,49,106
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,4,4,9,13
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,35,35,31,66
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,282,282,295,577
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,308,308,322,630
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,11,11,4,15
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-12-01,148,148,114,262
